"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Uche Yara";"honey,";"Honey, come find me";"2024";"GOLDENDAYS FM";1742205508;1742205630;"https://music.apple.com/fr/album/honey-come-find-me/1779481110?i=1779481111&uo=4";"https://www.deezer.com/track/3081557811";"https://open.spotify.com/track/16oPq8SKNJGvMQhbRWp8VI"
"Fever Exploration";"Veronica";"Veronica";"1968";"MERCURY";1742205628;1742205816;;;
"Charlotte Leslie";"Wizzz: Psychorama français";"Les filles c'est fait pour faire l'amour";"1967";"BORN BAD";1742205812;1742205988;"https://music.apple.com/fr/album/les-filles-cest-fait-pour-faire-lamour/1783732657?i=1783732927&uo=4";"https://www.deezer.com/track/2958684801";"https://open.spotify.com/track/465EyTlLYPwN562xtgdIgf"
"Arthur Satan";"So far so good";"Love bleeds from your neck";"2021";"BORN BAD RECORDS";1742205986;1742206106;"https://music.apple.com/fr/album/love-bleeds-from-your-neck/1568147153?i=1568147161&uo=4";"https://www.deezer.com/track/1376055412";"https://open.spotify.com/track/4W2C1CBjOyq0BV5nwyu4cr"
"Early James";"Medium raw";"Steely knives";"2025";"EASY EYE SOUND";1742206103;1742206281;;"https://www.deezer.com/track/3168146331";"https://open.spotify.com/track/5j77ibXzKFOagMnFYQ8t7n"
"Bo/The Kings Of Summer";"BOF / The kings of summer";"The kings of summer : Game night";"2013";"MILAN";1742206278;1742206480;;;
"Aldo Vanucci";"Ponderosa / Knew you were coming";"Ponderosa (feat. Dena Deadly)";"2019";"JALAPENO";1742206478;1742206749;"https://music.apple.com/fr/album/ponderosa-feat-dena-deadly/1456053881?i=1456053894&uo=4";;
"Guru/Elam Keith";"Jazzmatazz";"Take a look (at yourself)";"1993";"CHRYSALIS";1742206747;1742206985;;;
"Glass Beams";"Mirage";"Taurus";"2021";"RESEARCH RECORDS";1742206981;1742207252;"https://music.apple.com/fr/album/taurus/1566192585?i=1566192589&uo=4";"https://www.deezer.com/track/1364971102";
"The Doors";"Break on through";"Soul kitchen";"1967";"ELEKTRA";1742207250;1742207455;"https://music.apple.com/fr/album/soul-kitchen/640047463?i=640047758&uo=4";"https://www.deezer.com/track/3614125";"https://open.spotify.com/track/2Xdc6qyaFBJZ8QW1KhpVci"
"Cannibale";"Es el amor";"Es el amor";"2021";"BORN BAD RECORD";1742207454;1742207695;"https://music.apple.com/fr/album/es-el-amor/1585686996?i=1585687010&uo=4";"https://www.deezer.com/track/1484779182";"https://open.spotify.com/track/4l9ucYiZUSGvwVXgJs628x"
"Derya Yildirim & Grup Simsek";"Yarin yoksa";"Direne direne";"2025";"BIG CROWN RECORDS";1742207692;1742207914;;"https://www.deezer.com/track/3198470491";"https://open.spotify.com/track/0fN3ICGUNRNxM2ejTDLhH3"
"Ezechiel Pailhes";"Ventas rumba";"Ventas Rumba";"2024";"CIRCUS COMPANY";1742207912;1742208044;"https://music.apple.com/fr/album/ventas-rumba/1729876179?i=1729877001&uo=4";"https://www.deezer.com/track/2654766682";"https://open.spotify.com/track/0FYoheBU83kdgpVBzvbob1"
"Malik Djoudi";"Vivant";"Excite";"2024";"CINQ 7";1742208043;1742208234;;"https://www.deezer.com/track/2779552981";"https://open.spotify.com/track/5n1qmh8m3K8GVHzyv5FJDy"
"The Undisputed Truth";"The undisputed Truth";"Papa was a Rollin' Stone";"1972";"MOTOWN";1742208234;1742208435;;"https://www.deezer.com/track/5962817";
"Ebi Soda";"Bedroom tapes";"Libre";"2021";"TRUE THOUGHTS";1742208431;1742208646;;"https://www.deezer.com/track/1396819722";
"Dreamcastmoe";"Molly's son";"We gone make it";"2024";"SPECTRAL SOUND";1742208646;1742208913;;"https://www.deezer.com/track/2522931071";"https://open.spotify.com/track/1ItIbKrwHtLzZXwTUVnfzU"
"Jaqee";"Land of the free";"Natty dread";"2010";"MAKASOUND";1742208912;1742209132;;"https://www.deezer.com/track/492530872";
"The Clash";"The story of the clash / Vol. 1";"The magnificent seven";"1981";"CBS";1742209132;1742209399;;"https://www.deezer.com/track/2989960191";
"The Velvetones";"The birth of surf / Vol. 2";"Mr. X";"1965";"ACE";1742209401;1742209542;;;
"Masaaki Hirao";"Nippon rock'n'roll/The birth of japanese rockabirii 1958-1960";"Kurumi-chan";"1959";"ACE RECORDS";1742209540;1742209729;;;
"Okvsho";"A place between us";"Where I'm made of (ft. TRVANIA)";"2024";"CURRENT MOVES";1742209725;1742209978;;;
