"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Gusgus";"Polydistortion";"Polyesterday";1997;"4AD";1705139755;1705140040;"https://open.spotify.com/track/09wD6M8UPl1pzPwlHphUVf";;
"Gggg";"Polydel";"0101";2023;"D.KO RECORDS";1705140037;1705140185;"https://open.spotify.com/track/6F69eFNSDfl7kB2VA2L2pS";;
"Cho Co Pa Co Cho Co Quin Quin";"Tradition";"Cuba";2023;"TIME CAPSULE";1705140186;1705140391;;;
"Bjork";"Debut";"Venus as a boy";1993;"ISLAND";1705140392;1705140666;"https://open.spotify.com/track/5G9LvzXcBoIBXOd2jzdJTs";"https://www.deezer.com/track/2629697182";
"Etienne Daho";"La notte, la notte";"Le grand sommeil";1984;"VIRGIN";1705140658;1705140899;;;
"The Wolfhounds";"Unseen ripples from a pebble";"Slow Loris";1986;"OPTIC NERVE RECORDS";1705140897;1705141061;;;
"Lunar Lock";"The dream of sad city";"Sad city";2023;"AUTOPRODUCTION";1705141059;1705141321;"https://open.spotify.com/track/1JikypZ58TjXAMrWp0t0qn";"https://www.deezer.com/track/2498154251";
"Mac Demarco";"2";"Freaking out the neighborhood";2012;"CAPTURED TRACKS";1705141314;1705141486;"https://open.spotify.com/track/3HlK8txWAdtKMrbsqX40pl";;"https://music.apple.com/fr/album/freaking-out-the-neighborhood/561048714?i=561048720&uo=4"
"Mild High Club";"Skiptracing";"Tesselation";2016;"STONES THROW";1705141482;1705141635;"https://open.spotify.com/track/3BIzHNxAQbRTY4LCp1oMR1";"https://www.deezer.com/track/446000952";"https://music.apple.com/fr/album/tesselation/1110226847?i=1110226864&uo=4"
"Bobby Caldwell";"Special to me";"What you won't do for love";1978;"TK RECORDS";1705141634;1705141920;"https://open.spotify.com/track/6Dk5fHTvH897XrVzCO64Mx";"https://www.deezer.com/track/1627634952";"https://music.apple.com/fr/album/what-you-wont-do-for-love/1606064414?i=1606064876&uo=4"
"Miles Davis";"You're under arrest";"Time after time";1985;"COLUMBIA";1705141917;1705142131;;;"https://music.apple.com/fr/album/time-after-time/160760626?i=160761013&uo=4"
"Tetrack";"Lets get started / Eastman dub";"Let's get started";1977;"VP MUSIC";1705142127;1705142348;;;
"Bella White";"Among other things";"The way I oughta go";2023;"ROUNDER RECORDS";1705142346;1705142605;"https://open.spotify.com/track/1hUY9ZkIJV6lzRJxYgRz4q";"https://www.deezer.com/track/2238325507";
"Alison Krauss";"Musical gifts from Joshua Bell and friends";"God rest ye merry gentlemen - arrangement pour voix violon et guitare";2013;"SONY";1705142593;1705142784;;;
"@";"Mind palace music";"Boxwood lane";2023;"CARPARK";1705142777;1705142948;"https://open.spotify.com/track/0tC3Zopz90CmE5lQmoj61b";;
"La Bibliotheque De La Bergerie";"La Bibliothèque de la Bergerie";"Le manuscrit Hopkins";2023;"FREAKSVILLE RECORDS";1705142948;1705143184;"https://open.spotify.com/track/5w5LlIX1MDk2ulooNBDzZJ";;
"Veronique Sanson";"Le maudit";"Alia souza";1974;"WEA";1705143182;1705143355;;;"https://music.apple.com/fr/album/alia-souza/39281409?i=39281443&uo=4"
"Painel De Controle";"Brazilian disco boogie sounds /1978-1982";"Relax";1981;"FAVORITE RECORDINGS";1705143353;1705143563;"https://open.spotify.com/track/4Tyl9UqprMlS1RWsKGGb6q";"https://www.deezer.com/track/1981874137";
