"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"BIM (Benin International Musical)";"Positive vodoun";"Biowa";"2024";"AUTOPRODUCTION";1727778989;1727779205;;;
"Out Of The Ordinary";"Meadows";"Meadows";"2019";"RAMROCK RED";1727779200;1727779475;;;
"Bat For Lashes";"The dream of Delphi";"Waking up";"2024";"BAT FOR LASHES";1727779471;1727779708;"https://open.spotify.com/track/3PGXzrznnkj21F6UX32BVo";;
"Gustafson";"Full sentimental";"Full sentimental";"2024";"SIMONE RECORDS";1727779691;1727779898;"https://open.spotify.com/track/5OW15IgXQU6tDkk91rYmdn";"https://music.apple.com/fr/album/full-sentimental/1725575677?i=1725575678&uo=4";
"Phoenix";"United";"If I ever feel better";"2000";"SOURCE";1727779894;1727780157;"https://open.spotify.com/track/3AA8xNhDC0MpqwkGX3EP5V";"https://music.apple.com/fr/album/if-i-ever-feel-better/696669435?i=696669695&uo=4";"https://www.deezer.com/track/3135336"
"Kalima";"(where is the) Sunshine";"(where is the) Sunshine (part. I)";"2018";"CHUWANAGA";1727780155;1727780397;;;
"Francis Lai";"BOF / L'aventure c'est l'aventure";"L'aventure c'est l'aventure : Flashing notes";"1972";"UNITED ARTISTS";1727780417;1727780626;;;
"Wanda Sa";"Wanda..Vagamente..";"Inutil paisagem";"1963";"POPPYDISC";1727780625;1727780800;;;
"Voyou";"On s'emmène avec toi";"Les soirées";"2017";"LES DISQUES ENTREPRISE";1727780798;1727780987;;;
"The Eagles";"La legende des Eagles";"Tequila sunrise";"1973";"WEA";1727780980;1727781146;;;
"Shabaka";"Perceive its beauty, acknowledge its grace";"Breathing";"2024";"IMPULSE";1727781145;1727781408;"https://open.spotify.com/track/3JnmywA3V6AeVjHbeFibdq";"https://music.apple.com/fr/album/breathing/1731422250?i=1731422542&uo=4";"https://www.deezer.com/track/2738149821"
"Joe Bel";"The secret";"The secret";"2024";"LA RUCHE";1727781408;1727781563;"https://open.spotify.com/track/7i8g6RaH1ekGnG67cPJddY";;"https://www.deezer.com/track/2748290021"
"Ganache";"Hypernova";"Blue hills";"2023";"ALTER K DISTRIBUTION / KASANOSTRA PUBLISHING";1727781565;1727781768;"https://open.spotify.com/track/4rpsVIdPferIpKLkT6K6Kk";"https://music.apple.com/fr/album/blue-hills/1710417371?i=1710417526&uo=4";
"El Michels Affair";"Crown jewels / vol. 2";"Reasons";"2022";"BIG CROWN";1727781761;1727781953;"https://open.spotify.com/track/6EIVyWXwdyIhJaicqCsU48";;"https://www.deezer.com/track/943057262"
"Julian Bream";"Julian Bream interprète Heitor Villa-Lobos";"Etude n°11 en mi min pour guitare";"1978";"RCA";1727781956;1727782172;;;
"Aa'In";"Arauca";"El Pescador";"2019";"AUTOPRODUCTION";1727782185;1727782415;"https://open.spotify.com/track/3Or0RfKrSQZHrx9iQs5KfQ";"https://music.apple.com/fr/album/el-pescador/1447545514?i=1447545688&uo=4";
"Scary Pockets";"Kitsch Funk";"Island in the sun (Feat. Casey Abrams)";"2018";"RECORDS DK";1727782413;1727782554;;;
"Santana";"Moonflower";"She's not there";"1977";"CBS";1727782553;1727782794;"https://open.spotify.com/track/44JITu0xanJn3TLMQZJw0G";;
"Scary Goldings";"Scary Goldings IV";"Hi ho Silverstein";"2021";"POCKETS";1727782787;1727782974;"https://open.spotify.com/track/0z431a5OexjaOSJbBsNCrT";"https://music.apple.com/fr/album/hi-ho-silverstein/1592604907?i=1592604909&uo=4";"https://www.deezer.com/track/1536136422"
"Limousine";"Hula hoop";"Some blue and yellow (feat Malik Djoudi)";"2023";"EKLER'O'SHOCK RECORDS";1727782972;1727783225;;;
"Rover";"Some needs";"Some needs";"2015";"CINQ 7";1727783224;1727783444;"https://open.spotify.com/track/1A8v1TY2XzfFKdcSeebVbS";"https://music.apple.com/fr/album/some-needs/1041457397?i=1041457406&uo=4";
"Muddy Waters";"One more mile/Chess collectibles vol. 1";"Hoochie coochie man";"1954";"CHESS@";1727783441;1727783585;;"https://music.apple.com/fr/album/hoochie-coochie-man/426386234?i=426386243&uo=4";
"Adrian Quesada";"Jaguar sound";"Fireflies";"2022";"ATO RECORDS";1727783583;1727783783;"https://open.spotify.com/track/15GFuoeUXLL3M7QiosNE90";;
"Atlas";"Atlas";"Necessity";"";"SONORAMA RECORDS";1727783781;1727783960;"https://open.spotify.com/track/3wkbqA8OteURVKmqh2UVa0";"https://music.apple.com/fr/album/necessity/682368242?i=682368733&uo=4";
"The Blind Boys Of Alabama";"Down in New Orleans";"Make a better world";"2008";"PROPER/NOCTU";1727783972;1727784172;;;"https://www.deezer.com/track/1698763017"
"Beach Fossils";"Somersault";"Down the line";"2017";"BAYONET RECORDS";1727784171;1727784330;"https://open.spotify.com/track/05ZUxHiGT7VR6ShJjhwJxn";"https://music.apple.com/fr/album/down-the-line/1208633031?i=1208634136&uo=4";"https://www.deezer.com/track/356913241"
"Tommy Guerrero";"Road to knowhere";"White sands";"2018";"TOO GOOD";1727784326;1727784500;"https://open.spotify.com/track/3EhuEeTQP2tAICvTakOEYF";;
"Caleb Landry Jones";"Hey Gary hey down";"Corn mine";"2024";"SACRED BONES RECORDS";1727784499;1727784737;"https://open.spotify.com/track/0DqWSaVHXHP5gd4ZaN6WN6";"https://music.apple.com/fr/album/corn-mine/1721946131?i=1721946556&uo=4";"https://www.deezer.com/track/2589909462"
"Biche";"La nuit des Perséides";"Le déclin";"2019";"BANQUISE RECORDS";1727784736;1727784917;"https://open.spotify.com/track/5v9lDqVOE1ujUwEJQui4Md";"https://music.apple.com/fr/album/le-d%C3%A9clin/1459637482?i=1459637484&uo=4";
"The Beatles";"Help!";"Ticket to ride";"1965";"EMI";1727784913;1727785097;;;
"Charif Megarbane";"Marzipan (Habibi Funk 023) (Bonus Edition)";"Pale baleine";"2023";"HABIBI FUNK RECORDS";1727785094;1727785256;"https://open.spotify.com/track/2oEKkLi0XZO8TyK7TVV98R";"https://music.apple.com/fr/album/pale-baleine/1688225081?i=1688226300&uo=4";
"Bertrand Belin";"Bertrand Belin";"La longue danseuse";"2005";"UNIVERSAL";1727785255;1727785526;"https://open.spotify.com/track/5NNAW7vYvuPuHLviQZAv8n";;"https://www.deezer.com/track/2573261"
"Alex Nicol";"Been a long year vol.2";"Song for Franz";"2023";"AUTOPROD (ACQUISITION)";1727785517;1727785707;"https://open.spotify.com/track/5K9nvLz7Y3mgxLNPJuWcjR";"https://music.apple.com/fr/album/song-for-franz/1708861245?i=1708861498&uo=4";
"Balthazar";"Thin walls";"Wait any longer";"2015";"PLAY IT AGAIN SAM";1727785722;1727785917;"https://open.spotify.com/track/64y5epyubKOt5IK11YDMRT";;"https://www.deezer.com/track/97890266"
"Jasual Cazz";"Memory guard";"Better before";"2023";"CHUWANAGA";1727785920;1727786147;"https://open.spotify.com/track/73bJBZEaHmX9I9UUyGhg6c";"https://music.apple.com/fr/album/better-before/1704670242?i=1704670433&uo=4";
"Dina Ogon";"Glitter / Det läcker";"Glitter";"2023";"PLAYGROUND MUSIC";1727786137;1727786261;"https://open.spotify.com/track/22pR21715Xw2yB2uQrcdIr";"https://music.apple.com/fr/album/glitter/1703794061?i=1703794372&uo=4";
"Eli Paperboy Reed";"99 cent dreams";"Bank robber";"2019";"YEP ROC RECORDS";1727786260;1727786414;;;
"Aretha Franklin";"20 greatest hits";"Save me";"1967";"ATLANTIC";1727786412;1727786549;"https://open.spotify.com/track/7mvKpoeI6sq6osDtSb9xcF";"https://music.apple.com/fr/album/save-me/266602438?i=266602572&uo=4";
"Tosca";"No hassle";"Elitsa";"2009";"K7 RECORDS";1727786545;1727786833;"https://open.spotify.com/track/1VBpDtmAGkpelWl3fedJIR";"https://music.apple.com/fr/album/elitsa/311016273?i=311016306&uo=4";"https://www.deezer.com/track/12266978"
"Pressyes";"Years";"Years";"2022";"ASSIM RECORDS";1727786831;1727786996;"https://open.spotify.com/track/69jC7RurgziUj5KZAGVPD6";"https://music.apple.com/fr/album/years/1619334947?i=1619335222&uo=4";
