"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Robert Wyatt";"His greatest misses";"Pla";"1986";"NAIVE";1729245493;1729245640;;;
"Led Zeppelin";"Long box";"Your time is gonna come";"1969";"ATLANTIC";1729245633;1729245886;;;
"Carlos Walker";"A frauta de pa";"O cavaleiro e os moinhos";"1975";"RCA";1729245879;1729246101;;;
"Felbm";"Tape 3 / Tape 4";"Colorists";"2020";"SOUNDWAY";1729246096;1729246297;"https://open.spotify.com/track/7uf1sGJqEkDOj9YP5ZxnMw";;
"Mustafa";"Dunya";"Old life";"2024";"JAGJAGUWAR";1729246294;1729246472;"https://open.spotify.com/track/3BD4ZDUq708TM0U3vbN0Oc";"https://www.deezer.com/track/2805646452";
"Neniu";"Inépuisable";"Où sont les autres ?";"2024";"LA SOUTERRAINE";1729246473;1729246657;"https://open.spotify.com/track/1vXiexRnsPpBmkmAEIGfLT";;
"Matthew Halsall And The Gondwana Orchestra";"Into forever";"Badder weather (feat. Josephine Oniyama";"2015";"GONDWANA RECORDS";1729246656;1729246903;;;
"Charlie Parker";"B.O.F. / Bird";"Laura";"1951";"CBS";1729246901;1729247119;;;
"Cheryl Barker";"Puccini Passion";"Sole e amore - pour soprano et orchestre";"2003";"MELBA RECORDINGS";1729247118;1729247233;;;
"Sophye Soliveau";"Initiation";"Simple pleasures";"2024";"AUTOPRODUCTION";1729247228;1729247369;"https://open.spotify.com/track/5Pe8v8JvddLIySX5FAC8pQ";"https://www.deezer.com/track/2683185722";
"Lou Rawls";"Brotherman !/Lou Rawls sings the hits";"Feeling alright";"1970";"CAPITOL";1729247368;1729247540;;;
"Finley Quaye";"Vanguard";"Broadcast";"2000";"SONY";1729247536;1729247707;;"https://www.deezer.com/track/859522";
"Melk";"Sports";"Smash";"2005";"STATLER";1729247702;1729247863;;;
"April March";"Parti avec le soleil";"Parti avec le soleil";"2023";"VELVETICA MUSIC";1729247862;1729248020;"https://open.spotify.com/track/6R9eR2OWBgjTxilKsD7ORD";"https://www.deezer.com/track/2183834177";
"Steely Dan";"Can't Buy a Thrill";"Do it again";"1972";"MCA";1729248014;1729248363;"https://open.spotify.com/track/2LXISHBkx8FyoxCBkckh19";"https://www.deezer.com/track/1987726127";
