"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Peggy Lee";"I like men! / Sugar 'N' spice";"The best is yet to come";"1962";"EMI";1756720758;1756720956;"https://music.apple.com/fr/album/the-best-is-yet-to-come/738335999?i=738336146&uo=4";"https://www.deezer.com/track/1433714912";
"Elisabeth Caumont";"Acte 2";"La Caravane passe";"1989";"VOGUE";1756720799;1756720960;;;
"Dolly Parton";"In the good old days (When times were bad)";"Always the first time";"1969";"RCA";1756720956;1756721076;;"https://www.deezer.com/track/715973192";"https://open.spotify.com/track/7bg8DLjZOgKXcLlu0MHdyk"
"Dizzy Gillespie";"Coconuts groove : Viva latin jazz";"Caravan";"1960";"CRISTAL";1756720959;1756721131;;"https://www.deezer.com/track/604574492";"https://open.spotify.com/track/5AotiPzNlxyPdw617Qwb6M"
"Mister Mat";"Girls Just Want To Have Fun";"Girls Just Want to Have Fun";"2019";"DECCA RECORDS";1756721074;1756721272;;"https://www.deezer.com/track/765848932";"https://open.spotify.com/track/0Vl1EIRXHVY9YToHu0He0y"
"Orquesta Akokan";"Caracoles";"Las siete vidas de Inés";"2024";"DAPTONE RECORDS";1756721131;1756721368;"https://music.apple.com/fr/album/las-siete-vidas-de-in%C3%A9s/1742036098?i=1742036308&uo=4";"https://www.deezer.com/track/2756926391";"https://open.spotify.com/track/7uVEP7tevEAddo9aCHmoqs"
"Soul Sugar Meets Dub Shepherds";"Disco Jack";"Disco Jack (dub mix)";"2025";"GEE RECORDINGS";1756721267;1756721504;;;
"MC Solaar";"Cinquième as";"Hasta la vista";"2001";"SENTINEL";1756721367;1756721568;;"https://www.deezer.com/track/15003617";"https://open.spotify.com/track/4J6SkLsDpuN7R52TokaDQk"
"Sonya Spence";"In the Dark / Sings Love";"It hurts to be alone";"1978";"SANCTUARY RECORDS";1756721503;1756721745;;"https://www.deezer.com/track/11063186";"https://open.spotify.com/track/7ouR5u6jXKl45jbHpYNNNr"
"Moonchild";"Reflections";"Back to me (acoustic)";"2023";"TRU THOUGHTS";1756721569;1756721814;"https://music.apple.com/fr/album/back-to-me-acoustic/1703038749?i=1703038754&uo=4";"https://www.deezer.com/track/2417234125";"https://open.spotify.com/track/2RpUVWCLd7XSTinDXoGF5s"
"JJ Cale";"Special edition";"After midnight";"1971";"MERCURY";1756721745;1756721886;;;
"Brandee Younger";"Brand new life";"The windmills of your mind (feat. 9th Wonder)";"2023";"DECCA RECORDS";1756721811;1756721984;"https://music.apple.com/fr/album/the-windmills-of-your-mind-feat-9th-wonder/1671212000?i=1671212673&uo=4";;"https://open.spotify.com/track/1VxyLyOwMmdolzsqeWG0JO"
"Courtney Barnett & Kurt Vile";"Lotta sea lice";"Continental breakfast";"2017";"MATADOR";1756721883;1756722170;;;
"Joyce Di Donato";"Rejoyce";"Carousel : You'll never walk alone";"";"ERATO";1756721982;1756722108;;;
"Nick Garrie";"The Nightmare of J.B. Stanislas";"David's prayer";"1969";"REV-OLA";1756722107;1756722271;"https://music.apple.com/fr/album/davids-prayer/1470272153?i=1470272526&uo=4";"https://www.deezer.com/track/703151092";
"Trio Empreinte";"Crossing the Line";"Suite en trio pour violon saxophone et piano op 59 : 3. Scherzo";"2017";"KLARTHE";1756722168;1756722365;;;
