"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Lester Young";"The President plays with the Oscar Peterson trio";"(it takes) two to tango";"1952";"";1721850859;1721851212;;;
"Samara Joy";"Linger awhile";"Social call";"2022";"VERVE";1721851212;1721851479;"https://music.apple.com/fr/album/social-call/1686503032?i=1686503166&uo=4";"https://open.spotify.com/track/6QuLNEv4D16ECKDysb4Ltn";
"Maya Dunietz";"Thank you tree";"Love me tender";"2023";"RAW TAPES";1721851472;1721851677;"https://music.apple.com/fr/album/love-me-tender/1691136824?i=1691137429&uo=4";"https://open.spotify.com/track/74DiljiD3osuHBm0i7QJuU";
"Gami";"Step by step";"Great sorrow";"2023";"B-SIDE PROD";1721851674;1721851968;;"https://open.spotify.com/track/1okcKDCBlQZh14E1dh37e1";
"Daniel Johnston";"Welcome to my world";"Some things last a long time";"1990";"EYEM";1721851961;1721852252;;"https://open.spotify.com/track/0vzWUTqv0hDXJsH2fUrNlJ";"https://www.deezer.com/track/1357720962"
"Della Reese";"BD Music & Wozniak present """"A gospel story""""";"Amen";"1958";"BDMUSIC";1721852249;1721852483;;"https://open.spotify.com/track/4kiP1KoDQ5nDuDEC3qkW4D";"https://www.deezer.com/track/1059911462"
"Horace Andy";"Pure ranking";"Jah is the one";"1979";"CLOCKTOWER";1721852490;1721852700;"https://music.apple.com/fr/album/jah-is-the-one/211806132?i=211806284&uo=4";"https://open.spotify.com/track/1h6pB5HXAKxQOgVcgXFKEz";"https://www.deezer.com/track/132493388"
"Manu Dibango";"À la Jamaïque";"Bona sango";"1980";"SOUL MAKOSSA";1721852696;1721852980;;;
"Boule Noire";"Aimer d'amour";"Aimer d'amour";"1978";"UNIDISC MUSIC INC.";1721852971;1721853178;"https://music.apple.com/fr/album/aimer-damour/302711732?i=302711737&uo=4";"https://open.spotify.com/track/2StZPBvnpTBg2rGZqEdQT0";
"Matsubara Miki";"Light mellow dream";"Midnight door stay with me";"1979";"PONY CANYON";1721853171;1721853480;;;
"Takaya Kuroda";"Yakuza 0 (Disc 6)";"Bakamitai";"2015";"SEGA MUSIC";1721853470;1721853589;;;
"Melanie";"Cri d'amour";"Nausica";"2022";"COMET RECORDS";1721853586;1721853764;;"https://open.spotify.com/track/6r74G0h5cCoOzWINmwwNS4";
"Gorillaz";"Gorillaz";"Re-Hash";"2001";"EMI";1721853773;1721853990;"https://music.apple.com/fr/album/re-hash/850576570?i=850576655&uo=4";"https://open.spotify.com/track/4TyL53zUFb1nJDVyU2sBHc";
"Dope Lemon";"Kimosabe";"Slinging dimes";"2023";"BMG";1721853988;1721854202;;"https://open.spotify.com/track/1hcH3jeaol4lGVgDncmEfh";
"Waylon Jennings";"Delta swamp rock : Sounds from the south";"Big D";"1970";"Soul Jazz Records";1721854196;1721854343;;;"https://www.deezer.com/track/1570186482"
"Rahill";"Flowers at your feet";"Fables (feat. Beck)";"2023";"BIG DADA";1721854337;1721854626;;;
"Stephen Ulrich";"Music from this American life";"The swell";"2023";"BARBES RECORDS";1721854638;1721854872;;"https://open.spotify.com/track/3oUCCP3eHZ6t4PGjaM9rxd";"https://www.deezer.com/track/2073566927"
"The Specials";"Specials (remaster)";"A message to you Rudy";"1979";"CHRYSALI";1721854867;1721855039;;;"https://www.deezer.com/track/1798538677"
