"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Keziah Jones";"Black orpheus";"Femiliarise";"2003";"DELABEL";1718397532;1718397755;"https://open.spotify.com/track/43kju6RzvVhqRUfP1DN2q4";;
"Cass McCombs";"Tips of the sphere";"Absentee";"2019";"ANTI";1718401398;1718401564;"https://open.spotify.com/track/23fEZLdzHoZlNZZu4E1pSp";"https://www.deezer.com/track/617497432";
"Zero 7";"When it falls";"Passing by";"2004";"ULTIMATE DILEMMA RECORDINGS";1718401553;1718401843;"https://open.spotify.com/track/7fGAChEASw3sxA1TFRhPfx";"https://www.deezer.com/track/441250562";
"Sly & The Family Stone";"Fresh";"If you want me to stay";"1973";"EPIC";1718401835;1718401989;"https://open.spotify.com/track/2BydLQAh7CUIFvSEqAMc4x";;"https://music.apple.com/fr/album/if-you-want-me-to-stay/193125445?i=193127619&uo=4"
"Joe Thomas";"Brown sugar presents Paint it black";"Polarizer";"1976";"BROWN SUGAR";1718401987;1718402312;"https://open.spotify.com/track/7yxTWOioiqEW5ndGLmKk9n";"https://www.deezer.com/track/64036552";
"Crumb";"Amama";"Sleep talk";"2024";"CRUMB RECORDS";1718402309;1718402480;"https://open.spotify.com/track/09qIqYnxDqRRQAMumUm6Ny";;"https://music.apple.com/fr/album/sleep-talk/1732581971?i=1732582724&uo=4"
"Mount Kimbie";"Empty and silent (feat. King Krule)";"Dumb guitar";"2024";"WARP RECORDS";1718402492;1718402799;"https://open.spotify.com/track/59j5CBgJDsGgLIPfMINMQK";;
"Francoiz Breut";"Vif !";"Un pépin";"2024";"62 RECORDS / PIAS";1718402785;1718403063;"https://open.spotify.com/track/6vzGXcybf3KPZG6lwtXW7O";;"https://music.apple.com/fr/album/un-p%C3%A9pin/1735587224?i=1735588031&uo=4"
"Shay Hazan";"Wusul";"Shimo kitazawa";"2024";"BATOV RECORDS";1718403058;1718403272;"https://open.spotify.com/track/5XUqxTnE1HKtaSUt1z8YAx";;
"Leon Phal";"Stress killer";"Something inside (feat. Lorine Chia)";"2023";"HEAVENLY SWEETNESS";1718403269;1718403459;;;
"Gil Scott Heron";"Reflections";"Inner city blues (Poem : The siege of new orleans)";"1981";"ARISTA/SONY";1718403462;1718403809;;;
"Leon Russell";"Delta swamp rock : Sounds from the south";"Out in the woods";"1972";"Soul Jazz Records";1718403808;1718404022;"https://open.spotify.com/track/1JUiLgTzZBJj5JXXvgnYn1";"https://www.deezer.com/track/3532304";"https://music.apple.com/fr/album/out-in-the-woods/721243207?i=721244216&uo=4"
"Manu Dibango";"Africadelic";"Wouri";"1967";"FNAC";1718404017;1718404212;;;
"Femi Kuti";"Fight to win";"Traitors of Africa";"2001";"BARCLAY";1718404207;1718404535;;;
"Vampire Weekend";"Vampire weekend";"Mansard roof";"2008";"XL RECORDS";1718404538;1718404663;"https://open.spotify.com/track/30CU4qvNUUtd8GN4zDV5Oz";"https://www.deezer.com/track/937328";
"La Femme";"Mystère";"Où va le monde";"2016";"DISQUE POINTU";1718404662;1718404996;"https://open.spotify.com/track/6M2ZYgZ2cdu5oCHGI8wamV";;
