"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Philharmonia Orchestra";"Edward Elgar : variations et serenade";"Enigma - variations sur un theme original op 36 : moderato - pour orchestre";"1990";"DGG (DEUTSCHE GRAMMOPHON)";1731837487;1731837634;;;
"Lee Hazlewood & Ann Margret";"Compil. / The Wrecking Crew";"Sleep in the grass";"1968";"ROCK BEAT RECORDS";1731837637;1731837837;;;
"Timber Timbre";"Timber timbre / Live KCRW Session";"Lay Down In The Tall Grass";"2010";"FULL TIME HO";1731837829;1731838156;"https://open.spotify.com/track/3wkFk8YBJ5RYeJ70idyKqK";;
"Areski Et Brigitte Fontaine";"Vous et nous";"Le brin d'herbe";"1977";"SARAVAH";1731838156;1731838225;;;
"Cs + Kreme";"Snoopy";"Pussywhistle tea";"2020";"THE TRILOGY TAPES";1731838225;1731838393;"https://open.spotify.com/track/2m0dMD8lkQUQAbCkqZt6oh";"https://www.deezer.com/track/858451102";
"Janett Silvera";"When I need you";"Small talk";"1977";"DUB STORE RECORDS";1731838389;1731838598;;"https://www.deezer.com/track/2808875702";
"Pauline Catlin";"I'm in love with a dreadlocks : Brown Sugar and the birth of lovers rock 1977-80";"You and your smiling face";"2018";"SOUL JAZZ RECORDS";1731838595;1731838784;;;
"Tops";"Like someone I know : A celebration of Margo Guryan";"Sunday morning";"2024";"SUB POP RECORDS";1731838780;1731838923;"https://open.spotify.com/track/2kV2gzrfWhoxXBumKCeh01";"https://www.deezer.com/track/2867230882";"https://music.apple.com/fr/album/sunday-morning/1759820390?i=1759820391&uo=4"
"Bon Voyage Organisation";"(Loin des) rivages";"Les pêcheurs";"2022";"L'INVITATION MUSICALE";1731838918;1731839205;"https://open.spotify.com/track/2IHY5IlKxHgvsk2HtsEdaN";"https://www.deezer.com/track/1640186352";
"Memphis Minnie";"The essential";"I never told a lie";"1940";"CLASSIC BLUES";1731839194;1731839355;;"https://www.deezer.com/track/2764127641";
"Tom Waits";"Blue valentine";"$29.00";"1978";"ELEKTRSONATE";1731839354;1731839844;"https://open.spotify.com/track/2Hpmmt0r7CmpoLHHVlsfGb";"https://www.deezer.com/track/466833662";
"Chuck Higgins";"Intoxica / Strange and sleazy instrumental sounds  from the socal suburbs";"Night scene";"1960";"DOWNEY";1731839843;1731840020;;"https://www.deezer.com/track/1734042957";
"Francoiz Breut";"Vif !";"Lichens";"2024";"62 RECORDS / PIAS";1731840018;1731840222;"https://open.spotify.com/track/17tBABfHP4GDPwmfeW65Gn";"https://www.deezer.com/track/2700878582";"https://music.apple.com/fr/album/lichens/1735587224?i=1735588019&uo=4"
"Robert Wyatt";"His greatest misses";"At last i am free";"1982";"NAIVE";1731840222;1731840477;"https://open.spotify.com/track/4uUP9pXjAALuZDFXh79ImJ";"https://www.deezer.com/track/4644855";
"Alain Kremski";"Chants et rythmes d'orient";"Plage non titrée pour piano";"";"VALOIS";1731840475;1731840600;;;
"Cleo Sol";"Heaven";"Self";"2023";"FOREVER LIVING ORIGINALS";1731840598;1731840793;"https://open.spotify.com/track/0J9uaeOd7GZi9MTybtqAD4";"https://www.deezer.com/track/2448113655";
"Elvin Spencer";"Eccentric Northern Soul";"Lift This Hurt";"1971";"NUMERO GROUP";1731840788;1731840945;;;
"Apagya Show Band";"Afro-beat airways/West african shock waves/Ghana & Togo 1972-1978";"Mumunde";"1973";"ANALOG AFRICA";1731840939;1731841122;;"https://www.deezer.com/track/2876018022";
"Enoch Light";"Persuasive percussion 1- 2- & 3 - And provocative percussion 1 & 2";"Love is a many-splendored thing";"1959";"GOLDIES";1731841118;1731841291;;"https://www.deezer.com/track/39895591";
"Domenique Dumont";"X";"La Dolce Vita";"2022";"ANTINOTE";1731841287;1731841502;"https://open.spotify.com/track/1bItSfdwKGNbDzk7JMZju0";"https://www.deezer.com/track/1983109747";
"Etienne Daho";"La notte La notte (Deluxe remastered 1982-1985)";"Signé kiko";"1984";"PARLOPHONE";1731841500;1731841739;"https://open.spotify.com/track/78UwMJ2bti7c2dqJIhZXT0";;
"Willi Williams";"See mi yah";"Rise and praise";"2005";"INDIGO";1731841734;1731841963;;;
"Woo";"A La Luna";"Demi Paradise";"1991";"";1731841962;1731842116;;;
"Edu Lobo";"Missa breve";"Viola fora de moda";"1973";"ODEON";1731842111;1731842281;"https://open.spotify.com/track/6Zs4RQhJZBDHwFTL7980WQ";"https://www.deezer.com/track/3200804";
"The Pretty Things";"Emotions";"The sun";"1967";"SNAPPER MUSIC";1731842280;1731842463;"https://open.spotify.com/track/4g20mHZgttsnQbbEwedReq";"https://www.deezer.com/track/4031489";
"Stevie Wonder";"Songs in the key of life";"Pastime paradise";"1976";"MOTOWN";1731842459;1731842667;"https://open.spotify.com/track/4Gn4b1qJ12rowCNRw5DHM9";"https://www.deezer.com/track/676011642";
"Thomas Bangalter";"Mythologies";"Mythologies : 5. Les amazones";"2023";"ERATO";1731842662;1731842885;;;
"Alain Bashung";"Fantaisie militaire";"Malaxe";"1998";"BARCLAY";1731842885;1731843144;"https://open.spotify.com/track/5Cq9qFEmtL34ldh4A0Oee8";"https://www.deezer.com/track/921900";
"Moin";"You Never End";"Lift you (feat. Sophia Al-Maria)";"2024";"AD 93";1731843135;1731843359;;;
"Alabaster DePlume";"Gold";"People: What's the difference?";"2022";"INTERNATIONAL ANTHEM";1731843358;1731843558;"https://open.spotify.com/track/2prr3zj3VNPSQFJCuRJfaw";;
"Mulatu Astatke & Hoodna Orchestra";"Tension";"Delilah";"2024";"BATOV RECORDS";1731843552;1731843843;;;"https://music.apple.com/fr/album/delilah/1760532585?i=1760532741&uo=4"
"Freddie Gibbs";"$oul $old $eparately";"Lobster omelette (feat. Rick Ross)";"2022";"WARNER RECORDS";1731843833;1731844018;"https://open.spotify.com/track/47lSZVLBTQz5rilIsZR7M2";"https://www.deezer.com/track/1980006897";
"Isobel Campbell";"Hawk";"Come undone";"2010";"V2";1731844015;1731844356;"https://open.spotify.com/track/39uSl2EkhqxMkWZ7Kmfdog";"https://www.deezer.com/track/999982012";
"Dean Blunt";"The redeemer";"The redeemer";"2018";"OSSO";1731844350;1731844562;;"https://www.deezer.com/track/2244248587";
"Martin Denny";"The enchanted sea";"Baubles Bangles And Beads";"1960";"LONDON";1731844552;1731844687;;;
"Gustavo Santaolalla";"The last of us (Jeu vidéo)";"Vanishing grace";"2013";"SONY";1731844681;1731844806;"https://open.spotify.com/track/5TBJdXataXjsbjcXsCtUeP";"https://www.deezer.com/track/67770836";
"Vanessee Vulcane";"Sea salt";"Winter";"2024";"NOA MUSIC";1731844804;1731844998;"https://open.spotify.com/track/52HH8w7bO29Q1tGTOXkQEo";"https://www.deezer.com/track/2742049041";
"Francoise Hardy";"La question";"Viens";"1971";"VIRGIN";1731844998;1731845130;"https://open.spotify.com/track/6CsngKTlU8PPu1ftfSVNmZ";"https://www.deezer.com/track/835454202";
"Diana Ross & The Supremes";"The greatest songs written by Holland Dozier";"Come see about me";"1964";"MOTOWN";1731845128;1731845290;;"https://www.deezer.com/track/2566998162";
"Isha";"The plant";"The plant (feat. Joe Hertz)";"2024";"AUTOPRODUCTION";1731845288;1731845534;;;
"Rejjie Snow";"Peace 2 da world";"Grandma's hands";"2024";"HONEYMOON";1731845527;1731845701;;"https://www.deezer.com/track/2966951521";
"Holy Hive";"Float back to you";"Broom";"2020";"BIG CROWN RECORDS";1731845699;1731845835;"https://open.spotify.com/track/5BbalszBPahg1um1QVxSRi";"https://www.deezer.com/track/909793212";
"Blondie";"Plastic Letters";"Once i had a love (aka the disco song) (1975 version)";"1977";"CHRYSALIS";1731845830;1731846066;;;
"Beastie Boys";"Hello nasty";"Song for junior";"1998";"EMI";1731846065;1731846292;;;
"La Sonora De Lucho Macedo";"Gozalo - Bugalu tropical / Vol. 4";"Psicosis";"2011";"VAMPISOUL";1731846280;1731846454;;;
"Gorillaz";"Demon days";"Feel good inc.";"2005";"PARLOPHONE";1731846452;1731846673;"https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT";"https://www.deezer.com/track/3129407";
"Funkindustry & Clair";"Étretat";"Etretat";"2024";"ORIGINAL TAPE RECORDS";1731846672;1731846954;;;
"Matthew Halsall";"An ever changing view";"Triangles in the sky";"2023";"GONDWANA RECORDS";1731846949;1731847351;"https://open.spotify.com/track/7IE7Fd8f4kFCvIf0MM2XV6";"https://www.deezer.com/track/2311814805";
"Jamiroquai";"The return of the space cowboy";"Morning glory";"1994";"SONY";1731847347;1731847726;"https://open.spotify.com/track/4YBs74uWL6J9zpmaFL9LXt";"https://www.deezer.com/track/64607950";
"Bob Marley";"Uprising";"Could you be loved";"1980";"ISLAND";1731847723;1731847958;;;
"Woodfield Rd Allstars";"Big Shot / Soul shakedown";"Soul shakedown";"2024";"ORIGINAL GRAVITY";1731847955;1731848171;"https://open.spotify.com/track/1BILH4OxdFpNx7YAI4b1zg";"https://www.deezer.com/track/2962007361";
"Fabulous & Arabia";"Unlimited buffet";"Perm";"2011";"JAKARTA RECORDS";1731848173;1731848445;;;
"The Rodeo";"FIP sacré français !";"Désir d'avalanche";"2019";"WAGRAM MUSIC";1731848444;1731848630;;"https://www.deezer.com/track/2387384945";
"Beak";">>>>";"The seal";"2024";"INVADA RECORDS";1731848628;1731848998;;;
"Franco Bixio";"BOF / L'emmurée vivante";"7 note (version single face A)";"1977";"DEATH WALTZ";1731848998;1731849142;;;
"The Dramatics";"Whatcha see is watcha get";"Get up and get down";"1971";"CONCORD MUSIC GROUP";1731849139;1731849328;;"https://www.deezer.com/track/13622519";
"Gil Scott Heron";"Pieces of a man";"The revolution will not be televised";"1971";"RCA/BMG";1731849326;1731849511;;;
"Finn Rees";"Dawn is a melody";"Looking up";"2024";"MR BONGO";1731849509;1731849773;"https://open.spotify.com/track/4G6Ki9Aoa3Xwq8RoWTNoXF";;"https://music.apple.com/fr/album/looking-up/1733271604?i=1733271753&uo=4"
"Samara Joy";"Linger awhile";"Misty";"2022";"DECCA RECORDS / UNIVERSAL";1731849765;1731850055;"https://open.spotify.com/track/4Pjs6JmmSq4v9FuZFnWIng";"https://www.deezer.com/track/1910065557";
"Revue Blanche";"Misia";"6 Poèmes de Paul Eluard : 6. Tout disparut - arrangement pour soprano flûte traversière alto et harpe";"2022";"ANTARCTICA";1731850048;1731850189;;;
"Little Simz";"Simbi";"Rollin stone";"2021";"AGE 101 MUSIC";1731850180;1731850398;"https://open.spotify.com/track/5NkxESv4CFEBsRLAdqboGT";"https://www.deezer.com/track/1951200007";
"The Rolling Stones";"The Rolling Stones singles collection : The London years";"Honky tonk women";"1969";"LONDON";1731850397;1731850575;;;
"Jimmy Reed";"Blue guitar album";"Instrumental";"1962";"VOGUE";1731850574;1731850853;;;
"Nicolas Michaux";"Vitalisme";"Alma";"2024";"CAPITANE RECORDS";1731850852;1731851006;"https://open.spotify.com/track/5yolIrBeOSqOLITzi3BsZ9";"https://www.deezer.com/track/2976138231";
"Yellow Magic Orchestra";"Technodelic";"Pure jam";"1981";"SONY";1731851003;1731851272;;"https://www.deezer.com/track/413314902";
"North Satellite";"The stars are ours (remixes)";"The stars are ours (cosmic freestyle)";"2024";"EL TRIANGULO";1731851270;1731851607;"https://open.spotify.com/track/593hMAqOV8rvT3awLlhlT5";"https://www.deezer.com/track/2631052692";
