"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Bill Withers";"A break from the norm";"I can't write left handed";1973;"GUT RECORDS";1708250427;1708250836;;;
"Bill Evans";"Explorations";"Elsa";1961;"CARRERE";1708250830;1708251135;"https://music.apple.com/fr/album/elsa/583557863?i=583557897&uo=4";"https://www.deezer.com/track/540137912";"https://open.spotify.com/track/4KzgfINZ4PlPU1zalohTyP"
"Lenny Kravitz";"Are you gonna go my way";"Heaven help";1993;"VIRGIN";1708251134;1708251401;"https://music.apple.com/fr/album/heaven-help/712353727?i=712353829&uo=4";"https://www.deezer.com/track/3129598";"https://open.spotify.com/track/0uHbPoDjquncfYsLt00Aj2"
"Helado Negro";"Phasor";"Colores del mar";2024;"4AD";1708251315;1708251543;"https://music.apple.com/fr/album/colores-del-mar/1708555076?i=1708555192&uo=4";"https://www.deezer.com/track/2625191172";"https://open.spotify.com/track/0bYNCS0c6Uimpjcr2gswF0"
"Ray Barretto";"Salsa Coupole";"Acid";1967;"FANIA";1708251536;1708251836;;;
"Pete Rodriguez";"El rey del boogaloo";"I like it like that";1967;"FANIA";1708251834;1708252097;"https://music.apple.com/fr/album/i-like-it-like-that/1646335245?i=1646335313&uo=4";;
"Cho Co Pa Co Cho Co Quin Quin";"Tradition";"Boogie woogie";2023;"TIME CAPSULE";1708252094;1708252286;;;
"Henri Salvador";"Homme studio";"Rock star";1977;"BORN BAD RECORDS";1708252282;1708252467;;"https://www.deezer.com/track/1349134902";
"Morris Mobley";"Méditations";"Drippin'";2024;"FAT BEATS RECORDS";1708252462;1708252720;"https://music.apple.com/fr/album/drippin/1719263115?i=1719263391&uo=4";"https://www.deezer.com/track/2566240192";"https://open.spotify.com/track/4xyAc41v5PeXlXGulEGJuj"
"The Sos Band";"The best of the sos band";"The finest";1986;"TABU RECORDS";1708252719;1708253084;;;
"Dennis Edwards";"La legende des tubes/Annees 70 a nos jours vol 18";"Don't look any further";1984;"WAGRAM";1708253082;1708253399;;;"https://open.spotify.com/track/3GiSgsFwPp8zY7yTGsRlyR"
"Melodiesinfonie";"Softboi";"Sunset";2023;"MELODIESINFONIE";1708253397;1708253514;"https://music.apple.com/fr/album/sunset/1692528715?i=1692529343&uo=4";;"https://open.spotify.com/track/5NvzxxPVl6iiaZdNUkVA7I"
"Mamama";"Hier sera meilleur";"Message à toi même";2024;"BYEBYE RECORDS";1708253513;1708253802;;;
"Gil Scott Heron & Makaya Mac Craven";"I'm new here (A reimagining by Makaya McCraven)";"I'm new here";2020;"XL";1708253796;1708254045;;;
"Brandee Younger";"Brand new life";"Moving target";2023;"DECCA RECORDS";1708254042;1708254300;"https://music.apple.com/fr/album/moving-target/1671212000?i=1671212669&uo=4";"https://www.deezer.com/track/2216973307";"https://open.spotify.com/track/7peALhUNTaPTZwxhwvlWA2"
"Kerry";"Sky dust drifter";"Stargazer";1973;"FORAGER RECORDS";1708254298;1708254501;;;
"Simon & Garfunkel";"Bookends";"Mrs. Robinson";1968;"CBS";1708254501;1708254739;"https://music.apple.com/fr/album/mrs-robinson/203303421?i=203304387&uo=4";"https://www.deezer.com/track/16148946";
"1000 Clowns";"Freelance bubblehead";"(Not the) greatest rapper";1999;"ELEKTRA";1708254731;1708254960;"https://music.apple.com/fr/album/not-the-greatest-rapper/1539135310?i=1539135314&uo=4";"https://www.deezer.com/track/3601808";"https://open.spotify.com/track/1rRhNOtLERHgKRzTAhWNeS"
"Kazam";"Cycles";"Sultans of winds";2022;"BALAGAN MUSIC / WAGRAM";1708254960;1708255114;;;"https://open.spotify.com/track/5PqBku92QfIX7qFN6JKnnn"
"Junior Parker";"Love ain't nothin' but a business goin' on";"Taxman";1973;"VOGUE";1708255113;1708255336;;"https://www.deezer.com/track/129213360";
"Albert King";"The Stax story/Disc two  Kinda blue";"Cold feet";1968;"STAX";1708255333;1708255495;;;
"Petite-Vallee";"Vivant";"Vivant";2024;"AUTOPRODUCTION";1708255494;1708255667;"https://music.apple.com/fr/album/vivant/1722896492?i=1722896493&uo=4";"https://www.deezer.com/track/2598717812";"https://open.spotify.com/track/02g6lcZhzKxeMXbh2UfuIp"
"The Ironsides";"Changing light";"The web";2023;"COLEMINE RECORDS";1708255664;1708256001;"https://music.apple.com/fr/album/the-web/1666931221?i=1666932315&uo=4";"https://www.deezer.com/track/2117357987";
"Shirley Bassey";"Diamonds - the best of shirley Bassey";"Goldfinger";1964;"COLUMBIA";1708255999;1708256166;"https://music.apple.com/fr/album/goldfinger/697275065?i=697275892&uo=4";;
"Midnight Star";"Very best of midnight star : Succès de 1980 à 1990";"Midas touch";1995;"CASTLE COMMUNICATIONS";1708256164;1708256473;;;
