"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Portishead";"Dummy";"Roads";1994;"GO-BEAT";1705658252;1705658554;"https://music.apple.com/fr/album/roads/1440653096?i=1440653203&uo=4";"https://www.deezer.com/track/982668";"https://open.spotify.com/track/2sW8fmnISifQTRgnRrQTYW"
"Delvon Lamarr Organ Trio";"Cold as weiss";"Get da steppin'";2022;"COLEMINE RECORDS";1705658555;1705658849;"https://music.apple.com/fr/album/get-da-steppin/1597919684?i=1597919705&uo=4";;"https://open.spotify.com/track/3SD1rfNPj1uyNT5bJjCCeh"
"John Travolta";"BOF / Grease";"Summer nights";1978;"POLYDOR";1705658847;1705659061;;;
"Ladaniva";"Ladaniva";"Je t'aime";2023;"PIAS";1705659060;1705659247;;;
"Sarah Vaughan";"Sarah + 2";"Wonder why";1961;"ROULETTE @";1705659246;1705659503;;;
"Zsofia Boros";"El ultimo aliento";"El ultimo aliento";2023;"ECM";1705659500;1705659707;"https://music.apple.com/fr/album/el-%C3%BAltimo-aliento/1673804506?i=1673805397&uo=4";;"https://open.spotify.com/track/10LggjPa9WYXxcWGhhKmNA"
"Motel Club";"Motel Club";"Sauterelle";2022;"LA RUCHE LE LABEL";1705659708;1705659927;;;"https://open.spotify.com/track/5InuCnLkMiSxo1lIZD0Gns"
"Eagles";"Hotel California";"Hotel California";1976;"ASYLUM";1705659925;1705660314;"https://music.apple.com/fr/album/hotel-california/635770200?i=635770202&uo=4";;
"Ibrahim Hesnawi";"The father of Libyan reggae";"Tayr al salama";2023;"HABIBI FUNK";1705660310;1705660501;"https://music.apple.com/fr/album/tayr-al-salama/1702136694?i=1702137198&uo=4";"https://www.deezer.com/track/2406718965";"https://open.spotify.com/track/7qYzBVHEMVxan6JEcdsHJt"
"Initials Mb";"Bang Bang !";"Torpeur sur le nil";2023;"INITIALS MB";1705660498;1705660681;"https://music.apple.com/fr/album/torpeur-sur-le-nil/1712889286?i=1712890501&uo=4";"https://www.deezer.com/track/2507619291";"https://open.spotify.com/track/6uJ5JBFOMsqi0VfO4mcD1f"
"Laufey";"Bewitched";"While you were sleeping";2023;"LAUFEY / AWAL RECORDINGS AMERICA";1705660680;1705660855;"https://music.apple.com/fr/album/while-you-were-sleeping/1690607869?i=1690608477&uo=4";"https://www.deezer.com/track/2309254535";"https://open.spotify.com/track/753iehfOnYSmjVfjx20znR"
"Blood Sweat & Tears";"Blood, Sweat & Tears";"Spinning wheel";1968;"CBS";1705660852;1705661096;;;
"Forest Pooky";"Violets are red, roses are blue and dichotomy";"Jojo";2023;"KICKING RECORDS";1705661093;1705661286;"https://music.apple.com/fr/album/jojo/1675575043?i=1675575451&uo=4";"https://www.deezer.com/track/2175573487";"https://open.spotify.com/track/1FMolr3f126Au0h4dPDTD6"
"Marisa Anderson & William Tyler";"Lost futures";"Lost futures";2021;"THRILL JOCKEY RECORDS";1705661285;1705661457;"https://music.apple.com/fr/album/lost-futures/1553536604?i=1553536606&uo=4";;
"I Me Mine";"Ellipsis undressed";"Aviator";2019;"MONOPHONIQUE / LES JEUDIS DU ROCK";1705661455;1705661698;"https://music.apple.com/fr/album/aviator/1459089035?i=1459089180&uo=4";"https://www.deezer.com/track/661856792";"https://open.spotify.com/track/39hFQpxJfKSBVjbX7lyWgJ"
"Lenny Kravitz";"Mama said";"It ain't over 'til it's over";1991;"VIRGIN";1705661697;1705661935;"https://music.apple.com/fr/album/it-aint-over-til-its-over/712308582?i=712308688&uo=4";"https://www.deezer.com/track/3151232";"https://open.spotify.com/track/6VnpKLtfNH4Dk09YSGPSyR"
"Ry Cooder";"The Ry Cooder anthology : The UFO has landed";"Tamp 'em up solid";2008;"RHINO ENTERTAINMENT COMPANY";1705661931;1705662130;;"https://www.deezer.com/track/2291552605";
"Reverend Gary Davis";"The guitar and banjo of reverend Gary Davis";"The boy was kissing the girl (and playing the guitar at the same time)";1964;"PRESTIGE";1705662126;1705662285;;;
"Robbi Curtice";"Nothing to write home about";"Seven years later";2023;"FREAKSVILLE";1705662284;1705662484;"https://music.apple.com/fr/album/seven-years-later/1676064196?i=1676064207&uo=4";;"https://open.spotify.com/track/6AGb9dxVfG7MPF8KXNPAaW"
"Belle And Sebastian";"A bit of previous";"If they're shooting at you";2022;"MATADOR";1705662483;1705662828;;;"https://open.spotify.com/track/2yXd13F3NEAaU60imnciyO"
"Katy Kirby";"Blue raspberry";"Fences";2024;"ANTI RECORDS";1705662746;1705662844;"https://music.apple.com/fr/album/fences/1709513158?i=1709513165&uo=4";;"https://open.spotify.com/track/50o6T5U7mZ1T2fIVI7yXet"
"Call Sender";"Lost to the storm";"Wilderness";2023;"TRU THOUGHTS";1705662839;1705662989;"https://music.apple.com/fr/album/wilderness/1699558999?i=1699559010&uo=4";;"https://open.spotify.com/track/2N5gZb6I0SZNuNKfy0zlFm"
"Jeru The Damaja";"Wrath of the math";"Me or tha papes";1996;"FFRR";1705662987;1705663258;;;
"Eve";"Eve-olution";"Satisfaction";2002;;1705663251;1705663514;"https://music.apple.com/fr/album/satisfaction/1443627553?i=1443627643&uo=4";;"https://open.spotify.com/track/0klzutEUO6IX3QSmtRDFrq"
"Black Pumas";"Chronicles of a diamond";"More than a love song";2023;"PIAS";1705663501;1705663787;;;"https://open.spotify.com/track/38D3zXvwHjwtGMUSO4mOmv"
"Yoni Mayraz";"Dybbuk Tse !";"Pawnshop";2023;"ASTIGMATIC RECORDS";1705663785;1705664069;"https://music.apple.com/fr/album/pawnshop/1687460635?i=1687460644&uo=4";;"https://open.spotify.com/track/1K0AbEX6O5TXe4mCBfnRx2"
"Wax Tailor";"In the mood for life";"This train";2009;"ATMOSPHERIQU";1705664068;1705664305;;"https://www.deezer.com/track/1061333912";"https://open.spotify.com/track/3acmo6HflOsvrpTd3XJ0tn"
"Moriarty";"Long Live The Devil";"Long Live The Devil";2015;"ZAMORA PRODUCTIONS / AIR RYTMO";1705664303;1705664535;;;
"Paul Simon";"Still crazy after all these years";"Still crazy after all these years";1975;"LEGACY RECORDS";1705664531;1705664735;"https://music.apple.com/fr/album/still-crazy-after-all-these-years/380625640?i=380625779&uo=4";;"https://open.spotify.com/track/3gIBSlXYIN1mru35l4LWPB"
"Mac Demarco";"Five easy hot dogs";"Gualala";2023;"MAC RECORDS LABEL";1705664728;1705664888;;;"https://open.spotify.com/track/5KN8PcNwnUQ1nF29nJG6Zq"
"Aldous Harding";"Lawn";"Lawn";2022;"4AD/BEGGARS";1705664886;1705665102;;;"https://open.spotify.com/track/4YQe4UrNJ0AzFKA6BNQo0c"
"Bala Desejo";"Baile de mascaras (recarnaval)";"Baile de mascaras (recarnaval) (radio edit)";2023;"MR BONGO";1705665089;1705665290;;;
"Brigitte Fontaine";"Rue Saint-louis en l'île";"Sous 200 watts";2004;"VIRGIN";1705665286;1705665436;"https://music.apple.com/fr/album/sous-200-watts/695934405?i=695935177&uo=4";"https://www.deezer.com/track/3107012";"https://open.spotify.com/track/3e0fWv2tA89IugqUMfH5xz"
"Akira Ishikawa";"Back to rhythm";"I shot the sheriff";2019;"MR BONGO";1705665427;1705665682;;;
"H-Burns";"Sunset park";"Blue lights";2022;"YOTANKA";1705665496;1705665730;;;
"Sven Wunder";"Natura morta";"Natura morta";2021;"PIANO PIANO RECORDS";1705665728;1705665911;;;"https://open.spotify.com/track/31ttUjNlj72yDf0JnddIRd"
"Loopsel";"Öga for Öga";"Skammen";2023;"DFA RECORDS";1705665905;1705666137;"https://music.apple.com/fr/album/skammen/1671659057?i=1671659077&uo=4";;"https://open.spotify.com/track/5cbbpTWjgekclKrmJ9CLSW"
"Eden Ahbez";"Eden's island";"Full moon";1959;"COLLECTORS C";1705666130;1705666428;;"https://www.deezer.com/track/3659521";
"Johnson Syl";"Complete mythology / Lonely man / Vol. 1";"I'm looking for my baby";1962;"NUMERO GROUP";1705666301;1705666450;;;
"The Wave Chargers";"Caravelle";"Squalidae";2022;"SONIC TWANG";1705666449;1705666631;"https://music.apple.com/fr/album/squalidae/1629771673?i=1629771677&uo=4";;"https://open.spotify.com/track/4nZbxfbFDicg8Vyxa5lzu9"
"Joe Yorke";"Hopeless";"Rough living";2023;"RHYTHM STEADY";1705666628;1705666804;"https://music.apple.com/fr/album/rough-living/1708963114?i=1708964444&uo=4";;"https://open.spotify.com/track/4m7DEEfaBFlie6TeMcOJ8Y"
"Broadcast";"Haha sound";"Winter now";2003;"WARPCDIOL";1705666803;1705667028;;;"https://open.spotify.com/track/7e6S1d1mmVJu8yBJbFpLui"
"Voyou";"L'hiver";"L'hiver";2023;"ALSO";1705667028;1705667245;"https://music.apple.com/fr/album/lhiver/1656771718?i=1656771965&uo=4";;"https://open.spotify.com/track/3gUgoLt5p69lJCfCJ7bhLd"
"Quatuor Debussy";"Marc Mellits : Quatuors à cordes n°3 à 5";"Quatuor à cordes n°5 (Waniyetu) : 1. Clear winter";2017;"EVIDENCE";1705667244;1705667414;;;
