"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer";"youtube"
"Richard Troxell";"Bof / Madame butterfly";"Madame Butterfly : Viene la sera (Acte I) Trio Pinkerton Butterfly et Suzuki";"";"SONY";1720475308;1720475524;;;;
"Minnie Riperton";"Tender feelin's";"Light my fire";"1979";"BLUE NOTE";1720475523;1720475816;;"https://open.spotify.com/track/5TM03g2eFgjqQ0cCUyujRE";;
"The Brothers Nylon";"Lofi sauce";"Chill";"2022";"BMM RECORDS";1720475856;1720475991;"https://music.apple.com/fr/album/chill/1655924151?i=1655925035&uo=4";"https://open.spotify.com/track/11rXcO7lMCr2fIIk6JtbGO";"https://www.deezer.com/track/1648594002";
"Nat King Cole";"Re~generations";"Day in~day out (Produced by Cut Chemist)";"2009";"VERVE";1720475988;1720476149;;;;
"Rubel";"As palavras / Vol. 1 & 2";"Put@ria ! (feat. Bk, Dj Gabriel do Borel & Mc Carol)";"2024";"MR BONGO";1720476149;1720476341;;;;
"Les Petits Chanteurs Du Rock";"Tchic tchic french bossa nova 1963 1974";"Aquarela";"1976";"BORN BAD";1720476340;1720476561;;;;
"Jack Nitzsche";"The Jack Nitzsche story / Vol. 2 : Hard workin' man";"Surf finger";"1966";"ACE";1720476564;1720476714;;;;
"Danger Mouse";"Rome";"Problem queen";"2011";"PARLOPHONE";1720476709;1720476863;;;;
"Strange As Angels";"Chrystabell sings The Cure";"The walk";"2021";"KWAIDAN";1720476860;1720477024;;;;
"Yael Naim";"Older";"Walk Walk";"2015";"TOT OU TARD";1720477020;1720477174;"https://music.apple.com/fr/album/walk-walk/1446925544?i=1446925947&uo=4";;;
"Ladi 6";"Agogo makes the world go round";"Walk right up";"2011";"AGOGO";1720477178;1720477457;;;;
"Saturne";"Saturne";"Exotica";"2015";"INLASSABLE DISQUE";1720477452;1720477659;;"https://open.spotify.com/track/5nBGorL4DzJKBTJHD3xT52";;
"Lalalar";"Bi cinnete bakar";"Bi cinnete bakar";"2022";"BONGO JOE";1720477657;1720477806;"https://music.apple.com/fr/album/bi-cinnete-bakar/1612343398?i=1612345538&uo=4";"https://open.spotify.com/track/2oqqHkcZBHOLtmJflp5U0X";;
"Choeur D Enfants De La Radio Nationale Bulgare";"Tchikidan";"Tchikidan : Bràtcho";"2010";"NAIVE";1720477815;1720477988;;;;
"Marissa O Donnell";"Annie the Broadway musical (story & songs from the sequel)";"It's the hard-knock life";"1977";"TIME LIFE";1720477986;1720478169;;;;
"Otis Junior & Dr Dundiff";"Hemispheres";"Let it go";"2017";"JAKARTA";1720478166;1720478389;;;;
"Thierry Los";"Rockin' toys";"I was a toy before";"2022";"DNG MUSIC";1720478387;1720478513;;;;
"Marina Allen";"Eight pointed star";"Love comes back";"2024";"FIRE RECORDS";1720478511;1720478678;;"https://open.spotify.com/track/4HmpaKreyFdUUNFG7UzPVb";"https://www.deezer.com/track/2682960972";
"Christie";"BOF / Roma";"Yellow river";"1970";"SONY";1720478671;1720478830;;"https://open.spotify.com/track/4VnzKUBMB6cvog8Jvv1few";;
"Starshooter";"Nos années punk / 1977-1980";"Betsy party";"1978";"CAPITOL";1720478828;1720479017;"https://music.apple.com/fr/album/betsy-party-live-version/293727388?i=293727801&uo=4";;;
"The Black Keys";"El camino";"Lonely boy";"2011";"NONESUCH";1720479010;1720479201;"https://music.apple.com/fr/album/lonely-boy/1052966287?i=1052966684&uo=4";"https://open.spotify.com/track/5G1sTBGbZT5o4PNRc75RKI";;
"Lloyd Miller & The Heliocentrics";"Ost";"Bali bronze";"2010";"STRUT";1720479200;1720479542;"https://music.apple.com/fr/album/bali-bronze/381523135?i=381523369&uo=4";;;
"Florence Adooni";"Uh ah song";"Uh ah song";"2024";"PHILIPHON";1720479566;1720479773;;;;
"Nsue";"Ritmo fantasía : balearic spanish synth-pop, boogie and house (1982-1992)";"Rebelde silueta";"1990";"SOUNDWAY RECORDS";1720479772;1720480037;;;;
"Roxanne Shante";"Bof / Colors";"Go on girl";"1987";"WARNER BROS";1720480035;1720480216;;;;
"Kassa Overall";"Animals";"No it ain't";"2023";"WARP RECORDS";1720480209;1720480387;;"https://open.spotify.com/track/2vhXyqqQxAiWGlYNcWXdYR";;
"Nicolas Repac";"La traque";"La traque";"2024";"NO FORMAT";1720480428;1720480619;"https://music.apple.com/fr/album/la-traque/1742777352?i=1742777551&uo=4";"https://open.spotify.com/track/2qYCXtbTAbTUtSCvlE2MB9";;
"Sylvain Daniel";"SlyDee";"Psalmocracy (feat. Supérette)";"2024";"KYUDO RECORDS";1720480617;1720480841;"https://music.apple.com/fr/album/psalmocracy-feat-sup%C3%A9rette/1736541202?i=1736542799&uo=4";;;
"Roy Orbison";"For the lonely";"Blue bayou";"1963";"RHINO RECORDS";1720480839;1720480987;"https://music.apple.com/fr/album/blue-bayou/1151583866?i=1151583880&uo=4";"https://open.spotify.com/track/6a0arm7sfmKWF30xWqAL9D";;
"Hermanos Gutierrez";"Sonido Cosmico";"Barrio hustle";"2024";"EASY EYE SOUND";1720480984;1720481176;;"https://open.spotify.com/track/6UK4epTqVwWpeFfslXecth";"https://www.deezer.com/track/2836204732";
"Goldfrapp";"Felt mountain";"Human";"2000";"MUTE";1720481178;1720481440;;"https://open.spotify.com/track/3DvRI0ydgU5wolj44BR7dE";;
"Buttering Trio";"Threesome";"Star shroom";"2016";"AUTO PRODUCTION";1720481437;1720481611;"https://music.apple.com/fr/album/star-shroom/1502115836?i=1502115839&uo=4";"https://open.spotify.com/track/2Bxtfl2yosnH1JqWroPRAx";;
"Rita Morar";"Adrian Sherwood presents: Dub no frontiers";"Meri awaaz suno (hear my voice)";"2022";"REAL WORLD";1720481608;1720481802;;"https://open.spotify.com/track/0VwKf0NEJptmzDFICnEz8A";;
"Shani Diluka";"Pulse";"The holy presence of Joan d'Arc - pour piano et orchestre à cordes";"2023";"WARNER CLASSICS";1720481802;1720481964;;;;
"Leon Russel";"A song for you";"Shoot out on the plantation (solo version)";"1970";"SHELTER";1720481961;1720482172;;;;
"Les Porte Clefs";"Les porte-cléfs";"J'ai toujours le porte-cléfs";"1966";"CBS";1720482168;1720482310;;;;
"Angelo Outlaw";"Axis of time";"Free my mind";"2024";"ERASERHOOD SOUND";1720482308;1720482554;"https://music.apple.com/fr/album/free-my-mind/1690659466?i=1690659471&uo=4";"https://open.spotify.com/track/5vavSWyOy8uk7JF6ifZbr8";"https://www.deezer.com/track/2309677285";
"Freedom Fry";"Reprises";"Stayin alive (instrumental)";"2021";"CAVEMAN ARTS SOCIETY";1720482550;1720482785;;;;
"Baxter Dury";"Prince of tears";"August";"2017";"HEAVENLY RECORDINGS";1720482782;1720482963;"https://music.apple.com/fr/album/august/1275568567?i=1275569026&uo=4";"https://open.spotify.com/track/3r9ewmVhTx6gpYTMU7djav";"https://www.deezer.com/track/421044522";
"Feist";"How come you never go there";"How come you never go there";"2011";"POLYDOR";1720482961;1720483164;;"https://open.spotify.com/track/1f4YlPYTV3H3Namp0NvVMp";;
"David Bowie";"Ziggy Stardust (remast)";"Soul love";"1972";"EMI";1720483163;1720483377;;;;
"Art Pepper Quartet";"Modern Art";"When you're smiling";"1957";"BLUE NOTE";1720483387;1720483678;;;;
"Jackie Paris";"Jamaica funk";"Make me smile";"1975";"SOUL JAZZ RECORDS";1720483675;1720483847;;;;
"Unessential Oils";"Unessential oils";"Solutions To My Gloom";"2024";"SECRET CITY RECORDS";1720483844;1720484109;"https://music.apple.com/fr/album/solutions-to-my-gloom/1725353502?i=1725353670&uo=4";"https://open.spotify.com/track/3Cq3SRFSWK7qhfSvSWMkxg";;
"The Fantasy Orchestra";"The bear and other stories";"Final moments of the universe";"2020";"DISCO-ORDINATION";1720484107;1720484499;;"https://open.spotify.com/track/4YnkFN2QAVNkg1V1M9DVdY";;
"Gecko Turner";"Somebody from badajoz";"End of the world";"2023";"LOVEMONK RECORDS";1720484500;1720484735;;"https://open.spotify.com/track/1Q4LD5uagwbJeSlkrNPRjZ";;
"Gerard Palaprat";"Original seventies";"Pour la fin du monde (1971)";"1971";"";1720484733;1720484935;;;;
"Michel Petrucciani";"Flash";"English blues";"1980";"BINGOW RECORDS";1720484921;1720485091;;;;
"Emahoy Tsege Mariam Gebru";"Souvenirs";"Don't forget your country";"1980";"MISSISSIPPI RECORDS";1720485081;1720485291;;;;
"John Denver";"John denver's greatest hits";"Take me home, country roads";"1973";"RCA";1720485291;1720485479;;;"https://www.deezer.com/track/769749602";
"Mickey Baker";"Mississippi delta dues";"Sweet home Chicago";"1973";"";1720485475;1720485669;;;;
"Philippe Chatel";"Best of";"Tout quitter mais tout emporter";"1985";"RCA";1720485665;1720485891;;;;
"Silver Convention";"Bof / Studio 54";"Fly Robin fly";"1975";"TOMMY BOY";1720485889;1720486184;;"https://open.spotify.com/track/07xGEPWlYVucgtL6TPipoO";;
"Quatuor Ebene";"Beethoven around the world : Intégrale des quatuors à cordes";"Quatuor à cordes n°6 en Si bémol Maj op 18 n°6 : 1. Allegro con brio";"2019";"ERATO";1720486184;1720486562;;;;
"Sorry";"Anywhere but here";"There's so many people";"2022";"DOMINO RECORDING";1720486560;1720486804;;;;
"Caleb Landry Jones";"Hey Gary hey dawn";"Hey dawn";"2024";"SACRED BONES RECORDS";1720486803;1720486958;"https://music.apple.com/fr/album/hey-dawn/1721946131?i=1721946535&uo=4";"https://open.spotify.com/track/5HpfPqTBQtzf0NhzkpaJY7";"https://www.deezer.com/track/2589909422";
"2cellos";"2 cellos";"Smells like teen spirit";"2011";"MASTERWORKS";1720486982;1720487151;;"https://open.spotify.com/track/6lYbh2Y2tD7UuXUZnWartn";;
"Nirvana";"Nevermind";"Polly";"1991";"BMG";1720487141;1720487313;;"https://open.spotify.com/track/3tlXDvaNrrOmdvG0XVUOcv";;
"Aziza Brahim";"Mawja";"Bubisher";"2024";"GLITTERBEAT RECORDS";1720487310;1720487522;"https://music.apple.com/fr/album/bubisher/1717174112?i=1717175487&uo=4";"https://open.spotify.com/track/382Vpn2QBvXgWeq8M19EBu";;
"Aloe Blacc";"Good things";"You make me smile";"2010";"STONES THROW";1720487522;1720487725;"https://music.apple.com/fr/album/you-make-me-smile/382739341?i=382739387&uo=4";"https://open.spotify.com/track/1ZCrBGrpDDdLGgk7c9AvGk";;
"Brides Of Funkestein";"Groovy resurrection";"Love is something";"1997";"SMALL";1720487727;1720488120;;;;
"Carol Sister";"Black Cinderella";"Muerdee & Stylee";"1984";"HEARTBEAT";1720488118;1720488333;;;;
"Aswad";"Aswad";"Red up";"1976";"ISLAND";1720488330;1720488508;;"https://open.spotify.com/track/73q0FFLFI3yjp7VOoknkcq";;
"Nxworries";"Why lawd";"Battlefield";"2024";"STONES THROW";1720488498;1720488714;;"https://open.spotify.com/track/36GWtBcdwjL6XlVe3XhroD";"https://www.deezer.com/track/2742775291";
"Fun Fun Funeral";"Talk ! Talk ! Talk !";"Maryse";"2022";"PAZAPAS RECORDS";1720488715;1720488893;"https://music.apple.com/fr/album/maryse/1619569310?i=1619569311&uo=4";"https://open.spotify.com/track/0WmFSCjdrBsC8tRi0xp3kW";"https://www.deezer.com/track/1722658317";
"Liss";"Always";"Always";"2015";"ESCHO";1720488892;1720489113;;"https://open.spotify.com/track/6uRDFTdLRs3XmwPHlDokVu";;
"The Yesteryears";"The lemon tape";"Never my love";"2012";"KINNTA RECORDS";1720489109;1720489284;;;;
"Sandi Hewitt";"BOF /  Lialeh - Gorge profonde";"Lialeh";"1974";"LIGHT IN THE ATTIC RECORDS";1720489278;1720489593;;;;
"Kourosh Yaghmaei";"Back from the brink";"Leila";"1973";"NOW AGAIN";1720489592;1720489858;;;;
"Eric Clapton";"Unplugged";"Layla";"1992";"REPRISE";1720489853;1720490115;;;;
"Henri Texier";"Remparts d'argile";"Leila";"1999";"LABEL BLEU";1720490111;1720490438;;;;
"Cecile McLorin Salvant";"The Window";"One step ahead";"2018";"Mack Avenue";1720490450;1720490575;;"https://open.spotify.com/track/2wZTxjnKdOpgPLi85ItFlr";;
"Yves Rechsteiner";"L'Héritage de Rameau";"Concerto Les Sauvages : 2. Air tendre - pour orgue";"2017";"AMBRONAY";1720490575;1720490781;;;;
"Phoenix";"United";"Honeymoon";"2000";"SOURCE";1720490775;1720491071;;"https://open.spotify.com/track/5dtTD2LIqWk1GsB8y0zDur";;
"Alain Souchon";"C'est déjà ça";"Sous les jupes des filles";"1993";"VIRGIN";1720491065;1720491332;"https://music.apple.com/fr/album/sous-les-jupes-des-filles/693236846?i=693237244&uo=4";"https://open.spotify.com/track/1ExhtZAbfCTheNNrbdZxBy";;
"Sabu";"Palo Congo";"Rhapsodia del maravilloso";"1957";"BLUE NOTE";1720491335;1720491617;;"https://open.spotify.com/track/1SoYetpIldm4UCb6PV3Vp1";;
"Haley Heynderickx";"I need to start a garden";"No face";"2018";"MAMA BIRD RECORDING CO";1720491616;1720491727;"https://music.apple.com/fr/album/no-face/1332042313?i=1332042315&uo=4";"https://open.spotify.com/track/0uLlFekr8nKMj960xHKPYx";;
"Felt";"Bubblegum perfume (compilation)";"There's no such thing as victory";"1990";"CREATION";1720491726;1720491863;;"https://open.spotify.com/track/3ClC78dLBWOcSy3g3zybzf";;
"Frank Leone";"Fish";"Falling in (ft. Hrlum)";"2024";"FOOL S GOLD RECORDS";1720491862;1720492031;;;;
"Portico Quartet";"Untitled (Aitaoa #2)";"Index";"2018";"GONDWANA RECORDS";1720492036;1720492265;;"https://open.spotify.com/track/09dewzTCTmDZ8x0QU3siUT";;
"Rythms Del Mundo";"Rhythms del mundo/Revival";"Feel good inc.";"2010";"TRANSMISSION";1720492264;1720492462;;;;
"Ana Tijoux";"1977 (Extrait)";"1977";"2018";"WM ITALY";1720492460;1720492663;;;;
"Johnny Cash";"Songs of our soil";"My grandfather's clock";"1959";"COLUMBIA";1720492664;1720492819;;"https://open.spotify.com/track/46ilYvQHebp419ByvKTJpk";;
"Quincy Jones";"The Quincy Jones ABC/Mercury big band jazz sessions/Disc I The ABC Impulse sessions - Disc II The birth of a band & bonus tracks";"Syncopated clock";"1959";"ABC";1720492818;1720492987;;;;
"Bob Marley & The Wailers";"Rebel music";"Rebel music (3 o'clock roadblock)";"1974";"ISLAND";1720492986;1720493379;;"https://open.spotify.com/track/59pu889a9uhzLvrQXvY2d0";;
"Mk.Gee";"Two star & The dream police";"Are you looking up";"2024";"R&R DIGITAL";1720493372;1720493536;"https://music.apple.com/fr/album/are-you-looking-up/1726030992?i=1726031318&uo=4";"https://open.spotify.com/track/1sWYVBg7ix2WAq43J9nY7E";"https://www.deezer.com/track/2622408882";
"Cold Diamond & Mink";"From us to you... with love";"Help me along (instrumental)";"2021";"TIMMION RECORDS";1720493528;1720493689;;;;
"Bigre ! & Celia Kameni";"Le temps de l'amour";"Le temps de l'amour";"2022";"PIM";1720493688;1720493890;;;;
"Noga Erez";"Kids (against the machine)";"End of the road (against the machine)";"2021";"CITY SLANG";1720493889;1720494038;;;;
"Mouseketeers";"The Disney collection vol.1";"Mickey Mouse march";"";"WALT DISNEY RECORDS";1720494043;1720494208;;;;
"Dave Brubeck";"Dave digs Disney";"Blanche-Neige et les sept nains : Heigh-ho (the dwarfs' marching song)";"1957";"COLUMBIA";1720494207;1720494437;;;;
"Henri Salvador";"Homme studio";"Un jour mon prince viendra";"1973";"BORN BAD RECORDS";1720494437;1720494576;;;;
"Prince";"Rave un2 the joy fantastic";"The greatest romance ever sold";"1999";"ARISTA";1720494573;1720494903;;"https://open.spotify.com/track/3A8pzjcWgAHry1Ix19z7ip";;
"Slawomir Dobrzanski";"Maria Szymanowska : Intégrale des oeuvres pour piano";"Romance de Monsieur le Prince Aleksander Galitzin";"2013";"ACTE PREALABLE";1720494904;1720495154;;;;
"Buika";"El ultimo trago";"Soledad";"2009";"WARNER MUSIC SPAIN";1720495153;1720495313;;;;
"Ala.Ni";"You & I";"Cherry blossom (Moors remix)";"2016";"NO FORMAT";1720495310;1720495443;;;;
"Crumb";"Amama";"Xxx";"2024";"CRUMB RECORDS";1720495441;1720495582;;"https://open.spotify.com/track/5tiNng6n2X3kq4wovP8CUn";"https://www.deezer.com/track/2674605712";
"Jamie Xx";"In colour";"Sleep sound";"2015";"YOUNG TURKS RECORDINGS";1720495595;1720495827;;"https://open.spotify.com/track/4N6BM15Cjn497nxvy7JcBT";;
"Flavien Berger";"Sapon";"Sapon";"2023";"PAN EUROPEAN RECORDINGS";1720495823;1720496014;;"https://open.spotify.com/track/5hNK7NeURb8ZVYBD2vZuiU";;
"Magic Malik Orchestra";"Saoule";"Le bip";"2008";"LABEL BLEU";1720496013;1720496248;;;;
"Felbm";"Tape 3 / Tape 4";"Beaufort";"2020";"SOUNDWAY";1720496234;1720496461;;"https://open.spotify.com/track/30eEGMdHzKTRAiLgLnH5TX";;
"Aretha Franklin";"Spirit in the dark";"Spirit in the dark";"1970";"ATLANTIC";1720496468;1720496711;;"https://open.spotify.com/track/1wGvueGYFPUmQUtVglgcPt";;
"Dandy Livingstone";"The best of dandy livingstone";"Everybody loves a winner";"1969";"TROJAN";1720496711;1720496871;;;;
"Amir Bresler";"Afro golden line (live)";"Afro golden line (live)";"2024";"RAW TAPES";1720496865;1720497296;;;;
"Jimi Hendrix";"Are you experienced ?";"The wind cries Mary";"1966";"POLYDOR";1720497286;1720497485;;;"https://www.deezer.com/track/4952887";
"Stone Temple Pilots";"Tiny Music...Songs From The Vatican Gift";"And so I know (LP Version)";"1996";"ATLANTIC RECORDS";1720497484;1720497718;;;;
"Rapsody";"Please don't cry";"Stand tall";"2024";"WE EACH OTHERS";1720497715;1720497843;;"https://open.spotify.com/track/7HtGiLaznhMBApBKE8jfaY";;
"Janoya";"For you";"For you";"2024";"EHIAM RECORDS";1720497850;1720498065;"https://music.apple.com/fr/album/for-you/1747205982?i=1747205983&uo=4";"https://open.spotify.com/track/6P2GBx90ekHCqaUZAutSuj";;
"Ley Soul";"Intergalactic Janet";"Intergalactic Janet";"2023";"AUTOPRODUCTION";1720498064;1720498225;;"https://open.spotify.com/track/7zgEoBci3rKmEkLdsZ8ZKJ";;
"Diana Ross";"One woman";"Love hangover";"1976";"EMI";1720498221;1720498443;"https://music.apple.com/fr/album/love-hangover/1440739742?i=1440739856&uo=4";"https://open.spotify.com/track/4UqPeeSyRt59KZmC0aA2Ni";"https://www.deezer.com/track/2602268";
"Ofege";"Doing it in Lagos : Boogie, pop & disco in 1980's Nigeria";"Burning jungle";"1978";"SOUNDWAY";1720498438;1720498636;"https://music.apple.com/fr/album/burning-jungle/1658895852?i=1658896563&uo=4";"https://open.spotify.com/track/56AE1Xk5nLXNd2S2kMQoo6";;
"The Hygrades";"The world ends - Afro rock & psychedelia in 1970s Nigeria";"Rough rider";"1972";"SOUNDWAY";1720498637;1720498868;;;;
"Hubert Lee";"The story of Trojan records : A to Z of Trojan - the labels / CD4";"High school dance";"1972";"TROJAN RECORDS";1720498866;1720499017;;;;
"Conway Twitty";"Gold";"What Am I Living For (Single Version)";"1960";"MCA NASHVILLE";1720499014;1720499171;;;;
"Mamama";"Hier sera meilleur";"Message à toi même";"2024";"BYEBYE RECORDS";1720499169;1720499458;;;;
"Marie Nicole Lemieux";"Marie Nicole Lemieux interprète des airs d'opéra";"Le nozze di Figaro K 492 : Voi che sapete (Acte II Sc 3) Air de Chérubin";"2010";"NAIVE RECORDS";1720499459;1720499635;;;;
"Vanille";"La clairière";"Hop hop";"2023";"BONBONBON";1720499627;1720499724;;"https://open.spotify.com/track/5x71jfESzinxjX4GECVQ9x";;
"Arooj Aftab";"Night reign";"Zameen (feat. Chocolate Genius, Inc.)";"2024";"VERVE";1720499721;1720499972;;;;
"Bobby Womack";"The Bravest Man in the Universe";"Dayglo Reflection";"2012";"XL";1720499965;1720500223;;"https://open.spotify.com/track/01wi82GHedsBUjSKf2hJQ0";;
"Sebastien Tellier";"Politics";"Broadway";"2004";"VIRGIN";1720500228;1720500468;;"https://open.spotify.com/track/6CVtt9ZioiAVq9yfoUvNop";;
"Grateful Dead";"Shakedown street";"If I had the world to give";"1978";"ARISTA";1720500464;1720500751;"https://music.apple.com/fr/album/if-i-had-the-world-to-give/663672224?i=663672976&uo=4";"https://open.spotify.com/track/3gDzuUk6CKVMmhutoqphhL";;
"Steve Hiett";"Down on the road by the beach";"The next time";"1983";"BE WITH RECORDS";1720500745;1720500896;;;;
"Lyn Christopher";"The ladies of too slow to disco";"Take Me With You";"1973";"HOW DO YOU ARE";1720500892;1720501079;;"https://open.spotify.com/track/4yYJ3yJFf3LyMX2EcYy9Dt";;
"Joel Dayde";"Les petits roberts";"Qu'est ce que tu fais par amour";"1981";"VOGUE";1720501071;1720501280;;;;
"Paul Desmond";"Pure Desmond";"Song from M*A*S*H (Suicide Is Painless)";"1975";"CBS";1720501272;1720502306;;;;
"Herbie Mann";"Sunny (a collection of various interpretation of)";"Sunny";"1967";"ROOF MUSIC";1720501451;1720501594;"https://music.apple.com/fr/album/sunny/78975245?i=78975239&uo=4";;;
