"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Amadou Et Mariam";"Dimanche a bamako";"Beaux dimanches";"2005";"ALL OTHER";1743847133;1743847344;;;
"Jimmie Davis";"Country music/Changing times: Blue grass, Honky tonk, West coast, Western swing...1940-1948";"You are my sunshine";"1940";"FREMEAUX ET ASSOCIES";1743847334;1743847487;"https://www.deezer.com/track/5100483";"https://open.spotify.com/track/1DQ1Gd5q3iO8W1Nt1gPCar";
"Nat Adderley";"Sophisticated swing";"Sermonette";"1956";"VERVE";1743847486;1743847701;"https://www.deezer.com/track/2670701552";"https://open.spotify.com/track/7L2UOE3kzdksx068oYUY5K";
"Tropic Hotel";"Tum tum bossa";"Vivre une vie sans vivre";"2024";"VELVETICA MUSIC";1743847697;1743847884;"https://www.deezer.com/track/2817304472";"https://open.spotify.com/track/17QhNtr9QprLwlEnu0eLoU";
"Nyron Higor";"Nyron Higor";"Me vestir em você (feat. Johanna)";"2025";"FAR OUT RECORDINGS";1743847881;1743847996;;;
"Liana Flores";"Flower of the soul";"I wish for the rain";"2024";"VERVE";1743847995;1743848144;"https://www.deezer.com/track/2753880241";"https://open.spotify.com/track/59ZkByVPAIPe0YhqIO723Y";"https://music.apple.com/fr/album/i-wish-for-the-rain/1739225215?i=1739225454&uo=4"
"Black Country, New Road";"Happy birthday";"Happy birthday";"2025";"NINJA TUNE";1743848142;1743848387;"https://www.deezer.com/track/3210362461";"https://open.spotify.com/track/56Vk4WrIrTr3Jg7hReNZVb";"https://music.apple.com/fr/album/happy-birthday/1783713554?i=1783713621&uo=4"
"Sundowner";"Beirut and beyond";"Tunnel vision";"2024";"BALCOON";1743848385;1743848646;"https://www.deezer.com/track/2659238142";"https://open.spotify.com/track/6yCSmR6JzYOQqUGPjRrIJL";
"Sandrine Piau";"Après un rêve / Sandrine Piau interprète des Lieder et des mélodies";"2 romances : Schlafloser Augen";"2010";"NAIVE RECORDS";1743848640;1743848773;;;
"Kate Bush";"The Kick inside";"Oh to be in love";"1978";"EMI";1743848765;1743848963;"https://www.deezer.com/track/3128007";"https://open.spotify.com/track/628RVPULYzx6bvh8uf0Msn";
"Paul Skyland";"Seafaring strangers (private yacht)";"Give me your love";"1981";"NUMERO GROUP";1743848958;1743849169;"https://www.deezer.com/track/362391051";;
"George Posse";"For The Love Of You";"Touch a four leaf clover (Feat. Toyin Adekale)";"";"ATHENS OF THE NORTH";1743849169;1743849429;;"https://open.spotify.com/track/2VUHRIwb9sAUln7YdQWss7";
"Onra";"Nobody has to know";"The jam";"2018";"ALLCITY MUSIC";1743849428;1743849600;"https://www.deezer.com/track/447844242";"https://open.spotify.com/track/6hwUx7kbZmgF153ZiwM9OR";
"Geyster";"California Road 101";"Le flow de Michel (Radio edit)";"2022";"ZEMIXX";1743849599;1743849791;;;
"Michel Jonasz";"Les années 80 commencent";"Mini-cassette";"1979";"WEA MUSIC";1743849787;1743849943;"https://www.deezer.com/track/381024851";"https://open.spotify.com/track/44feQyzFabKrgkXoUFBxbP";"https://music.apple.com/fr/album/mini-cassette/1256388351?i=1256388717&uo=4"
"Gil Scott Heron";"Blaxploitation volume three";"Lady Day and John Coltrane";"1971";"GLOBAL";1743849939;1743850151;;;
"Alice Coltrane";"Transcendence";"Sivaya";"1976";"WARNER BROS";1743850149;1743850437;"https://www.deezer.com/track/740046";;
"Flying Lotus";"Ed Banger records present - Let the children techno";"Caravan of delight";"2011";"ED BANGER RE";1743850436;1743850663;"https://www.deezer.com/track/623521712";"https://open.spotify.com/track/2uPHHDtHE8qFCUKgW61Qem";"https://music.apple.com/fr/album/caravan-of-delight/1330660800?i=1330661791&uo=4"
"Mf Doom";"Operation Doomsday";"Rhymes like dimes (feat. Dj Cucumber Slice)";"1999";"METAL FACE RECORDS";1743850546;1743850805;;;
"Primal Scream";"Come ahead";"Love insurrection";"2024";"BMG RIGHTS MANAGEMENT GMBH";1743850804;1743851181;"https://www.deezer.com/track/2867329972";"https://open.spotify.com/track/6DwIwZuoWAaWRqXRIhN2pG";
"Howard Shore";"BOF / La diable (She-Devil)";"Fighting lovers / Money transfer";"1989";"MUSIC BOX";1743851179;1743851365;;;
"Babx";"Amour colosse";"Amour colosse";"2025";"LA FAMILIA";1743851360;1743851589;"https://www.deezer.com/track/3285492561";"https://open.spotify.com/track/1EtLIHDDBRCsq3NoU4VcrC";"https://music.apple.com/fr/album/amour-colosse/1803126098?i=1803127007&uo=4"
"Aurelio Martinez";"Landini";"Nitu";"2014";"REAL WORLD";1743851579;1743851763;;;
"Leonard Cohen";"Songs of love and hate (remastered + expanded)";"Avalanche";"1971";"Columbia Legacy";1743851758;1743852059;"https://www.deezer.com/track/968245";"https://open.spotify.com/track/2OXmMU1rITVtthEIh4A015";
"Johnny Harris";"Movements";"Footprints on the moon";"1970";"RHINO WARNER BROS";1743852057;1743852233;"https://www.deezer.com/track/1128919";;
