"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer";"youtube"
"Tutankhamun";"Tutankhamun";"Sinnerman";"2022";"NICE GUYS";1718767534;1718767781;"https://music.apple.com/fr/album/sinnerman/1711629053?i=1711629453&uo=4";"https://open.spotify.com/track/2tu4Jt59WnKotjixCRn4ko";"https://www.deezer.com/track/2495653281";
"Evinha";"Beach diggin'";"Esperar pra ver";"1971";"HEAVENLY SWEETNESS";1718767698;1718767783;;;"https://www.deezer.com/track/84370935";
"Rone";"Les Olympiades";"Opening";"2021";"INFINE";1718767788;1718767978;"https://music.apple.com/fr/album/opening/1590350485?i=1590350490&uo=4";"https://open.spotify.com/track/4xHgkiv3GTusLSrODv6xBA";"https://www.deezer.com/track/1522158942";
"Maria Callas";"Maria Callas la légende";"Casta diva (Acte I Sc 4) Air de Norma et choeur";"1961";"EMI";1718767966;1718768297;;;;
"Jeff Buckley";"Grace [legacy edition]";"Corpus christi carol";"1994";"COLUMBIA";1718768291;1718768466;;"https://open.spotify.com/track/4apuooN0LA5LZXeHog3nvb";"https://www.deezer.com/track/108733468";
"Yndi";"Noir Brésil";"Reliques";"2021";"NASCIMENTO - GRAND MUSIQUE MANAGEMENT";1718768481;1718768711;;"https://open.spotify.com/track/4bUIVXdk8C9SdEKZyzpjTu";;
"Julian Lage";"Speak to me";"As it were";"2024";"BLUE NOTE";1718768706;1718769009;"https://music.apple.com/fr/album/as-it-were/1724864226?i=1724864515&uo=4";"https://open.spotify.com/track/0FHn2vcDngtc4qmVLwKbNx";;
"Vinicius Cantuaria";"Tucuma";"Amor brasileiro";"1999";"VERVE";1718769001;1718769306;;"https://open.spotify.com/track/3M9HFBQdarPDHclRHdY7wF";;
"Radiohead";"In rainbows";"Jigsaw falling into place";"2007";"4AD";1718769316;1718769562;"https://music.apple.com/fr/album/jigsaw-falling-into-place/1109714933?i=1109715469&uo=4";"https://open.spotify.com/track/0YJ9FWWHn9EfnN0lHwbzvV";;
"Youandewan";"There is no right time";"Be good to me poly";"2016";"AUS MUSIC";1718769551;1718769855;"https://music.apple.com/fr/album/be-good-to-me-poly/1148177893?i=1148177896&uo=4";"https://open.spotify.com/track/6spD1sbI3wsBdYTFdFVbf3";"https://www.deezer.com/track/131054130";
"Dylan Dylan";"Love theory";"Sorry (ft Emma Wizz)";"2024";"SHALL NOT FADE";1718769845;1718770066;;;;
"Mike James Kirkland";"Don't sell your soul";"Together";"1971";"LUV N' HAIGHT RECORDINGS";1718770063;1718770230;;;;
"Dusty Springfield";"BOF / Pulp fiction";"Son of a preacher man";"1969";"MCA";1718770231;1718770376;"https://music.apple.com/fr/album/son-of-a-preacher-man/1440717710?i=1440717718&uo=4";"https://open.spotify.com/track/7odHgoLFi3GQ90E9PeraI3";"https://www.deezer.com/track/1104538";
"Figub Brazlevic & Parental";"Métro-bahn";"Machine routine";"2024";"KREKPEK";1718770371;1718770556;"https://music.apple.com/fr/album/machine-routine/1730393407?i=1730393717&uo=4";;;
"Nelick";"Mon coeur bat";"Marmelade";"2024";"ENTREPRISE";1718770552;1718770696;"https://music.apple.com/fr/album/marmelade/1733288752?i=1733288757&uo=4";"https://open.spotify.com/track/1cjO5tyEDoQHwpTvf7Qnj7";"https://www.deezer.com/track/2680272612";
"Les Freres Jacques";"La confiture";"La confiture";"1973";"ARION";1718770693;1718770915;;"https://open.spotify.com/track/4fjRqByWU43ZEDDcAgax0x";"https://www.deezer.com/track/7934139";
"Scatman Crothers";"Bob Dylan/Radio Radio /Theme time radio hour vol . 2";"Keep that coffee hot";"1955";"MISCHIEF MUSIC";1718770910;1718771077;;;;
"Les Agamemnonz";"Amateurs";"J'avoue";"2021";"HI-TIDE RECORDINGS";1718771084;1718771302;"https://music.apple.com/fr/album/javoue/1567659361?i=1567659613&uo=4";"https://open.spotify.com/track/4cXxOMsDFoywoJjm7GpX2V";"https://www.deezer.com/track/1394245232";
"Fai Baba";"Veränderet";"Boot";"2022";"A TREE IN A FIELD RECORDS";1718771297;1718771606;;"https://open.spotify.com/track/2JAFS87CPRYGO1Osjp3V56";;
"Junip";"Junip";"Baton";"2013";"CITY SLANG";1718771601;1718771822;"https://music.apple.com/fr/album/baton/1721036769?i=1721037623&uo=4";;"https://www.deezer.com/track/2582995602";
"Mulatu Astatke";"Broken flowers";"Yekermo sew";"1969";"DECCA";1718771818;1718772038;;"https://open.spotify.com/track/4CwAgkBoKAGT6UMas89F0v";"https://www.deezer.com/track/2193245";
"Archie Bell & The Drells";"Right on !";"Tighten up";"1968";"WARNER";1718772039;1718772228;"https://music.apple.com/fr/album/tighten-up/258394731?i=258395110&uo=4";;;
"Hannah Williams & The Affirmations";"50 foot woman";"Hourglass";"2019";"RECORD KICKS";1718772221;1718772481;;;;
"Ezechiel Pailhes";"Ventas rumba";"Sway";"2024";"CIRCUS COMPANY";1718772475;1718772639;"https://music.apple.com/fr/album/sway/1729876179?i=1729876620&uo=4";"https://open.spotify.com/track/5H36sKgr5IFcr1HsxQhw7k";"https://www.deezer.com/track/2654766662";
"Lenny Kravitz";"Are you gonna go my way";"Heaven help";"1993";"VIRGIN";1718772633;1718772820;;"https://open.spotify.com/track/0uHbPoDjquncfYsLt00Aj2";;
"Tutankhamun";"Tutankhamun";"Sinnerman";"2022";"NICE GUYS";1718772804;1718773052;"https://music.apple.com/fr/album/sinnerman/1711629053?i=1711629453&uo=4";"https://open.spotify.com/track/2tu4Jt59WnKotjixCRn4ko";"https://www.deezer.com/track/2495653281";
"Evinha";"Beach diggin'";"Esperar pra ver";"1971";"HEAVENLY SWEETNESS";1718773046;1718773172;;;"https://www.deezer.com/track/84370935";
"Alan Hawkshaw";"The road forward";"Sky train";"1977";"KPM";1718773170;1718773320;;"https://open.spotify.com/track/6YwVCVgTqnoCvcJyDGSxC8";;
"The Bee Gees";"BOF / Saturday night fever """"Fievre du samedi soir""""";"How Deep Is Your Love";"1977";"POLYDOR";1718773316;1718773557;;;;
"Arthur Alexander";"A shot of rhythm and soul";"Dream girl";"1963";"ACE RECORDS";1718773553;1718773706;;;;
"Sister Stern";"Lovers Rock";"Devoted to you";"1976";"SANCTUARY RECORDS GROUP";1718773701;1718773885;;;"https://www.deezer.com/track/1731015887";
"Holy Hive";"Float back to you";"Cynthia's celebration";"2020";"BIG CROWN RECORDS";1718773882;1718774011;"https://music.apple.com/fr/album/cynthias-celebration/1500912968?i=1500912974&uo=4";"https://open.spotify.com/track/0dNEOCLLE4zHp4W5p6G72s";;
"Lara Taska";"Barren Lands";"Barren Lands";"2024";"AUTOPRODUCTION";1718774007;1718774246;;"https://open.spotify.com/track/53Vx5q5JCb7KAaLUhBOlek";"https://www.deezer.com/track/2766569581";
"Faron Young";"Country & western hit parade - 1956";"Sweet dreams";"1956";"BEAR FAMILY RECORDS";1718774240;1718774401;;;;
"The Blue Stars";"The pianist";"La legende du pays des oiseaux";"1954";"GITANES JAZZ PRODUCTIONS";1718774398;1718774565;;;"https://www.deezer.com/track/114371560";
"Ringo Starr";"Sentimental journey";"I'm a fool to care";"1970";"EMI";1718774563;1718774721;;"https://open.spotify.com/track/621MprxBgYuKhZaPKwNaXb";;
"Adam Fellegi";"Zoltan Kodaly : Intégrale de la musique pour piano cd1";"Hary Janos op 35a : Le carillon viennois - suite pour orchestre / réduction pour piano";"1994";"HUNGAROTON";1718774721;1718774870;;;;
"Fujimaki Fujioka";"Bof /Ponyo sur la falaise";"Gake no ue no Ponyo";"2008";"TOKU";1718774868;1718774962;;;;
"Anri";"Heaven beach";"Honesty man";"1982";"FOR LIFE MUSIC";1718774960;1718775206;;"https://open.spotify.com/track/3zza03JNeSoXGZbC7MIs47";;
"George Benson";"In your eyes";"Feel like making love";"1983";"WARNER BROS";1718775196;1718775458;"https://music.apple.com/fr/album/feel-like-making-love/971411039?i=971412387&uo=4";"https://open.spotify.com/track/47igaFgsiP4feN73cHnYOC";;
"Astrolabe Musique & Denzel Macintosh";"Blue points 001";"Monday jam";"2022";"LA LIGNE BLEUE RECORDS";1718775452;1718775587;;;;
"L'Imperatrice";"Pulsar";"Déjà-vue";"2024";"MICROQLIMA";1718775581;1718775814;;"https://open.spotify.com/track/5cNi0fCmSFB657hTeeIzXZ";;
"Feist";"The reminder";"The Limit To Your Love";"2007";"POLYDOR";1718775812;1718776071;"https://music.apple.com/fr/album/the-limit-to-your-love/1440837029?i=1440837799&uo=4";"https://open.spotify.com/track/5ApxZEQ1u6BhPrqeolLi6K";;
"Glen Campbell & Bobbie Gentry";"Glen Campbell, Bobbie Gentry & Anne Murray (2 classic album on 1 CD)";"Mornin' glory";"2012";"MORELLO";1718776068;1718776239;;;;
"Eddy Mitchell";"Tout Eddy...Ou presque / 1971-1975";"Chaque matin il se lève";"1975";"POLYDOR";1718776237;1718776422;;;;
"Pierre Daven-Keller";"Kino music";"Easy tempo";"2019";"KWAIDAN";1718776417;1718776563;"https://music.apple.com/fr/album/easy-tempo/1519756695?i=1519756918&uo=4";"https://open.spotify.com/track/5AtS6vdJciQMB5okpvNcYA";;
"Kids Return";"Forever melodies";"Lost in Los Angeles";"2022";"HAMBURGER RECORDS";1718776557;1718776780;"https://music.apple.com/fr/album/lost-in-los-angeles/1600409911?i=1600410159&uo=4";"https://open.spotify.com/track/5EQVTwqXEPSCfYYwUVyaGC";;
"Macky Feary Band";"Americana / Rock your soul / Vol.2";"A million stars";"2013";"BBE";1718776776;1718776970;;;;
"Gilberto Gil";"The soul of Brazil";"Touche pas à mon pote";"1985";"WEA";1718776964;1718777186;;"https://open.spotify.com/track/29C2OU9a4PU796hG5LCPeA";;
"Los Zafiros";"Bossa cubana";"Puchunguita, ven";"1967";"WORLD CIRCUI";1718777180;1718777332;;;;
"Monty Alexander";"Spunky";"Spunky";"1965";"PACIFIC JAZZ";1718777326;1718777487;;"https://open.spotify.com/track/3gPrWDAWjUoqLqxJPMvju7";;
"Jorja Smith";"BOF TV / The Eddy";"Kiss me in the morning (feat. Jorja Smith)";"2020";"ARISTA RECORDS";1718777485;1718777657;;"https://open.spotify.com/track/4IAqjZmjlOMQGsDyuiXA4d";;
"BB King";"""""Singin' the blues"""" & """"The blues""""";"Early every morning";"1958";"ACE";1718777654;1718777807;;;;
"Al Barry & The Cimarons";"This is trojan boss reggae";"Morning sun";"1970";"TROJAN RECORDS";1718777806;1718777980;;;;
"Aretha Franklin";"20 greatest hits";"Spanish Harlem";"1971";"ATLANTIC";1718777977;1718778186;;;;
"The Surfin Barons";"Surfing with friends";"Ride honey bee ride";"2016";"TROIS JEUNES TAMBOURS";1718778183;1718778302;;"https://open.spotify.com/track/4OYLrXAU7l02TI4GdMiRUV";;
"Cindy Lee";"Diamond Jubilee";"Dreams of you";"2024";"AUTOPRODUCTION";1718778298;1718778464;;;;
"Conway Twitty";"Gold";"Lonely Blue Boy (Single Version)";"1960";"MCA NASHVILLE";1718778461;1718778594;;;;
"Doukkali";"Wizzz ! / Vol. 4";"Je suis jaloux";"1969";"BORN BAD RECORDS";1718778591;1718778787;;;;
"Sattar";"Tisheh o risheh : Funk, psychedelia and pop from the iranian pre-revolution generation";"Sar sepordeh";"1984";"PHARAWAY SOUNDS";1718778783;1718779020;;;;
"Tommy Guerrero";"A little bit of something";"It's raining again";"2000";"SOURCE/VIRG";1718779018;1718779146;;"https://open.spotify.com/track/7J97tkP5yyGRHd25RNg7zg";;
"Lossapardo";"If I were to paint it";"Mr Nobody";"2024";"ROCHE MUSIQUE";1718779143;1718779373;;"https://open.spotify.com/track/1vHHFR9nx6wbvEFfI5ncjq";;
"Teresa Berganza";"Villa Lobos";"Bonita rama de sauce";"1984";"";1718779371;1718779529;;;;
"The Faboulous Mcclevertys";"Virgin islands/Quelbe & calypso 1956-1960";"Don't blamet it on Elvis";"1957";"FREMEAUX ET ASSOCIES";1718779528;1718779679;;;;
"Elvis Presley";"Elvis Presley";"One-sided love affair";"1956";"RCA";1718779677;1718779806;;"https://open.spotify.com/track/7noWm4lKCBIiQThaIX5oEK";;
"Jutta Hipp";"Jutta Hipp at the Hickory house";"Gone with the wind";"1956";"BLUE NOTE";1718779804;1718780074;;;;
"Cyrille Aimee";"À fleur de peau";"Here";"2024";"WHIRLWIND RECORDINGS";1718780071;1718780312;;"https://open.spotify.com/track/4ruAYdg5vb2JcT8xugAomR";;
"Matthew Larkin Cassell";"The complete works";"Young girl";"";"STONES THROW RECORDS";1718780310;1718780423;;;;
"Beck";"BOF / Super Nacho (Nacho libre)";"10,000 Pesos";"2006";"LAKESHORE RECORDS";1718780422;1718780541;;;;
"Gabor Szabo & The California Dreamers";"Wind, sky and diamonds";"San franciscan nights";"1967";"IMPULSE";1718780535;1718780732;;;"https://www.deezer.com/track/88451801";
"Alan Hawkshaw";"The road forward";"Sky train";"1977";"KPM";1718780625;1718780775;;"https://open.spotify.com/track/6YwVCVgTqnoCvcJyDGSxC8";;
"Bat For Lashes";"Home (single version)";"Home (single version)";"2024";"DECCA (UMO)";1718780728;1718780919;;;"https://www.deezer.com/track/2755693131";
"Nxworries";"Why lawd";"Battlefield";"2024";"STONES THROW";1718780918;1718781136;;"https://open.spotify.com/track/36GWtBcdwjL6XlVe3XhroD";"https://www.deezer.com/track/2742775291";
"Mato";"Hollywoo dub";"The good, the bad & the ugly";"2016";"FAVORITE RECORDINGS";1718781136;1718781312;;;;
"Bob Marley & The Wailers";"Soul rebels";"Corner stone";"1970";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1718781308;1718781454;;;;
"Ireke";"Tropikadelic";"Métissage (feat. Sana Bob)";"2023";"UNDERDOG RECORDS";1718781451;1718781708;;;;
"Manu Katche";"The scope";"Keep connexion";"2019";"ANTEPRIMA";1718781705;1718781892;"https://music.apple.com/fr/album/keep-connexion/1448354407?i=1448354625&uo=4";"https://open.spotify.com/track/6rSNLTqmCKPkTFCtPQajhp";;
"Zulu Gang";"Magic feelings";"My love is hard";"1979";"AB PRODUCTION";1718781892;1718782098;;;;
"Lynyrd Skynyrd";"Skynyrds Innyrds";"I ain't the one";"1973";"MCA RECORDS";1718782094;1718782326;;"https://open.spotify.com/track/7rFwQGHwShP8j8Qkym4s5O";;
"Bert Kaempfert";"The magic music of far away places";"The Japanese farewell song (Hasegawa-Yoshida-Morgan)";"1964";"TARAGON";1718782325;1718782484;;;;
"Eartha Kitt";"I'm a funny dame";"Sho-jo-ji";"1955";"OFFICIAL";1718782482;1718782631;;;;
"Jay-Jay Johanson";"Opium";"Nde";"2015";"ART";1718782630;1718782861;;"https://open.spotify.com/track/01PrgzYSB6WPhCDW0KtZom";;
"J. Bernardt";"Contigo";"Taxi";"2024";"PIAS";1718782859;1718783083;;"https://open.spotify.com/track/3nhWd97E1zDTErm6AJCqJn";;
"Giulio Tampalini";"Niccolo Paganini : Musique de chambre pour cordes";"Sonate concertante pour violon et guitare en La Maj op 61 MS 2 : 3. Rondeau. Allegretto con brio - Scherzando";"2017";"BRILLIANT CLASSICS";1718783081;1718783210;;;;
"Toquinho (Compositeur)";"Toquinho";"Carolina Carol Bela";"2018";"Mr Bongo";1718783210;1718783396;;;"https://www.deezer.com/track/543551372";
"Ann Sorel";"Tchic tchic french bossa nova 1963 1974";"La poupée des favellas";"1974";"BORN BAD";1718783397;1718783564;;;;
"Dodie";"Build a problem";"Guiltless";"2021";"DODDLEODDLE / THE ORCHARD";1718783558;1718783764;;;;
"Mount Kimbie";"The sunset violent";"A Figure In The Surf";"2024";"WARP RECORDS";1718783764;1718784051;"https://music.apple.com/fr/album/a-figure-in-the-surf/1724023027?i=1724023033&uo=4";"https://open.spotify.com/track/4U9mK38K54AZ0pMwfpfIH7";;
"Pip Millet";"When everything is better";"Slow";"2022";"DREAMLIFE RECORDS / COLUMBIA / SONY MUSIC";1718784050;1718784224;;;;
"John Murphy";"B.O.F. / Arnaques crimes et botanique";"Zorba the greek";"1998";"ISLAND";1718784224;1718784400;;;;
"Harry Belafonte & Nana Mouskouri";"An evening with Harry Belafonte & Nana Mouskouri";"Irène (Erene)";"1966";"RCA";1718784399;1718784553;;;;
"Marina Allen";"Eight pointed star";"Easy";"2024";"FIRE RECORDS";1718784552;1718784817;;"https://open.spotify.com/track/1fP3Iff7VLDNr6B9DrgMtd";"https://www.deezer.com/track/2682960962";
"Lewis Parker";"Walking on a razor";"Walking on a razor pt 1 (instrumental edit)";"2012";"KING UNDERGROUND";1718784812;1718784917;;;;
"David Axelrod";"Capitol rare";"The signs  (part 1)";"1970";"BLUE NOTE";1718784915;1718785137;;;;
"Metronomy";"Contact high (feat. Miki & Faux Real)";"Contact high (feat. Miki & Faux Real)";"2024";"NINJA TUNE";1718785136;1718785316;;;;
"Bolis Pupul";"Letter to yu";"Ma tau wai road (with Salah Pupul)";"2024";"DEEWEE";1718785316;1718785552;"https://music.apple.com/fr/album/ma-tau-wai-road-with-salah-pupul/1711850387?i=1711851278&uo=4";"https://open.spotify.com/track/6SahlIYFk1IHwMFKSIpXhc";;
"George Martin And His Orchestra";"Help !";"Yesterday";"1965";"COLUMBIA";1718785551;1718785685;;;;
"The Rolling Stones";"Their satanic majesties request";"She's a rainbow";"1967";"LONDON";1718785685;1718785936;"https://music.apple.com/fr/album/shes-a-rainbow/1534173471?i=1534173794&uo=4";;;
"Theo Lawrence & The Hearts";"Homemade lemonade";"A house but not a home";"2018";"BMG";1718785933;1718786075;"https://music.apple.com/fr/album/a-house-but-not-a-home/1439228813?i=1439228819&uo=4";;;
"Eric Hilton";"Sound vagabond";"Poppy fields";"2024";"MONTSERRAT HOUSE";1718786074;1718786253;"https://music.apple.com/fr/album/poppy-fields/1720123085?i=1720123088&uo=4";"https://open.spotify.com/track/3qCTBbVATQN9bSu6b1u91g";"https://www.deezer.com/track/2575783482";
"Jah9";"9";"Humble mi";"2016";"VP RECORDS";1718786249;1718786571;;"https://open.spotify.com/track/1mrm4hCApwXussdGsaCvyq";;
"Bonnie Banane";"Nini";"Pas Besoin";"2024";"PECHE MIGNON - GRAND MUSIQUE MANAGEMENT";1718786568;1718786778;"https://music.apple.com/fr/album/pas-besoin/1738087545?i=1738088452&uo=4";"https://open.spotify.com/track/1XLvihLdUBLs6z6S5u1pP7";"https://www.deezer.com/track/2723705552";
"Klt & Jessy Elsa Palma";"Beauty of change";"Far away";"2024";"JAZZ FAMILY";1718786772;1718787051;;;;
"BadBadNotGood";"IV";"Cashmere";"2016";"INNOVATIVE LEISURE";1718787049;1718787333;;"https://open.spotify.com/track/7u2oVfGzgUdQEHfPWd3gsr";;
"Loving";"Any light";"Gift";"2024";"LAST GANG RECORDS / MNRK";1718787228;1718787442;"https://music.apple.com/fr/album/gift/1715079935?i=1715079941&uo=4";"https://open.spotify.com/track/5mnAzprKWeY7ukcGnB4ay2";;
"Minnie Riperton";"The Minnie Riperton anthology";"Les fleurs";"1970";"STATESIDE";1718787441;1718787635;"https://music.apple.com/fr/album/les-fleurs/714608848?i=714609120&uo=4";"https://open.spotify.com/track/4XCGfHpGVq8xw800o5cwWs";"https://www.deezer.com/track/3332223";
"Armando Trovaioli";"Bof / Parfum de femme";"Parfum de femme : Parfum de femme";"1975";"PATHE MARCONI";1718787631;1718787901;;;;
"The Turtles";"The Turtles collection / 20 golden hits";"Elenore";"1967";"SPECTRUM";1718787892;1718788039;;;;
"Digawolf";"Yellowstone";"Northern love affair";"2019";"DIGAWOLF";1718788038;1718788259;;"https://open.spotify.com/track/38dBbRVDQrZ6Cmem5h1yMo";;
"Kevin Godley";"Muscle memory";"Song of hate";"2020";"THE STATE51 CONSPIRACY";1718788256;1718788636;"https://music.apple.com/fr/album/song-of-hate/1518473646?i=1518473647&uo=4";"https://open.spotify.com/track/6kRVR0PexrvsojP0ilVoZb";"https://www.deezer.com/track/1018367292";
"Karate Boogaloo";"Hold your horses";"Family song (sing-a-long)";"2024";"COLEMINE RECORDS";1718788635;1718788836;"https://music.apple.com/fr/album/family-song-sing-a-long/1726622737?i=1726623112&uo=4";"https://open.spotify.com/track/7tYJtIQiS24vauaY4s0JjG";"https://www.deezer.com/track/2627764712";
"Mocky";"Feeling like I like";"Feeling like I like (Liliana Andrade)";"2020";"HEAVY SHEET";1718788833;1718789087;;;;
"De La Soul";"3 feet high and rising";"Me myself and I";"1989";"TOMMY BOY";1718789082;1718789302;"https://music.apple.com/fr/album/me-myself-and-i/1657705063?i=1657705243&uo=4";"https://open.spotify.com/track/792UwI6utk5DMQUT1KXa5E";;
"Unessential Oils";"Unessential oils";"Overwhelmed and Unprepared";"2024";"SECRET CITY RECORDS";1718789295;1718789630;;"https://open.spotify.com/track/606sltm751n1JmCxI0UN9s";;
"Baroque Jazz Trio";"Bjt";"Chandigardh";"1970";"PARIS JAZZ CORNER PRODUCTIONS";1718789305;1718789309;;;;
"Baroque Jazz Trio";"Bjt";"Chandigardh";"1970";"PARIS JAZZ CORNER PRODUCTIONS";1718789631;1718789816;;;;
"Elephanz";"Imperfection";"Imperfection";"2019";"BLACK BIRD";1718789814;1718790013;;"https://open.spotify.com/track/08HQangRGeCDnmxjlXB175";;
"Aaron Joseph Russo";"Lasagne";"Primavera";"2021";"NICE GUYS";1718790012;1718790208;"https://music.apple.com/fr/album/primavera/1583850368?i=1583850580&uo=4";"https://open.spotify.com/track/7xrUMT0xQZH9XcMIfYMYL7";"https://www.deezer.com/track/1481203242";
"Alain Johannes";"Spark";"Return to you";"2010";"REKORDS REKORDS";1718790205;1718790388;;"https://open.spotify.com/track/4XTJHllXDEAb5jprTtWZWE";;
"Vanessa Benelli Mosell";"Echoes";"Tissue n°7 - arrangement pour violoncelle et piano";"2018";"DECCA";1718790386;1718790585;;;;
"Mekanik Kantatik";"Space oddity";"Space oddity";"2023";"LA MESON";1718790583;1718790787;;;;
"Speakers Corner Quartet";"Further Out Than The Edge (Deluxe)";"Can we do this ? (feat. Sampha)";"2023";"OTIH RECORDS";1718790782;1718790959;;;;
"Montell Jordan";"BOF / Save the last dance";"Get it on tonite";"2000";"HOLLYWOOD RECORDS";1718790956;1718791231;;"https://open.spotify.com/track/74R8HMfpQSOpb3SWAnUKl6";"https://www.deezer.com/track/107351294";
"Torngat";"You could be";"Germini one";"2007";"ALIEN8 RECOR";1718791228;1718791348;;;;
"Faye Webster";"Atlanta millionaires club";"Come to Atlanta";"2019";"SECRETLY CANADIAN";1718791354;1718791506;"https://music.apple.com/fr/album/come-to-atlanta/1452886606?i=1452886615&uo=4";"https://open.spotify.com/track/1MenPeY2vhqhoKgCkUgFtc";"https://www.deezer.com/track/663627322";
"Leo Blomov";"L'ermitage";"Des étreintes";"2023";"LABEL ATTITUDE";1718791500;1718791699;;"https://open.spotify.com/track/28XZ8QB9uLTfP4Ho8UesZ7";;
"Supertramp";"Breakfast in america";"Breakfast in america";"1979";"AM";1718791694;1718791851;"https://music.apple.com/fr/album/breakfast-in-america/1440756022?i=1440756490&uo=4";"https://open.spotify.com/track/4uKop5eqeLow56qacdfO1P";;
"Hermanos Gutierrez";"Sonido Cosmico";"Abuelita";"2024";"EASY EYE SOUND";1718791848;1718792058;"https://music.apple.com/fr/album/abuelita/1728320036?i=1728320486&uo=4";"https://open.spotify.com/track/3CrOKDpf1WqavqimyCiQbh";;
"Flavia Coelho";"Mama Santa";"Mama Santa";"2024";"PIAS";1718792054;1718792270;;"https://open.spotify.com/track/0k9csJc5jx6aVKAqzHCwsI";;
"Rosalia De Souza";"Garota moderna";"Mais";"2003";"BONSAI";1718792270;1718792547;;;;
"Stevie Wonder";"Songs in the key of life";"Ordinary pain";"1976";"MOTOWN";1718792539;1718792919;"https://music.apple.com/fr/album/ordinary-pain/1440788438?i=1440788553&uo=4";"https://open.spotify.com/track/1TF3L6npXn08LjwRdQGBww";"https://www.deezer.com/track/676011662";
"Booker T & The Mg'S";"Play the hip hits";"I was made to love her";"1964";"STAX";1718792912;1718793068;;;;
"Tropic Hotel";"Tum tum bossa";"Encore une fois";"2024";"VELVETICA MUSIC";1718793064;1718793238;;"https://open.spotify.com/track/7uYyJ8DHrQ5RFQOaAnIV9y";"https://www.deezer.com/track/2817304402";
"Caixa Cubo";"Agora";"Asase (feat. Eric Owusu)";"2023";"JAZZ&MILK";1718793235;1718793416;;;;
"Tame Impala";"No choice";"No choice";"2021";"UNIVERSAL MUSIC";1718793410;1718793629;;;;
"Khruangbin";"A la sala";"Ada jean";"2024";"DEAD OCEANS";1718793625;1718793824;"https://music.apple.com/fr/album/ada-jean/1721004325?i=1721004336&uo=4";"https://open.spotify.com/track/1k9NCfhr7kBZThlVSdXJFa";;
"Janis Joplin";"Janis (succes 1962 à1970)";"Summertime";"1968";"COLUMBIA";1718793822;1718794065;;"https://open.spotify.com/track/3eYCJXTViFwl5mdtcTsF4G";;
"Robert Finley";"Black bayou";"Nobody wants to be lonely";"2023";"EASY EYE SOUND RECORDS";1718794063;1718794256;"https://music.apple.com/fr/album/nobody-wants-to-be-lonely/1690467670?i=1690467921&uo=4";"https://open.spotify.com/track/31bACr7LDp10D0GJ5uElRv";;
"Brandee Younger";"Brand new life";"Livin' and lovin' in my own way (feat. Pete Rock)";"2023";"DECCA RECORDS";1718794249;1718794544;"https://music.apple.com/fr/album/livin-and-lovin-in-my-own-way-feat-pete-rock/1671212000?i=1671212475&uo=4";"https://open.spotify.com/track/640GNpFhsUQwcNks7cjp1u";;
"Audrey Joumas";"Des nouvelles d’ailleurs";"Chaque minute";"2024";"AUTOPRODUCTION";1718794399;1718794624;;;;
"Pokey Lafarge";"Something in the water";"Something in the water";"2015";"FARGO MAFIA";1718794611;1718794811;;"https://open.spotify.com/track/5gxmJBQGPx5Ipgm41SkkHC";;
"Norah Jones";"Carry on";"Carry on";"2016";"DECCA RECORDS";1718794807;1718794968;;"https://open.spotify.com/track/4ZFhVVawR0xMJ5dJFNxFRl";;
"Nelson Freire";"Chopin / The nocturnes 1à 20 / Freire";"Nocturne nº9 en Si Maj op 32 nº1 pour piano : Andante sostenuto";"2010";"DECCA";1718794965;1718795214;;;;
"Buika";"El ultimo trago";"Un mundo raro";"2009";"WARNER MUSIC SPAIN";1718795212;1718795500;"https://music.apple.com/fr/album/un-mundo-raro/334822908?i=334822982&uo=4";;;
"Donny Hathaway";"Donny Hathaway";"Put your hand in the hand";"1970";"ATCO";1718795499;1718795725;;;;
"Quincy Jones";"Walking in space";"Oh happy day";"1969";"A&M";1718795725;1718795938;"https://music.apple.com/fr/album/oh-happy-day/1443197427?i=1443197852&uo=4";;;
"Noname";"Sundial";"Gospel ? (feat. $ilkmoney, Billy Woods & Stout)";"2023";"AWAL RECORDINGS AMERICA";1718795937;1718796151;;;;
"Frank Leone";"Fish";"Que pena (ft. Hrlum)";"2024";"FOOL S GOLD RECORDS";1718796151;1718796413;;;;
"Piero Piccioni";"La musica di Piero Piccioni Vol. 2";"Amore mio aiutami (film) : Violino";"1969";"BACCI BROS RECORDS";1718796411;1718796578;;;;
"Etienne Daho";"Corps & armes";"Ouverture";"2000";"VIRGIN";1718796576;1718796823;"https://music.apple.com/fr/album/ouverture/693298383?i=693298426&uo=4";;;
"Goldfrapp";"Felt mountain";"Felt mountain";"2000";"MUTE";1718796820;1718797073;"https://music.apple.com/fr/album/felt-mountain/1435646598?i=1435646716&uo=4";"https://open.spotify.com/track/1DBMINDgH5QoAvaL8QBKZD";;
"Royksopp";"Melody A.M.";"So easy";"2001";"LABELS";1718797071;1718797267;;"https://open.spotify.com/track/4MY8NLRDPXKn6CCsGLweLL";;
"Saint DX";"Way back home";"I don't need your love";"2024";"CRACKI RECORDS";1718797264;1718797464;;;;
"Lesneu";"Bonheur ou tristesse";"Amoureux de vous";"2020";"BAD SEEDS";1718797463;1718797734;;"https://open.spotify.com/track/4UaLzmFFWGWgSrGciGCNGF";;
