"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Rachid Taha";"Je suis africain";"Minouche";2019;"NAIVE / BELIEVE";1710064630;1710064826;"https://open.spotify.com/track/0FRzgvv7YFCpLErZ5kEWub";;
"Andrew Bird & Jimbo Mathus";"These 13";"Dig up the hatchet";2021;"THIRTY TIGERS RECORDS";1710064824;1710064976;;;
"Jake Xerxes Fussell";"Good and green again";"What did the hen duck say to the drake ?";2022;"PARADISE OF BACHELORS";1710064974;1710065153;;;
"Mungo Jerry";"Cette annee la 1970";"In the summertime";1970;"MUSIC CLUB";1710065150;1710065358;"https://open.spotify.com/track/2uzlv8PjqsVvF1DhEahyhy";;
"Weezer";"Island In The Sun";"Island in the sun";2001;"GEFFEN";1710065356;1710065555;"https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw";"https://www.deezer.com/track/2544628";
"Hawaiian Pistoleros";"MaAuLa-o-rama / Vol.3";"On a coconut Island";2020;"MAAULA RECORDS";1710065548;1710065771;;;
"Martin Denny";"Forbidden island / Primitiva";"Forbidden island";1958;"SCAMP";1710065768;1710065946;"https://open.spotify.com/track/6UMAEsJEaKEN7Y2GXtid5a";;
"Conny Froboess";"Parlez-vous pop ?";"Chez nous";1961;"BUREAU B";1710065943;1710066122;;;
"Olivia Flowers";"Incandescence";"The Light";2018;;1710066121;1710066378;;;
"Liam Bailey";"Zero grace";"Canary in the coal mine";2024;"BIG CROWN RECORDS";1710066376;1710066567;"https://open.spotify.com/track/2KX1J8Ki965JxVdTm4qmvW";;"https://music.apple.com/fr/album/canary-in-the-coal-mine/1714807132?i=1714807551&uo=4"
"Anomalie";"Métropole part I & Métropole part II";"Velours";2018;"AUTO PRODUCTION";1710066566;1710066822;;"https://www.deezer.com/track/2111537717";
"Abstract Rude";"Rejuvenation";"Man Down";2010;"RHYMESAYERS";1710066820;1710067015;;;
"Carlinhos Brown";"Bof / Rio";"Market forro";2011;"VARESE SARAB";1710067014;1710067145;"https://open.spotify.com/track/28zExmDUz5cBlJKKmdKgLI";;
"Alexander Sevastian";"Russian favorites / Alexander Sevastian interprète des classiques russes à l'accordéon";"Les saisons op 37b : Novembre troika en Mi Maj op 37b n°11 - arrangement pour accordéon";2011;"ANALEKTA";1710067142;1710067349;;;
"David Byrne";"Feelings";"They are in love";1997;"WB";1710067341;1710067588;"https://open.spotify.com/track/3gLQ3AmypxV8L7rXRvJHa4";"https://www.deezer.com/track/3889400";
"The Clean";"Anthology (Vol 2)";"Anything could happen";1981;"MERGE RECORDS";1710067586;1710067742;"https://open.spotify.com/track/0ABc0r7E6hsLL3NBPWsLZa";"https://www.deezer.com/track/1493134932";
"The Spinners";"Wonder of Stevie / Melody Man";"It's a shame";1970;"HLES";1710067739;1710067928;"https://open.spotify.com/track/1l1YTy9nJ0trwhsCGcimly";;
"The Black Gold Orchestra";"Genesis";"The creation";2023;"SESSIONS LANE RECORDS";1710067930;1710068334;"https://open.spotify.com/track/3lxmIC2DYMnYbd9FDncG1l";;
"Nat King Cole";"Sings for two in love &  Sings ballads of the day";"Autumn Leaves";1957;"CAPITOL";1710068324;1710068482;;;
"April March";"Paris In April";"La Chanson De Prevert";1995;;1710068481;1710068648;"https://open.spotify.com/track/30Kj12Trf9q1Z6Ev59Qvxz";;
"This Is The Kit";"Careful of your keepers";"Stuck in a room";2023;"ROUGH TRADE";1710068644;1710068772;"https://open.spotify.com/track/1RwmJ7D6bYxUTcUPlOUl6t";"https://www.deezer.com/track/2289883575";
"Daniel Pemberton";"BOF / Ocean's eight (Ocean' s 8)";"Ocean's eight : The spy";2018;"WATERTOWER MUSIC";1710068770;1710069000;;;
"Iggy Pop";"Free";"James Bond (Radio edit)";2019;"CAROLINE";1710068999;1710069209;;;
"Pizzicato Five";"Made in USA";"Twiggy twiggy / twiggy vs. James bond";1994;"MATADOR RECORDS";1710069208;1710069450;;;
"Catherine Elia";"Goldfinger";"Goldfinger";1965;"RIVIERA";1710069447;1710069597;;;
"Flevans";"Part time millionaire";"Right on top";2019;"JALAPENO RECORDS";1710069593;1710069688;"https://open.spotify.com/track/6rFvtAh4osqbk25YH8ihE1";;
"Myra Barnes";"James brown's funky people (part 2)";"The message  from the soul sist";1970;"POLYGRAM";1710069687;1710069939;;;
"Bootsy Collins";"Play with bootsy";"Soul sista";2002;"EAST WEST";1710069933;1710070220;;;
"Dawn Again";"Every dog’s hotel";"Every dogs hotel";2024;"HELL YEAH RECORDINGS";1710070220;1710070518;;;
"Massive Attack";"Solo: Songs and collaborations 1982-2015";"Better things";1994;"CAROLINE INTERNATIONAL";1710070512;1710070767;"https://open.spotify.com/track/4orPBWfQNUxs3RObirJwZR";"https://www.deezer.com/track/3129790";"https://music.apple.com/fr/album/better-things/724410562?i=724410753&uo=4"
"Oan Kim & The Dirty Jazz";"Rebirth of Innocence";"Tall man little horse";2024;"ARTWORK RECORDS / PIAS";1710070765;1710070934;;;
"Bill Frisell";"Guitar in the space age";"Cannonball rag";2014;"OKEH RECORDS";1710070932;1710071107;"https://open.spotify.com/track/3JrPyhMXgXbmyxBBlKLxPc";;
"Bobby McFerrin";"Hush";"Sonate n°9 en Sol Maj : Allegro prestissimo";1992;"SONY";1710071104;1710071258;;;
"Les Chercheurs D'Or";"Les chercheurs d'or (CD promo)";"Allume donc la radio";2013;"NOMADE";1710071258;1710071398;"https://open.spotify.com/track/11dPgMNbrb7iZK6O2uYvJM";;
"Joe Mcdermott";"Putumayo kids presents: Hawaiian playground";"Come to Hawaii";2008;"PUTUMAYO";1710071397;1710071555;;"https://www.deezer.com/track/9302245";
"Mato";"Homework";"Rollin & scratchin dub";2014;"FAVORITE RECORDINGS";1710071554;1710071641;;;
"Timber Timbre";"Sincerely, future pollution";"Grifting";2017;"CITY SLANG";1710071640;1710071900;"https://open.spotify.com/track/2Pm3LHgIJeIdhXrMMDveRz";;
"Steven Bamidele";"No One Said";"No One Said (edbl remix)";2023;"TRU THOUGHTS";1710071895;1710072070;;;
"Anoushka Shankar";"Traces of you";"Flight";2013;"DEUTSCHE GRAMMOPHON";1710072070;1710072285;"https://open.spotify.com/track/33ukHt0zYw1HJCsQtut2Dm";;
"Sons Of Zoku";"Endless";"Kuhnoo";2024;"AUTO PRODUTION";1710072285;1710072517;"https://open.spotify.com/track/6swYsMhP2DQ630ELM2vfTQ";"https://www.deezer.com/track/2636010762";"https://music.apple.com/fr/album/kuhnoo/1727907650?i=1727907654&uo=4"
"Wax Machine";"Guardians of Eden";"Guardians of Eden";2022;"BATOV";1710072512;1710072774;"https://open.spotify.com/track/6uEWjWvBulgMuo3lSkZ2RM";;
"Stereolab";"Emperor tomato ketchup";"Spark plug";1996;"ELEKTRA";1710072768;1710072915;"https://open.spotify.com/track/51T5xRF2lybiC1rxG5H41f";;
"Smashing Pumpkins";"Mellon collie and the infinite sadness";"1979";1995;"VIRGIN";1710072912;1710073174;;;
"The Offline";"Cap de l'Homy";"Cap de l'Homy";2023;"ROOT RECORDS";1710073168;1710073375;"https://open.spotify.com/track/7k2Ak8lgMI78whslvDzelR";"https://www.deezer.com/track/2135786517";
"L'Imperatrice";"Tako tsubo";"Hématome";2021;"MICROQLIMA";1710073372;1710073588;"https://open.spotify.com/track/1F2JdXzAJRfCYNhIelTuVU";;
"Minako Yoshida";"Monochrome";"Tornado";1980;"GT MUSIC";1710073586;1710073934;"https://open.spotify.com/track/0Xr6bcpKed4l8qkT2W3uaA";;
"Miki Hirayama";"Tokyo riddim 1976-1985";"Denshi lenzi";1982;"TIME CAPSULE";1710073931;1710074162;;"https://www.deezer.com/track/2329213745";
