"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Younolovebunny";"Mostla II ( CD Promo )";"World words star";2014;"ALMOST";1709805479;1709805621;;;
"Burt Bacharach (Chef d'orchestre)";"Reach out";"Are you there (with another girl)";1967;"A&M RECORDS";1709805620;1709805795;"https://music.apple.com/fr/album/are-you-there-with-another-girl/1444031258?i=1444031848&uo=4";"https://open.spotify.com/track/2W5szCWKtzDLMNDGejRcpF";
"Olivier Verne";"Musique sacrée à Monaco";"O salutaris op 40 - pour soprano et orgue";2010;"LIGIA DIGITAL";1709805790;1709805947;;;
"The Animals";"Bo Diddley is a songwriter";"The story of Bo Diddley";1964;"ACE RECORDS";1709805944;1709806285;"https://music.apple.com/fr/album/the-story-of-bo-diddley/696659789?i=696659864&uo=4";;
"Mamama";"Hier sera meilleur";"Tu seras mon ami";2024;"BYEBYE RECORDS";1709806283;1709806523;;"https://open.spotify.com/track/6BMkcpkJsNx5s4fdgZD3mw";
"Polr";"Break of dawn (EP)";"First light";2018;"VOHNIC MUSIC LLC";1709806518;1709806614;;"https://open.spotify.com/track/2rKXkBgisxWrrlK7RbPHTK";
"Atmosphere";"When life gives you lemons, you paint that shit gold";"Yesterday";2008;"RHYMESAYERS ENTERTAINMENT";1709806612;1709806813;"https://music.apple.com/fr/album/yesterday/1516934988?i=1516938198&uo=4";"https://open.spotify.com/track/4txpC7uzAR3JeNfs4Yd0DZ";
"Parliament";"Give up the funk: The best of parliament";"Flash light";1977;"POLYGRAM";1709806811;1709807156;"https://music.apple.com/fr/album/flash-light/1434913911?i=1434914315&uo=4";"https://open.spotify.com/track/1v1PV2wERHiMPesMWX0qmO";"https://www.deezer.com/track/2515096"
"Max Caz";"In the Night";"In The Night";2021;"GUM CLUB";1709807153;1709807326;;"https://open.spotify.com/track/5ITtsMZzBUpOPm50SB9F0d";"https://www.deezer.com/track/2051444947"
"Domenico Lancellotti";"Sramba";"Tá brabo";2023;"MAIS UM";1709807323;1709807569;"https://music.apple.com/fr/album/t%C3%A1-brabo/1672729746?i=1672729751&uo=4";"https://open.spotify.com/track/5oL4gtK8p0fweMttPFSQ0n";"https://www.deezer.com/track/2165274267"
"Gilberto Gil";"Gilberto's samba";"Eu sambo mesmo";2014;"SONY";1709807566;1709807773;;"https://open.spotify.com/track/4eEKpTNiGrJekafRMt9Iau";
"Pawpaw Rod";"This Must Be A PawPaw Rod EP";"Love On You";2023;"GODMODE";1709807770;1709807957;"https://music.apple.com/fr/album/love-on-you/1709563053?i=1709563065&uo=4";"https://open.spotify.com/track/0xV1udwDCxDnX2srYNxRpl";
"Pachyman";"The return of Pachyman";"Roots train";2021;"ATO RECORDS";1709807956;1709808145;"https://music.apple.com/fr/album/roots-train/1565171632?i=1565172093&uo=4";"https://open.spotify.com/track/3OeXQRPk0OFO5mS5A9PX6H";"https://www.deezer.com/track/1357529612"
"Billy Joel";"Greatest Hits Volume I et II";"Allentown";1982;"COLUMBIA";1709808140;1709808366;"https://music.apple.com/fr/album/allentown/158815463?i=158816113&uo=4";"https://open.spotify.com/track/59xhCcRskqyMtKzdvLZDfV";"https://www.deezer.com/track/672841752"
"Jenny Rock";"Douliou douliou St Tropez (Extrait)";"Le train pour Memphis";1967;"TRANS CANADA RECORDS";1709808360;1709808501;;;"https://www.deezer.com/track/1403731822"
"Karl Blau";"Introducing Karl Blau";"That's how I got to memphis";2016;"BELLA UNION";1709808495;1709808737;"https://music.apple.com/fr/album/thats-how-i-got-to-memphis/1084005223?i=1084005225&uo=4";"https://open.spotify.com/track/3bJA92QvYXNhW1EVHbaAR1";
"Monster Rally";"Flower shower (ep)";"Floating along a river";2023;"MONSTER RALLY";1709808734;1709808870;"https://music.apple.com/fr/album/floating-along-a-river/1685273379?i=1685273383&uo=4";"https://open.spotify.com/track/6DZf01vLvjFnRiVmeUeebM";
"Rickie Lee Jones";"Pieces of treasure";"Just in time";2023;"BMG MODERN RECORDINGS";1709808869;1709809056;"https://music.apple.com/fr/album/just-in-time/1659495694?i=1659495695&uo=4";"https://open.spotify.com/track/3dLkIX8mI7LyXXb0RxiX9t";
"Faye Webster";"Underdressed at the symphony";"Ebay purchase history";2024;"SECRETLY CANADIAN";1709809052;1709809274;;"https://open.spotify.com/track/42106BG4Tc9SxIrDFBziXE";
"Damien Fleau";"Sweetness journey";"Just like a toy";2017;"ALTER K";1709809272;1709809361;;"https://open.spotify.com/track/3ZCZDVKjE6Dlz1mQuISn25";
"The Pin-Ups";"Lookin' for boys !";"Lookin' for boys";1964;"TEENSVILLE RECORDS";1709809358;1709809503;;;
"Lion Babe";"Lion babe EP";"Jump hi (Feat. Childish Gambino)";2014;"MERCURY";1709809500;1709809679;;;
"Onipa";"Off the grid";"Menua (feat. Lamisi)";2023;"REAL WORLD RECORDS";1709809677;1709809875;;;
"The Pan African Orchestra";"Ghana/Opus 1";"Explorations - Hi-life structures";1995;"REALWORLD";1709809874;1709810115;;;
"Rachel Ann Morgan";"John Thomas : Pencerdd Gwalia and harpist to Queen Victoria";"Thou art the star - pour mezzo-soprano et harpe";2012;"GLOBE RECORDS";1709810114;1709810323;;;
"Bjork";"Utopia";"Blissing me";2017;"ONE LITTLE INDIAN";1709810321;1709810623;;"https://open.spotify.com/track/6oJyKKdsJjo6E8vqr0hC2B";
"Snawth";"Desertroad";"Littleboy";2023;"AUTOPRODUCTION";1709810620;1709810737;;;
"Yael Naim";"Older";"Make A Child";2015;"TOT OU TARD";1709810733;1709810931;;;"https://www.deezer.com/track/605703132"
"Stevie Wonder";"Songs in the key of life";"Isn't she lovely";1976;"MOTOWN";1709810924;1709811318;"https://music.apple.com/fr/album/isnt-she-lovely/1440788438?i=1440788554&uo=4";"https://open.spotify.com/track/6RANU8AS5ICU5PEHh8BYtH";"https://www.deezer.com/track/676011672"
"Ahmad Jamal";"Move to groove /  The best of 1970's jazz - funk";"Superstition";1973;"VERVE";1709811317;1709811560;;;
"Jeff Beck Group";"Original album classics";"Sugar cane";1972;"EPIC";1709811559;1709811804;;;
"Palatine";"Grand paon de nuit";"C'était un loup";2018;"YOTANKA RECORDS";1709811803;1709812021;;"https://open.spotify.com/track/75vjzLRf20xOD3UsEsE9GK";
"Frootful";"Heavyweight";"The bounding hound";2013;"FREESTYLE RECORDS";1709812018;1709812227;;"https://open.spotify.com/track/67iZLcu2D3R1uXYl9SvYTE";
"Adrien Amey";"Xogo";"Forro de la vida viranta (feat. Adrien Amey)";2021;"LAMASTROCK";1709812224;1709812516;;;
"Dionne Warwick";"Legends";"Wives and lovers";1965;"BULLDOG REC.";1709812515;1709812695;;;
"Brigitte Bardot";"Initiales BB";"Un jour comme un autre";1964;"MERCURY";1709812692;1709812832;;;"https://www.deezer.com/track/514433592"
"Johnny Lytle";"People and Love";"Where is the love ?";1973;"CRAFT RECORDINGS";1709812830;1709813134;;;
"Curtis Mayfield";"Curtis";"We the people who are darker than blue";1970;"RHINO";1709813132;1709813495;;"https://open.spotify.com/track/6dSdoRdRIJ7fUvxDRq9Ln1";"https://www.deezer.com/track/903465"
"Fairuz";"Wala kalif";"Tinzakar ma tinaad";2002;"VIRGIN";1709813494;1709813781;;;
"Hiroki Tamaki";"Nippon acid folk 1970-1980";"Beautiful Song";1980;"TIME CAPSULE";1709813778;1709814075;"https://music.apple.com/fr/album/beautiful-song/1693327532?i=1693327536&uo=4";;
"Gian Piero Reverberi";"BOF / Easy Tempo Volume 8 - Cinematica !!";"Le malizie di venere : le malizie di venere";1969;"EASY TEMPO";1709814073;1709814251;;;
"Mario Carbotta";"Caspar furstenau : Musique maconnique";"Maurer-gesange : Tafellied / Pour soli choeur d'hommes flute traversiere et guitare";1999;"DYNAMIC";1709814251;1709814397;;;
"Freddy Cole";"Whatiswrongwithgroovin'";"Brother where are you";1977;"JAZZMAN RECO";1709814395;1709814680;;;
"Little Walter";"A complete introduction to Chess Checker Cadet";"My babe";1955;"CHESS";1709814678;1709814835;;;"https://www.deezer.com/track/1346020072"
"Vincil From Ummo";"Le mojo perdu";"Omnibus nocturne";2024;"CHAUSSETTES RECORDS";1709814834;1709814915;;"https://open.spotify.com/track/1kuxthBH8uRaVykOAfc1q4";
"Hannah Jadagu";"Aperture";"Warning sign";2023;"SUB POP RECORDS";1709814912;1709815116;;"https://open.spotify.com/track/3HpfHYxvRacvmEPFR9ovF7";
"Mykki Blanco";"Postcards from Italia";"Magic on my back";2023;"TRANSGRESSIVE";1709815115;1709815280;;"https://open.spotify.com/track/3NUjpb39XAnAYiknfLtr9C";
"Merryn Jeann";"Dog beach";"Madame on the rocks";2024;"RESCUE / RETURN RECORDS";1709815278;1709815472;;"https://open.spotify.com/track/6T92psJIR2IeOVnGfH7KZD";"https://www.deezer.com/track/2621443992"
"Jef Lee Johnson Band";"The zimmermann shadown";"Knockin' on heaven's door";2009;"HOPE STREET";1709815471;1709815636;;;
"Michel Jonasz";"Love have mercy";"Les fourmis rouges";;"WEA";1709815636;1709815831;;"https://open.spotify.com/track/3vOkecIdhHh7vZXoprG73l";
"Isobel Campbell";"There is no other...";"Ant life";2020;"COOKING VINYL";1709815830;1709815982;;"https://open.spotify.com/track/5hldPeI7g9OBwn1yaIrIJH";"https://www.deezer.com/track/718495172"
"Stan Getz";"Getz / Gilberto";"Doralice";1963;"VERVE";1709815980;1709816142;;;
"African Head Charge";"A trip to Bolgatanga";"Passing clouds";2023;"ON-U SOUND";1709816143;1709816328;;"https://open.spotify.com/track/544kDumkCXrJZRbyAXghWo";
"Johnny Lytle";"People and Love";"Where is the love ?";1973;"CRAFT RECORDINGS";1709816156;1709816164;;;
"Etienne Daho";"Les chansons de l'innocence retrouvée";"L'homme qui marche (Visconti's dub)";2013;"POLYDOR";1709816317;1709816483;;;
"Magic & Naked";"Human Expression";"The night I found out";2017;"ECHO ORANGE";1709816472;1709816730;"https://music.apple.com/fr/album/the-night-i-found-out/1269526602?i=1269527449&uo=4";"https://open.spotify.com/track/4y8l6JzOdznWaGkRc8IzuG";
"BadBadNotGood";"Take what's given";"Take what's given (feat. Reggie)";2024;"XL RECORDINGS";1709816718;1709816900;;;
"Miles Davis";"Porgy and bess";"Summertime";1958;"CBS";1709816887;1709817085;;;
"Outkast";"Speakerboxxx - the love below";"Prototype";2003;"BMG";1709817084;1709817416;;"https://open.spotify.com/track/1QJb6LWvPXZpTMiqqODqkH";"https://www.deezer.com/track/628265"
"Ann Peebles";"Greatest hits";"Trouble, heartaches and sadness";;"DELABEL";1709817403;1709817560;;"https://open.spotify.com/track/2WuqhzHycb3LSSWiPhKzs4";"https://www.deezer.com/track/144715464"
"Geese";"3D Country";"St. elmo";2023;"PARTISAN - PLAY IT AGAIN SAM";1709817560;1709817759;;"https://open.spotify.com/track/5JRKYlrevCgSCxynShJ04L";
"Holy Hive";"Big crown vaults vol. 3 - holy hive";"The shame";2023;"BIG CROWN RECORDS";1709817758;1709817932;;"https://open.spotify.com/track/5t5gxnSH4epIwIABfl6ojK";"https://www.deezer.com/track/2322171225"
"Vanishing Twin";"Choose your own adventure";"The conservation of energy";2016;"SOUNDWAY RECORDS";1709817931;1709818181;;"https://open.spotify.com/track/301Xkz1BXL7ve3gl9tRWRM";
"Les Abranis";"Amazigh Freedom Rock (1973 – 1983)";"Athedjaladde";2023;"BONGO JOE RECORDS";1709818180;1709818450;;;
"Brittany Davis";"Image issues";"Fallout";2024;"LOOSEGROOVE RECORDS";1709818438;1709818730;"https://music.apple.com/fr/album/fallout/1716108762?i=1716110071&uo=4";"https://open.spotify.com/track/6sTMxuCtGpTV9lAImUV6Ed";"https://www.deezer.com/track/2537983681"
"Colette Maze";"Colette Maze : 109 ans de piano";"Oblivion - arrangement pour piano et guitare";2023;"CONTINUO CLASSICS";1709818718;1709818931;;;
"Mobiil";"Contre le centre";"C'est simple";2004;"LA GRANGE";1709818931;1709819094;;"https://open.spotify.com/track/7xIyU9vzXuGwj6xfDHatCu";"https://www.deezer.com/track/222137"
"Art Napoleon";"Indian rezervation blues and more";"Hunting chant";2006;"DIXIEFROG";1709819093;1709819251;"https://music.apple.com/fr/album/hunting-chant/1459272893?i=1459273051&uo=4";"https://open.spotify.com/track/2ziFE23fVAuys65wOlZxyZ";"https://www.deezer.com/track/662595012"
"Claude Bolling";"BOF / Lucky Luke";"Lucky Luke : Dalton theme";1971;"UNITED ARTISTS";1709819251;1709819414;;;
"Country Cooking";"26 Bluegrass Instrumentals";"Plumber's nightmare";1988;"ROUNDER RECORDS";1709819397;1709819551;;"https://open.spotify.com/track/5SrvBdMr1As9f9JlRYqrpG";"https://www.deezer.com/track/856290872"
"JJ Cale";"Shades";"Pack my Jack";1980;"PHONOGRAM";1709819539;1709819850;;;
"France Gall";"Poupée de son";"Le coeur qui jazze";1965;"POLYDOR";1709819849;1709820012;;;
"Jerry Goldsmith";"BOF / Poltergeist";"The Light";1982;"TURNER CLASSIC MOVIES MUSIC";1709820011;1709820134;;"https://open.spotify.com/track/5xWR8pFQC6IDzlCtKpWOSe";
"Curtis Harding";"Face your fear";"Ghost of you";2017;"ANTI / PIAS";1709820133;1709820407;;"https://open.spotify.com/track/0IfnTfwX0tJA3uub1pQgj9";"https://www.deezer.com/track/412184722"
"Wassailer";"i, the bastard";"Ghosts (Feat. Demi Ma & Johnny Woodham)";2021;"EMPTY STREETS RECORDS";1709820395;1709820670;;;
"Janek Van Laak";"The killah gorilla";"The killah gorilla";2024;"SONAR KOLLEKTIV";1709820670;1709820893;;"https://open.spotify.com/track/7GLOQUcNtk9i7MbZ6ZoCI0";
"Philamore Lincoln";"The north wind blew south";"You're the one";1969;"EPIC - LEGACY";1709820881;1709821072;;;"https://www.deezer.com/track/708937882"
"Yves Simon";"Autoportrait";"Au pays des merveilles de Juliet";1973;"RCA";1709821061;1709821213;;"https://open.spotify.com/track/7D0New1vUrPYEwwWO7iKl5";
"Liam Bailey";"Zero grace";"Canary in the coal mine";2024;"BIG CROWN RECORDS";1709821202;1709821393;"https://music.apple.com/fr/album/canary-in-the-coal-mine/1714807132?i=1714807551&uo=4";"https://open.spotify.com/track/2KX1J8Ki965JxVdTm4qmvW";
"Vin Gordon";"Studio One scorcher/Instrumentals";"Red blood";1972;"SOUL JAZZ RE";1709821392;1709821588;;;
"Shyguy";"Wait, what. Now ?";"Ray gun";2024;"TRU THOUGHTS";1709821587;1709821835;;"https://open.spotify.com/track/2gH5h3mUD5XypUPHKsqVtJ";
"Oum Shatt";"Opt out";"Over the world and out";2024;"WANDA Y.";1709821823;1709822085;;"https://open.spotify.com/track/7trMUOfQEg7NcgTQIcCE3d";"https://www.deezer.com/track/2490916851"
"Jean Dujardin";"Bambino (bof: Oss 117)";"Bambino (Bof: Oss 117)";2006;"VIRGIN";1709822073;1709822269;;;
"Rose Royce";"Bof / Car wash";"Sunrise";1976;"MCA RECORDS";1709822268;1709822479;;"https://open.spotify.com/track/6yJaSYyo5Mrcef2tVS96Cp";
"Joe Simon";"Drowning in the sea of love";"I found my dad";1972;"SOUTH BOUND";1709822467;1709822644;;"https://open.spotify.com/track/4jaLlpXKUHOvXYUgoFFMwB";
"Aretha Franklin";"20 greatest hits";"Chain of fools";1967;"EAST WEST";1709822632;1709822795;"https://music.apple.com/fr/album/chain-of-fools/266602438?i=266603137&uo=4";;"https://www.deezer.com/track/2133614"
"Isolde Lasoen";"Oh dear";"Muse au musée";2023;"MAYWAY RECORDS";1709822794;1709823037;;"https://open.spotify.com/track/6mhgF9f7lNz58OXXvux3yj";
"Junip";"Junip";"Suddenly";2013;"CITY SLANG";1709823037;1709823240;;;
"Rejoicer";"This is reasonable";"I think this is reasonable";2024;"CIRCUS COMPANY";1709823239;1709823455;;"https://open.spotify.com/track/67o7XiEbpO1TGhjjk1OuXg";
"UTO";"Art & Life";"Art & life";2024;"IN FINE";1709823452;1709823621;;;
"Hannah Williams And The Affirmations";"Late nights & Heartbreak";"Fighting your shadow";2016;"RECORDS KICKS";1709823619;1709823818;;;
"Okvsho";"A place between us";"Between us";2024;"CURRENT MOVES";1709823817;1709823989;;"https://open.spotify.com/track/4JBGyhuBeXcUsJUmMvnIqy";
"Louis Armstrong";"C'est si bon";"La vie en rose";1950;"MCD";1709823988;1709824190;"https://music.apple.com/fr/album/la-vie-en-rose/539489004?i=539490153&uo=4";;"https://www.deezer.com/track/107288724"
