"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Sphere";"Closer";"Spring";2008;"BLUE FLAME RECORDS";1706435772;1706436003;"https://music.apple.com/fr/album/spring/1518510073?i=1518510079&uo=4";"https://open.spotify.com/track/6N10qJ7DNmu18ZUtYhHN7D";
"Johnny Cash";"American III : Solitary man";"I won't back down";2000;"COLUMBIA";1706436001;1706436127;;"https://open.spotify.com/track/5AmPClBlU5sK45i6kMSngt";
"La Maison Tellier";"L'art de la fugue";"Babouin";2010;"3ÈME BUREAU";1706436124;1706436300;"https://music.apple.com/fr/album/babouin/360986949?i=360986963&uo=4";"https://open.spotify.com/track/6vBCVTNNTC6jkUgAQ8tQZC";"https://www.deezer.com/track/5540452"
"Esmerine";"Mechanics of dominion";"La pénombre";2017;"CONSTELLATION";1706436297;1706436564;;"https://open.spotify.com/track/1Zu7dwmkuSbtOonY9VZG2I";
"Oumou Sangare";"Timbuktu";"Timbuktu";2022;"WORLD CIRCUIT";1706436562;1706436782;;"https://open.spotify.com/track/4QFUlcphcOhKeWgEo4rlDC";
"Yazmin Lacey";"Voice notes";"Sea Glass";2023;"OWN YOUR OWN RECORDINGS";1706436779;1706437148;;"https://open.spotify.com/track/4ksIh1HrWcU4sQZeH9SOLs";"https://www.deezer.com/track/1981233797"
"Keyon Harrold";"Foreverland";"Pictures";2024;"CONCORD JAZZ";1706437144;1706437432;"https://music.apple.com/fr/album/pictures/1725535275?i=1725535479&uo=4";"https://open.spotify.com/track/2vEA5XG58SNE93Jgsx6Bg9";
"Thoma";"Pictures of infinity";"Fula";2023;"FOLDED MUSIC";1706437427;1706437650;"https://music.apple.com/fr/album/fula/1671012285?i=1671013640&uo=4";"https://open.spotify.com/track/2ph4fbT7mxjsxYJr20Wi2a";
"Tindersticks";"Curtains";"Let's pretend";1997;"THIS WAY UP";1706437645;1706437845;"https://music.apple.com/fr/album/lets-pretend/1368881946?i=1368882682&uo=4";"https://open.spotify.com/track/6gnLW87RGIVgAIUPrESqmT";"https://www.deezer.com/track/487058042"
"Lhasa";"The living road";"La frontera";2003;"TOTOUTARD";1706437842;1706438024;;;"https://www.deezer.com/track/605639672"
"Calexico";"Carried to dust";"El gatillo (Trigger revisited)";2008;"CITY SLANG";1706438023;1706438209;;;"https://www.deezer.com/track/2582814622"
"The Black Keys";"Delta kream";"Sad days, lonely nights";2021;"NONESUCH";1706438206;1706438559;;"https://open.spotify.com/track/7LU7o0tBSWu9Rj5MtvOssY";
"Gabi Hartmann";"Gabi Hartmann";"Baby";2023;"MASTERWORKS / SONY MUSIC ENTERTAINMENT";1706438544;1706438766;;"https://open.spotify.com/track/7Lo9xvnSEyh1dodL2QS79u";"https://www.deezer.com/track/2077643647"
"Wes Montgomery";"California dreaming";"Without you";1966;"VERVE";1706438759;1706438938;;"https://open.spotify.com/track/5BD9rJnLjpg5Qy3V91NBKS";
"G Love And Special Sauce";"Yeah, it's that easy";"Stepping stones";1997;"EPIC";1706438936;1706439205;;;
"Gecko Turner";"Somebody from badajoz";"Am I sad ?";2023;"LOVEMONK RECORDS";1706439199;1706439459;;;
"Rahill";"Flowers at your feet";"Hesitations";2023;"BIG DADA";1706439457;1706439655;;"https://open.spotify.com/track/10leuBog763cRyy46P31QS";
"Public Enemy";"He got game";"He got game (LP version)";1998;"DEF JAM";1706439656;1706439941;;;
"Buffalo Springfield";"Box set";"For what it's worth";1967;"VIRGIN";1706439938;1706440096;;;
"Makaya McCraven";"Universal beings";"Butterss's";2018;"INTERNATIONAL ANTHEM";1706440093;1706440271;;"https://open.spotify.com/track/5J6llmgJ14vIka94pi53og";"https://www.deezer.com/track/682603322"
"Meshell Ndegeocello";"Comet, come to me";"Forget my name";2014;"NAIVE";1706440267;1706440526;"https://music.apple.com/fr/album/forget-my-name/874866022?i=874866036&uo=4";"https://open.spotify.com/track/6mOmFn2dR3GfzGBOq0cuzg";"https://www.deezer.com/track/507979162"
"Fishbone";"The psychotic friends nuttwerx";"The suffering";2000;"HOLLYWOOD RECORDS";1706440524;1706440835;"https://music.apple.com/fr/album/the-suffering/1361720674?i=1361721357&uo=4";"https://open.spotify.com/track/4rnTOyDz8tgeVwtwEeg3oX";
"The Rolling Stones";"Black and blue";"Cherry oh baby";1976;"CBS";1706440824;1706441056;;;
"Fred Wesley & The Horny Horns";"A blow for me a toot to you";"Four play";1977;"AIM";1706441053;1706441535;;;
"Izy";"Irene";"Treat Me Bad";2021;"HOPESTREET RECORDINGS";1706441530;1706441733;;"https://open.spotify.com/track/1DReO3xKEvISSRJ7H0vLfe";
"Céu";"Um gosto de sol";"Chega mais";2021;"WARNER";1706441729;1706441935;"https://music.apple.com/fr/album/chega-mais/1593478931?i=1593478942&uo=4";"https://open.spotify.com/track/7Ai45OfjtB5IRteTAqgTJ5";
"Voyou";"Les royaumes minuscules";"Tombe la pluie";2023;"SONY MUSIC";1706441934;1706442195;"https://music.apple.com/fr/album/tombe-la-pluie/1656771718?i=1656771974&uo=4";"https://open.spotify.com/track/51Epw1Y42xov1IVeOt3SJd";
"Roy Hargrove";"Hard groove";"The joint";2003;"VERVE";1706442195;1706442575;;;
"Eve";"Eve-olution";"Let me blow ya mind";2002;;1706442529;1706442759;;;"https://www.deezer.com/track/1089861"
"Baron Retif & Concepcion Perez";"Funk";"Italien chaussettes lin";2023;"MOSTLA / MUSIQUE LARGE";1706442756;1706443029;"https://music.apple.com/fr/album/italien-chaussettes-lin/1685950699?i=1685951267&uo=4";"https://open.spotify.com/track/24QYVh2QJE8bZTL5kCHU3Y";"https://www.deezer.com/track/2266876867"
"Sirens Of Lesbos";"Peace";"Candid mess (feat. Joshua Idehen)";2023;"AUTOPRODUCTION";1706442939;1706443203;;;
"Ennio Morricone";"BOF / La stagione dei sensi";"Una voce allo specchio (reprise)";1969;"CAROSELLO RECORDS";1706443200;1706443264;;"https://open.spotify.com/track/0UpxzjSwlDeFlgBm2QDmVa";
"Lita Roza";"Allentown jail, the very best of Lita Roza (1951-1962)";"Hernando's hideaway";1955;"JASMINE RECORDS";1706443271;1706443443;;;
"Loopsel";"Öga for Öga";"Skammen";2023;"DFA RECORDS";1706443442;1706443672;"https://music.apple.com/fr/album/skammen/1671659057?i=1671659077&uo=4";"https://open.spotify.com/track/5cbbpTWjgekclKrmJ9CLSW";
"Kcidy";"Quelque chose de bien";"Camille";2024;"VIETNAM";1706443661;1706443828;;"https://open.spotify.com/track/1Um5GvArYEJnCxKWw7Ms45";
"Skinshape";"Nostalgia";"Fish & chips";2022;"LEWIS RECORDINGS";1706443821;1706444043;;"https://open.spotify.com/track/0xrZieomO7W6q7WLRcK9P0";
"Acantha Lang";"Beautiful dreams";"It's gonna be alright";2023;"MAGNOLIA BLUE RECORDS";1706444036;1706444311;;"https://open.spotify.com/track/4JEmIoL39YgGIWS5JocvoY";
"The Robert Cray Band";"In my soul";"You move me";2014;"PROVOGUE";1706444307;1706444560;;"https://open.spotify.com/track/5DiQR5FzOR9Gx7DhTLcYP3";
