"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Tindersticks";"The waiting room";"Help yourself";"2016";"CITY SLANG";1733219684;1733220019;;;
"Nitai Hershkovits & Daniel Dor";"The garden suite";"The garden's humble";"2024";"CIRCUS COMPANY";1733220015;1733220170;"https://music.apple.com/fr/album/the-gardens-humble/1773067984?i=1773067996&uo=4";;
"Kevin Ayers";"Joy of a toy";"The lady Rachel";"1969";"HARVEST";1733220167;1733220485;"https://music.apple.com/fr/album/the-lady-rachel/693712412?i=693712420&uo=4";;
"Moonchild";"Voyager";"Let you go";"2017";"TRU THOUGHTS";1733220483;1733220675;"https://music.apple.com/fr/album/let-you-go/1210778924?i=1210778989&uo=4";"https://open.spotify.com/track/6bYQW2gkDCJyDxI2pLWt3D";
"Stevie Wonder";"Innervisions";"Too high";"1973";"MOTOWN";1733220675;1733220951;;"https://open.spotify.com/track/60TB2Ifv7CCjjyROXXnChC";
"Daniel Lanois";"Player, piano";"Lighthouse";"2022";"MODERN RECORDS";1733220950;1733221135;;"https://open.spotify.com/track/5PTzKmAx8j4eenIlpok4Zj";"https://www.deezer.com/track/1842134737"
"Ezechiel Pailhes";"Mélopée";"Mélopée";"2022";"CIRCUS COMPANY";1733221132;1733221359;;"https://open.spotify.com/track/2k9B3ifvsmef8V8L73BawX";"https://www.deezer.com/track/1772927597"
"The Stranglers";"La folie";"Everybody loves you when you're dead";"1981";"EMI";1733221359;1733221519;;"https://open.spotify.com/track/2xWQjZXKIUjkTCnBLw23yL";
"Oracle Sisters";"Hydranism";"Ruby on the run";"2023";"22 TWENTY";1733221517;1733221659;;"https://open.spotify.com/track/0cPgPFL5ERy8qX9iB7M4fa";
"Ahmed Malek";"Habibi funk";"Bossa";"";"JAKARTA RECORDS";1733221658;1733221819;;"https://open.spotify.com/track/7j4EjTD658fhaLAo6zUfRz";
"Badbadnotgood & Tim Bernardes";"Poeira cosmica";"Poeira cosmica (Radio edit)";"2024";"XL RECORDINGS";1733221818;1733222046;;;
"Caetano Veloso";"Caetano Veloso";"Eles";"1967";"PHILIPS (PHP";1733222041;1733222322;;;
"J. Rawls";"Jazzhop";"Lonely";"2022";"POLAR ENTERTAINMENT";1733222322;1733222457;;;
"S.Mos";"Hip hop and jazz mixed up / Vol.2 (cd promo)";"Christo redentor";"2011";"MUSICAST";1733222452;1733222661;;"https://open.spotify.com/track/5ITyMTVJUs5zwOESU2vyt8";"https://www.deezer.com/track/65367289"
"Chris Connor";"Jazz vocals / Voice of cool / Vol 2";"Senor blues";"1959";"RHINO";1733222659;1733222832;"https://music.apple.com/fr/album/se%C3%B1or-blues/68236342?i=68235082&uo=4";;"https://www.deezer.com/track/103372526"
"Eddy Mitchell";"Toujours un Coin qui me rappelle 1964-1965";"Johnny merci";"1964";"BARCLAY";1733222829;1733222978;"https://music.apple.com/fr/album/johnny-merci/1442423408?i=1442424350&uo=4";;
"Quatuor Mosaiques";"Wolfgang Amadeus Mozart : Quatuors K 499 / K 589";"Quatuor à cordes n°20 en Ré Maj K 499 : Menuetto";"2001";"ASTREE";1733222976;1733223196;;;
"Fairouz";"The very best of Fairouz";"Ya ana ya ana";"1987";"LA VOIX DE L'ORIENT";1733223193;1733223333;;;
"Hindi Zahra";"Handmade";"Ahiawa (unplugged session)";"2011";"BLUE NOTE";1733223331;1733223621;;;
"King Gizzard & The Lizard Wizard";"Butterfly 3001";"Shanghai (The Scientist Dub)";"2022";"KGLW";1733223619;1733223858;;;"https://www.deezer.com/track/1621267212"
"Bacao Rhythm & Steel Band";"Expansions";"My jamaican dub";"2021";"BIG CROWN RECORDS";1733223857;1733224016;;;
"Spill Tab";"Pink limonade";"Pink limonade";"2024";"BECAUSE";1733224013;1733224152;;;
"Vincent Taeger & Le Jazz Kamasutra";"Ok crooner";"Sax addict";"2024";"BORN BAD";1733224152;1733224384;"https://music.apple.com/fr/album/sax-addict/1774805003?i=1774805022&uo=4";;
"David Bowie";"Young Americans";"Fame";"1975";"EMI";1733224379;1733224626;"https://music.apple.com/fr/album/fame/1195107061?i=1195110202&uo=4";;"https://www.deezer.com/track/2562064432"
"The Meters";"Zony mash";"Zony mash";"1969";"SUNDAZED";1733224624;1733224801;;;
"Bruno Pernadas";"Those who throw objects at the crocodiles will be asked to retrieve them";"Problem number 6";"2016";"PATACA DISCOS";1733224799;1733225062;;"https://open.spotify.com/track/53b4ay3zz0DpRd3QVgzaqW";
"Vanishing Twin";"Dream by numbers (EP)";"It sends my heart into a spin";"2017";"SOUNDWAY RECORDS";1733225060;1733225274;;"https://open.spotify.com/track/1AKO3b9RtAcqGoWYxxeQ1J";
"Paul Piot";"Tele music / Vol.1";"Il était une plage";"1985";"BMG";1733225271;1733225441;;;
"Philamore Lincoln";"The north wind blew south";"Temma Harbour";"1969";"EPIC - LEGACY";1733225433;1733225610;;;"https://www.deezer.com/track/708937922"
"The Incredible String Band";"The 5000 Spirits or the Layers of the onion";"No sleep blues";"1967";"FLEDG'LING RECORDS";1733225607;1733225836;"https://music.apple.com/fr/album/no-sleep-blues/397029239?i=397029241&uo=4";;
"Yves Simon";"BOF / L'amour ouf";"Au pays des merveilles de Juliet";"1973";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1733225835;1733225978;"https://music.apple.com/fr/album/au-pays-des-merveilles-de-juliet/1614480451?i=1614480454&uo=4";"https://open.spotify.com/track/7D0New1vUrPYEwwWO7iKl5";"https://www.deezer.com/track/1687807917"
"Julien Daian";"Suppose it is Butter";"The real McBuck";"2024";"French Paradox";1733225976;1733226186;;;
"A Tribe Called Quest";"Peoples instinctive travels and the path of rhythm";"Can I kick it ?";"1990";"JIVE/LEGACY";1733226185;1733226436;;;
"Glass Beams";"Mirage";"Taurus";"2021";"RESEARCH RECORDS";1733226436;1733226625;"https://music.apple.com/fr/album/taurus/1566192585?i=1566192589&uo=4";;"https://www.deezer.com/track/1364971102"
"Altin Gun";"Gece";"Süpürgesi yoncadan";"2019";"GLITTER BEAT";1733226620;1733226946;"https://music.apple.com/fr/album/s%C3%BCp%C3%BCrgesi-yoncadan/1455850886?i=1455851316&uo=4";"https://open.spotify.com/track/1seGm3saXyST058oeZLZWF";"https://www.deezer.com/track/646843112"
"Jimi Tenor";"Joystone";"I Wanna hook up with you";"2007";"SAHKO RE";1733226944;1733227203;;;
"Nina Simone";"Feeling good - The very best of";"See-Line woman";"1964";"Mercury";1733227201;1733227356;"https://music.apple.com/fr/album/see-line-woman/1426021626?i=1426021728&uo=4";"https://open.spotify.com/track/2vyIoVK6ggvXVNEvmIt1vs";"https://www.deezer.com/track/2144435567"
"La Feline";"Tarbes";"La route de Pau";"2022";"KWAIDAN";1733227354;1733227461;;"https://open.spotify.com/track/1ieRotDaVNiRQlLt0t5YWR";"https://www.deezer.com/track/1871514147"
"Petite-Vallee";"Couleurs";"Couleurs";"2024";"AUTOPRODUCTION";1733227458;1733227730;"https://music.apple.com/fr/album/couleurs/1770556675?i=1770556683&uo=4";"https://open.spotify.com/track/5P8xWFzv43U2m6kA9OXVkg";"https://www.deezer.com/track/3000775481"
"The Innocence Mission";"Midwinter swimmers";"John williams";"2024";"BELLA UNION";1733227727;1733227948;;"https://open.spotify.com/track/0aB7AARRbZeMqZXAy0KcBM";"https://www.deezer.com/track/2938818201"
"John Williams";"B.o.f./Maman j'ai raté l'avion / Home alone";"Home Alone main title";"1990";"CBS";1733227945;1733228238;;;
"Binky Griptite & The Dee Kay S";"Binky Griptite Christmas single";"Stoned soul Christmas";"2011";"DAPTONE RECORDS";1733228232;1733228480;;;
"The Honey Drippers";"Impeach the president";"Impeach the President";"1973";"ALAGA RECORDS";1733228475;1733228678;"https://music.apple.com/fr/album/impeach-the-president/473092779?i=473092783&uo=4";"https://open.spotify.com/track/06IfNMdoVrWAizU8boYYCt";"https://www.deezer.com/track/1858875297"
"Kid Sundance";"Meer seconden";"Bre";"2024";"ILIAN TAPE";1733228676;1733228829;"https://music.apple.com/fr/album/bre/1770111424?i=1770111767&uo=4";;
"Joe Snow";"Elephants";"Elephants";"2024";"PANG PRODUCTIONS";1733228826;1733229005;;"https://open.spotify.com/track/79jvWvuf50YfVALd5dznQJ";
"Buffalo Springfield";"Box set";"For what it's worth";"1967";"VIRGIN";1733229005;1733229162;;;"https://www.deezer.com/track/3586842"
"Ghetto Brothers";"Power fuerza";"Girl from the moutain";"1969";"TRUTH & SOUL";1733229160;1733229425;;;
"Chucho Valdes";"The latin jazz sides";"Mambo influenciado";"2002";"YEMAYA";1733229422;1733229615;;;
"Zhang Liping";"Liping Zhang interpréte des airs d'opera";"La rondine : Chi il bel sogno di Doretta (Acte I) Air de Magda";"2008";"EMI";1733229612;1733229767;;;
"Kate Bollinger";"J’aime les filles";"J'aime les filles";"2023";"GHOSTLY INTERNATIONAL";1733229766;1733229958;"https://music.apple.com/fr/album/jaime-les-filles/1659658955?i=1659659128&uo=4";"https://open.spotify.com/track/6GiwLIxSRc3bEBaLj2RPjK";"https://www.deezer.com/track/2068502297"
"Beastie Boys";"Licensed to Ill";"Girls";"1986";"DEF JAM RECO";1733229957;1733230091;"https://music.apple.com/fr/album/girls/1440912031?i=1440912350&uo=4";"https://open.spotify.com/track/5h40ovzXu7rF7Giwb9oXYy";"https://www.deezer.com/track/1085494"
"Prince";"Parade";"Girls and boys";"1986";"PAISLEY";1733230090;1733230421;;;"https://www.deezer.com/track/2107381497"
"The New Mastersounds";"Renewable energy";"Chicago girl";"2018";"ONE NOTE RECORDS";1733230421;1733230674;"https://music.apple.com/fr/album/chicago-girl/1344927574?i=1344927778&uo=4";"https://open.spotify.com/track/3hwzhBQeR7T7jt16NL83YU";"https://www.deezer.com/track/460021132"
"Frank Liin";"Rhythm Section International";"Chemical Dub";"2024";"RHYTHM SECTION INTERNATIONAL";1733230672;1733231001;;;
"Iamddb";"Rasta pasta (feat. Masego)";"Rasta pasta (feat. Masego)";"2024";"WAEV ENTERTAINMENT";1733230995;1733231243;;;
"Tom Verlaine";"Warm and cool";"Sleepwalkin'";"1992";"ROUGHTRA";1733231235;1733231444;"https://music.apple.com/fr/album/sleepwalkin/41228966?i=41228981&uo=4";"https://open.spotify.com/track/07YfRl54arLMMwysdfAPve";"https://www.deezer.com/track/2765840841"
"Television";"Marquee moon";"Elevation";"1977";"ELEKTRA";1733231440;1733231745;;"https://open.spotify.com/track/1pimWzwUERYZbAFr5tL0Xl";
"NTM";"Paris sous les bombes";"Tout n'est pas si facile";"1995";"EPIC";1733231743;1733232032;;;
"Alcynoos & Parental";"Night shift";"Disoriented";"2024";"HHV RECORDS / AKROMEGALIE RECORDS";1733232027;1733232213;;;
"Emma-Jean Thackray";"Yellow";"Golden green";"2021";"MOVEMENTT";1733232211;1733232454;"https://music.apple.com/fr/album/golden-green/1556894279?i=1556894652&uo=4";;"https://www.deezer.com/track/1438272332"
"Lonnie Liston Smith & The Cosmic Echoes";"Visions of a  New World";"Summer nights";"1975";"BMG/RCA";1733232453;1733232757;;;
"Theodore Shapiro";"BOF TV / Severance - saison 1";"Main titles";"2022";"ENDEAVOR CONTENT";1733232753;1733232833;"https://music.apple.com/fr/album/main-titles/1608610102?i=1608610104&uo=4";"https://open.spotify.com/track/2dssT0G1eXmqLoNIzKEuxN";"https://www.deezer.com/track/1644141492"
"Renaissance";"Prologue";"Kiev";"1972";"ONE WAY UP RECORDS";1733232832;1733233287;"https://music.apple.com/fr/album/kiev/715822899?i=715823465&uo=4";"https://open.spotify.com/track/51aFFAg11GhQkgEWPnlwsS";"https://www.deezer.com/track/4622042"
"Bob Dylan";"The freewheelin'";"Blowin' in the wind";"1963";"S";1733233285;1733233450;;"https://open.spotify.com/track/18GiV1BaXzPVYpp9rmOg0E";"https://www.deezer.com/track/75768709"
"The Bongo Hop";"La pata coja";"Magica bonita";"2024";"UNDERDOG RECORDS";1733233449;1733233745;;"https://open.spotify.com/track/0vNSp9Yv3g8ucQnWlSb3kp";"https://www.deezer.com/track/2914895341"
"Taj Mahal";"Taj Mahal : Mkutano";"Zanzibar";"2004";"T&M";1733233737;1733233899;;;
"Kyana";"Luna";"Mauvais côté";"2023";"AUTOPRODUCTION";1733233898;1733234033;"https://music.apple.com/fr/album/mauvais-c%C3%B4t%C3%A9/1693083083?i=1693083086&uo=4";"https://open.spotify.com/track/2zub3kf0DswxQ4NNFKYrTb";"https://www.deezer.com/track/2179166077"
"Destiny's Child";"The writing´s on the wall";"Bills, bills, bills";"1999";"COLUMBIA";1733234032;1733234288;"https://music.apple.com/fr/album/bills-bills-bills/258513023?i=258513478&uo=4";"https://open.spotify.com/track/1Oi2zpmL81Q0yScF1zxaC0";"https://www.deezer.com/track/580889"
