"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Camelia Jordana";"Camelia Jordana";"La vie en solitaire";2010;"SONY MUSIC";1711792681;1711792842;"https://music.apple.com/fr/album/la-vie-en-solitaire/360806084?i=360806198&uo=4";"https://open.spotify.com/track/6t0wsLXoetHHi5oGBYydpT";
"3MA";"Anarouz";"Samedi glace";2017;"MAD MINUTE MUSIC";1711792840;1711792981;;"https://open.spotify.com/track/45eb3pr0mrOL0ReJW3pkTF";
"Johnny Mathis";"Sings / CD 10";"Saturday sunshine";1967;"SONY MUSIC";1711792979;1711793134;"https://music.apple.com/fr/album/saturday-sunshine/1445814580?i=1445814680&uo=4";"https://open.spotify.com/track/3luQ4gSJ2b7TJQHZkYJBjg";"https://www.deezer.com/track/600817892"
"Son Imaginario";"Som Imaginario";"Sabado";1970;"REV-OLA";1711793133;1711793294;;;
"Nick Drake";"Five leaves left";"Saturday sun";1970;"ISLAND";1711793292;1711793534;;;"https://www.deezer.com/track/2283003"
"Brad Mehldau";"The art of the trio : Songs / Vol. 3";"River man";1998;"NONESUCH";1711793532;1711793814;;"https://open.spotify.com/track/5FiSo7E1IvpBeowZxMk9UI";
"Cleo Sol";"Mother";"Know that you are loved";2021;"FOREVER LIVING ORIGINALS";1711793809;1711794011;"https://music.apple.com/fr/album/know-that-you-are-loved/1580896128?i=1580896542&uo=4";"https://open.spotify.com/track/174yp4XX5F3HGX82Lj2JBB";
"Brittany Davis";"Image issues";"Never";2024;"LOOSEGROOVE RECORDS";1711794009;1711794234;;"https://open.spotify.com/track/0KDUvBAhTb9pO6dsjTdCzC";"https://www.deezer.com/track/2537983711"
"Gabriel Garzon Montano";"Jardín (Instrumentals)";"Fruitflies (Instrumental)";2017;"STONES THROW RECORDS";1711794234;1711794561;;;
"Gonzales";"Monsieur Gainsbourg revisited";"Boomerang 2005 (comme un boomerang)";2006;"BARCLAY";1711794560;1711794762;;;
"Flavien Berger";"Contrebande 02 : Le disque de l'été";"Beta";2024;"PAN EUROPEAN RECORDING / VIBRANCE";1711794760;1711794946;;"https://open.spotify.com/track/6OMUUV38OFHUM0RPRF9SGs";
"Blue Safari";"The bluegrass tribute to air";"Alpha beta gaga";2004;"CMH RECORDS";1711794943;1711795249;;;
"Beck";"Modern guilt";"Gamma ray";2008;"XL";1711795247;1711795423;"https://music.apple.com/fr/album/gamma-ray/1380537194?i=1380537220&uo=4";"https://open.spotify.com/track/2iWfZFAF8BCi0CY4NyuP8D";
"Louis Garrel";"Bof / Les chansons d'amour";"Delta charlie delta";2007;"NAIVE RECORDS";1711795422;1711795606;"https://music.apple.com/fr/album/delta-charlie-delta/1442621342?i=1442622066&uo=4";;"https://www.deezer.com/track/68174843"
"Ben Webster";"The warm moods/Ben Webster with strings";"The Sweetheart Of Sigma Chi";1960;"DISCOVERY";1711795603;1711795746;"https://music.apple.com/fr/album/the-sweetheart-of-sigma-chi/575333757?i=575333825&uo=4";"https://open.spotify.com/track/17GEJbJuW8SnSbeKfSEYhj";
"The Platters";"Magic touch (the) 1954-1956";"The great pretender";1956;"MERCURY";1711795745;1711795902;;;
"Swingle Singers";"A cappella Amadeus";"Cosi fan tutte : Soave sia il vento (Acte I) trio fiordiligi dorabella donalfonso";1991;"VIRGIN";1711795902;1711796076;;;
"Anna Butterss";"Activities";"Doo Wop";2022;"COLORFIELD";1711796076;1711796242;"https://music.apple.com/fr/album/doo-wop/1710259307?i=1710259312&uo=4";"https://open.spotify.com/track/5762u0ONzL6KciLE25E4ET";"https://www.deezer.com/track/1753766567"
"Itzhak Ventura";"Doosh doosh";"Doosh doosh";2024;"RAW TAPES";1711796241;1711796458;"https://music.apple.com/fr/album/doosh-doosh/1727584408?i=1727584413&uo=4";"https://open.spotify.com/track/6R8AwUkSPLY8SfFyTU8Q87";"https://www.deezer.com/track/2635697892"
"Jane Birkin";"Quoi";"Di doo dah";1973;"PHILIPS";1711796456;1711796668;"https://music.apple.com/fr/album/di-doo-dah/1443939907?i=1443940555&uo=4";"https://open.spotify.com/track/5fqT3epV67uGs3zwUUOaus";
"Scott Fagan";"South atlantic blues";"In My Head";1968;"SAINT CECILIA KNOWS RECORDS";1711796665;1711796908;"https://music.apple.com/fr/album/in-my-head/1689057655?i=1689057886&uo=4";;
"Roy Ayers Ubiquity";"Virgo red";"The morning after";1973;"VERVE";1711796906;1711797179;"https://music.apple.com/fr/album/the-morning-after/1443518069?i=1443518315&uo=4";"https://open.spotify.com/track/0UeboZAtARfVKqdBBJuDuQ";
"Little Simz";"No thank you";"Who Even Cares";2022;"AWAL";1711797177;1711797455;"https://music.apple.com/fr/album/who-even-cares/1658414153?i=1658414565&uo=4";"https://open.spotify.com/track/38JeXZxpAoBrKrtUgEJakU";"https://www.deezer.com/track/2057223037"
"Benny Sings";"Young hearts";"Young hearts";2023;"STONES THROW";1711797454;1711797613;"https://music.apple.com/fr/album/young-hearts/1705315946?i=1705315948&uo=4";"https://open.spotify.com/track/3dOQIVqCojMVKlOSreRzY8";
"Bacao Rhythm & Steel Band";"BRSB";"How we do";2024;"BIG CROWN RECORDS";1711797612;1711797827;;"https://open.spotify.com/track/5k7Vvi5wOvokoyIiKtIckp";"https://www.deezer.com/track/2540888921"
"Lily Allen";"Alright, Still";"Ldn";2006;"RECAL";1711797826;1711798016;"https://music.apple.com/fr/album/ldn/709150870?i=709150949&uo=4";"https://open.spotify.com/track/48T3AtfhOgz3euMEO2Z4hS";
"Nana Mac Lean";"Studio one women / Vol. 2";"Till I kissed you";1973;"SOUL JAZZ RECORDS";1711798011;1711798315;;;
"Sly & Robbie & Nils Petter Molvær";"Nordub";"Norwegian sword fish";2018;"OKEH / SONY";1711798313;1711798584;;;
"Francoiz Breut";"Ode aux vers";"Ode aux vers";2024;"6T2";1711798582;1711798734;"https://music.apple.com/fr/album/ode-aux-vers/1730715295?i=1730715309&uo=4";"https://open.spotify.com/track/5RcCYwnaWSNkDDLfosDpmE";"https://www.deezer.com/track/2656021502"
"Frank Ocean";"Channel orange";"Crack rock";2012;"ISLAND";1711798731;1711798956;"https://music.apple.com/fr/album/crack-rock/1440765580?i=1440766579&uo=4";"https://open.spotify.com/track/5lcyIeEfwZTs8Ajw3kdF7P";
"Rahill";"Sun songs";"Growing pain";2022;"BIG DADA";1711798957;1711799200;"https://music.apple.com/fr/album/growing-pain/1644924679?i=1644924687&uo=4";"https://open.spotify.com/track/5t4LKADeunTlMjy8KzmIBO";"https://www.deezer.com/track/1951793737"
"Kiefer";"It’s ok, bu";"Glowing (feat. Pera Krstajic)";2023;"STONES THROW RECORDS";1711799199;1711799470;"https://music.apple.com/fr/album/glowing-feat-pera-krstajic/1698878541?i=1698878795&uo=4";"https://open.spotify.com/track/0EIOepGdsMIeiwQC5I8cgj";"https://www.deezer.com/track/2379756675"
"Kimiko Kasai";"The complete Columbia album collection 1972-1988 / Kimiko Kasai with Herbie Hancock / Butterfly / CD 23";"I thought it was you";1979;"COLUMBIA";1711799330;1711799757;"https://music.apple.com/fr/album/i-thought-it-was-you/762184880?i=762192004&uo=4";;"https://www.deezer.com/track/74494122"
"Daft Punk";"Random access memories (drumless edition)";"Fragments of time";2023;"COLUMBIA";1711799753;1711800030;;;
"Flash And The Pan";"Flash And The Pan";"Walking In The Rain";1978;"REPERTOIRE R";1711800028;1711800233;;;
"Young Holt Unlimited";"Born again / Mellow dreamin'";"Raindrops keep falling on my head";1970;"WATER";1711800229;1711800469;;;
"Kali Uchis";"Isolation";"After the storm (Feat. Tyler, The Creator & Bootsy Collins)";2018;"VIRGIN";1711800463;1711800669;"https://music.apple.com/fr/album/after-the-storm-feat-tyler-the-creator-bootsy-collins/1444322705?i=1444323011&uo=4";"https://open.spotify.com/track/1otG6j1WHNvl9WgXLWkHTo";
"Erika De Casier";"Still";"Test it";2024;"4AD";1711800663;1711800827;"https://music.apple.com/fr/album/test-it/1712085894?i=1712085911&uo=4";"https://open.spotify.com/track/1UMAHQ2G23kmost9bTNv26";
"Morcheeba";"Fragments of freedom";"A well deserved break";2000;"CHINA RECORD";1711800825;1711800958;"https://music.apple.com/fr/album/a-well-deserved-break/179367769?i=179370620&uo=4";"https://open.spotify.com/track/7oKVykBLRqliNvFigkwhFn";
"Ben Harper";"Fight for your mind";"Ground on down";1995;"VIRGIN";1711800957;1711801249;"https://music.apple.com/fr/album/ground-on-down/715793784?i=715794478&uo=4";"https://open.spotify.com/track/6THh5CL5PYf7OqOq9pTqNb";"https://www.deezer.com/track/3133365"
"Dewolff";"Thrust";"Sometimes";2018;"MASCOT RECORDS ,";1711801247;1711801457;"https://music.apple.com/fr/album/sometimes/1600460293?i=1600460302&uo=4";"https://open.spotify.com/track/6BryBT6l5D9oaPZfLlVo29";"https://www.deezer.com/track/1587061492"
"Jsphynx";"Reflex";"Prang";2023;"SEKITO";1711801453;1711801723;"https://music.apple.com/fr/album/prang/1649318117?i=1649318846&uo=4";"https://open.spotify.com/track/6DgxGRClfNCVONvBLDvZQ8";"https://www.deezer.com/track/1912238227"
"Saravah Soul";"Cultura impura";"Janaina";2010;"THRU THOUGHT";1711801723;1711802046;"https://music.apple.com/fr/album/janaina/375991212?i=375991221&uo=4";"https://open.spotify.com/track/496B3ErgUMraZ48QlAloyY";
"Muriel Dacq";"Ohe du vaisseau";"Tropique";1995;"WOTRE MUSIC";1711802044;1711802282;;;
"Kain White";"Acoustic VGM Vol 7";"Pokemon RBY - Pokemon Center";2019;"AUTOPRODUCTION";1711802278;1711802443;;;
"D'angelo";"BOF / The music of Red dead redemption II (jeu video)";"Unshaken";2019;"LAKESHORE RECORDS";1711802442;1711802674;"https://music.apple.com/fr/album/unshaken/1447432465?i=1447432479&uo=4";"https://open.spotify.com/track/3okk47CKOqAm1TXmVPzNYf";"https://www.deezer.com/track/688442482"
"Conner Youngblood";"Cheyenne";"Los Angeles";2018;"COUNTER RECORDS";1711802673;1711802893;"https://music.apple.com/fr/album/los-angeles/1723967192?i=1723967201&uo=4";"https://open.spotify.com/track/1nV9wlqJANArvE4pb2uUyA";
"Orchestre Du Capitole De Toulouse";"Erik Satie : Parade et Relâche";"Gymnopédie n°3 - arrangement pour orchestre";1988;"EMI";1711802891;1711803139;;;
"Shirley Horn";"Loads of love / Shirley Horn with horns";"The good life";1964;"MERCURY";1711803138;1711803329;;;"https://www.deezer.com/track/357740621"
"Pilou";"France chébran (French Boogie 1980 - 1985)";"Ca va";1982;"BORN BAD RECORDS";1711803329;1711803530;;;
