"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Stina Nordenstam";"This is stina nordenstam";"Everyone else in the world";2001;"SMALL/SONY";1708163895;1708164073;"https://open.spotify.com/track/1pmmWF3qZO1DWodZiQ0h0O";;
"Gabi Hartmann";"Nowhere to Hide";"Nowhere to Hide";2024;"SONY MUSIC ENTERTAINMENT";1708164071;1708164268;"https://open.spotify.com/track/2kgTT46SOeDyViOIWtmU1N";"https://www.deezer.com/track/2532767181";
"Mark Olson And Gary Louris";"Ready for the flood";"Saturday morning on sunday street";2008;"NEW WEST";1708164265;1708164494;;;
"La Maison Tellier";"Beauté pour tous";"Prison d'Eden";2013;"AT HOME";1708164491;1708164733;"https://open.spotify.com/track/0EuuhGUgJqf8mRzUQw7t0m";;"https://music.apple.com/fr/album/prison-deden/687812866?i=687813032&uo=4"
"Forro In The Dark";"Bonfires of Sao Joao";"Forrowest";2006;"NUBLU RECORD";1708164729;1708165012;"https://open.spotify.com/track/4KzOJdqRTYAouueUtnNNvx";;
"Céu";"Um gosto de sol";"Pode esperar";2021;"WARNER";1708165010;1708165230;"https://open.spotify.com/track/76zAqNO6ROXpC9X3Himk9e";;
"Aja Monet";"When the poems do what they do";"Give thanks";2023;"DRINK SUM WTR";1708165223;1708165606;"https://open.spotify.com/track/3fNTd4iHqZFcCAGuB6k3ta";"https://www.deezer.com/track/2200615617";
"Ahmad Jamal";"The awakening";"Dolphin dance";1970;"IMPULSE";1708165603;1708165907;;;
"Claude Nougaro";"Jazz et java";"La pluie fait des claquettes";1968;"MERCURY";1708165907;1708166103;;;
"Betty Harris";"The lost queen of new orleans soul";"Nearer to you";1963;"SOUL JAZZ RECORDS";1708166101;1708166273;;;"https://music.apple.com/fr/album/nearer-to-you/1136696520?i=1136697806&uo=4"
"Natascha Rogers";"Onaida";"See";2024;"NO FORMAT";1708166270;1708166425;"https://open.spotify.com/track/25x2QayZ1Ad6xprHex6QoA";;"https://music.apple.com/fr/album/see/1720777370?i=1720777382&uo=4"
"Asta Hiroki";"Never lose an opportunity";"Never lose an opportunity";2023;"FOLDED MUSIC";1708166422;1708166584;"https://open.spotify.com/track/6cVsPnXfSbWCph297VIeE6";"https://www.deezer.com/track/2266139707";"https://music.apple.com/fr/album/never-lose-an-opportunity/1686297089?i=1686297104&uo=4"
"Tricky";"Maxinquaye";"Hell is round the corner";1995;"ISLAND";1708166582;1708166808;"https://open.spotify.com/track/2wC0qK8JN6gblb0ZJzE2d9";;"https://music.apple.com/fr/album/hell-is-round-the-corner-2009-remix/1444028647?i=1444029156&uo=4"
"Supreme Ntm";"Supreme NTM (Best of)";"That'S My People";1998;"EPIC";1708166797;1708167048;"https://open.spotify.com/track/1RWXFHOJ6XjK8a9pitucrX";"https://www.deezer.com/track/2189056";
"Maria Joao Pires";"Chopin / Concerto nº2  / Preludes / Pires";"Preludes op 28 : Prelude en mi min op 28 nº4";1994;"DEUTSCHE GRAMMOPHON";1708167045;1708167183;;;
"Feist";"Multitudes";"Calling all the gods";2023;"POLYDOR";1708167181;1708167407;"https://open.spotify.com/track/4qupCnZLnkNWKrO0IGWCOR";;
"The National";"First two pages of frankenstein";"Your mind is not your friend (feat. Phoebe Bridgers)";2023;"4AD";1708167405;1708167664;"https://open.spotify.com/track/0hMqlU7TLbX2HaYmwHPquP";"https://www.deezer.com/track/2229021787";
"Isaac Delusion";"Lost and found";"HVN";2024;"DELUSION RECORDS / ALLO FLORIDE UNDER EXCLUSIVE LICENSE TO 3EME BUREAU / WAGRAM MUSIC";1708167658;1708167877;"https://open.spotify.com/track/2NqvJJOSVK0so7qVEQw6iE";;"https://music.apple.com/fr/album/hvn/1716058914?i=1716060278&uo=4"
"Jasual Cazz";"Memory guard";"Better before";2023;"CHUWANAGA";1708167876;1708168106;"https://open.spotify.com/track/73bJBZEaHmX9I9UUyGhg6c";;"https://music.apple.com/fr/album/better-before/1704670242?i=1704670433&uo=4"
"Gil Scott Heron";"Pieces of a man";"Pieces of a man";1971;"BMG/RCA";1708168098;1708168398;;;
"Alice Coltrane";"Transcendence";"Sivaya";1976;"WARNER BROS";1708168388;1708168677;;;
"George Harrison";"Dark horse";"Mãya love";1974;"PARLOPHONE";1708168673;1708168939;"https://open.spotify.com/track/28rwO34Hv3uIxAfEkf69Ot";"https://www.deezer.com/track/2141053677";"https://music.apple.com/fr/album/maya-love-2014-remaster/1666681992?i=1666682261&uo=4"
"Debashish Bhattacharya";"Mahima";"Konkani memories";2003;"WORLD MUSIC";1708168931;1708169114;;;
"Titi Robin";"Rakhi";"Neem";2002;"NAIVE";1708169111;1708169349;"https://open.spotify.com/track/3Q8eyU9GoLYgBUTVFOYJ8S";;
"Antoine Loyer";"Poussée anglaise";"Dans la vieille maison";2011;"BIEN 14";1708169347;1708169502;;;
