"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Gwen Guthrie";"Legende des tubes/Annees 70 a nos jours. Vol 23";"Ain't nothing goin' on but the rent";"1986";"POLYGRAM (DISTR)";1758016763;1758016975;;;
"Cate Le Bon";"Mug museum";"No god";"2013";"TURNSTILE";1758016973;1758017252;"https://www.deezer.com/track/1925140327";"https://open.spotify.com/track/51SRIkOy8018GvLoCoTZJL";
"Billie Marten";"Dog Eared";"You and I both";"2025";"FICTION RECORDS";1758017245;1758017488;"https://www.deezer.com/track/3232841571";"https://open.spotify.com/track/1cBTcUrpCERQNvSPw8ldvZ";
"Nino Rota";"Bof / Amarcord";"La gradisca e Il principe";"1973";"QUARTET RECORDS";1758017485;1758017631;"https://www.deezer.com/track/1008096352";;
"Serge Gainsbourg";"N°4";"Intoxicated man";"1962";"MERCURY";1758017630;1758017786;"https://www.deezer.com/track/514431812";"https://open.spotify.com/track/1USpN6Ei5ST1Xj7lQ8Tk48";
"Kendrick Lamar";"Good kid - maad city";"Swimming pools (drank) - extended version";"2012";"INTERSCOPE RECORDS";1758017785;1758018099;;"https://open.spotify.com/track/3VYzbU22BooAROigHHwycs";
"Surprise Chef";"All news is good news";"Drinking from the cup of Bob Knob";"2020";"MR BONGO";1758018081;1758018233;"https://www.deezer.com/track/921021832";"https://open.spotify.com/track/0Ed3Md9WesYA0qTvcyo50A";
"Sammy Ridgley";"Sixty Smokin' Soul Senders";"I heard that story before";"1963";"";1758018232;1758018384;"https://www.deezer.com/track/1858986867";;
"Mina";"Studio uno Mina";"Un anno d'amore";"1965";"DIGITALPRESSURE / PSP ITALY";1758018382;1758018573;"https://www.deezer.com/track/61426625";;
"Hermanito";"Please hold";"Homecoming";"2025";"AD HOC RECORDS";1758018572;1758018827;"https://www.deezer.com/track/3152458781";"https://open.spotify.com/track/5ncFgt0VRAKcfgtlcvFgQv";
"La Femme";"La femme";"La femme";"2013";"BARCLAY";1758018817;1758019011;"https://www.deezer.com/track/71928216";"https://open.spotify.com/track/0k4hXSjWVAAQfCfTfekSL9";"https://music.apple.com/fr/album/la-femme/732738957?i=732739153&uo=4"
"The Doors";"L.A. Woman";"Riders on the storm";"1971";"ELEKTRA";1758019000;1758019421;"https://www.deezer.com/track/65445466";"https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe";
