"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Tamasene";"Beaches";"Beaches";"2024";"NICE GUYS";1719345401;1719345601;"https://music.apple.com/fr/album/beaches/1741747363?i=1741747638&uo=4";"https://open.spotify.com/track/49mCMSO35lFQ6suIp6YVMW";
"Georges Brassens";"Mourir pour des idées - intégrale édition 91";"Le roi boiteux";"1973";"PHILIPS";1719345615;1719345712;;;
"Carl Dawkins";"Mr Satisfaction / Vol. 2";"How can you mend a broken heart";"1971";"PATATE RECORDS";1719345711;1719345861;;;
"Renee";"Reaching for the sky";"Jimmy";"1980";"CNR ENTERTAINMENT";1719345860;1719346058;"https://music.apple.com/fr/album/jimmy/335566948?i=335566988&uo=4";"https://open.spotify.com/track/6JwYM6WkW8ipTaPyYf65wa";
"Alhaji Waziri Oshomah";"Alhaji Waziri Oshomah (vol. 1-5) (1978-1984)";"Forgive them oh god amin-amin";"2022";"LUAKA BOP";1719346054;1719346573;;"https://open.spotify.com/track/4eoWTnMWq8Kygz33i4IUw5";
"Anna Dina Schick";"Carl Nielsen : Musique de chambre / Vol. 1";"Moderen op 41 FS 94 : Bornene leger (4ème scène) - arrangement flûte traversière et alto";"2007";"DACAPO";1719346573;1719346653;;;
"Mc Fioti";"Joga o bum bum tam tam";"Joga o bum bum tam tam";"2017";"VIDISCO";1719346649;1719346803;"https://music.apple.com/fr/album/joga-o-bum-bum-tam-tam/1444614608?i=1444614610&uo=4";"https://open.spotify.com/track/30GqVivI3eb7OgonUemcjf";
"Snoop Dogg & Pharrell Williams";"Rhythm & gangsta";"Drop it like it's hot";"2004";"";1719346798;1719347064;;;
"Angelo Outlaw";"Axis of time";"Free my mind";"2024";"ERASERHOOD SOUND";1719347061;1719347307;"https://music.apple.com/fr/album/free-my-mind/1690659466?i=1690659471&uo=4";"https://open.spotify.com/track/5vavSWyOy8uk7JF6ifZbr8";"https://www.deezer.com/track/2309677285"
"Young Gun Silver Fox";"Canyons";"Who needs words";"2020";"LEGERE RECORDINGS";1719347307;1719347515;"https://music.apple.com/fr/album/who-needs-words/1499991127?i=1499991310&uo=4";"https://open.spotify.com/track/3okFhxlqZJxjviCEFX5ZjJ";
"Souleance";"La belle vie (cd promo)";"La Plage";"2012";"FIRST WORD R";1719347512;1719347630;"https://music.apple.com/fr/album/la-plage/507482991?i=507482999&uo=4";"https://open.spotify.com/track/4cLUmy79dLjSCDocIq2Vw3";
"Pedro Mizutani";"Aperana";"Amadurecer";"2023";"NICE GUYS";1719347625;1719347832;"https://music.apple.com/fr/album/amadurecer/1672151065?i=1672151067&uo=4";"https://open.spotify.com/track/3eF6O7QMduhx8at9iqxQTC";
"Led Zeppelin";"Integrale Led Zeppelin";"Stairway to heaven";"1971";"ATLANTIC";1719347830;1719348309;"https://music.apple.com/fr/album/stairway-to-heaven/580708175?i=580708180&uo=4";;"https://www.deezer.com/track/2291544855"
"Ando Drom";"Ando Drom/Chants tziganes de Hongrie";"Kéren chave / Faites place que je danse!";"1992";"WOTRE MUSIC DISTR.)";1719348308;1719348504;;;
"17 Hippies";"Heimlich";"Tick tack";"2007";"BUDA MUSIQUE";1719348502;1719348722;"https://music.apple.com/fr/album/tick-tack/264178514?i=264181435&uo=4";"https://open.spotify.com/track/3LqzD1PJ9xqhvVVjcZXD2g";
"Don Vappie";"Banjo à la céeole";"Coconut shake";"2005";"VAPPIELLE";1719348722;1719348976;"https://music.apple.com/fr/album/coconut-shake/450326702?i=450326708&uo=4";;
"Robert Mitchum";"Calypso is like so";"Coconut water";"1957";"CAPITOL";1719348975;1719349134;;"https://open.spotify.com/track/0nQAMXiWsa397mZVMw8G69";
"The Cure";"Standing on a beach staring at the sea";"Boys don't cry";"1979";"POLYDOR";1719349151;1719349300;;;
"Michelle Shocked";"Short sharp shocked";"When I grow up";"1988";"MERCURY";1719349297;1719349506;;;
"Ray Ellis & His Orchestra";"Romance Italiano";"La Dolce Vita";"1961";"GRALIN MUSIC";1719349500;1719349651;;;
"Fabrizio De Andre";"Da Genova";"Amore che vieni amore che vai";"1966";"RICORDI";1719349645;1719349812;;;
"La Femme";"Paradigmes : suppléments";"Je plane";"2021";"IDOL";1719349813;1719350041;"https://music.apple.com/fr/album/je-plane/1585411567?i=1585412183&uo=4";"https://open.spotify.com/track/1kIMUOEbSMSUr91WwLvnt4";"https://www.deezer.com/track/1490876732"
"Andra Day";"Cassandra (cherith)";"Narcos";"2024";"WARNER RECORDS";1719350039;1719350257;;;
"The High Llamas";"Talahomi way";"Wander, Jack Wander";"2011";"DRAG CITY";1719350251;1719350467;"https://music.apple.com/fr/album/wander-jack-wander/430484775?i=430484780&uo=4";"https://open.spotify.com/track/1KHsgvF8MxaybJ3jrPq1Oh";"https://www.deezer.com/track/477778872"
"Lau Ro";"Cabana";"Lugar";"2024";"FAR OUT RECORDS";1719350463;1719350710;;"https://open.spotify.com/track/7agcP5gFfxhC5MZI7ypWgT";
"Harry Nilsson";"The RCA albums collection : Nilsson Schmilsson / CD 7";"Early in the morning";"1971";"RCA";1719350711;1719350881;"https://music.apple.com/fr/album/early-in-the-morning/304815001?i=304815008&uo=4";"https://open.spotify.com/track/5oOoQn1bhg6nbuvd54URPF";
"The Fools";"Sold out";"It's a night for beautiful girls";"1980";"PATHE MARCONI";1719350875;1719351110;;;"https://www.deezer.com/track/10115069"
"Monty Alexander";"Harlem-Kingston express / Vol. 2 The river rolls on";"Sleaky";"2014";"MOTEMA";1719351099;1719351347;"https://music.apple.com/fr/album/sleaky/1288721258?i=1288721476&uo=4";"https://open.spotify.com/track/6hLDytx7Pv2C5B7JvIIA5Z";
"Madeleine Peyroux";"Let’s walk";"Showman dan";"2024";"THIRTY TIGERS / SOUNDWORKS";1719351350;1719351586;"https://music.apple.com/fr/album/showman-dan/1730771473?i=1730772179&uo=4";"https://open.spotify.com/track/6PfdBLM4XoGyWTrhnaVWgI";"https://www.deezer.com/track/2661288612"
