"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Patrice Rushen";"Remind me : The classic Elektra recordings 1978 – 1984";"Remind me (LP version)";1982;"STRUTS RECORDS";1724666297;1724666611;;;
"Guts";"Estrellas";"Estrellas (versión polvo)";2022;"HEAVENLY SWEETNESS";1724666607;1724666799;;;
"Lilly Wood And The Prick";"Lilly wood & the prick";"L.e.s artistes";2009;"CINQ 7";1724666798;1724667015;;;
"Boule";"A.V.I.O.N";"A.V.I.O.N (Appareil Volant Imitant l'Oiseau Naturel)";2019;"CHOLBIZ";1724667013;1724667184;;;
"Angus And Julia Stone";"Down The Way";"Big jet plane";2010;"DISCOGRAPH";1724667181;1724667419;;;
"Vladimir Cosma";"Les plus belles musiques de film de vladimir cosma / Vol 2";"L'homme de Suez : Rondeau du petit Prince";1983;"FREMEAUX ET ASSOCIES";1724667418;1724667612;;;
"Mina";"Discografía en Español";"Que no, que no (remastered)";1963;"MASTER TAPE RECORDS";1724667612;1724667715;;;
"Sharon Jones";"Daptone Gold";"Got a thing on my mind";2004;"DAPTONE RECO";1724667715;1724667884;;;
"James Ray";"The great american soulbook : Pioneers of soul (Chapter 1, Any way you wanta !)";"I’ve got my mind set on you, pts. 1 & 2";1963;"JASMINE RECORDS";1724667882;1724668085;;;
"Patricia Carli";"Salut les copains";"Il faut";2015;"BARCLAY";1724668083;1724668211;;;
"Take Vibe";"Take Vibe E.P. (Extrait)";"Golden brown";2020;"";1724668210;1724668399;"https://music.apple.com/fr/album/golden-brown/1667667705?i=1667668402&uo=4";;
"The Stranglers";"All twelve inches";"Midnight summer dream (extended version)";1982;"CBS";1724668392;1724669026;;;
"Player";"Hits of ..... 77 + 78";"Baby come back";1977;"POLYDOR";1724669026;1724669274;;"https://open.spotify.com/track/41sGGCCoHI2GLV9qadX80A";
"Piero Umiliani";"BOF / Il corpo";"Hard times";1974;"EASY TEMPO";1724669274;1724669532;;"https://open.spotify.com/track/6iyAbJ4aFOYMVRYZocDfN3";"https://www.deezer.com/track/4574362"
"Fugees";"The score";"Ready or not";1996;"C267147";1724669482;1724669708;"https://music.apple.com/fr/album/ready-or-not/281701670?i=281701718&uo=4";"https://open.spotify.com/track/3vZO25GdYuqFrR1kzZADnp";
"Enya";"Anywhere is";"Boadicea";1987;"WEA";1724669708;1724669914;;"https://open.spotify.com/track/3c9xinOHrEqF39omS0Czj1";
"Bobby McFerrin";"Hush";"Sonate n°9 en Sol Maj : Allegro prestissimo";1992;"SONY";1724669907;1724670061;;;
"Fairport Convention";"What we did on our holidays";"End of a holiday";1969;"ISLAND";1724670060;1724670125;;"https://open.spotify.com/track/21c6FeeFZH4FWbf3Bj6T24";
"Kidsaredead";"The other side of town";"School returnz";2013;"HOT PUMA";1724670123;1724670383;;"https://open.spotify.com/track/3soVtBOhfaiuBpz5j3Ew1T";
"Florent Marchet";"Les bonnes ecoles";"Les bonnes écoles";2007;"BARCLAY";1724670381;1724670550;;"https://open.spotify.com/track/7cLnGkp9YwGhJne8ECdIVs";
"The Isley Brothers";"The very best of : Harold Melvin &The Blue Notes - The Isley Brothers";"Work to do";1972;"SONY MUSIC";1724670549;1724670739;"https://music.apple.com/fr/album/work-to-do/198017385?i=198019441&uo=4";"https://open.spotify.com/track/1b7tZPt3S2UN6OrPUBqGCp";"https://www.deezer.com/track/848765"
"Duke Ellington";"Classics 1931-1932";"Lazy rhapsody";1932;"CLASSICS RECORDS";1724670738;1724670935;;;
"Marino Marini";"Marino Marini story";"Guaglione";1956;"PATHE";1724670933;1724671128;;;
"Andrea Laszlo De Simone";"Bof / Le règne animal";"Il regno animale";2023;"UNIVERSAL MUSIC DIVISION VIRGIN MUSIC DISTRIBUTION DEAL";1724671125;1724671433;;"https://open.spotify.com/track/3c5JqjUZJSdrxJ7cXgmu5y";
"L'Imperatrice";"Pulsar";"Cosmogonie";2024;"MICROQLIMA";1724671424;1724671592;"https://music.apple.com/fr/album/cosmogonie/1736766809?i=1736766821&uo=4";"https://open.spotify.com/track/4jc5rsFpWTMRE8VvcxwL9a";
"Rachid Taha";"Voila, voila...";"Voilà, voilà...";1993;"";1724671589;1724671809;;;
"Morcheeba";"Big calm";"Friction";1998;"INDOCHINA";1724671806;1724672057;;"https://open.spotify.com/track/7mIycpf6R0f0BoirdQrBIL";
"Lizzy Mercier Descloux";"Mambo Nassau";"Sun is shining";2003;"ZE RECORDS";1724672050;1724672187;;;"https://www.deezer.com/track/1958262"
"Philanthrope";"Waking dreams 2";"Carwash, pt. 2";2024;"BEAT JAZZ INTERNATIONAL";1724672185;1724672296;;"https://open.spotify.com/track/1dLGnUPrN6UucoDnp8rkmu";
"PJ Harvey";"White chalk";"The devil";2007;"ISLAND";1724672293;1724672465;;"https://open.spotify.com/track/3yQaqdN6WLrhBsigizCkW5";
"Layla Claire";"Songbird";"3 songs op 3 : 2. Now sleeps the crimson petal - pour soprano et piano";2017;"ATMA CLASSIQUE";1724672462;1724672603;;;
