"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Gene Kelly";"BD Music presents BD Ciné";"Singin' in the Rain : Singin' in the Rain";"1952";"NOCTURNE";1724752571;1724752813;;;
"Ahmad Jamal";"The complete Ahmad Jamal trio Argo sessions 1956-62/ CD 2: disc IV, V & VI";"Ahmad's blues";"1959";"Mosaic Records";1724752812;1724753070;"https://music.apple.com/fr/album/ahmads-blues-live-spotlight-club/1429182795?i=1429188624&uo=4";"https://www.deezer.com/track/74529519";"https://open.spotify.com/track/6YPfobz0jQyHu1vYvduihL"
"Fthmlss";"Itinerant";"Opal";"2024";"FOLDED MUSIC";1724753069;1724753281;;;"https://open.spotify.com/track/7fxfj3pt7DjEn9KYabHu4v"
"Dr. Octagon";"Rap story 1980-2000";"Blue Flowers";"2013";"WARNER MUSIC";1724753276;1724753473;;"https://www.deezer.com/track/549345282";
"James Brown";"The payback";"The payback";"1972";"POLYDOR";1724753470;1724753929;;;
"The Vaqueros";"Tiki dreams & nightmares : Rare surf and exotica anomalies 1954-1967, vol.1";"Desert wind";"1963";"MONOLITH RECORDS";1724753927;1724754040;;;
"Lunar Vacation";"Inside every fig is a dead wasp";"The waiting game";"2021";"KEELED SCALES";1724754038;1724754261;"https://music.apple.com/fr/album/the-waiting-game/1576516991?i=1576517738&uo=4";"https://www.deezer.com/track/1433901552";"https://open.spotify.com/track/0rfFyFM4rL7m28h00zoomZ"
"Domenique Dumont";"Deux paradis";"Deux paradis";"2024";"ANTINOTE";1724754258;1724754531;;"https://www.deezer.com/track/2820399532";"https://open.spotify.com/track/5rpm1ugQFOy1X76YvVFmEO"
"Les Filles De Illighadad";"Eghass Malan";"Imigradan";"2017";"SAHEL SOUNDS";1724754529;1724754836;"https://music.apple.com/fr/album/imigradan/1462976481?i=1462976485&uo=4";;"https://open.spotify.com/track/1Jy8kD72Pk84ICD44Funni"
"Nemanja Radulovic";"Nemanja Radulovic : Baïka";"Shéhérazade op 35 : 4. Fête à Bagdad - La mer - Le vaisseau se brise sur un rocher surmonté d'un guerrier d'airain - Conclusion - Arrangement pour violon piano et orchestre de chambre";"2018";"Deutsche Grammophon";1724754833;1724755152;;;
"Chaka Khan";"Chaka";"Love has fallen on me";"1978";"WARNER BRO";1724755151;1724755443;;;"https://open.spotify.com/track/7s1RAjj0ReNlRn4ZVBzEif"
"Cocoa Tea";"The sweet sound of Cocoa Tea";"Young lover";"1987";"VP MUSIC";1724755438;1724755655;;;
"Mlf";"66BEO";"In the mood for a jazz interlude";"2022";"COMMUNITY CENTER";1724755651;1724755799;;;"https://open.spotify.com/track/5AxuCFqRm3iuDsQJqPdt7H"
"Chelabom";"Défile-moi";"Soleil";"2024";"TAKE IT EASY AGENCY";1724755794;1724756050;"https://music.apple.com/fr/album/soleil/1739343182?i=1739343187&uo=4";"https://www.deezer.com/track/2735496221";"https://open.spotify.com/track/3o8LW6Ftjc7kCvQyfKZjO7"
"Timber Timbre";"Creep on creepin'on";"Creep on, creepin' on";"2011";"FULL TIME HOBBY";1724756045;1724756281;;;
"Eden Kane";"Decca : The Supreme Records Company";"Forget me not";"1962";"DECCA";1724756279;1724756399;;;
"Louis Prima";"Wild, cool & swingin'";"The music goes 'round and around (1999 Digital remaster)";"1959";"CAPITOL RECORDS";1724756398;1724756551;;;
"Snorre Kirk Quartet";"Tangerine Rhapsody";"Blues jump (feat. Jan Harbeck)";"2019";"Stunt";1724756550;1724756781;;;
"Thomas De Pourquery";"Let the monster fall";"Rise again";"2024";"BELIEVE";1724756781;1724756974;;"https://www.deezer.com/track/2616845892";"https://open.spotify.com/track/1KFLPRGQj6WRNyPkAGoihe"
"The Cure";"Standing on a beach staring at the sea";"The love cats";"1983";"FICTION";1724756971;1724757189;;;
"Jacques Higelin";"Entre 2 gares";"Tombé du ciel";"1988";"EMI";1724757188;1724757472;;;"https://open.spotify.com/track/2W3uIX1I9qGOsBLWpEpMch"
"Cincinnati Pops Orchestra";"Superheroes";"Captain' March from Captain America : The first avenger";"2013";"FANFARE CINCINNATI";1724757468;1724757613;;;
"You & The Explosion Band";"BOF / Lupin III";"Lupin III : Theme from Lupin III";"1994";"NIPPON COLUMBIA CO LTD.";1724757608;1724757835;;;
"Carrie Lucas";"Dance with you - The best of";"I gotta keep dancin' (keep smiling)";"1977";"CASTLE COMMUNICATIONS";1724757834;1724758139;;;"https://open.spotify.com/track/0oa8CUMUF1pe3py5VY0UVr"
"Line Renaud";"Les 100 plus belles chansons";"Copacabana";"";"EMI";1724758136;1724758386;;;"https://open.spotify.com/track/372ikXUozQOctZxAlhSNYL"
"Edson Frederico";"1975";"Garota de copacabana";"1975";"SUNSET ENTRETENIMENTO";1724758384;1724758542;;"https://www.deezer.com/track/1650758262";
"Marcos Valle";"Braziliance";"Tanto ande";"1966";"WARNER BROS";1724758541;1724758641;"https://music.apple.com/fr/album/tanto-ande/1495397749?i=1495397756&uo=4";;
