"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Melonyx";"Soul glow";"Solar power";"2023";"TRU THOUGHTS";1762854930;1762855211;"https://www.deezer.com/track/2249344307";"https://open.spotify.com/track/3m8R3rwXBgLJ1jtdcaRVrf";
"Marie Claire Alain";"Bach : Oeuvres pour orgue / vol 2";"Petits preludes et fugues en ré mineur bwv 554";"1986";"ERATO";1762855211;1762855381;;;
"Sainte Lucie";"Merci et remercie";"Ce matin je fume";"2023";"LA SOUTERRAINE";1762855378;1762855451;"https://www.deezer.com/track/2563444242";"https://open.spotify.com/track/4F4i8gUbRMQrcEg0XtEVde";
"Tribeqa";"Experiment";"Never stop";"2016";"UNDERDOG RECORDS";1762855450;1762855719;"https://www.deezer.com/track/118577278";"https://open.spotify.com/track/01U0IGIgfoYhduXrEjLZFz";
"Paul Simon";"The rhythm of the saints / + bonus";"Proof";"1990";"SONY";1762855718;1762855994;"https://www.deezer.com/track/6580980";"https://open.spotify.com/track/4z0j9VwgnoBKZER0dcii1Z";
"Dj Slowz";"Di san";"Di san";"2025";"SAIGON SUPER SOUND";1762855992;1762856231;"https://www.deezer.com/track/3531946371";"https://open.spotify.com/track/6pWPjdziWj50PZIXj53Khp";
"Marianne Faithfull";"Faithfull forever...";"That's right baby";"1965";"RARITY MUSIC";1762856228;1762856395;"https://www.deezer.com/track/123827834";;
"Brussels Jazz Orchestra & Camille Bertault";"Gainsbourg";"La javanaise";"2022";"BJO";1762856394;1762856764;;;
"Albin De La Simone";"BOF / Gainsbourg vie heroïque";"Taxi 69 d'après """"69 année érotique""""";"2009";"POLYDOR";1762856763;1762856836;;;
"Durand Jones & The Indications";"Flowers";"If not for love";"2025";"SECRETLY GROUP";1762856834;1762857033;"https://www.deezer.com/track/3243621111";"https://open.spotify.com/track/4QIcXmXNWWV2m7huZEn03X";
"Ebonee Webb";"Dj Yoshizawa Dynamite. JP presents : Minyo groove 1963-1979 : Japan meets latin, rock, rare groove & funky vibes";"Cowboy's elegy";"1979";"180G";1762857033;1762857301;"https://www.deezer.com/track/3656895182";;
"Baron Retif & Concepcion Perez";"L'Indien";"Where's my soul (Instrumental)";"2014";"HEAVENLY SWEETNESS";1762857299;1762857565;;;
"JJ Cale";"Naturally";"River runs deep";"1972";"MERCURY";1762857564;1762857724;;;
"Yves Simon";"The best of 1973-1977";"Clo story";"1974";"RCA";1762857722;1762857911;"https://www.deezer.com/track/1687807967";"https://open.spotify.com/track/2k0PHdMb8vvV5esUxuqjZU";
"Theo Champion";"Trouble ahead";"Trouble ahead";"2023";"AUTOPRODUCTION";1762857911;1762858096;"https://www.deezer.com/track/2689594402";"https://open.spotify.com/track/4cTrBtf0gPYyyZwHIiWWsN";
"The Brothers Nylon";"Nylon archives, Vol. 1 : Cinematic grooves";"Yo teac !";"2025";"BMM RECORDS";1762858095;1762858232;;;
"The Chosen Few";"Trojan presents original reggae/40 original tighten up hits";"Shaft";"1972";"SANCTUARY";1762858229;1762858446;;;
"Grandmaster Flash";"Rappers Delight";"White lines (don't do it)";"1987";"ARCADE";1762858445;1762858745;"https://www.deezer.com/track/131227346";;
"Snaap";"Subway Art";"Grandmaster flash";"2023";"AUTOPRODUCTION";1762858744;1762858856;"https://www.deezer.com/track/2094774467";"https://open.spotify.com/track/6f7SumIptEtlyOqRu0F2VG";
"Annie Ross";"Sings a song with Mulligan";"I've grown accustomed to your face";"1957";"EMI";1762858855;1762859033;;;
"Birds On A Wire";"Nuées ardentes";"Peregrinazioni lagunari";"2025";"PIAS RECORDINGS FRANCE";1762859033;1762859232;"https://www.deezer.com/track/3388330931";"https://open.spotify.com/track/7APunrcqnyUnykOHTQd0X4";
"Benjamin Grosvenor";"Benjamin Grosvenor : Dances";"Partita n°4 en Ré Maj BWV 828 : Gigue";"2014";"DECCA";1762859231;1762859335;;;
"Ian Dury";"New waves";"Wake up and make love with me";"1975";"FAMILY RECORDS";1762859334;1762859593;"https://www.deezer.com/track/3218341851";;
"Xavier Polycarpe";"Instant";"Life on blue";"2025";"FRENCH PARADE";1762859592;1762859849;"https://www.deezer.com/track/3048349871";"https://open.spotify.com/track/0pQAmParlVJ8JoV1UcvxtE";
"The Pin-Ups";"Lookin' for boys !";"Lookin' for boys";"1964";"TEENSVILLE RECORDS";1762859848;1762859994;;;
