"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Devendra Banhart";"Ma";"Is this nice?";"2019";"NONESUCH";1724925564;1724925734;"https://open.spotify.com/track/4VFlgxqRvv4WvNFTz3E2rz";;
"Patsy Cline";"Country & western hit parade - Hillbilly music 1962";"So wrong";"1962";"BEAR FAMILY RECORDS";1724925733;1724925915;;;
"The Supertights";"The Supertights";"Dark ride";"2020";"Q SOUNDS RECORDING";1724925913;1724926092;"https://open.spotify.com/track/3dSyFRjiOBDzZKZmsWFWsr";;
"Mild High Club";"Skiptracing";"Chapel perilous";"2016";"STONES THROW";1724926091;1724926354;"https://open.spotify.com/track/3cRmcocq5owkGG9glPPN2U";"https://www.deezer.com/track/446001012";
"Hiroki Tamaki";"Bhagwan Shree Rajneesh";"River";"1980";"NIPPON COLUMBIA";1724926354;1724926696;;;
"Yves Simon";"Autoportrait";"Les gauloises bleues";"1973";"RCA";1724926685;1724926865;"https://open.spotify.com/track/5aJsfTNcgOcfO2VWBroYT9";"https://www.deezer.com/track/1687266327";"https://music.apple.com/fr/album/les-gauloises-bleues/1614631391?i=1614631395&uo=4"
"Nobuo Uematsu";"BOF / Final Fantasy VII : Remake";"FF VII Remake : Shinra creed";"2020";"SQUARE ENIX MUSIC";1724926864;1724926981;;;
"Florence + The Machine";"Songs from final fantasy XV";"Stand By Me";"2016";"UNIVERSAL-ISLAND RECORDS LTD.";1724926976;1724927213;"https://open.spotify.com/track/5XSU59wtE5CRCAEyHmmGy4";"https://www.deezer.com/track/130005752";
"The Rolling Stones";"The Rolling Stones singles collection : The London years";"Out of time";"1966";"LONDON";1724927208;1724927408;"https://open.spotify.com/track/5RFYhFsx88Ged9UNmv5ORj";"https://www.deezer.com/track/9956033";"https://music.apple.com/fr/album/out-of-time/1440769047?i=1440769876&uo=4"
"The Black Keys";"Ohio players";"I Forgot To Be Your Lover";"2024";"NONESUCH";1724927400;1724927546;"https://open.spotify.com/track/7DHlJLCXFlny3WhjnEL9qY";"https://www.deezer.com/track/2680837942";"https://music.apple.com/fr/album/i-forgot-to-be-your-lover/1722539954?i=1722540390&uo=4"
"Thee Marloes";"Perak";"True love";"2024";"BIG CROWN RECORDS";1724927544;1724927715;"https://open.spotify.com/track/1KspOqWp7tQbJ5GzZbnNTT";;
"The Fearless Flyers";"Tailwinds";"Kauai";"2020";"VULF";1724927714;1724927896;"https://open.spotify.com/track/0CEUMeWGP5k381RxleZzLc";;
"Carlton & The Shoes";"A live injection anthology 1968 to 1979";"Better days";"1973";"TROJAN";1724927895;1724928101;;;
"Africa Negra";"Antologia / Vol 2";"San Victoria";"1990";"BONGO JOE";1724928095;1724928238;;;
"Dizzy Gillespie";"Dizzy in Paris";"Oo bla dee";"1953";"VOGUE";1724928236;1724928418;;;
"Stacey Kent";"Raconte moi";"L'étang";"2010";"EMI";1724928418;1724928676;"https://open.spotify.com/track/4AHGKpGAyLzVSvp9TkS88b";;
"Eric Lau";"Examples / Vol. 2";"The best good";"2018";"FIRST WORD RECORDS";1724928672;1724928912;"https://open.spotify.com/track/2q13MepMvs1xzVvAqlIlcn";"https://www.deezer.com/track/558587832";"https://music.apple.com/fr/album/the-best-good/1436719928?i=1436720064&uo=4"
"Mikahl Anthony";"Muse";"Buttaflies & brownies";"2024";"R & S RECORDS";1724928752;1724928937;"https://open.spotify.com/track/6JAjtWNDro76QE9QKMTFKo";;
"Portishead";"Portishead";"Only you";"1997";"GO BEAT";1724928934;1724929232;"https://open.spotify.com/track/2qKkC9cODRjIlsdyEkSJLQ";;
"Oregon";"In stride";"Summer's end";"2010";"CAMJAZZ";1724929229;1724929528;"https://open.spotify.com/track/7yM3Si0xcQvIajk9MNbgBj";;"https://music.apple.com/fr/album/summers-end/383160888?i=383160905&uo=4"
"Aretha Franklin";"Portrait";"Over the rainbow";"1961";"COLUMBIA";1724929523;1724929680;"https://open.spotify.com/track/0DnBHyPGqantymrbaoSoa9";;"https://music.apple.com/fr/album/over-the-rainbow/425848796?i=425848872&uo=4"
"Martha High & The Italian Royal Family";"Nothing's going wrong";"The end of the rainbow";"2020";"BLIND FAITH";1724929678;1724929942;"https://open.spotify.com/track/52hZ8iPER98GfnUaLrVke5";;
"Aloa Input";"Devil's diamond memory collection";"The other rainbow";"2021";"SILUH RECORDS";1724929938;1724930122;"https://open.spotify.com/track/1LNaTCGOtVand720IdgGmF";;"https://music.apple.com/fr/album/the-other-rainbow/1624208159?i=1624208351&uo=4"
"Isolde Lasoen";"Oh dear";"Capricorn avenue";"2023";"MAYWAY RECORDS";1724930121;1724930365;"https://open.spotify.com/track/5VGToy5pVn1l7of3K3WeHY";;
