"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Lily Chao";"Chinese folk songs";"Whose blooming rose";"1968";"AKUPHONE";1742551098;1742551227;"https://music.apple.com/fr/album/whose-blooming-rose/1267799713?i=1267799736&uo=4";"https://www.deezer.com/track/2134645007";"https://open.spotify.com/track/3hgVAPH8aHXeXoLEjDAVEF"
"Cal Tjader";"Soul sauce";"Spring is here";"1965";"VERVE";1742551226;1742551468;;"https://www.deezer.com/track/1763146437";
"Luz Casal";"Bof / Talons aiguilles";"Un Ano De Amor";"1992";"ISLAND";1742551465;1742551663;;"https://www.deezer.com/track/14458694";
"The Platters";"BOF TV / Twin Peaks (Saison 3)";"My prayer";"1956";"RHINO RECORDS";1742551662;1742551827;"https://music.apple.com/fr/album/my-prayer/1238472593?i=1238472610&uo=4";"https://www.deezer.com/track/2150283";"https://open.spotify.com/track/1ntGJDSakqsaw1KhptKrB5"
"Jean Louis Murat";"Charles et leo et les fleurs du mal";"Sépulture";"2007";"SCARLETT";1742551826;1742552002;;;
"Sinfonietta De Rome";"BOF / Il postino (le facteur)";"Il postino (titoli)";"1994";"CAM";1742551999;1742552159;;;
"Radiohead";"KID A MNESIA";"Motion picture soundtrack";"2000";"XL RECORDINGS";1742552159;1742552356;"https://music.apple.com/fr/album/motion-picture-soundtrack/1097862870?i=1097863579&uo=4";"https://www.deezer.com/track/138547605";"https://open.spotify.com/track/4SrRrB27n7fiRkQcPoKfpk"
"Piers Faccini & Ballake Sissoko";"Our calling";"Shadows are";"2025";"NO FORMAT";1742552353;1742552611;"https://music.apple.com/fr/album/shadows-are/1786391116?i=1786391779&uo=4";;
"Shane Parish";"Répertoire";"Lonely woman";"2024";"PALILALIA RECORDS";1742552605;1742552767;;"https://www.deezer.com/track/2692362192";"https://open.spotify.com/track/2D2jdssaXFyoHHaXjUZJc8"
"The Doors";"L.A. Woman";"Love her madly";"1971";"ELEKTRA";1742552764;1742552959;"https://music.apple.com/fr/album/love-her-madly/640047463?i=640047751&uo=4";"https://www.deezer.com/track/65445458";"https://open.spotify.com/track/3MFFDRC4wTN9JNGtzXsZlN"
"The Fantastic Four";"Best of the fantastic four";"I Love You Madly";"1969";"UNI - MOTOWN";1742552956;1742553142;"https://music.apple.com/fr/album/i-love-you-madly/1448392682?i=1448392687&uo=4";"https://www.deezer.com/track/613087392";"https://open.spotify.com/track/2ojKGPiEJq23dELloVlwJf"
"Black Milk";"Food from the gods";"Gotta know";"2025";"FAT BEATS RECORDS";1742553142;1742553274;;"https://www.deezer.com/track/3137126841";"https://open.spotify.com/track/1pMtWwns21QalaDEWETnRf"
"Oma";"Bread 'n' Butter";"Anti-matter";"2024";"";1742553274;1742553548;;"https://www.deezer.com/track/2593544812";"https://open.spotify.com/track/1wJfUYe7QBs4Eve7TP6yhz"
"Red Hot Chili Peppers";"One hot minute";"Aeroplane";"1995";"WB";1742553544;1742553830;"https://music.apple.com/fr/album/aeroplane/945571209?i=945571325&uo=4";"https://www.deezer.com/track/725476";"https://open.spotify.com/track/0VLdJcQUsqHBBwqPp4CIKJ"
"Cortex";"Troupeau bleu";"L'enfant samba";"1975";"UNDERDOG";1742553829;1742554014;"https://music.apple.com/fr/album/lenfant-samba/1154110761?i=1154111439&uo=4";"https://www.deezer.com/track/132031422";"https://open.spotify.com/track/5uM2TbV57PabdmqUTJa1pG"
"Orchestre Du Festival De Lucerne";"Femmes";"Les noces de Figaro K 492 : Deh vieni non tardar (Acte IV) Air de Suzanna - arrangement pour violoncelle et cordes";"2023";"SONY";1742554013;1742554199;;;
"Marina Herlop";"Pripyat";"Abans abans";"2022";"PAN";1742554196;1742554437;"https://music.apple.com/fr/album/abans-abans/1621291295?i=1621291627&uo=4";"https://www.deezer.com/track/1733155947";"https://open.spotify.com/track/02m8VMKmUILOO6aufAkJaQ"
"Bjork";"Vespertine";"Pagan poetry";"2001";"BARCLAY";1742554436;1742554749;"https://music.apple.com/fr/album/pagan-poetry/1726654492?i=1726654498&uo=4";"https://www.deezer.com/track/2629697162";"https://open.spotify.com/track/2uMm657euPoE7Vgaukuupl"
"Bilal";"Adjust brightness";"Lay around";"2024";"ONERPM";1742554749;1742554978;"https://music.apple.com/fr/album/lay-around/1768104173?i=1768104181&uo=4";"https://www.deezer.com/track/2992082631";"https://open.spotify.com/track/4EvcTtU3vIqE5puHrCOnNs"
"Jon Hassell";"Vernal equinox";"Toucan ocean";"1990";"LOVELY MUSIC";1742554978;1742555208;;"https://www.deezer.com/track/904217512";
"Elis Regina";"Bossa Nova : l'âme bohème du Brésil (cd promo)";"Aguas de Março";"1972";"VERVE";1742555204;1742555415;"https://music.apple.com/fr/album/%C3%A1guas-de-mar%C3%A7o/1443781297?i=1443781415&uo=4";"https://www.deezer.com/track/565340102";"https://open.spotify.com/track/33k6iSq1SIVBOaXE898Jv1"
"Art Longo";"Echowah island";"Quantum ceviche";"2025";"CRACKI RECORDS";1742555414;1742555611;;"https://www.deezer.com/track/3046955641";"https://open.spotify.com/track/5MY3Ow6tI6R1WRPFLPMIdw"
"Richard Wilson Avena";"Richard Wilson Avena";"Livia's dream";"2024";"LA PIERRE BRUTE";1742555610;1742555767;;"https://www.deezer.com/track/3124298471";"https://open.spotify.com/track/2unUoKkzwdqTh2lbazLpTW"
"Teleman";"Cristina (Single)";"Cristina";"2013";"MOSHI MOSHI RECORD";1742555765;1742555998;"https://music.apple.com/fr/album/cristina/845500386?i=845500403&uo=4";"https://www.deezer.com/track/78478469";
"Arthur Conley";"More sweet soul";"Ob-la-di, ob-la-da";"1969";"ATLANTIC";1742555995;1742556175;;;"https://open.spotify.com/track/63qL37oSySINeOqrnIaYTJ"
"Karin Krog";"The many faces of Karin Krog / CD 3 : With the big bands";"Spring affair";"2017";"ODIN";1742556170;1742556322;;;
"Midori Seiler";"Jean Fery Rebel : Les Elements et Antonio Vivaldi: Les Quatre saisons";"Concerto en Mi Maj op 8 n°1 P 241 RV 269 la primavera / le printemps : allegro";"2010";"HARMONIA MUNDI";1742556322;1742556528;;;
"Melanie De Biasio";"We never kneel to pray / Now is narrow";"Now is narrow";"2023";"PIAS";1742556526;1742556816;"https://music.apple.com/fr/album/now-is-narrow/1687163050?i=1687163865&uo=4";"https://www.deezer.com/track/2279332277";"https://open.spotify.com/track/5m4UrooOwBDFYD3QoYTsIg"
"Talk Talk";"Spirit Of Eden";"Inheritance";"1988";"PARLOPHONE";1742556805;1742557126;"https://music.apple.com/fr/album/inheritance/701395363?i=701395525&uo=4";;
"Laurel Halo";"Atlas";"Belleville";"2023";"AWE";1742557115;1742557256;;"https://www.deezer.com/track/2321448815";"https://open.spotify.com/track/2nGO2l8qt0OxuMLuV2uHeq"
"Emahoy Tsege Mariam Gebru";"Souvenirs";"Where is the highway of thought";"2024";"MISSISSIPPI RECORDS";1742557254;1742557491;;;
"Barbara";"Vol 4  Göttingen";"Si la photo est bonne";"1965";"PHILIPS";1742557486;1742557655;"https://music.apple.com/fr/album/si-la-photo-est-bonne/1440824647?i=1440824787&uo=4";"https://www.deezer.com/track/61794386";
"Allen Toussaint";"Toussaint: The real thing 1970-1975";"Worldwide";"1975";"RAVEN RECORDS";1742557653;1742557816;"https://music.apple.com/fr/album/worldwide/343403727?i=343403729&uo=4";;
"Roger Eno And Brian Eno";"Mixing colours expanded";"Céleste";"2020";"DEUTCHE GRAMMOPHON";1742557813;1742557948;;;
"Mercury Rev";"Deserter's songs";"Opus 40";"1998";"V2";1742557939;1742558248;"https://music.apple.com/fr/album/opus-40/1523531674?i=1523531929&uo=4";"https://www.deezer.com/track/1021507922";"https://open.spotify.com/track/38kbnJCRtd0aShGZVLGNPe"
"John Glacier & Sampha";"Ocean steppin'";"Ocean steppin'";"2025";"YOUNG";1742558246;1742558416;"https://music.apple.com/fr/album/ocean-steppin/1792014134?i=1792014750&uo=4";;
