"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Lael Neale";"Altogether stranger";"Wild waters";"2025";"SUB POP RECORDS";1754906340;1754906515;"https://music.apple.com/fr/album/wild-waters/1792082246?i=1792082247&uo=4";"https://www.deezer.com/track/3198802101";"https://open.spotify.com/track/4mCOeMoL2TtipRS7wQnQE8"
"R. Stevie Moore";"Phonography";"I wish I could sing";"1976";"RER MEGACORP";1754906512;1754906765;;"https://www.deezer.com/track/11833136";"https://open.spotify.com/track/1G8bXrHkkce13iKwbIwFwI"
"The Shadows";"20 golden greats";"A place in the sun";"1966";"EMI";1754906764;1754906896;;"https://www.deezer.com/track/3093542";
"Makoto Kubota & The Sunset Gang";"Hawaii Champroo";"Moonlight hula";"1975";"WEWANTSOUNDS";1754906895;1754907092;;;
"Kitty Wells";"Country & western hit parade - 1952";"It wasn't god who made honky tonk angels";"1952";"BEAR FAMILY RECORDS";1754907090;1754907240;;"https://www.deezer.com/track/2988918";
"Anita O Day";"Pick yourself up";"Stars fell on Alabama";"1956";"Verve";1754907239;1754907409;;;
"Juan Diego Florez";"Italia";"Mattinata - arrangement pour ténor et orchestre";"2015";"DECCA";1754907408;1754907543;;;
"Nino Rota";"Le parrain / The godfather";"The godfather waltz";"1972";"SILVA S.";1754907544;1754907758;;"https://www.deezer.com/track/3040783";"https://open.spotify.com/track/6DtJ6DC2LBZohyHHeFs52u"
"Pino Daniele";"Musicante";"Lazzari felici";"1984";"EMI";1754907755;1754907911;"https://music.apple.com/fr/album/lazzari-felici/288142402?i=288142422&uo=4";"https://www.deezer.com/track/71607572";"https://open.spotify.com/track/2oIeuKv3dV7hGjnYGpxY3y"
"Brian D'Addario";"Till the morning";"Only to ease my mind";"2025";"HEADSTACK RECORDS";1754907910;1754908110;"https://music.apple.com/fr/album/only-to-ease-my-mind/1788939996?i=1788940001&uo=4";"https://www.deezer.com/track/3172210891";"https://open.spotify.com/track/5GDKf080NVAa8be7ebnPsT"
"Lightheaded";"Thinking, Dreaming, Scheming!";"Love is overrated";"2025";"SKEP WAX RECORDS";1754908108;1754908375;;"https://www.deezer.com/track/3317261731";"https://open.spotify.com/track/4RGxfs5kklAfk8WncnPevK"
"Delphine";"Hallucinogène";"Hallucinogene";"2025";"AUTOPRODUCTION";1754908370;1754908594;;"https://www.deezer.com/track/3034815641";"https://open.spotify.com/track/1pzptY3aki081S4MU0LjVD"
