"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Symmetric Orchestra";"Boulevard de l'indépendance";"Tapha niang";"2006";"World Circuit";1721505327;1721505736;;;
"Piers Faccini";"Tearing sky";"Sharpening bone";"2006";"LABEL BLEU";1721505737;1721506001;"https://open.spotify.com/track/2uwWXmfBOkNSYddZvtQNs5";;
"Massive Attack";"Protection";"Karmacoma";"1994";"CIRCA RECORDS";1721505997;1721506313;"https://open.spotify.com/track/46bTgJAQkrkNRxMuFnpRyD";"https://music.apple.com/fr/album/karmacoma/724338637?i=724339161&uo=4";"https://www.deezer.com/track/3129786"
"Morcheeba";"Big calm";"Big calm";"1998";"CHINA RECORDS";1721506296;1721506653;"https://open.spotify.com/track/2z6WRrNKmMHgiFJnwsdGEi";"https://music.apple.com/fr/album/big-calm/39280545?i=39280587&uo=4";
"Roy Hargrove";"Hard groove";"The joint";"2003";"VERVE";1721506645;1721506978;;"https://music.apple.com/fr/album/the-joint/1443070852?i=1443070870&uo=4";
"Lizzo";"Cuz I love you";"Lingerie";"2019";"NICE LIFE/ATLANTIC";1721506973;1721507174;"https://open.spotify.com/track/3MtLXxxfzxke0Zfe7qwYW3";"https://music.apple.com/fr/album/lingerie/1462189879?i=1462190040&uo=4";
"Al Green";"Shaolin soul volume 2";"Simply beautiful";"1972";"BLUE NOTE";1721507173;1721507422;"https://open.spotify.com/track/09kEUjIvixNShjfl3YoyWo";"https://music.apple.com/fr/album/simply-beautiful/1133378411?i=1133378869&uo=4";
"Tim Maia";"World psychedelic classic 4 : Nobody can live forever : The existential soul of Tim Maia";"Ela partiu";"1976";"LUAKA BOP";1721507417;1721507670;;;"https://www.deezer.com/track/71555685"
"Lynyrd Skynyrd";"Gimme back my bullets";"Gimme back my bullets";"1976";"MCA RECORDS";1721507664;1721507872;"https://open.spotify.com/track/02UFwtmJ0ogLQWMx43Okuh";"https://music.apple.com/fr/album/gimme-back-my-bullets-live/1452813776?i=1452813802&uo=4";
"John Scofield";"That's what I say / John Scofield plays the music of Ray Charles";"Busted";"2005";"VERVE";1721507865;1721508249;"https://open.spotify.com/track/76zGLkNimSmTJzMqk62DkO";"https://music.apple.com/fr/album/busted/1443121761?i=1443121768&uo=4";"https://www.deezer.com/track/2449894"
"Minyo Crusaders";"Echoes of Japan";"Toichin bushi (afro-funk)";"2019";"MAIS UM";1721508240;1721508577;;;
"The Dandy Warhols";"Distortland";"Styggo";"2016";"DISTORTLAND";1721508575;1721508837;"https://open.spotify.com/track/6Vr06nN8RaH477KXaipoUE";"https://music.apple.com/fr/album/styggo/1240499385?i=1240499407&uo=4";
"Melissa Laveaux";"Radyo siwèl";"Nan Fon Bwa";"2018";"NO FORMAT";1721508837;1721509031;"https://open.spotify.com/track/08WhwDi4BeoXpVkAjHHEmJ";"https://music.apple.com/fr/album/nan-fon-bwa/1332682733?i=1332683064&uo=4";
"Arcade Fire";"Funeral";"Haïti";"2005";"PIAS";1721509023;1721509265;;;
"Asta Hiroki";"Lull";"Lull";"2023";"FOLDED MUSIC";1721509256;1721509365;"https://open.spotify.com/track/7EG7Qff1RlqVlNgXPA3CfA";;"https://www.deezer.com/track/2297380105"
"Merle Haggard";"The land of many churches";"I saw the light";"1971";"STETSON";1721509399;1721509559;;;
"Corentin Ollivier";"Into pieces";"Forever after";"2021";"CLIGNANCOURT RECORDS";1721509552;1721509698;"https://open.spotify.com/track/0AFilDIhLr4JNcPFnlQVRU";"https://music.apple.com/fr/album/forever-after/1562662014?i=1562662928&uo=4";
"Pomme";"Consolation (Lot 2)";"Puppy";"2023";"POLYDOR";1721509692;1721509772;"https://open.spotify.com/track/0C3Jvnh4HjFy5B1cAc3LWs";;
"Drugdealer";"The end of comedy";"Suddenly (feat. Weyes Blood)";"2016";"DOMINO RECORDING";1721509768;1721509947;;;
"Hi-Fi Set";"Tokyo city pop 70's";"Cool rain";"1975";"VICTOR";1721509947;1721510169;;;
"Al Green";"Shaolin soul volume 1";"You ought to be with me";"1973";"";1721510165;1721510359;"https://open.spotify.com/track/0abCAdQ235vfucv4zXeSbG";;
"The Gaylads";"Randy's 50th anniversary";"Wha she do now";"1969";"VP MUSIC";1721510354;1721510500;;;"https://www.deezer.com/track/79954388"
"The Ventures";"U.S.A.";"Windy and warm";"1963";"ONN";1721510495;1721510638;"https://open.spotify.com/track/0FWuD5QzJvFWYlqdqun7LS";;"https://www.deezer.com/track/108872860"
"Niningashi";"Heavy way";"Ososugite";"1974";"TIME CAPSULE RECORDS";1721510643;1721510797;;;
"Bibi Club";"Feu de garde";"Nico";"2024";"SECRET CITY RECORDS";1721510791;1721511020;"https://open.spotify.com/track/2keZ13AVXQFBKEinz90nfs";;
"Leo Blomov";"Carpe noctem";"A noite, fora";"2021";"LABEL ATTITUDE";1721511013;1721511174;"https://open.spotify.com/track/38sN3VNvmT2Djc7NaLMFyg";;
"Mave & Dave";"Mr Bongo Record Club Volume 5";"You are delicious";"2022";"MR BONGO";1721511175;1721511447;"https://open.spotify.com/track/2Kh7G0V8WDYwgaUNg7gN6F";;"https://www.deezer.com/track/1658047512"
"The 7 Day Weekend";"The 7 Day Weekend";"La gomera";"2020";"VINTAGE LEAGUE MUSIC";1721511443;1721511583;"https://open.spotify.com/track/69GawlXawGG91pSCmMy21F";;
"Frank Leone";"Fish";"Koala (ft. Coco O.)";"2024";"FOOL S GOLD RECORDS";1721511580;1721511721;;;
"George Benson";"The George Benson collection";"This masquerade";"1981";"WB";1721511720;1721511917;"https://open.spotify.com/track/2skIFujR9zTTAEXj8tfrw0";;
"Billie Holiday";"Songs for distingue lovers";"I wished on the moon";"1957";"VERVE";1721511910;1721512118;;;
"Cyrille Gerstenhaber";"Schubert Klezmer";"Gefilte Fish - pour soprano flûte traversière clarinette violoncelle et pianoforte / sur l'air de """"La truite op 32 D 550"""" de Schubert";"2012";"ARION";1721512117;1721512287;;;
"Nobuo Uematsu";"BOF / Final Fantasy VII : Remake";"Main theme of FFVII - Sector 7 undercity";"2020";"SQUARE ENIX MUSIC";1721512286;1721512644;;;
