"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"The Tremolo Beer Gut";"You can't handle";"Caipirinha river cruise";2021;"CRUNCHY FROG - MUSICK RECORDINGS";1705065716;1705065839;"https://open.spotify.com/track/11d8pmPaJicd5LMG8zcaTF";;
"The Sextones";"Without you";"Without you";2023;"RECORD KICKS";1705065836;1705066023;"https://open.spotify.com/track/7jbk4u9OToFfdtbGVF8GpG";"https://music.apple.com/fr/album/without-you/1682227253?i=1682227254&uo=4";"https://www.deezer.com/track/2240990137"
"Lady Wray";"Queen alone";"Do it again";2016;"BIG CROWN RECORDS";1705066021;1705066255;"https://open.spotify.com/track/0JEL0mNhB89bnkvPAuffd4";"https://music.apple.com/fr/album/do-it-again/1472284590?i=1472284593&uo=4";
"April March";"Chrominance decoder";"Garcon glacon";1999;"EDEL";1705066251;1705066466;"https://open.spotify.com/track/6IiamvakHs8iwrQ9ztctoU";"https://music.apple.com/fr/album/gar%C3%A7on-gla%C3%A7on/417082825?i=417082907&uo=4";
"Precious Bloom";"Consequences";"Trip to Bahamas";2023;"AUTOPRODUCTION";1705066464;1705066766;;;
"Antonio Carlos Jobim";"Stone Flower";"Brazil";1970;"COLUMBIA";1705066759;1705067200;;"https://music.apple.com/fr/album/brazil-alternate-take/1066480581?i=1066485047&uo=4";
"Keyon Harrold";"Foreverland";"Beautiful day (feat. PJ Morton)";2024;"CONCORD JAZZ";1705067195;1705067399;;"https://music.apple.com/fr/album/beautiful-day-feat-pj-morton/1703096626?i=1703096647&uo=4";
"Hemai";"Strange beauty";"Gone surfing";2021;"TRU THOUGHTS";1705067397;1705067588;"https://open.spotify.com/track/1KFFyrdaqdcF27NaTNfoCM";;"https://www.deezer.com/track/1245191152"
"John Mayall";"Bluesbreakers with Eric Clapton";"Double crossing time";1966;"DERAM";1705067585;1705067765;;;"https://www.deezer.com/track/751477092"
"Memphis Slim";"Lord have mercy on me";"Alberta";1968;"UNIVERSAL";1705067764;1705067994;;;"https://www.deezer.com/track/13676576"
"Hugo Lx";"Akegata";"November";2017;"NOWADAYS RECORDS";1705067993;1705068181;"https://open.spotify.com/track/71lAjVilAlr21areI0XsTH";"https://music.apple.com/fr/album/november/1176188029?i=1176188877&uo=4";"https://www.deezer.com/track/136127978"
"November Ultra";"Novembre";"Novembre";2022;"VIRGIN RECORDS";1705068176;1705068360;"https://open.spotify.com/track/51wfjdvqCJr8smURjyijiP";"https://music.apple.com/fr/album/novembre/1662852956?i=1662853518&uo=4";
"Billie Eilish";"Lost cause";"Lost cause";2021;"DARKROOM";1705068359;1705068566;"https://open.spotify.com/track/4191RXFPa7Ge9XkA4cWlna";;"https://www.deezer.com/track/1449740502"
"Chet Baker";"Chet is back";"Chetty's lullaby";1962;"BMG";1705068565;1705068799;"https://open.spotify.com/track/4QjaXqZh97qJCSmblMcjcI";"https://music.apple.com/fr/album/chettys-lullaby/365293221?i=365295618&uo=4";
"France Gall";"Poupee de cire poupee de son";"Pense à moi";1964;"POLYGRAM";1705068798;1705068953;;;
"Baeshi Bang";"Old school K-pop revisited";"Chot kil";2014;"BRUIT CHIC";1705068950;1705069214;;;
"Yamasuki";"Le monde fabuleux des Yamasuki";"Kono samourai";1971;"BIRAM";1705069211;1705069360;;;
"Jennifer Wells";"Northern soul's classiest rarities, vol. 2";"Dining in Chinatown";1964;"ACE RECORDS";1705069355;1705069510;;;"https://www.deezer.com/track/71324226"
"Wu Tang Clan";"Enter The Wu-Tang (36 Chambers)";"Shame on a nigga";1993;"RCA";1705069504;1705069681;;;
"Desmond Myers";"Chinatown";"Chinatown";2020;"LVCO PRODUCTIONS";1705069678;1705069892;"https://open.spotify.com/track/1l8LnfF9VVAXkjkthYzdIS";"https://music.apple.com/fr/album/chinatown/1692784568?i=1692784574&uo=4";"https://www.deezer.com/track/2329345815"
"The Offline";"La couleur de la mer";"Jeanne et Alain";2023;"ROOT RECORDS";1705069891;1705070063;"https://open.spotify.com/track/3T23HO9GTSzOPKhlbko98H";;"https://www.deezer.com/track/2303473595"
"Marine Quemere";"Les vagues";"Les vagues";2023;"A L’OUEST RECORDS";1705070059;1705070277;"https://open.spotify.com/track/01DQQiW7U6QSYWQiT5YOAD";"https://music.apple.com/fr/album/les-vagues/1710222461?i=1710222803&uo=4";"https://www.deezer.com/track/2482452871"
"Selman Faris";"Neva";"Yeni gün";2022;"KIRAZ RECORDS";1705070272;1705070501;"https://open.spotify.com/track/2UZUbMgT50zibHZU48Ky6W";"https://music.apple.com/fr/album/yeni-g%C3%BCn/1618070398?i=1618070400&uo=4";
"Any Other";"Stillness, stop : You have a right to remember";"Stillness, Stop";2024;"42 RECORDS";1705070498;1705070680;"https://open.spotify.com/track/6gKuJe0gqwKG7jBIACMa4d";"https://music.apple.com/fr/album/stillness-stop/1726225030?i=1726225033&uo=4";
"Bjork";"Greatest hits";"Bachelorette";1997;"POLYDOR";1705070671;1705070985;;"https://music.apple.com/fr/album/bachelorette-alec-empire-hypermodern-jazz-remix/96119887?i=96119388&uo=4";
"Valerie Gabail";"Les Indes galantes (Intégrale)";"Les Indes galantes : Forêts paisibles (Acte IV Sc 6) Duo Zima Adario et choeur des sauvages";2014;"MUSIQUES A LA CHABOTTERIE";1705070974;1705071251;;;
"Lance Ferguson";"Rare groove spectrum / vol 2";"Vôo sobre o horizonte";2022;"FREESTYLE RECORDS";1705071251;1705071542;"https://open.spotify.com/track/1fngYyAYLfdr8JrZfG9XOR";;"https://www.deezer.com/track/1545689732"
"Premethius";"The excavation";"Bambam";2022;"BANG YA HEAD";1705071533;1705071685;"https://open.spotify.com/track/0pmECVMADkwP9bgDSd42DI";"https://music.apple.com/fr/album/bambam/1645848097?i=1645848099&uo=4";
"Chaka Demus And Pliers";"Tease Me";"Bam bam";1992;"MANGO";1705071684;1705071927;;;
"Alice Dona";"Alice Dona : Intégrale en français et inédits en langues étrangères / Succès 1963 - 1964";"Bim bam bam";1963;"EMI";1705071928;1705072052;;;
"Jose Feliciano";"Feliciano!";"Nena na na (bam-panding)";1968;"RCA";1705072049;1705072200;;;
"Theo Champion";"Lean on me";"Lean on me";2023;"GROOVER OBSESSIONS";1705072196;1705072407;"https://open.spotify.com/track/5QaCsmthg5e8hBsphXML8q";"https://music.apple.com/fr/album/lean-on-me/1708379914?i=1708379918&uo=4";"https://www.deezer.com/track/2464782455"
"Le Migou";"California Love";"Pistolero";2017;"GROLEKTIF PRODUCTIONS";1705072406;1705072621;;;
"Shirley Hurt";"Shirley Hurt";"Pendulum";2023;"MELODIC RECORDS";1705072619;1705073013;;;
"Melody Gardot";"Currency of man";"She don't know";2015;"DECCA";1705073003;1705073237;"https://open.spotify.com/track/5QyBoaSOY2D9jR6NzrQxpd";;"https://www.deezer.com/track/100479274"
"Vera Sola";"The line / Desire path";"The line";2023;"CITY SLANG";1705073237;1705073471;;"https://music.apple.com/fr/album/the-line/1720180509?i=1720180802&uo=4";"https://www.deezer.com/track/2576172242"
"Mac Demarco";"Five easy hot dogs";"Vancouver";2023;"MAC RECORDS LABEL";1705073469;1705073625;"https://open.spotify.com/track/1jgXlak638M7YBsdpLnRCD";;"https://www.deezer.com/track/2106872677"
"Patrick Watson";"A mermaid in Lisbon";"A mermaid in Lisbon (Feat. Teresa Salgueiro)";2021;"WATSONIA";1705073623;1705073829;;;
"Peter Von Poehl";"Behind the Eight Ball";"Behind the Eight Ball";2021;"BMG RIGHTS";1705073828;1705074058;"https://open.spotify.com/track/4fJb4pW6KTZaWgWf8uUDml";"https://music.apple.com/fr/album/behind-the-eight-ball/1557199000?i=1557199001&uo=4";
"Charlotte Day Wilson";"Alpha";"I can only whisper (feat. BadBadNotGood)";2021;"STONE WOMAN MUSIC";1705074051;1705074220;"https://open.spotify.com/track/5qXwFOkT3lrEonTzsYCeZ1";;
"Kcidy";"Quelque chose de bien";"L'absolu";2024;"VIETNAM";1705074213;1705074410;"https://open.spotify.com/track/5tpW7uJaZywYibPevYSz1y";"https://music.apple.com/fr/album/labsolu/1718125506?i=1718126048&uo=4";
"Ezechiel Pailhes";"Tout va bien";"Le fou du phare";2017;"CIRCUS COMPANY";1705074406;1705074617;"https://open.spotify.com/track/5zt3ZHr8qYeWnd6cUDFvbF";"https://music.apple.com/fr/album/le-fou-du-phare/1210135225?i=1210135627&uo=4";"https://www.deezer.com/track/142999346"
"Okoi Seka";"Ivory Coast soul /Afrofunk in Abidjan from 1972 to 1982";"Melokon mebun ou";1977;"HOT CASA REC";1705074609;1705074962;;;
"Manu Dibango";"Essential recordings";"Soul makossa";1972;"UNIVERSAL";1705074955;1705075216;;;"https://www.deezer.com/track/564564462"
"Frantz Casseus";"Haitian dances";"Sobo";1954;"FOLKWAYS";1705075215;1705075380;"https://open.spotify.com/track/1ckbbIScrvPENQx5vEDutx";"https://music.apple.com/fr/album/sobo/277842150?i=277842446&uo=4";
"Rover";"Rover";"Lou";2012;"CINQ 7";1705075376;1705075545;"https://open.spotify.com/track/2O5SxQLZo8WCLxd0Gz9HmX";"https://music.apple.com/fr/album/lou/564196013?i=564196020&uo=4";
"M Ross Perkins";"E Pluribus M Ross";"Tired of Me";2022;"KARMA CHIEF RECORDS";1705075542;1705075811;"https://open.spotify.com/track/6pQdxCmoOSQrRPMoz5EmwM";"https://music.apple.com/fr/album/tired-of-me/1601694656?i=1601694894&uo=4";
"Kiledjian";"The otium mixtape";"Silver Cab";2024;"UNDERDOG RECORDS";1705075793;1705075990;"https://open.spotify.com/track/1tGRfj3EEXBHU6LnKp8Jhx";"https://music.apple.com/fr/album/silver-cab/1714815918?i=1714816484&uo=4";"https://www.deezer.com/track/2522495231"
"Susso";"Keira";"Mamadou";2016;"SOUNDWAY RECORDS";1705075987;1705076149;"https://open.spotify.com/track/47WpVgjnf0IN9mBsGNNOGd";;
"Inkswell & Colonel Red";"Holders of the sun remix EP";"Make me crazy (Potatohead People remix)";2023;"COMPOST RECORDS";1705076143;1705076318;;;
"Herbie Mann";"Nirvana";"Gymnopedie";1964;"ATLANTIC";1705076259;1705076452;"https://open.spotify.com/track/3NDBLB6Jh1c5jLJynepNcZ";;"https://www.deezer.com/track/3579892"
"Sam Cooke";"The man who invented soul";"Chain Gang";1960;"RCA";1705076316;1705076475;;;"https://www.deezer.com/track/1100573672"
"Benjamin Biolay Nicolas Fiszman & Denis Benarrosh";"Trenet";"Verlaine";2015;"BARCLAY";1705076473;1705076670;;;
"Arkaitz Chambonnet";"Essences baroques";"Sonate en La Maj K 322 L 483 - arrangement pour guitare";2016;"AD VITAM RECORDS";1705076667;1705076867;;;
"Healing Potpourri";"Paradise";"Truly good";2022;"RUN FOR COVER RECORDS";1705076864;1705077066;"https://open.spotify.com/track/5M4jJGc8DRGiOqlQrzxnQn";"https://music.apple.com/fr/album/truly-good/1623431870?i=1623431871&uo=4";
"Metronomy";"Love letters";"The upsetter";2014;"BECAUSE";1705077065;1705077322;"https://open.spotify.com/track/5NbjdufdooePwXEZvmXZRz";;
"Neil Young";"Harvest";"Old man";1972;"WEA";1705077318;1705077523;;"https://music.apple.com/fr/album/old-man/1015739190?i=1015739710&uo=4";
"Jake Xerxes Fussell";"Good and green again";"Frolic";2022;"PARADISE OF BACHELORS";1705077516;1705077697;"https://open.spotify.com/track/26dQ43D04GAMlC4BxHy9Xg";;
"Sarah Amiel";"J'voudrais qu'tu veux";"J'voudrais qu'tu veux (feat. Oriane Lacaille)";2023;"L'OREILLE TENDRE";1705077694;1705077884;;"https://music.apple.com/fr/album/jvoudrais-qutu-veux-feat-oriane-lacaille/1715273775?i=1715274170&uo=4";
"Samara Joy";"Linger awhile";"Sweet pumpkin";2022;"VERVE";1705077883;1705078115;"https://open.spotify.com/track/5qMLVcANtTt6HB8XaVd6lM";;
"Alice Russell";"To dust";"Citizens";2013;"DIFFER-ANT";1705078108;1705078270;"https://open.spotify.com/track/56Ghoj5i6VWz1bZv9mdroz";"https://music.apple.com/fr/album/citizens/1023946012?i=1023946212&uo=4";"https://www.deezer.com/track/64388365"
"The Winston Brothers";"Drift";"Metering";2022;"COLEMINE RECORDS";1705078270;1705078466;"https://open.spotify.com/track/0CTSJP8pIouKGj8iUHUQeG";"https://music.apple.com/fr/album/metering/1640052920?i=1640053132&uo=4";"https://www.deezer.com/track/1868892457"
"Musical Youth";"The best of";"Pass the dutchie";1982;"MCA RECORDS";1705078459;1705078660;"https://open.spotify.com/track/4qsHN0A1uiS4stUbDjlUbe";"https://music.apple.com/fr/album/pass-the-dutchie/1446924085?i=1446924089&uo=4";
"Sam Burton";"Dear departed";"My love";2023;"PARTISAN RECORDS";1705078657;1705078926;"https://open.spotify.com/track/3sO1w6zg4ek6wXfcqLm1rd";"https://music.apple.com/fr/album/my-love/1670702774?i=1670705000&uo=4";"https://www.deezer.com/track/2141984137"
"Ad Libs";"Don't need no fortune teller";"Don't need no fortune teller";2022;"MR BONGO";1705078923;1705079146;;;
"Makaya McCraven";"In these times";"High fives";2022;"INTERNATIONAL ANTHEM / NONESUCH / XL RECORDINGS";1705079140;1705079458;"https://open.spotify.com/track/4f1pcZeLb4Zinb4r9LlzEM";"https://music.apple.com/fr/album/high-fives/1626800243?i=1626800252&uo=4";
"Anna Karina";"Les acteurs français chantent";"Sous le soleil exactement";1961;"DISCOGRAPH";1705079358;1705079565;;;
"Beth Orton";"Weather alive";"Fractals";2022;"PARTISAN RECORDS";1705079560;1705079877;"https://open.spotify.com/track/2KXGKeprVmryExgqR39yGT";"https://music.apple.com/fr/album/fractals/1624041691?i=1624042139&uo=4";"https://www.deezer.com/track/1750736027"
"Aaron";"Artificial animals riding on neverland";"U-Turn";2007;"DISCOGRAPH";1705079874;1705080103;;;
"Edgar Moreau";"Moreau et Kadouch";"Titus et Bérénice : 2. Vivace - Molto movimento - grande sonate dramatique pour violoncelle et piano";2017;"ERATO";1705080100;1705080387;;;
"Joe Cocker";"Joe Cocker!";"Delta lady";1969;"A&M RECORDS";1705080387;1705080555;"https://open.spotify.com/track/0gHjMu0zgdBA0GcaA6B6x0";"https://music.apple.com/fr/album/delta-lady/695666927?i=695667699&uo=4";"https://www.deezer.com/track/3156393"
"Motel Radio";"The garden";"Happiness pie";2022;"SINGLE LOCK RECORDS";1705080554;1705080745;"https://open.spotify.com/track/7m9FHKSpOYuQldsTuZNc0n";"https://music.apple.com/fr/album/happiness-pie/1617143932?i=1617144220&uo=4";
"The Liminanas & Laurent Garnier";"De pelicula";"Au début c'était le début (feat. Bertrand Belin)";2021;"BERRETO MUSIC / BECAUSE MUSIC";1705080743;1705081068;;;
"The Durutti Column";"The best of the Durutti Column";"Sketch for summer";1980;"WARNER";1705081061;1705081236;;;"https://www.deezer.com/track/432145262"
"Satellites";"Yar oi";"Yar oi";2022;"BATOV RECORDS";1705081234;1705081457;"https://open.spotify.com/track/3LsxrXy4OVo9ZqmkYM5VOS";"https://music.apple.com/fr/album/yar-oi/1600784238?i=1600784246&uo=4";
"Pharrell Williams";"Girl";"Happy";2014;"COLUMBIA";1705081441;1705081672;"https://open.spotify.com/track/0s3olIAndtYz8sEBTyCKjW";;
"Little Walter";"Boss blues harmonica";"Off the wall";1951;"CHESS@";1705081671;1705081838;;"https://music.apple.com/fr/album/off-the-wall/277665590?i=277665635&uo=4";
"Booboo Davis";"Drew, Mississippi";"Got the blues in my heart";2006;"BLACK & TAN";1705081837;1705082133;;;
