"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Les Tueurs De La Lune De Miel";"Radio nova / 1981 / Ici radio pirate";"Route nationale 7";"1981";"CRAMNED";1741427870;1741428063;"https://open.spotify.com/track/0fcFociJ6jY0h91EnpWYY4";;
"Booker T & The Mg S";"Melting pot";"Melting pot";"1969";"STAX";1741428059;1741428551;;;
"Immy Owusu";"Lo-life !";"Holy shoulders";"2023";"HOPESTREET RECORDINGS";1741428550;1741428846;"https://open.spotify.com/track/7B75zg7wxygrE4kfXM0gct";"https://www.deezer.com/track/2193605727";
"Stella";"Détends-toi";"Sentimentale";"2022";"COSMIC ROMANCE";1741428844;1741429117;"https://open.spotify.com/track/6HC7B4m4j4TA7wR9XGTIXh";"https://www.deezer.com/track/1708061617";
"Monk Higgins & The Specialties";"Heavyweight";"Up on the hill";"1972";"UNITED ARTISTS";1741429116;1741429417;;;
"Billy Swan";"B.O.F / Paranoid park";"I can help";"1974";"DISCOGRAPH";1741429406;1741429644;"https://open.spotify.com/track/0DMmXYU7SgAGFJak6OSdXb";"https://www.deezer.com/track/15273580";"https://music.apple.com/fr/album/i-can-help/162326534?i=162326628&uo=4"
"Everything Is Recorded";"Temporary";"No more rehearsals (feat. Jah Wobble, Roses Gabor, Jack Penate, Yazz Ahmed and Alabaster DePlume)";"2025";"XL";1741429633;1741429827;;;
"Baroto";"Coast groove";"Coast groove";"2023";"RIVAMARE RECORDS";1741429821;1741429965;"https://open.spotify.com/track/1NVr8gO4zW316hUnZJm5Uu";"https://www.deezer.com/track/2152090357";
"Jamiroquai";"Emergency on planet earth";"Blow Your Mind";"1993";"SOHO SQUARE";1741429960;1741430464;"https://open.spotify.com/track/5rzmEiv5KA1OskLzcqRDFK";"https://www.deezer.com/track/64608099";
"Papooz";"Night sketches";"Downtown Babylon";"2019";"HALF AWAKE RECORDS";1741430459;1741430672;"https://open.spotify.com/track/0pY67QnsKGJDzHSRGzaVbE";"https://www.deezer.com/track/1547497512";
"Allyn Ferguson";"BOF TV / L'histoire des séries américaines / Vol. 1 et 2";"Drôles de dames (Charlie's angel)";"1988";"TV RECORDS";1741430669;1741430732;;;
"Destiny's Child";"Survivor";"Independent women";"2000";"COLUMBIA";1741430730;1741430949;;;
"Laura Cahen";"De l'autre cote";"Les astres";"2025";"PIAS";1741430943;1741431181;"https://open.spotify.com/track/2Ch8It3kKCUujGk9zQYOux";"https://www.deezer.com/track/3036012701";
"Duo Jones Et Maruri";"Don Quichote y dulcinea / Le duo Jones et Maruri interprète des oeuvres pour guitare et violoncelle";"Walzer - pour guitare acoustique et violoncelle";"2017";"EMEC";1741431178;1741431350;;;
"Laufey";"Bewitched";"Dreamer";"2023";"LAUFEY / AWAL RECORDINGS AMERICA";1741431343;1741431551;"https://open.spotify.com/track/1YxQxV5sKZN1TgVpXl5MLA";"https://www.deezer.com/track/2309254495";"https://music.apple.com/fr/album/dreamer/1690607869?i=1690607895&uo=4"
"Lydia Marcelle";"Sixty Smokin' Soul Senders";"Everybody dance";"1965";"";1741431548;1741431700;;"https://www.deezer.com/track/2700685852";
"Philamore Lincoln";"The north wind blew south";"You're the one";"1969";"EPIC - LEGACY";1741431697;1741431879;;"https://www.deezer.com/track/708937882";
"The Braen's Machine";"Underground";"Description";"1971";"LIUTO RECORDS";1741431875;1741432113;;"https://www.deezer.com/track/84491875";
"Anna Majidson";"Pomona";"Bleu";"2025";"C'EST LA VIE FILMS";1741432110;1741432315;"https://open.spotify.com/track/3FSIOtcTETjUj11h8SBaMD";"https://www.deezer.com/track/3141649891";
"Portishead";"Dummy";"Glory box";"1994";"GO BEAT";1741432309;1741432604;"https://open.spotify.com/track/3Ty7OTBNSigGEpeW2PqcsC";"https://www.deezer.com/track/982678";
"Two Ends";"For the love of it";"Future memories";"2025";"MYTHSTERY RECORDS";1741432593;1741432818;"https://open.spotify.com/track/6qENGHzB7BFfsLJx5TnCFD";"https://www.deezer.com/track/3181053931";
"6ix";"What it is ! Funky soul and rare grooves";"I'm just like you";"1970";"WARNER";1741432816;1741433000;;"https://www.deezer.com/track/3185028371";
"Clint Eastwood";"Complete Clint: The Singles & More (1961-1962)";"Sierra Nevada";"1962";"JASMINE RECORDS";1741432991;1741433160;"https://open.spotify.com/track/1Ieks3ofi2c2Jp8cbbFhbG";"https://www.deezer.com/track/1500550972";
"Ennio Morricone";"The legendary italian westerns, volume II";"A Fistfull Of Dollars - Overture";"1964";"RCA";1741433159;1741433334;;;
"Betty Carter";"Betty Carter's finest hour";"I can't help it";"1958";"VERVE";1741433331;1741433500;"https://open.spotify.com/track/3mtT4g3ySFwzCACLAKHu7m";"https://www.deezer.com/track/4679274";"https://music.apple.com/fr/album/i-cant-help-it/618992313?i=618993482&uo=4"
"Sadi Lancreot";"Mizik Maladi : Disques Debs International vol. 3";"Dou se vou ki siwo";"1984";"DISQUES DEBS INTERNATIONAL / STRUT";1741433495;1741433860;;"https://www.deezer.com/track/3173291511";
"Nobody";"No categories 3 (edited)";"Syde trips";"2000";"UBIQUITY RECORDS";1741433852;1741434045;"https://open.spotify.com/track/2RCrF87wdZKclpLr7JvQKD";"https://www.deezer.com/track/1022982552";"https://music.apple.com/fr/album/syde-trips/1523752398?i=1523752507&uo=4"
"The Cramps";"Bad music for bad people";"I can't hardly stand it";"1983";"INTERNATIONAL RECORD SYNDICATE";1741434043;1741434201;"https://open.spotify.com/track/1gElMA7YL2UEE9njNW9eiR";"https://www.deezer.com/track/3105735";
"Little Simz";"Simbi";"I see you";"2021";"AGE 101 MUSIC";1741434197;1741434434;"https://open.spotify.com/track/4aAJQjtjZQXKFEHIpZEJCj";"https://www.deezer.com/track/1951199987";
"DJ Python";"Besos Robados (feat. Isabella Lovestory)";"Besos Robados (feat. Isabella Lovestory)";"2025";"XL RECORDINGS";1741434433;1741434694;;;
"Biomania";"DIVANO";"Divano";"2024";"MOST LEAST";1741434687;1741434895;"https://open.spotify.com/track/0W8KenAlVJf4qzNuUomX0x";"https://www.deezer.com/track/3139446411";
"Parliament";"Mothership connection";"Give up the funk (tear the roof off the sucker)";"1975";"MERCURY";1741434893;1741435236;"https://open.spotify.com/track/4XRkQloZFcRrCONN7ZQ49Y";"https://www.deezer.com/track/118993820";
"Bob James";"Brûle : the Bronx mixtape (1973-1979)";"Take me to the mardi gras";"1975";"PIAS";1741435236;1741435581;"https://open.spotify.com/track/6i5U5NyCknF93w4BilFity";"https://www.deezer.com/track/519874132";"https://music.apple.com/fr/album/take-me-to-the-mardi-gras/1404206027?i=1404206038&uo=4"
"Banda Black Rio";"The best of";"Vidigal";"1978";"UNIVERSAL SOUND";1741435575;1741435792;;"https://www.deezer.com/track/13235961";
"The Slits";"Cut";"Newtown";"1979";"KOCH RECORDS";1741435790;1741436015;"https://open.spotify.com/track/1e3ifvbu3nfTHFAN3qvS94";"https://www.deezer.com/track/1140834";
"Tortoise";"The catastrophist";"Tesseract";"2016";"THRILL JOCKEY";1741436010;1741436242;"https://open.spotify.com/track/3AvBebZt21QsabaOCkiFJJ";"https://www.deezer.com/track/607190332";
"Sampling Is Beautiful Trio";"Capture";"hey doctor (feat. Hotrox)";"2025";"DISTROKID";1741436240;1741436432;;;
"Brandee Younger";"Brand new life";"Dust (feat. Meshell N'degeocello)";"2023";"DECCA RECORDS";1741436432;1741436705;;;
"Panda Bear";"Sinister grif";"Praise";"2025";"DOMINO";1741436704;1741436910;"https://open.spotify.com/track/08aaQA6A7UHvbPGsfPrAFe";"https://www.deezer.com/track/3001194911";"https://music.apple.com/fr/album/praise/1761198973?i=1761198977&uo=4"
"Sirens Of Lesbos";"Peace";"Easy";"2023";"AUTOPRODUCTION";1741436910;1741437116;"https://open.spotify.com/track/4GUAwJwnrO6oJteEi98OjT";"https://www.deezer.com/track/2006975187";
"Guts";"Paradise for all";"Ghetto in paradise";"2012";"HEAVENLY";1741437112;1741437354;"https://open.spotify.com/track/6MtX9yBR4b0AwdNKBawutU";"https://www.deezer.com/track/84371025";
"Adrian Quesada";"Boleros psicodelicos";"El paraguas (feat. Gabriel Garzón-Montano)";"2022";"ATO RECORDS";1741437353;1741437531;;;
"Bobbie Gentry";"Patchwork / Fancy";"Jeremiah";"1971";"RAVEN RECORDS";1741437532;1741437906;"https://open.spotify.com/track/6rz0sqQuXdesFVhQP7yCE4";"https://www.deezer.com/track/3401604";
"Veronique Sanson";"Hollywood";"Les délices d'hollywood";"1977";"WEA";1741437902;1741438149;;;
"Duke Pearson";"Scotch & Sofa";"The Phantom";"1968";"BLUE NOTE";1741438146;1741438798;"https://open.spotify.com/track/43gn9AXGDIIrUr1MbaYPWJ";"https://www.deezer.com/track/125541938";
"Roy Ayers & Adrian Younge & Ali Shaheed Muhammad";"Jazz Is Dead 002";"Sunflowers";"2020";"JAZZ IS DEAD";1741438786;1741438966;;;
"Kendrick Lamar";"GNX";"Man at the garden";"2024";"PGLANG - TOP DAWG ENTERTAINMENT - AFTERMATH - INTERSCOPE RECORDS";1741438964;1741439197;"https://open.spotify.com/track/5ho7VSXSmI2KM2nDjcnLyz";"https://www.deezer.com/track/3106586651";"https://music.apple.com/fr/album/man-at-the-garden/1781270319?i=1781270326&uo=4"
"Sweatson Klank";"Inner work";"Standing on the last beach";"2024";"FRIENDS OF FRIENDS";1741439195;1741439422;"https://open.spotify.com/track/7JvD0h3fTHTn8MNDEqMuRN";"https://www.deezer.com/track/2960265061";
"Oklou";"Choke enough";"Harvest sky (feat. Underscores)";"2025";"TRUE PANTHER RECORDS / BECAUSE MUSIC";1741439421;1741439653;;;
"Rosalia";"Beso (feat. Rauw Alejandro)";"Beso (feat. Rauw Alejandro)";"2023";"COLUMBIA";1741439651;1741439844;;;
"Voyou";"Henri Salvador est un Voyou";"Un sacré menteur";"2025";"ENTREPRISE";1741439842;1741440069;"https://open.spotify.com/track/30DP0KUOjsnMEyKZbi3Xou";"https://www.deezer.com/track/3199626781";
"Jb Dunckel & Jonathan Fitoussi";"Mirages II";"Karaboum";"2025";"PROTOYP RECORDINGS";1741440066;1741440256;;;
"Massive Attack";"Protection";"Better things";"1994";"VIRGIN";1741440254;1741440509;"https://open.spotify.com/track/4orPBWfQNUxs3RObirJwZR";"https://www.deezer.com/track/3129790";"https://music.apple.com/fr/album/better-things/724410562?i=724410753&uo=4"
"Erykah Badu";"Baduizm";"Certainly (flipped it)";"1997";"BMG";1741440506;1741440833;;"https://www.deezer.com/track/2119692";
"Erik Truffaz";"The Dawn";"Yuri's choice";"1998";"BLUE NOTE";1741440831;1741441120;;;
"Toshiko Yonekawa";"Wamono Groove : Shakuhachi & koto jazz funk '76";"Otemoyan";"1976";"180G";1741441111;1741441289;;;
"Ajate";"Dala toni";"Emisa lasso";"2024";"180G";1741441287;1741441568;;;
