"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Kiefer";"It’s ok, bu";"Dreamer";"2023";"STONES THROW RECORDS";1719259144;1719259203;"https://open.spotify.com/track/7xPmifA66venm9mqO2soY1";;
"Pip Millett";"Tell Jimmy I'm fine";"Enough for you";"2024";"PIP MILLETT";1719259200;1719259349;"https://open.spotify.com/track/1s4vrDFIHEiqWvwqHhsEw4";;
"Medline";"People make the world go round";"Everybody loves the sunshine";"2013";"MELTING POT MUSIC";1719259345;1719259595;;;
"Belle And Sebastian";"The life pursuit";"Song for sunshine";"2006";"ROUGH TRADE";1719259589;1719259835;"https://open.spotify.com/track/4rOxTWudc67IAuCRO256ce";;
"Sharon Tandy";"EP choice : From the rare mod EP collection";"Daughter of the sun";"";"ACID JAZZ";1719259834;1719259988;"https://open.spotify.com/track/6yO0mLznt5TazLn72J4rDo";;
"Chicory Tip";"Oh yes we can love: A history of glam rock";"Son of my father";"1972";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1719259986;1719260171;"https://open.spotify.com/track/42Q5D0nn6UOh7eRMCkoeB2";;
"Prince Fatty Meets The Mutant Hifi";"Return of Gringo";"Son of a thousand fathers";"2012";"MR BONGO";1719260171;1719260321;;;
"Guts";"Estrellas remixes";"Medewui (Captain Planet Remix)";"2024";"HEAVENLY SWEETNESS";1719260320;1719260701;;;
"Haich Ber Na";"Sandringham";"Sandringham";"2024";"AUTOPRODUCTION";1719260699;1719260895;"https://open.spotify.com/track/2kaOCp1THEcL48ws2I7fOo";"https://music.apple.com/fr/album/sandringham/1741523417?i=1741523811&uo=4";"https://www.deezer.com/track/2753214571"
"Gang Of Four";"A brief history of the twentieth century";"Is it love";"1983";"EMI";1719260905;1719261177;"https://open.spotify.com/track/20qKKnW5t3grGDiLqk0fGh";"https://music.apple.com/fr/album/is-it-love/696441162?i=696441430&uo=4";
"Kinny";"Idle forest of chit chat";"Afro love forest";"2009";"TRU THOUGHTS";1719261171;1719261421;"https://open.spotify.com/track/4s3yoFHcEmXSLWaFS9pZDl";;
"Dj Premier";"RE GENERATION music project";"Regeneration";"2017";"";1719261411;1719261658;;;
"Ensemble Intercontinental";"In motu";"Symphonie n°4 en La Maj op 90 MWV N 16 (Italienne) : 4. Saltarello. Presto";"2021";"TRPTK";1719261656;1719261987;;;
"Jacques Helian & Son Orchestre";"Vive la bonne humeur / Les plus belles mélodies";"Tout est tranquille";"";"SELECTION DU READER'S DIGEST";1719261989;1719262189;;;
"Nina Hagen";"Irgendwo auf der welt";"Der Wind hat mir ein Lied erzählt";"2006";"ISLAND";1719262187;1719262387;;;
