"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Quatuor De Tokyo";"Quintette de guitare - Tokyo string quartet";"Quintette nº6 en Sol Maj g 450 : Allegretto / Pour guitare et cordes";"1991";"RCA";1753178241;1753178454;;;
"Ray Charles";"The definitive Ray Charles";"Shake your tailfeather";"1980";"";1753178453;1753178619;;;
"Guitar Ray";"Sixty Smokin' Soul Senders";"Patty cake shake";"1967";"";1753178615;1753178795;;;
"The Surfing Magazines";"Badgers of Wymeswold";"Locomotive cheer";"2021";"MOSHI MOSHI";1753178793;1753178965;"https://www.deezer.com/track/2450686995";"https://open.spotify.com/track/75hhdltrgsXEt9q5BfZPYa";
"La Calandria";"Picó : Sound System Culture From The Colombian Caribbean";"Como Duele Una Traicion";"";"Strut";1753178964;1753179151;"https://www.deezer.com/track/3305651611";"https://open.spotify.com/track/4FkRWezyKPcQjRi514pSvV";
"Herbie Mann";"Herbie Mann Brazil bossa nova & blues";"Copacabana";"1962";"FRESH SOUND RECORDS";1753179150;1753179563;"https://www.deezer.com/track/616985762";"https://open.spotify.com/track/22YQpHMyMDGk6zUsSYYkru";"https://music.apple.com/fr/album/copacabana/534191034?i=534191520&uo=4"
"Eddie Chacon";"Laylow";"Good sun";"2025";"STONES THROW RECORDS";1753179558;1753179800;"https://www.deezer.com/track/3001457611";"https://open.spotify.com/track/2zGQ53tzNBicEkjdXkCfu5";
"Laurent Voulzy";"Le coeur grenadine";"Le coeur grenadine";"1979";"BMG";1753179798;1753180143;"https://www.deezer.com/track/2484744";"https://open.spotify.com/track/2OWUD3BSV3yyuYYSpDBhwb";
"Greg Foat";"Symphonie pacifique";"Island life";"2020";"STRUT RECORDS";1753180141;1753180508;"https://www.deezer.com/track/906303452";"https://open.spotify.com/track/3VL3zUdFgGiZZZyCqrYMyv";
"Soo Joo";"Kiss me (remixes)";"Kiss me (Hitech Booty mix)";"2025";"LUCKYME";1753180504;1753180712;;;
"Angelo De Augustine";"Toil and trouble";"The ballad of Betty and Barney Hill";"2023";"ASTHMATIC KITTY RECORDS";1753180706;1753180899;"https://www.deezer.com/track/2193472077";"https://open.spotify.com/track/4DxozqavOpL0FODjFxzV4r";
"Koji Kondo";"BOF / The Legend Of Zelda : Ocarina Of Time";"Great fairy fountain";"1998";"NINTENDO";1753180896;1753180929;;;
"Web Web";"Web Max";"Satori ways (feat. Brandee Younger)";"2021";"COMPOST RECORDS";1753180928;1753181264;;;
"The Beatles";"Abbey road";"Here comes the sun";"1969";"EMI";1753181263;1753181447;;;
"Chad & Jeremy";"BOF / Rushmore";"A summer song";"1964";"LONDON";1753181445;1753181601;"https://www.deezer.com/track/71046473";;"https://music.apple.com/fr/album/a-summer-song/211322674?i=211322680&uo=4"
"Vin's Da Cuero";"No More Words Vol. 3";"Twinz";"2024";"TWENTYONEARTS";1753181599;1753181821;"https://www.deezer.com/track/3371610171";;
"Hologram Lo";"Replica 2";"Système";"2024";"DON DADA RECORDS";1753181818;1753182025;;;
"Marcus King";"Mood swings";"Save me";"2024";"ISLAND DEF JAM";1753182023;1753182317;"https://www.deezer.com/track/2728065491";"https://open.spotify.com/track/7wdDFj583srpFCkYxh1vx0";"https://music.apple.com/fr/album/save-me/1728128331?i=1728128343&uo=4"
"Little Simz";"Lotus";"Lonely";"2025";"AWAL";1753182316;1753182581;"https://www.deezer.com/track/3395725661";"https://open.spotify.com/track/2QfRYZYXbmRzNijwHcheqN";
"The Circling Sun";"Orbits";"Seki";"2025";"SOUNDWAY RECORDS LTD";1753182578;1753182834;"https://www.deezer.com/track/3581460681";"https://open.spotify.com/track/0QZlFmRyBq2z2w7q8pyBjP";
