"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"The Pyramids";"Afro futuristic dreams";"Re-memory";"2023";"STRUT";1721159677;1721160004;"https://open.spotify.com/track/3EnWp120WKWMOGdqklRbDf";;
"Abunai";"Chrysalis";"Photon";"2022";"TARTELET RECORDS";1721160003;1721160124;"https://open.spotify.com/track/147TWwDzm49YT3n42oWGqk";"https://music.apple.com/fr/album/photon/1610125988?i=1610125997&uo=4";
"Burial, Four Tet & Thom Yorke";"Her revolution - His rope";"Her revolution";"2020";"XL RECORDINGS";1721160123;1721160462;;"https://music.apple.com/fr/album/her-revolution/1543063860?i=1543064205&uo=4";
"Jeanne Added";"Jeanne Added (ep)";"I carry your heart";"2011";"CARTON RECOR";1721160460;1721160722;"https://open.spotify.com/track/3ofO8Ji8ah6vv1IfyNwo1J";"https://music.apple.com/fr/album/i-carry-your-heart/1732714777?i=1732715270&uo=4";"https://www.deezer.com/track/2675701772"
"Moodoid";"La lune (Radio edit)";"La lune (Radio edit)";"2014";"ENTREPRISE";1721160717;1721160924;;;
"Louis Cole";"Some unused songs";"End of the night";"2023";"BRAINFEEDER";1721160923;1721161084;"https://open.spotify.com/track/7sWfHW3hcZ7z2IkCMCogMt";"https://music.apple.com/fr/album/end-of-the-night/1684923427?i=1684923431&uo=4";
"Roy Nathanson";"Subway moon";"Love train - gamble and huff";"2009";"YELLOW BIRD";1721161081;1721161354;;;
"Andy Bey";"Andy Bey : Shades of Bey";"River man";"1998";"EVIDENCE";1721161353;1721161608;"https://open.spotify.com/track/5sIitf2HLrG4VDedVlL2KN";"https://music.apple.com/fr/album/river-man/787309885?i=787309902&uo=4";
"Marcos Valle";"Braziliance";"Dorme profundo";"1966";"Warner Bros";1721161599;1721161773;;;"https://www.deezer.com/track/1559358842"
"Francoise Hardy";"Message personnel";"Berceuse";"1973";"WARNER MUSIC";1721161770;1721161934;;;
"David Sylvian";"Dead bees on a cake";"I Surrender";"1999";"VIRGIN";1721161934;1721162489;"https://open.spotify.com/track/1JsCIEsDKMxAsjdhVwfFG4";"https://music.apple.com/fr/album/i-surrender/724392600?i=724392904&uo=4";"https://www.deezer.com/track/3433987"
"Dawn Richard & Spencer Zahn";"Pigments";"Coral";"2022";"MERGE RECORDS";1721162480;1721162664;;;
"Marika Hackman";"Big sigh";"The ground";"2024";"CHRYSALIS RECORDS";1721162664;1721162818;"https://open.spotify.com/track/5gpF86jlx7jFejfsvJq7X8";"https://music.apple.com/fr/album/the-ground/1699834667?i=1699834692&uo=4";
"Lambchop";"Awcmon / Noyoucmon";"Sunrise";"2004";"LABELS";1721162824;1721163072;"https://open.spotify.com/track/0kBw337wKfGWKhqEbGVwWQ";"https://music.apple.com/fr/album/sunrise/1724057558?i=1724058012&uo=4";"https://www.deezer.com/track/2582994212"
"Philippe Katerine";"Sous mon bob";"Sous mon bob";"2024";"CINQ 7";1721163071;1721163229;"https://open.spotify.com/track/6uBOkq10cGEvQjF3bygMYX";;
"Lucia Rango";"Lucia Rango canta Piero Ciampi";"L'Angelo";"1967";"ANNI LUCE";1721163228;1721163391;;;
"Adriano Celentano";"I want to know";"I want to know";"1976";"CLAN";1721163389;1721163705;;;
"Karate Boogaloo";"Hold your horses";"Ps emmylou";"2024";"COLEMINE RECORDS";1721163705;1721163919;"https://open.spotify.com/track/2PTN1Dm3PjoxB99aT4RRzL";"https://music.apple.com/fr/album/ps-emmylou/1726622737?i=1726622971&uo=4";
"Greentea Peng";"Man made";"Man made";"2021";"ECM";1721163917;1721164130;"https://open.spotify.com/track/28ZcnLt7lO3kLdPaQHUaoI";"https://music.apple.com/fr/album/man-made/1561826242?i=1561826431&uo=4";
"FKJ";"V I N C E N T";"Brass necklace (feat. ((( O ))))";"2022";"ROCHE MUSIQUE";1721164129;1721164309;;;
"Diana Damrau";"Fiamma del belcanto";"La Traviata : Sempre libera (Acte I) Violetta et Alfredo";"2015";"ERATO";1721164308;1721164528;;;
"Walter Murphy";"BOF / Saturday night fever """"Fievre du samedi soir""""";"A fifth of beethoven";"1977";"POLYDOR";1721164533;1721164713;"https://open.spotify.com/track/1hR3TNe1neCWRQatSVOFfX";;
"Faye Webster";"Underdressed at the symphony";"Wanna quit all the time";"2024";"SECRETLY CANADIAN";1721164712;1721164910;"https://open.spotify.com/track/3w3seawXfQGat9yH2B8Tge";;
"Shuggie Otis";"Inspiration information";"Island letter";"1974";"LUKA BOP";1721164900;1721165177;;;
"Arooj Aftab";"Night reign";"Whiskey";"2024";"VERVE";1721165177;1721165477;"https://open.spotify.com/track/0fwQ9azMBpJHQ8pzDl9I9i";"https://music.apple.com/fr/album/whiskey/1739687886?i=1739688287&uo=4";
"Chet Baker";"Chet Baker ensemble and sextet";"I'm glad there is you";"1954";"FRESH SOUND RECORDS";1721165473;1721165666;;"https://music.apple.com/fr/album/im-glad-there-is-you/728250339?i=728250671&uo=4";
"Louis Chedid";"Bravo à Louis chedid";"Le cha-cha de l'insécurité";"1983";"CBS";1721165665;1721165938;;;
"Rinky Dinks";"Ultra lounge/Cha-cha de amor";"Choo choo cha cha";"1959";"CAPITOL";1721165937;1721166078;;;"https://www.deezer.com/track/894965292"
"Santpoort";"Maybe not tomorrow";"The grey city (feat. Another Silent Weekend)";"2024";"FRIENDS OF FRIENDS";1721166078;1721166325;;;
"Finley Quaye";"Maverick a strike";"Sunday shining";"1997";"SONY";1721166337;1721166554;"https://open.spotify.com/track/1zoQeNvtQRMm1LqCWlG9S5";;
"Marcus King";"Mood swings";"Me or Tennessee";"2024";"ISLAND DEF JAM";1721166548;1721166809;"https://open.spotify.com/track/3kradCzPXgyS4BuZGgrGuH";"https://music.apple.com/fr/album/me-or-tennessee/1728128331?i=1728128697&uo=4";
"Jimmy Smith";"Got my mojo working / Hoochie cooche man";"(I can't get no) satifaction";"1965";"VERVE";1721166808;1721167071;;;
"Otis Redding";"The Stax story/Disc two  Kinda blue";"(I can't get no) satisfaction";"1965";"";1721167069;1721167229;"https://open.spotify.com/track/4mgXXQe8XAHSChLOBoffWz";"https://music.apple.com/fr/album/i-cant-get-no-satisfaction/1177627145?i=1177627243&uo=4";"https://www.deezer.com/track/722625"
"Aretha Franklin";"20 greatest hits";"Save me";"1967";"ATLANTIC";1721167237;1721167374;"https://open.spotify.com/track/7mvKpoeI6sq6osDtSb9xcF";"https://music.apple.com/fr/album/save-me/266602438?i=266602572&uo=4";"https://www.deezer.com/track/2133604"
"Van Morrison";"Too long in exile";"Gloria";"1993";"POLYDOR";1721167369;1721167684;"https://open.spotify.com/track/3kBT37GQJi7SVztoyjH0JJ";"https://music.apple.com/fr/album/gloria/1030924807?i=1030924821&uo=4";
"John Scofield";"That's what I say / John Scofield plays the music of Ray Charles";"Sticks & stones";"2005";"VERVE";1721167683;1721167907;;;
"Cotonete";"Victoire de la musique";"Bebete vaobora (feat. Sabrina Malheiros)";"2024";"HEAVENLY SWEETNESS";1721167906;1721168218;;;
"Clea Vincent";"Tropi-Clea 2";"Du sang sur les congas";"2020";"MIDNIGHT SPECIAL RECORD";1721168219;1721168437;"https://open.spotify.com/track/4aB2iCWlm8nUCMs6Tavipb";"https://music.apple.com/fr/album/du-sang-sur-les-congas/1501148582?i=1501148876&uo=4";
