"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Oan Kim (Compositeur, Saxophone, Piano, Claviers, Voix)";"Rebirth of Innocence";"Bardo";2024;"ARTWORK RECORDS / PIAS";1709891783;1709892028;"https://www.deezer.com/track/2630892782";"https://open.spotify.com/track/1EXfa5RO1SK0WKusKbYXhG";
"DJ Harrison";"Shades of yesterday";"You were too good to be true";2024;"STONES THROW RECORDS";1709892027;1709892151;;"https://open.spotify.com/track/1WpcFTVhNAC1qZbztp8v7U";"https://music.apple.com/fr/album/you-were-too-good-to-be-true/1702615891?i=1702615899&uo=4"
"Rohey";"A million things";"Is this all there is ?";2017;"JAZZLAND NORWAY";1709892150;1709892357;;;
"Curtis Mayfield";"Curtis";"Move on up";1970;"RHINO";1709892356;1709892886;;;
"Har You Percussion Group";"Sounds of the ghetto youth";"Welcome to the party";1967;"ESP";1709892884;1709893124;;;
"Pinnacle Sound";"Still dread";"Thank you";2024;"BAT RECORDS";1709893122;1709893403;"https://www.deezer.com/track/2668915772";"https://open.spotify.com/track/60sXFgmNntRWBOr0SMlXYY";
"The White Stripes";"Get behind me Satan";"My doorbell";2005;"XL REC";1709893400;1709893639;;"https://open.spotify.com/track/0pzjcWYkyynxhONSm5C8Cu";
"Jurassic 5";"The way we do it";"The way we do it";2014;;1709893637;1709893864;;;
"Pascal Comelade";"Boom boom";"Le riffifi brille en jaune";2023;"BECAUSE MUSIC";1709893860;1709894003;"https://www.deezer.com/track/2440234915";"https://open.spotify.com/track/6rOTp8tPBjgb0ZMG74NkuG";
"Christophe";"114 Chansons / Collector Vol. 3";"Macadam";1976;"MOTORS";1709894000;1709894172;;;
"Andre Williams";"A complete introduction to Chess Checker Cadet";"Cadillac Jack";1967;"CHESS";1709894169;1709894354;;;
"Cousin Kula";"Vitamin D";"Staying with you";2024;"RHYTHM SECTION ITNL.";1709894354;1709894638;;"https://open.spotify.com/track/3N5NS2jj5SoaCKVESiB6My";
"Rene Marc Bini";"BOF / Liberté-Oléron";"Zigomar";2001;"MUSIC BOX RECORDS";1709894635;1709894720;;;
"Dagmar Peckova";"Dagmar Peckova interprète Berio et Mahler";"Folk songs : Chanson d'amour d'Azerbaïdjian - version pour mezzo-soprano et orchestre";1996;"SUPRAPHON";1709894719;1709894866;;;
"Eartha Kitt";"Harriett the spy (film)";"Uska dara";1953;"CASTLE COMMU";1709894865;1709895080;"https://www.deezer.com/track/79506996";;
"Kit Sebastian";"Mantra moderne";"Pangea";2019;"MR BONGO";1709895079;1709895335;"https://www.deezer.com/track/648682582";"https://open.spotify.com/track/7temtwzguIVsHoT3ewhnxh";"https://music.apple.com/fr/album/pangea/1456307777?i=1456307782&uo=4"
"Michel Legrand";"Bof / The Thomas Crown affair - L'affaire Thomas Crown";"The Boston wrangler";1968;"RYKO";1709895332;1709895496;;;
"Louis De Funes";"François de Roubaix / Chansons de films";"Les poupons  ( film : l'homme orchestre )";1970;"UNMU";1709895494;1709895626;;;
"Luzmila Carpio";"Inti Watana";"Chakana Sagrada";2023;"ZZK RECORDS";1709895625;1709895837;"https://www.deezer.com/track/2255044837";"https://open.spotify.com/track/6YBVe0j9lzPnFWCIltIfV4";
"Lucas Vasconcellos";"Butterflies In slow motion";"The quark of praline";2024;"STONE MILK RECORDS";1709895833;1709896118;;;
"Sven Wunder";"Late again";"Asterism waltz";2023;"PIANO PIANO";1709896114;1709896263;"https://www.deezer.com/track/2435667745";"https://open.spotify.com/track/2F3topzcPhqBePB7zEqU8H";
"Esther Phillips";"BOF / 127 heures";"If you love me (really love me)";1964;"INTERSCOPE RECORDS";1709896258;1709896462;;;
"Timber Timbre";"Hot dreams";"The New Tomorrow";2014;"FULL TIME HOBBY";1709896461;1709896702;;"https://open.spotify.com/track/7ENPnMproqMCJUQCoRm4Mp";
"Eels";"Hombre lobo";"In my dreams";2009;"VAGRANT";1709896697;1709896897;"https://www.deezer.com/track/69000286";"https://open.spotify.com/track/1KmdsNeDAOh6wXSqvufFbJ";"https://music.apple.com/fr/album/in-my-dreams/671937861?i=671938195&uo=4"
"Surprise Chef";"Deadlines";"Deadlines";2020;"MR BONGO";1709896895;1709897162;;"https://open.spotify.com/track/0t8pcT1qqsW1J9crcsp4Nw";
"Erika De Casier";"Still";"Ooh";2024;"4AD";1709897156;1709897396;;"https://open.spotify.com/track/0uLZMy9nTqC2eITbI5AOoZ";
"MC Solaar";"Prose combat";"Nouveau western";1994;"POLYDOR";1709897394;1709897668;"https://www.deezer.com/track/1490805692";"https://open.spotify.com/track/2cK1DW6Od3BylERFN6QHqx";"https://music.apple.com/fr/album/nouveau-western/1585389692?i=1585389695&uo=4"
"Angelo Francesco Lavagnino (Chef d'orchestre)";"Compilation : BOF / The ecstasy of gold / 31 killer bullets from the spaghetti west / Volume 5";"Un colt pour McGregor (film) : L'uomo";1966;"SEMI-AUTOMATIC RECORDS";1709897667;1709897833;;;
"Orchestre Philharmonique De Los Angeles";"Oeuvres de Gershwin et Copland";"Appalachian spring : Allegro - version pour grand orchestre";1975;"DECCA";1709897832;1709898001;;;
"Bruno Berle";"Te amar eterno";"Te amar eterno";2023;"FAR OUT RECORDINGS";1709897998;1709898134;;;
