"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Dario Moreno";"Dario moreno";"C'est magnifique";"1955";"POLYGRAM";1766311109;1766311263;"https://www.deezer.com/track/930703502";;
"Oscar Peterson";"An Oscar Peterson christmas";"Let it snow";"1995";"TELARC";1766311263;1766311481;"https://www.deezer.com/track/2074474837";"https://open.spotify.com/track/6Xji4YF3AEfSetv2rn7Wlx";
"Francis Lung";"Lost christmas";"To make angels in snow";"2020";"MEMPHIS INDUSTRIES";1766311481;1766311658;"https://www.deezer.com/track/1118210462";"https://open.spotify.com/track/5TosspuqFPA4wSTA6vVDn1";
"The Velvet Underground";"The Velvet Underground & Nico";"Sunday morning";"1967";"VERVE";1766311657;1766311827;"https://www.deezer.com/track/61292499";"https://open.spotify.com/track/11607FzqoipskTsXrwEHnJ";
"Medline";"The edge";"The World II";"2025";"MY BAGS";1766311826;1766312004;;;
"Ojiaji";"Love & company";"Need u";"2025";"HOPESTREET RECORDINGS";1766312004;1766312180;"https://www.deezer.com/track/3353438841";"https://open.spotify.com/track/6BiPpypQgWCGECbppANlOi";
"Virginie B";"Hana";"Hana";"2024";"BONSOUND";1766312176;1766312329;"https://www.deezer.com/track/3167547791";"https://open.spotify.com/track/5NGtfaGSYewIEEYBtQi7u2";
"Rejoicer";"Spiritual sleaze";"No bells rang that day";"2020";"STONES THROW RECORDS";1766312328;1766312501;"https://www.deezer.com/track/810248852";"https://open.spotify.com/track/5tvWAyUQQhGCBydyv9jOc1";
"Beck";"Odelay";"Where it's at";"1996";"GEFFEN";1766312499;1766312822;"https://www.deezer.com/track/3040570361";"https://open.spotify.com/track/0myfUjrUP8kMrk48nOXAY0";
"The Honey Drippers";"Impeach the president";"Impeach the President";"1973";"ALAGA RECORDS";1766312816;1766313018;"https://www.deezer.com/track/1858874227";"https://open.spotify.com/track/06IfNMdoVrWAizU8boYYCt";
"Galt Mac Dermot";"Bof/Hair";"Aquarius";"1968";"RCA";1766313014;1766313300;;;
"Meryem Aboulouafa";"Family";"Hated Love";"2025";"Zerhoun";1766313296;1766313512;"https://www.deezer.com/track/3661536962";"https://open.spotify.com/track/6RE0vAoMFlyLVWBtSrj62E";
"Deep Patterns";"Completely Deep Patterns";"Deep patterns";"2025";"HIGH NOON";1766313510;1766313692;"https://www.deezer.com/track/3389006381";"https://open.spotify.com/track/62sEnzS0PQONq8TnzxrHdU";
"Oumou Sangare";"Oumou Sangaré acoustic";"Saa magni";"2020";"Nø Førmat";1766313686;1766314012;"https://www.deezer.com/track/704050522";;
"Jeanne-Marie Sens";"Jeu de mots";"Tape, tape, tape";"1974";"ATLANTIC";1766314012;1766314173;"https://www.deezer.com/track/466720752";"https://open.spotify.com/track/5OIX4UuMkADDrLhXlhvoAc";
"Michael Dues";"Praise poems / Vol. 4";"Goodbye rainbow";"1975";"TRAMP GERMANY";1766314168;1766314346;"https://www.deezer.com/track/129183624";;
"Paul Dupont & His Orchestra";"Tapestry";"Rainbow bridge";"1977";"FARFALLA RECORDS / CHAPPELL RECORDED MUSIC";1766314345;1766314518;;;
"Judy Garland";"Bof / The wizard of oz / Le magicien d'oz";"Over the rainbow";"1939";"NIGHT/DA";1766314517;1766314680;"https://www.deezer.com/track/523060";"https://open.spotify.com/track/568SEFtDjKr7N2PytpA6D5";
"Natalie Dessay";"Natalie Dessay : Vocalises";"Vocalise en forme de habanera - pour soprano et orchestre";"1998";"EMI";1766314681;1766314881;;;
"Mob";"MOb II";"Fall";"2025";"VEEGO RECORDS";1766314879;1766315115;;"https://open.spotify.com/track/1TFd4WQV16xqCx1PKZoOhK";
"Annie Burnell";"Impatient";"Impatient";"2022";"AUTOPRODUCTION";1766315112;1766315358;"https://www.deezer.com/track/2868147332";"https://open.spotify.com/track/7htrlhedHoSOsuSa0ZWQKq";
"Juniore";"Un, deux , trois";"Bizarre";"2020";"A+LSO/SONY";1766315359;1766315578;"https://www.deezer.com/track/831197932";"https://open.spotify.com/track/5rFtTfQPWbxUAnOgGTVyfE";
"Communicator & Black Experience Band";"Compil. / Product placement breaks";"The road";"1974";"PRODUCT PLACEMENT BREAKS";1766315575;1766315774;;;
"Fanga";"Sira ba";"Follow me";"2009";"UNDERDOG";1766315770;1766316045;"https://www.deezer.com/track/4613508";"https://open.spotify.com/track/2DpziKtXOOE3hEJAPLA2OP";"https://music.apple.com/fr/album/follow-me/399776575?i=399776599&uo=4"
"Stealers Wheel";"Stealers Wheel";"Stuck in the middle";"1972";"LEMON";1766316042;1766316248;;;
"Gustavo Santaolalla";"BOF TV / The last of us (Season 1)";"The last of us";"2023";"MILAN";1766316243;1766316309;"https://www.deezer.com/track/67770820";"https://open.spotify.com/track/4unEKanhrUiSOMqja8Euw5";
"Jonathan Jeremiah";"We Come Alive";"Here with me";"2025";"[PIAS] RECORDINGS GERMANY";1766316307;1766316516;"https://www.deezer.com/track/3433012301";"https://open.spotify.com/track/6nkAPQanZkbplF9XN2CQHx";
"Bastien Keb";"Ghouls";"The city is beautiful";"2025";"FIRST WORD RECORDS";1766316515;1766316805;"https://www.deezer.com/track/3571290781";"https://open.spotify.com/track/5S6jDoynw2xxJhW49Rrvjs";
"Smoke";"Cosmic forest /The spiritual sounds of MPS";"Shelda";"1973";"MPS";1766316805;1766317130;"https://www.deezer.com/track/130539780";;
"Maya";"French disco boogie sounds vol. 3 (1977-1987)";"Lait de coco (dub)";"1987";"FAVORITE";1766317127;1766317359;"https://www.deezer.com/track/2500315431";;
