"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Grizzly Bear";"Painted Ruins";"Losing all sense";2017;"RCA RECORDS";1709114103;1709114408;"https://open.spotify.com/track/2ZRvcRcKdwQBjTAqj2XNJN";;
"Ennio Morricone";"Morricone bossa";"Walzer bossa nova";1964;"AMARKORD";1709114406;1709114539;;;
"Jose Feliciano";"We can work it out/Cover & cookies of the Beatles";"She's a woman";1969;;1709114540;1709114849;"https://open.spotify.com/track/3wOHAWyYkNk4pGpUwlcVUn";"https://www.deezer.com/track/6770690";
"Kieran Thorpe";"A room with a view";"All of this talking";2021;"SPINNUP";1709114848;1709115138;;;"https://music.apple.com/fr/album/all-of-this-talking/1635108310?i=1635109118&uo=4"
"Marion Rampal";"Oizel";"Les mots";2024;"LES RIVIERES SOUTERRAINES";1709115137;1709115291;"https://open.spotify.com/track/6JmX8ggRXl44wrQEHVCPad";"https://www.deezer.com/track/2585232292";
"Etta Baker";"Railroad Bill";"Browns boogie";1999;"MUSIC & MAKER";1709115289;1709115439;"https://open.spotify.com/track/75OChytSTkZbUir4KjiSH3";"https://www.deezer.com/track/1649756322";"https://music.apple.com/fr/album/browns-boogie/5353154?i=5353130&uo=4"
"Crayon";"House of groove";"U & I";2023;"ROCHE MUSIQUE";1709115439;1709115653;"https://open.spotify.com/track/1uGIHeoKcetmxF5KOPmz5d";;
"Rupert Cox";"Search Party";"Gold (feat. Mohan Evans)";2023;"ALBERT'S FAVOURITES";1709115654;1709115901;;;"https://music.apple.com/fr/album/gold-feat-mohan-evans/1713704680?i=1713704686&uo=4"
"Orchestral Manoeuvres In The Dark";"The best of OMD";"Electricity";1979;"VIRGIN";1709115895;1709116102;;;
"Surprise Chef";"All news is good news";"Blyth street nocturne";2019;"MR BONGO";1709116099;1709116392;;;"https://music.apple.com/fr/album/blyth-street-nocturne/1506231792?i=1506231997&uo=4"
"Tamaradah";"Ertévé";"Abebayehosh";2023;"AUTOPRODUCTION";1709116388;1709116616;"https://open.spotify.com/track/3x0vX42geAwiciai5LbceH";"https://www.deezer.com/track/2285812107";
"La Caravane Passe";"Hôtel Karavan";"Rame dans l'métro (feat. Aalma Dili)";2023;"STUDIO TITO / BUDDE MUSIC";1709116616;1709116856;;;
"Stonewall Jackson";"The essential Stonewall Jackson";"That's all this old world needs";1971;"COLUMBIA NASHVILLE LEGACY";1709116776;1709116909;;;
"Julian Lage & Chris Eldridge";"Mount royal";"Old grimes";2017;"FREE DIRT RECORDS";1709116906;1709117074;"https://open.spotify.com/track/0hwWwd5e84PaNYGST7LAt4";;"https://music.apple.com/fr/album/old-grimes/1183942226?i=1183942422&uo=4"
"Michael Jackson";"Ben";"My girl";1972;;1709117072;1709117257;"https://open.spotify.com/track/4nWZKEZc09aCT68d7cIoGT";;
"Curtis Harding";"If words were flowers";"I won't let you down";2021;"ANTI RECORDS";1709117255;1709117497;"https://open.spotify.com/track/7AlJWH45s6NgsfgsKxWOIM";;
"La Femme";"Paradigmes";"Disconnexion";2021;"DISQUE POINTU";1709117493;1709117692;"https://open.spotify.com/track/6AeporA7I4xoCnnPCGKfdK";;"https://music.apple.com/fr/album/disconnexion-english-version/1585411567?i=1585412352&uo=4"
"Axlaustade";"Axlaustade";"Oui no na";2021;"LA TRIBU";1709117690;1709117876;"https://open.spotify.com/track/2hNELK8HexSMPEoAhptbGk";;"https://music.apple.com/fr/album/oui-no-na/1582189098?i=1582189672&uo=4"
"True Green";"My lost decade";"Comeback special";2024;"SPACECASE RECORDS";1709117869;1709118081;"https://open.spotify.com/track/2LRbWx3unuz4gsUWYsnSzr";;"https://music.apple.com/fr/album/comeback-special/1728216505?i=1728216511&uo=4"
"Baxter Dury";"I thought I was better than you";"Celebrate me";2023;"HEAVENLY RECORDINGS";1709118078;1709118272;"https://open.spotify.com/track/44AUSRpvoPRovhVR8kXOgd";"https://www.deezer.com/track/2148071587";
"Céu";"Um gosto de sol";"I don’t know";2021;"WARNER";1709118272;1709118493;"https://open.spotify.com/track/2tkXtn8EDZDCXm323Zizr2";"https://www.deezer.com/track/1542005842";"https://music.apple.com/fr/album/i-dont-know/1593478931?i=1593478946&uo=4"
