"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Manu Dibango";"Autoportrait";"Baobab sunset";1973;"PFK";1708336793;1708337208;;;
"Lalo Schifrin";"Mannix soundtrack";"The edge of night";2001;"ALEPH RECORD";1708336940;1708337116;;;
"Baxter Dury";"Happy soup";"Picnic on the edge";2011;"REGAL";1708337115;1708337267;"https://open.spotify.com/track/26bxtqrYrtxuNFpurrbCff";;
"Francoiz Breut";"Zoo";"A pic !";2016;"CARAMEL BEURRE SALE";1708337266;1708337532;;;
"Rico's Creole Band";"Cuba in Paris 1947 - 1951";"Quizas quizas quizas";2003;"FREMEAUX ET ASSOCIES";1708337530;1708337699;;"https://www.deezer.com/track/107073086";
"Peggy Lee";"Black coffee";"My heart belongs to daddy";1953;"VERVE";1708337693;1708337818;;;"https://music.apple.com/fr/album/my-heart-belongs-to-daddy/1440836536?i=1440836762&uo=4"
"Moses Dillard";"Gilles Peterson """"digs America""""";"Tribute to wes";1969;"LUV N HAIGHT";1708337817;1708337974;;;
"J Dilla";"The shining";"So far to go (feat. Common & D'angelo)";2006;"BBE";1708337955;1708338298;;;
"Junie Morrison";"The Westbound Years";"Tightrope";1973;"WESTBOUND RECORDS";1708338291;1708338532;;;
"Labulkrack";"Cumbia Bamako";"Grand voile";2021;"AUTOPRODUCTION";1708338528;1708338793;;;
"The Rolling Stones";"Beggars banquet";"Dear Doctor";1968;"LONDON";1708338726;1708338931;;"https://www.deezer.com/track/9956065";
"Loving";"Any light";"Medicine";2024;"LAST GANG RECORDS / MNRK";1708338929;1708339181;"https://open.spotify.com/track/3VKpwyotvKbHGdPO8fQD04";;
"Lael Neale";"Star eaters delight";"Faster than the medicine";2023;"SUB POP RECORDS";1708339179;1708339442;;"https://www.deezer.com/track/2094356667";
"Azmari";"Maelström";"Hadashi";2023;"SDBAN ULTRA";1708339438;1708339553;"https://open.spotify.com/track/6mZd6JPZpwzIhMKFdYjmy4";"https://www.deezer.com/track/2417162805";
"Espen Horne";"The anatomy of serene eloquence";"Bergen sunrays (feat. Selim Mutic)";2023;"WAH WAH 45S";1708339551;1708339750;;;"https://music.apple.com/fr/album/bergen-sunrays-feat-selim-mutic-session-victim-remix/1696618647?i=1696618649&uo=4"
"Antonio Carlos Jobim";"The vibe ! / The ultimate rare grooves series /Samba, funk, MPB & other illicit brasilian grooves vol 3";"Glorioso Santo Antonio";1973;"ETHER REC.";1708339748;1708339961;;;
"Pierre Barouh";"Saudade";"Nous";1972;"SRAVAH";1708339960;1708340151;"https://open.spotify.com/track/2cdAE1DRkLhR0KXPdXraR1";"https://www.deezer.com/track/5703997";
"Sparrow And The Workshop";"Sparrow and the workshop";"Medal around your neck";2010;"DISTILLER RE";1708340149;1708340332;"https://open.spotify.com/track/6NkMHBfYVol3hzO3CSmTCv";;"https://music.apple.com/fr/album/medal-around-your-neck/1188321626?i=1188321818&uo=4"
"The Philip Glass Ensemble";"Philip Glass : Recent recordings";"The olympian: lighting of the torch and closing (musique officielle des 23ème Jeux Olympiques de 1984) - pour orchestre";2016;"SONY CLASSICAL";1708340328;1708340519;;;
"Nana Mouskouri";"Nana Mouskouri in New York";"I get a kick out of you";1962;"MERCURY";1708340516;1708340668;;"https://www.deezer.com/track/1165605592";
"Aphrodite's Child";"666";"The beast";1971;"VERTIGO";1708340665;1708340811;"https://open.spotify.com/track/1J3QWBDSMi7udrNrCgP1bC";;
"Marina Satti";"Yati pouli m'";"Yati pouli m'";2022;"WALNUT ENTERTAINMENT / THE ORCHARD";1708340810;1708340998;;;
"Bnny";"One million love songs";"Good stuff";2023;"FIRE TALK";1708340995;1708341179;;"https://www.deezer.com/track/2577016932";
"Angelo Badalamenti";"BOF TV / Twin Peaks (Saison 1)";"Twin Peaks theme";1990;"WARNER BROS";1708341178;1708341476;;;
"Luidji";"Saison 00";"Bahia";2023;"FOUFOUNE PALACE BONJOUR";1708341469;1708341638;"https://open.spotify.com/track/3hDImmXyGj6ceuXc54vkKS";"https://www.deezer.com/track/2330156105";"https://music.apple.com/fr/album/bahia/1689378888?i=1689379169&uo=4"
"Anderson .Paak";"Malibu";"The bird";2016;"STEEL WOOL";1708341631;1708341920;"https://open.spotify.com/track/7pamxApUs3CE8t7tKmUJ6Z";"https://www.deezer.com/track/115416798";"https://music.apple.com/fr/album/the-bird/1067832140?i=1067832148&uo=4"
"Boston";"Don't look back";"More than a feeling";1976;"EPIC";1708341845;1708342130;"https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF";;
