"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Busta Rhymes";"It Ain't Safe No More...";"Make it clap";"2002";"J RECORDS";1763373448;1763373669;;;
"Jon Batiste";"Big money";"Petrichor";"2025";"DECCA";1763373669;1763373826;"https://www.deezer.com/track/3509362051";"https://open.spotify.com/track/7jmeenh8fzx9gxhJfMq2r2";
"Thurston Harris";"Rock and roll / 1953-1959";"Little Bitty Pretty one";"1957";"FREMEAUX ET ASSOCIES";1763373826;1763373969;"https://www.deezer.com/track/349496981";"https://open.spotify.com/track/7rZjMgT7PzpYW5XKEOMgzH";
"Hank Jones";"I remember you";"Come to me";"1978";"N DAY/BB";1763373962;1763374345;"https://www.deezer.com/track/305738";"https://open.spotify.com/track/1LbKuGkjavXHjeVbOUry1V";
"Karine Deshayes";"Songs / L'ensemble Contraste reprend des comédies musicales";"West side story (com mus) : One hand one heart - arrangement pour mezzo-soprano choeur mixte et piano";"";"CONTRASTE PRODUCTIONS";1763374344;1763374549;;;
"Hindi Zahra";"Hand made";"Kiss & Thrills";"2009";"BLUE NOTE";1763374537;1763374761;;;
"Soyuz";"Krok";"P7 blues";"2025";"MR BONGO";1763374749;1763374933;;"https://open.spotify.com/track/6hZ9CgFkNSad3G052elqTg";"https://music.apple.com/fr/album/p7-blues/1828399012?i=1828399222&uo=4"
"Nicole Willis";"Keep reachin' up";"Blues downtown";"2006";"DIFFER ANT";1763374921;1763375231;"https://www.deezer.com/track/514882862";;
"Gil Scott Heron";"Winter in America";"The bottle";"1974";"RUMAL GIA";1763375222;1763375536;;;
"Choronas";"O brasil toca choro";"Lamentos";"2008";"TRATORE";1763375535;1763375782;"https://www.deezer.com/track/11129004";"https://open.spotify.com/track/7ekz2GeB03oI6t5oIErAFU";
"Bird Andrew";"Andrew bird & the mysterious production of eggs";"A nervous tic motion of the head to the left";"2005";"FARGO RECORDS";1763375781;1763376077;;;
"John Holt";"Soul Jazz records presents : Studio One rocksteady volume 2";"Strange things";"1971";"SOUL JAZZ RECORDS";1763376076;1763376246;"https://www.deezer.com/track/3566382";;
"Little Joy";"Little joy";"The next time around";"2008";"ROUGH TRADE RECORDS";1763376240;1763376394;"https://www.deezer.com/track/2464504";"https://open.spotify.com/track/3X1zmZKc2RZrCBytv53Hpq";
