"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Cheryl Lynn";"FTG presents : The vaults / Vol. 4";"Got to be real (US Single Version)";1978;"FUNKYTOWNGROOVES";1708509385;1708509608;;;
"Dafuniks";"Searching (cd promo)";"The end";2011;;1708509607;1708509670;"https://www.deezer.com/track/13316289";"https://open.spotify.com/track/42agXL4lS3LvtPID306XMV";
"Vumbi Dekula";"Congo guitar";"Zuku";2023;"HIVE MIND RECORDS";1708509667;1708509993;"https://www.deezer.com/track/2362590145";"https://open.spotify.com/track/3qwLWtRdTeSozCjV93iM28";
"Aysay";"Köy";"Dam Üstüne";2023;"NO BOUNDS MUSIC";1708509989;1708510214;;"https://open.spotify.com/track/6NOP50ml5dMiZdiMSwEpgG";
"Sir Was";"Let the morning come";"Waiting for the weekend";2021;"MEMPHIS INDUSTRIES";1708510206;1708510417;"https://www.deezer.com/track/1372995832";"https://open.spotify.com/track/0F4yHSdgxU9NC8I8lXEiLB";"https://music.apple.com/fr/album/waiting-for-the-weekend/1566015627?i=1566015634&uo=4"
"Loving";"Any light";"Uncanney valley";2024;"LAST GANG RECORDS / MNRK";1708510414;1708510563;;;
"Comic Wow";"Library catalog music series : music for mysteries of mind space & time";"Jazz computer";2010;"ASTHMATIC HI";1708510559;1708510730;;;
"Stereolab";"Dots And Loops";"Diagonals";1997;"ELECTRA";1708510724;1708511037;;"https://open.spotify.com/track/2nuVEdfihpBIkk9JXGcCuA";
"Harrison";"Birds, bees, the clouds & The trees";"Outta this world (feat. TOBi)";2023;"LAST GANG RECORDS";1708511032;1708511198;;;
"Ana Tijoux";"Vida";"Vida (feat. Omar)";2024;"ALTAFONTE";1708511194;1708511422;;;
"Just Jack";"Writer's block";"Writer'S Block (Instrumental)";2006;"MERCURY";1708511417;1708511637;;;
"Co-Pilot";"Rotate";"Motosaka";2023;"DELL'ORSO RECORDS";1708511630;1708511786;;"https://open.spotify.com/track/28fSSNkloEkgg32Xhu8Mgb";
"Ray Charles";"Ray Charles and Betty Carter";"I like to hear it sometime";1966;"DUNHILL COMP";1708511785;1708511956;"https://www.deezer.com/track/63054284";;
"Ariane Et Les 10 - 20";"Compilation / Girls in the garage vol 10 - Groovy gallic gals!";"Les gémeaux";;"ROMULAN";1708511949;1708512091;;;
"Francis Darizcuren";"Le temps : Les 12 signes du zodiaque";"Gémeaux";1985;"MOSHE-NAIM";1708512089;1708512245;;;
