"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Gemma Ray";"Down baby down (CD Promo)";"The low rising";2013;"SERIES APHONOS";1707213589;1707213735;"https://music.apple.com/fr/album/the-low-rising/591788467?i=591788669&uo=4";"https://open.spotify.com/track/2bShHi7vRHFagEEywI7AoO";
"Patsy Cline";"Country & western hit parade - Hillbilly music 1962";"So wrong";1962;"BEAR FAMILY RECORDS";1707213733;1707213915;"https://music.apple.com/fr/album/so-wrong-single-version/1430131672?i=1430134312&uo=4";;"https://www.deezer.com/track/711314592"
"Nick Waterhouse";"Never twice";"LA turnaround";2016;"INNOVATIVE LEISURE";1707213913;1707214082;;"https://open.spotify.com/track/3JlInp87C2VJ86UUrXkTM0";
"Tole Froide";"Tôle froide";"Maman a tort (Mylène Farmer cover)";2018;"LE TURC MECANIQUE";1707214079;1707214233;;;
"Helado Negro";"Phasor";"LFO (Lupe finds Oliveros)";2024;"4AD";1707214229;1707214414;"https://music.apple.com/fr/album/lfo-lupe-finds-oliveros/1708555076?i=1708555094&uo=4";"https://open.spotify.com/track/2FYi8gYVr3ZbYeOs3ZSD50";"https://www.deezer.com/track/2625191142"
"Massive Attack";"Solo: Songs and collaborations 1982-2015";"Better things";1994;"CAROLINE INTERNATIONAL";1707214410;1707214665;"https://music.apple.com/fr/album/better-things/724410562?i=724410753&uo=4";"https://open.spotify.com/track/4orPBWfQNUxs3RObirJwZR";"https://www.deezer.com/track/3129790"
"Sylford Walker";"Lamb's bread international";"Lambs bread";1975;"BLOOD AND FIRE";1707214664;1707214867;;;
"Nightmares On Wax";"Shout out ! To freedom";"Up to us (feat. Haile Supreme)";2021;"WARP";1707214867;1707215154;"https://music.apple.com/fr/album/up-to-us-feat-haile-supreme/1577987770?i=1577987785&uo=4";;
"Roge";"Curyman";"Mistério da raça";2023;"DIAMOND WEST RECORDS";1707215153;1707215428;;"https://open.spotify.com/track/60ad1P5gJyiYj5KWIOczHK";"https://www.deezer.com/track/1831139637"
"Frank Sinatra";"The platinum collection/The best of the original Capitol recordings";"Fools rush in";1960;"Capitol";1707215426;1707215626;;;"https://www.deezer.com/track/1037784102"
"Orchestre Philharmonique De La Scala De Milan";"The Fellini album";"La dolce vita : 8. La dolce vita - suite pour orchestre";2019;"DECCA";1707215623;1707215773;;;
"Lucio Battisti";"Lucio Battisti";"Nel cuore, nell'anima";1970;"RICORDI";1707215771;1707215924;;;"https://www.deezer.com/track/764286012"
"Grateful Dead";"Shakedown street";"Fire on the Mountain";1978;"ARISTA";1707215907;1707216133;"https://music.apple.com/fr/album/fire-on-the-mountain/663694969?i=663695025&uo=4";"https://open.spotify.com/track/2hhUkjqmkIGIeMDmRRANl1";
"Boule Noire";"Aimer d'amour";"Les anges, Californie";1978;"UNIDISC MUSIC INC.";1707216126;1707216321;"https://music.apple.com/fr/album/les-anges-californie/302711732?i=302711739&uo=4";"https://open.spotify.com/track/0lhww96qhIZcmdFRxfevGh";"https://www.deezer.com/track/73277325"
"Amp Fiddler";"Waltz of a ghetto fly";"Dreamin'";2003;"PIAS";1707216191;1707216577;;;"https://www.deezer.com/track/3755108"
"Deheb";"Black keys golden chords";"1733 Nannytown (feat. Shungu)";2017;"FEELIN MUSIC";1707216549;1707216676;;;"https://www.deezer.com/track/1225545902"
"Tyler The Creator";"Scum fuck flower boy";"Garden shed";2017;"COLUMBIA RECORDS";1707216669;1707216893;;;
"Ali Danel";"Ali Danel et ses amies";"Face à l'ouragan";2017;"LA SOUTERRAINE";1707216892;1707217042;"https://music.apple.com/fr/album/face-%C3%A0-louragan/1487983008?i=1487983017&uo=4";"https://open.spotify.com/track/0n79vaoq8sfAjzS3SoKkiU";
"Pearl & The Oysters";"Flowerland";"Flowerland";2021;"FEELTRIP RECORDS";1707217040;1707217229;"https://music.apple.com/fr/album/flowerland/1567844741?i=1567844761&uo=4";"https://open.spotify.com/track/3rVOG7TbAs6nlHK0teaOhc";"https://www.deezer.com/track/1374287532"
"The Clean Hands Group";"Club Meduse compiled by Charles Bals";"Night Fly";1984;"SPACETALK";1707217226;1707217489;;;"https://www.deezer.com/track/1502658072"
"Tommy Guerrero";"A little bit of something";"Four trk samba";2000;"MO WAX";1707217486;1707217639;;"https://open.spotify.com/track/4VfypiqvTN3IlOCfFw6Rz2";
"Lucas Arruda";"Sambadi (cd promo)";"Alma nova";2013;"FAVORITE RECORDINGS";1707217637;1707217969;"https://music.apple.com/fr/album/alma-nova/619951996?i=619952930&uo=4";"https://open.spotify.com/track/7to9gPf2vt94sNXM8shWM2";
"Cassiano";"Too slow to disco Brasil compiled by Ed Motta";"Rio best-seller";1991;"AUTOPRODUCTION/TOOSLOWTODISCO.COM";1707217959;1707218223;;"https://open.spotify.com/track/4Wv4PghKRHvPDqqyvhQrm4";
"Bibi Flash";"Histoire d'1 soir (bye bye les galères)";"Histoire d'1 soir (bye bye les galères)";1983;"BARBECUE";1707218222;1707218497;;;
"Djeminay";"Digital zandoli 2";"Sun plash";1990;"HEAVENLY SWEETNESS";1707218488;1707218659;;;"https://www.deezer.com/track/403151052"
"Merger";"Armageddon time";"Evergreen land";1980;"EMERGENCY RECORDS";1707218656;1707219008;;;
"The Lijadu Sisters";"Afro-beat soul sisters";"Erora";2011;"SOUL JAZZ RECORDS";1707219003;1707219261;;;
"Umoja";"Mawimbi / vol 2";"Avana va (feat. Sidney Simila)";2023;"MAWIMBI RECORDS";1707219258;1707219496;;;
"Dimitri Petry";"Jungle city themes";"Equateur";2023;"AUTOPRODUCTION";1707219495;1707219583;"https://music.apple.com/fr/album/equateur/1716592345?i=1716592348&uo=4";"https://open.spotify.com/track/2TLL3WoRA8DBVKQijHYJx0";
"Satellite Jockey";"Légère";"Légère";2024;"ANOTHER RECORD";1707219580;1707219857;"https://music.apple.com/fr/album/l%C3%A9g%C3%A8re/1723858663?i=1723858887&uo=4";"https://open.spotify.com/track/1VuKcAIEfTHQDGFVGggFQG";"https://www.deezer.com/track/2605530902"
"Weezer";"Island In The Sun";"Island in the sun";2001;"GEFFEN";1707219849;1707220047;;"https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw";"https://www.deezer.com/track/2544628"
"Stereolab";"Cobra and phases group play voltage in the milky night";"People do it all the time";1999;"ELEKTRA";1707220046;1707220267;;"https://open.spotify.com/track/7HYmCdnuxA4VeboPdnpGuI";"https://www.deezer.com/track/355425131"
"Morris Mobley";"Méditations";"Goin' back";2024;"FAT BEATS RECORDS";1707220266;1707220519;;"https://open.spotify.com/track/6BLADRT78j2wPK3EbSwpZ3";
