"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Todd Terje";"It's album time";"Intro (It's album time)";2014;"OLSEN RECORDS";1705399102;1705399203;"https://music.apple.com/fr/album/intro-its-album-time/806267243?i=806267252&uo=4";"https://www.deezer.com/track/1900010787";"https://open.spotify.com/track/2oa3MecguzBGHp2lF72pOh"
"Electric Youth";"Innerworld";"Innocence";2014;"SECRETLY CANADIAN";1705399201;1705399432;;;"https://open.spotify.com/track/7eVgS0wHZSRjNHObWO6vNg"
"Flamingods";"Head of Pomegranate";"Born Lucky";2023;"THE LIQUID LABEL";1705399430;1705399675;;"https://www.deezer.com/track/2319138255";"https://open.spotify.com/track/4on66HvRPFHv859TUiBW3q"
"Susheela Raman";"Salt rain";"Woman";2001;"VIRGIN";1705399671;1705399933;"https://music.apple.com/fr/album/woman/723409462?i=723409934&uo=4";;"https://open.spotify.com/track/6xJe3V8KCWKSgt7M2DH6So"
"The Gurdjieff Ensemble";"Zartir";"Oriental dance";2023;"ECM";1705399931;1705400042;;;"https://open.spotify.com/track/3NyQaM4KJaa0pYCksPqWtp"
"Frankie Valli & The 4 Seasons";"Jersey beat";"Beggin'";1967;"RHINO RECORDS";1705400041;1705400207;;;
"Y Parker Jr. Ray Parker Jr.";"Woman out of control";"She still feels the need";1983;"FTG";1705400205;1705400449;;;
"Keyon Harrold";"Foreverland";"Don't lie (feat. Malaya)";2024;"CONCORD JAZZ";1705400448;1705400707;;;
"Weather Report";"Weather report : Black market";"Barbary coast";1976;"CBS";1705400701;1705400879;;"https://www.deezer.com/track/30685371";"https://open.spotify.com/track/33dzCF8R1qMzwmkdGGnm1j"
"Lynn";"3x5";"J'aime pas le goût";2023;"LE SOFA / BELIEVE";1705400853;1705401024;;;
"XXXTentacion";"17";"Carry on";2017;"BAD VIBES FOREVER / EMPIRE";1705401023;1705401153;;;"https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2"
"The Frightnrs";"Always";"Profilin (version)";2022;"DAPTONE RECORDS";1705401149;1705401357;;;
"Kim Wilde";"Kim Wilde";"Everything we know";1981;"EMI";1705401354;1705401576;"https://music.apple.com/fr/album/everything-we-know/1242892165?i=1242892396&uo=4";;"https://open.spotify.com/track/4dnirPQ33VbfqbJEUXXUmP"
"Joy Division";"Substance";"Transmission";1979;"FACTORY COMMUNICATIONS";1705401571;1705401783;;;
"Matt Rogg";"The Docksides Boy";"Pech";2023;"ROGGTRAX";1705401779;1705402014;"https://music.apple.com/fr/album/pech/1717469777?i=1717470228&uo=4";;
"Ramata Diakite";"New world party";"Na";1999;"PUTUMAYO WORLD MUSIC";1705402012;1705402347;;;
"Simply Red";"Blue";"Come get me angel";1998;"EAST WEST";1705402291;1705402533;;;"https://open.spotify.com/track/258oSUvMltJ4pTCRdp69La"
"Kaytranada & Rochelle Jordan";"Lover/Friend";"Lover/Friend";2023;"RCA";1705402523;1705402731;;;
"Warhaus";"Ha ha heartbreak";"Mondello's melody";2022;"PIAS";1705402728;1705402788;"https://music.apple.com/fr/album/mondellos-melody/1627309494?i=1627310336&uo=4";"https://www.deezer.com/track/1774906737";"https://open.spotify.com/track/4YCvFOHsdQiloMqJoCOckk"
"El Combode Los Galleros";"Sounds of cumbia vol. 1";"Soledad";1981;"WAGRAM";1705402787;1705402949;;;
"Najwa";"Historia de un amor (feat. Pablo Alboran)";"Historia de un amor (feat. Pablo Alboran) (spanish-french version)";2022;"POLYDOR";1705402947;1705403097;;;
"Louis Armstrong";"C'est si bon";"C'est si bon";1950;"MCD";1705403091;1705403272;;;
"Any Other";"Stillness, stop : You have a right to remember";"Indistinct chatter";2024;"42 RECORDS";1705403272;1705403418;;;"https://open.spotify.com/track/0yByv6XhE27YBIUIuWg8KU"
"London Grammar";"Truth is a beautiful thing";"Oh woman oh man";2017;"MINISTRY OF SOUND RECORDINGS";1705403407;1705403682;;;"https://open.spotify.com/track/4fYG7YvImWlUuOZVuvV6Ic"
"Cut Chemist";"The audience's listening";"What's the altitude";2006;"WARNER BROS";1705403678;1705403941;;;
"James Brown";"I feel good! - The best of";"Papa's got a brand new bag";1965;"POLYDOR";1705403940;1705404197;"https://music.apple.com/fr/album/papas-got-a-brand-new-bag-extended-version/1443620023?i=1443620235&uo=4";;
"Pinky Perzelle";"No games";"No Games (feat. Eda Eren)";2022;"PERZELLE RECORDINGS";1705404193;1705404530;;;
"Khaled Mouzanar";"BOF / Caramel";"Caramel : Cicatrices";2007;"FILMS DES TOURNELLES";1705404522;1705404639;;;
"Ane Brun";"Portrayals";"Big in Japan";2023;"BALLOON RANGER RECORDINGS";1705404637;1705404825;;;"https://open.spotify.com/track/6w7yzD2DltTKId3BzdqcZD"
"Elton John";"Jewel Box / CD 01 & 02 : Deep cuts";"Where to now St. Peter ?";1970;"UNIVERSAL MUSIC";1705404822;1705405073;;;
"France Gall";"France Gall";"Sole mare cielo amor (cinq minutes d'amour)";1976;"MUSIC FOR PLEASURE";1705405071;1705405241;;;
"Morcheeba";"Fragments of freedom";"A well deserved break";2000;"CHINA RECORD";1705405234;1705405370;"https://music.apple.com/fr/album/a-well-deserved-break/179367769?i=179370620&uo=4";;"https://open.spotify.com/track/7oKVykBLRqliNvFigkwhFn"
"Tedeschi Susan";"Mama he treats your daughter mean";"'till I found you";2002;"BLUES BOULEVARD";1705405363;1705405603;;;
"The Rolling Stones";"Let it bleed";"Gimme shelter";1969;"ABKCO RECORDS";1705405559;1705405830;;;"https://open.spotify.com/track/6H3kDe7CGoWYBabAeVWGiD"
"Gotts Street Park";"Volume two";"Awake";2020;"BLUE FLOWERS MUSIC";1705405822;1705405948;;;"https://open.spotify.com/track/5GSErTyxvvu108Op6oMJ9x"
"Radio Tarifa";"Rumba argelina";"Rumba Argelina";1993;"MUSICA/";1705405911;1705406121;"https://music.apple.com/fr/album/rumba-argelina/603349150?i=603349152&uo=4";;
"Blossom Dearie";"May i come in";"Charade";1964;"( CAPITOL (ET PM )";1705406114;1705406227;;;
"Khruangbin";"Con todo el mundo";"Cómo te quiero";2018;"NIGHT TIME STORIES";1705406226;1705406465;;;"https://open.spotify.com/track/6y9t7mXJVzBGQG4XhHy8Li"
"Corduroy";"High havoc";"London England";1995;"MUSIDISC";1705406463;1705406663;;;
"Feet";"What's inside is more than just ham";"English weather";2019;"CLAPPED RECORDS";1705406661;1705406863;;;"https://open.spotify.com/track/2Qwn8WQqmgZEKkbcpuMQPv"
"Noga Erez";"Kids (against the machine)";"No news on tv (against the machine)";2021;"CITY SLANG";1705406859;1705407058;;;
"Koburo";"Snow";"Snow";2021;"RENDEZ-VOUS DIGITAL";1705407046;1705407288;;"https://www.deezer.com/track/1793479987";"https://open.spotify.com/track/1b7RrTmopGXSPxm7tQaq0z"
"Cold Blood";"What it is ! Funky soul and rare grooves";"Kissing My Love";1973;"RHINO";1705407287;1705407651;;;"https://open.spotify.com/track/1uYFjXYe431Stwmapureka"
"Hono Winterstein";"Horizons";"Jingle";2019;"TREBIM MUSIC";1705407650;1705407857;"https://music.apple.com/fr/album/jingle/1486365418?i=1486366488&uo=4";"https://www.deezer.com/track/797941492";"https://open.spotify.com/track/0Sva0Dukd1Renry31etBAE"
"Doris Day";"Secret love";"Lullaby of Broadway";1951;"LIVING ERA";1705407854;1705408023;;;
"Charles Trenet";"L'âme des poètes";"Dans les pharmacies";1951;"EMI";1705408023;1705408166;;"https://www.deezer.com/track/61650594";
"Amadou Balake";"Africando All stars/Betece";"Betece";2000;"SONODISC";1705408164;1705408467;;;
"Diego Pelaez";"Melosofias";"Drive my car";1998;"BMG";1705408466;1705408704;;;
"Glenn Gould";"Glenn Gould interprète les sonates pour piano de Mozart";"Sonate pour piano n°16 en Ut Maj K 545 : 2. Andante";2021;"SONY CLASSICAL";1705408703;1705408859;;;
"Glenn Gould";"Uninvited guests";"Baetoven (feat. Ro Joaquim)";2020;"SONY / PRIMARY WAVE";1705408841;1705409030;;;"https://open.spotify.com/track/4gKfguAxrm4XwsMZttIPyj"
