"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Nickodemus";"Sun people";"Sun people";2009;"ESL MUSIC";1709546349;1709546443;;;
"Molly Lewis";"Lounge lizard";"Lounge lizard";2023;"JAGJAGUWAR";1709546442;1709546668;"https://www.deezer.com/track/2507483961";"https://open.spotify.com/track/39mehRLHX9wvfrooKeiWxa";
"Johnnie Ray And The Four Lads";"BOF / The irishman";"Cry";1951;"MASTERWORKS";1709546667;1709546849;;;
"The Ohio Players";"Observations in time";"Here today and gone tomorrow";1969;"PATHE MARCONI";1709546847;1709547058;;;
"David Bowie";"Young Americans";"Right";1975;"PARLOPHONE";1709547053;1709547308;;;"https://music.apple.com/fr/album/right/1195107061?i=1195108753&uo=4"
"Ronnie Foster";"Two-headed freap";"Summer song";1972;"B NOTE";1709547306;1709547622;;"https://open.spotify.com/track/1Ugma79M7MunvbjkeQNVLz";
"Benny Sings";"Young hearts";"Movie star";2023;"STONES THROW RECORDS";1709547620;1709547795;;"https://open.spotify.com/track/38eezlkjvczJZBu6hsKEWF";
"Kurt Vile";"B'lieve i'm goin down...";"Pretty pimpin";2015;"MATADOR RECORDS";1709547792;1709548086;;"https://open.spotify.com/track/47cNDW1xyM03mT2kseO41a";
"Mamama";"Hier sera meilleur";"Tu seras mon ami";2024;"BYEBYE RECORDS";1709548082;1709548322;;"https://open.spotify.com/track/6BMkcpkJsNx5s4fdgZD3mw";
"Bruno Belthoise";"Dialogues - Dialogos";"Dolly op 56 : 3. Le jardin de Dolly - pour piano à 4 mains";2022;"CORIOLAN";1709548318;1709548462;;;
"Caetano Veloso";"Meu Coco";"Não vou deixar";2021;"SONY MUSIC ENTERTAINMENT";1709548460;1709548710;;"https://open.spotify.com/track/1TVrt7EWaqTLOSi8ZT1TG8";
"Bjork";"Greatest hits";"Bachelorette";1997;"POLYDOR";1709548709;1709549019;;;"https://music.apple.com/fr/album/bachelorette-alec-empire-hypermodern-jazz-remix/96119887?i=96119388&uo=4"
"Jah Shaka";"Imperial Dub - Commandments of Dub Chapter 8";"His majesty";1988;"JAH SHAKA MUSIC";1709549014;1709549236;;"https://open.spotify.com/track/2rFdraFZRi7t0gNprk2Spe";
"Izumi Kobayashi";"Tokyo riddim 1976-1985";"Lazy love";1981;"TIME CAPSULE";1709549235;1709549496;;;"https://music.apple.com/fr/album/lazy-love-2021-remaster/1594125136?i=1594125231&uo=4"
"Air";"Premiers symptomes";"Le soleil est près de moi";1997;"SOURCE";1709549493;1709549777;"https://www.deezer.com/track/95141014";;"https://music.apple.com/fr/album/le-soleil-est-pr%C3%A8s-de-moi/966652812?i=966652817&uo=4"
"Nick Decaro";"Italian Graffiti";"Under the jamaican moon";1974;"BLUE THUMB RECORDS";1709549776;1709550055;;"https://open.spotify.com/track/5AT5RnJRI7oWQ1L4umdWHc";
"Khruangbin";"A Love International";"A love international";2024;;1709550053;1709550308;"https://www.deezer.com/track/2582523612";"https://open.spotify.com/track/6Am9eCuCQELrIqImfCLhgM";
"Aura";"Purple snow / Forecasting the Minneapolis sound";"Taste of love";1977;"NUMEROGROUP";1709550303;1709550510;;;
"Immy Owusu";"Lo-life !";"Appellation of elevation";2023;"HOPESTREET RECORDINGS";1709550508;1709550719;;"https://open.spotify.com/track/0wlR77UtNKAtVf5rW9acfa";
"Talking Heads";"Speaking in tongues";"This must be the place (naive melody)";1983;"SIRE";1709550712;1709551017;;"https://open.spotify.com/track/5FAN3M34V4lID5m39SIYDZ";
"Micky Milan";"Classics & unreleased";"Quand tu danses (full instrumental mix)";2023;"BETINO'S RECORDS";1709551000;1709551269;;;
"Veronique Sanson";"De l'autre côté de mon rêve";"Morale";1972;"WARNER MUSIC";1709551257;1709551414;;;
"Frank Sinatra";"That's life";"That's life";1966;"REPRISE";1709551402;1709551589;;"https://open.spotify.com/track/4FmCUATNIarCQh72JYdvnm";
"Baxter Dury";"Prince of tears";"Oi";2017;"HEAVENLY RECORDINGS";1709551587;1709551732;;"https://open.spotify.com/track/4j0ZQqSvo85o1AJzlKgNt8";
"The Specials";"Bof / Snatch";"Ghost town";1981;"WMD";1709551726;1709552086;;;
"Laurence Vanay";"Ghost notes from the stone vessel";"L'oiseau de lune";2022;"MUSIC BOX PUBLISHING";1709552074;1709552294;"https://www.deezer.com/track/1794471407";"https://open.spotify.com/track/7B3keSFkRFt09rL5Cy5pvA";
"Vanille";"La clairière";"Par delà les monts";2023;"BONBONBON";1709552282;1709552501;;"https://open.spotify.com/track/3RYH7vXRMiU5wcgMzVUBsU";
"Judee Sill";"Heart food";"The pearl";1973;"ASYLUM";1709552489;1709552612;;;"https://music.apple.com/fr/album/the-pearl/64814090?i=64814074&uo=4"
"Abunai";"Chrysalis";"Always enough";2022;"TARTELET RECORDS";1709552600;1709552792;;"https://open.spotify.com/track/6juINtULCqIDwBdP3UTprl";
"Erika De Casier";"Still";"Ice";2024;"4AD";1709552780;1709552945;;"https://open.spotify.com/track/0Tsr1YNiCw3znq8RYwiLjp";
"Oddisee";"The odd tape";"Silver lining";2016;"MELLO MUSIC GROUP";1709552944;1709553089;;"https://open.spotify.com/track/2aZZBtgiNbeWy2ZMRdKJuu";
"Serge Gainsbourg";"Master série / Vol. 2";"Requiem pour un con";1968;"PHILIPS";1709553088;1709553268;;"https://open.spotify.com/track/5X1tJoSYgtEPuz99Hfhwna";
"Funkadelic";"Bof / Coffee and cigarettes";"Nappy dugout";1973;"MILAN";1709553256;1709553535;;"https://open.spotify.com/track/6WLf1ImpmoGc9QozqyJWU0";
"Dean Blunt";"Black metal 2";"La raza";2021;"ROUGH TRADE";1709553524;1709553631;;"https://open.spotify.com/track/5goM1ZZqrHzqchY3juZBuj";
"Joey DeFrancesco";"Joey deFrancesco's Goodfellas";"Fly me to the moon";2009;"CONCORD RECORDS";1709553618;1709553931;;"https://open.spotify.com/track/4rC2k40YQSXbTJ2dhatBjd";
"David Walters";"Soleil kréyol";"Mesi bondye";2020;"HEAVENLY SWEETNESS";1709553930;1709554214;;"https://open.spotify.com/track/4DGXP9wZH7MKZQaUoHSi1h";
"Destiny'S Child & Wyclef Jean";"Destiny's child (extrait)";"No, no, no (part 2) (feat. Wyclef Jean)";2001;"COLUMBIA";1709554214;1709554429;;;
"Say She She";"Silver";"Don't you dare stop";2023;"KARMA CHIEF RECORDS";1709554417;1709554695;;"https://open.spotify.com/track/3mP7m5F7EzrRb7R9w5Epq6";
