"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Jesse Harris";"The song project";"The wind in the clouds (feat. Jesse Harris)";"2014";"TZADIK";1754733579;1754733805;;;
"Ravi Shankar";"BOF / Raga :a film journey into the soul of India";"Dawn to Dusk";"";"";1754733800;1754734017;"https://www.deezer.com/track/129426668";"https://open.spotify.com/track/12b4pnI5zBZScP1EpqfE07";
"H-Burns";"Sunset park";"Familiar";"2022";"YOTANKA";1754734014;1754734177;"https://www.deezer.com/track/2610379802";;
"Nitai Hershkovits";"I asked you a question";"Oman moon";"2016";"RAW TAPES";1754734172;1754734305;"https://www.deezer.com/track/900442012";"https://open.spotify.com/track/00KjZWcfieFu45OTlOjhlG";
"Kendra Morris";"I am what I’m waiting for";"Dominoes";"2023";"KARMA CHIEF RECORDS";1754734304;1754734468;"https://www.deezer.com/track/2342752935";"https://open.spotify.com/track/4nQmyZDAekbe84zeHC2C3C";
"The Free Design";"Kites are fun";"Michelle";"1967";"LIGHT IN THE ATTIC RECORDS";1754734466;1754734654;"https://www.deezer.com/track/1153014472";;
"Bret McKenzie";"Songs without jokes";"Carry on";"2022";"SUB POP";1754734652;1754734878;"https://www.deezer.com/track/1736329627";"https://open.spotify.com/track/0FSVxzDFjyVeUjTIQgrfzE";
"Jake Xerxes Fussell";"Good and green again";"In Florida";"2022";"PARADISE OF BACHELORS";1754734872;1754735058;"https://www.deezer.com/track/1509006492";"https://open.spotify.com/track/1TPUf0NQ55EGvxaLBB2YD2";
"Cymande";"Renascence";"I wanna know";"2025";"BMG RIGHTS MANAGEMENT";1754735053;1754735360;"https://www.deezer.com/track/3029922451";"https://open.spotify.com/track/4IaaTmx54V2UttyL5f91Oe";
"Klo Pelgag";"L'étoile thoracique";"Les ferrofluides fleurs";"2017";"COYOTE RECORDS";1754735359;1754735519;;;
"Charlotte Planchou";"Le carillon";"You' ve got a Friend,";"2024";"QUAI SON RECORDS";1754735518;1754735752;;;
"Vladimir Horowitz";"Chopin / Oeuvres pour piano / Horowitz";"Mazurka en fa diese min op 59 nº3 pour piano";"1974";"CBS";1754735752;1754735960;;;
"Monica Zetterlund";"It only happens every time";"Silhouette";"1978";"PATHE MARCONI";1754735957;1754736230;"https://www.deezer.com/track/5077224";"https://open.spotify.com/track/4onJfQB9erqhAZ2vEVJtzZ";
"Aretha Franklin";"20 greatest hits";"Save me";"1967";"ATLANTIC";1754736227;1754736364;"https://www.deezer.com/track/2133604";"https://open.spotify.com/track/7mvKpoeI6sq6osDtSb9xcF";
"The Tibbs";"Another shot course";"Close";"2020";"RECORD KICKS";1754736361;1754736587;"https://www.deezer.com/track/3417613931";"https://open.spotify.com/track/1NTQqtGpmSFXWZNy37pyRR";
"Albert Smith";"True Soul / Deep sounds from the left of Stax / Vol 2";"The thrill is gone";"1969";"NOW AGAIN";1754736583;1754736836;;;
"JW Francis";"We share a similar joy";"I told you";"2020";"SUNDAY BEST RECORDINGS";1754736757;1754736921;"https://www.deezer.com/track/1034490972";"https://open.spotify.com/track/6rJOlbNKESpX8UX6m1iw20";
"Aliocha Schneider";"Ensemble (feat. Charlotte Cardin)";"Ensemble (feat. Charlotte Cardin)";"2024";"LOCAL";1754736918;1754737087;"https://www.deezer.com/track/3045228051";;
"Davie Jones & the King Bees";"Early on (1964-1966)";"Louie Louie go home";"1964";"RHINO RECORDS";1754737084;1754737214;;;
"Anna Butterss";"Mighty vertebrate";"Bishop";"2024";"INTERNATIONAL ANTHEM";1754737211;1754737403;"https://www.deezer.com/track/2876045852";"https://open.spotify.com/track/3UCobZrVeMv97az8kAkZnU";
"Blu Samu";"Moka";"Sade blu";"2018";"PIAS";1754737399;1754737589;"https://www.deezer.com/track/494438002";"https://open.spotify.com/track/1hauGvCigKmk1oIiQ9RuEM";
"Feist";"The reminder ed. Deluxe + bonus";"Fightin' away the tears (feat. Mocky)";"2007";"POLYDOR";1754737589;1754737782;;;
"Francoise Hardy";"Messages personnels";"Comment te dire adieu?";"1968";"VIRGIN";1754737782;1754737925;;;
"Wynton Marsalis";"Joseph Haydn / Leopold Mozart / Johann nepomuk Hummel : Concertos pour trompette et orchestre / Wynton Marsalis";"Concerto pour trompette en Mi bémol Maj : 3. Rondo";"1983";"CBS";1754737923;1754738132;;;
"Raul Paz";"En casa";"Cubano";"2006";"NAIVE";1754738130;1754738347;"https://www.deezer.com/track/92491894";"https://open.spotify.com/track/6qYo5jBCb0h9fTKC5V1EWL";
"Baxter Dury";"I thought I was better than you";"Glows";"2023";"HEAVENLY RECORDINGS";1754738347;1754738517;"https://www.deezer.com/track/2148071657";"https://open.spotify.com/track/7zwudClPkxLcNBQBSLA8jo";
"Nick Cave";"Musiques de films de Bruno Coulais";"Le peuple migarteur : To be by your side";"2008";"NAIVE";1754738515;1754738743;;;
"Sun Atlas";"Return to the spirit";"Sky world";"2024";"MOCAMBO";1754738742;1754738943;"https://www.deezer.com/track/2662701902";"https://open.spotify.com/track/3fKhvGT2T2IsxnEShcewMo";
"The Kinks";"Lola versus Powerman and the Money goround";"This time tomorrow";"1970";"PRT RECORDS";1754738934;1754739134;;;
"Emily Loizeau";"Revisited";"Sister";"2014";"POLYDOR";1754739134;1754739330;"https://www.deezer.com/track/2651690";"https://open.spotify.com/track/60uyu6xGCwNIniwQv3yM8C";
"Sonny Benton & The Typhoons";"Black feeling /  Vol 3";"Brothers on the slide";"2015";"FREESTYLE RECORDS";1754739330;1754739660;"https://www.deezer.com/track/106308768";"https://open.spotify.com/track/2cnSjZvfSZr3jipfQrFAZN";
"Faye Webster";"Underdressed at the symphony";"But not kiss";"2024";"SECRETLY CANADIAN";1754739657;1754739878;"https://www.deezer.com/track/2545643501";;
"Ray Price";"Country & western hit parade : Hillbilly music 1963";"Night life";"1963";"BEAR FAMILY RECORDS";1754739877;1754740159;"https://www.deezer.com/track/608201872";"https://open.spotify.com/track/58EvnxQz4OhOCmuHtCefr5";
"Norah Jones";"Day breaks";"It's a wonderful time for love";"2016";"BLUE NOTE RECORDS";1754740158;1754740385;"https://www.deezer.com/track/133583922";"https://open.spotify.com/track/5oPWYCHejJF8Jwj3hiaTeh";
"Sven Wunder";"Natura morta";"Barocco, ma non troppo";"2021";"PIANO PIANO RECORDS";1754740384;1754740536;"https://www.deezer.com/track/2149427437";"https://open.spotify.com/track/6sw3DFSYPkpiPsDvBQ5XFa";
"Andrea Laszlo De Simone";"Vivo (radio edit)";"Vivo (radio edit)";"2021";"UNIVERSAL";1754740537;1754740803;;;
"Francois & The Atlas Mountains";"Age fleuve";"Adorer";"2025";"INFINE";1754740802;1754741018;"https://www.deezer.com/track/3086380811";"https://open.spotify.com/track/6L4XpBOA7RLqOzPisXagbT";
"Wings";"Band on the run";"Nineteen hundred and eighty five";"1973";"PARLOPHONE";1754741017;1754741343;;;
"Bert Weedon";"The hits of 1959";"Guitar boogie shuffle";"1959";"EMI";1754741341;1754741475;"https://www.deezer.com/track/15962289";"https://open.spotify.com/track/5UbItJCe4KVZLM4WtHs1R4";
"The Strides";"Reclamation";"Fresh lady";"2011";"RECORDKICKS";1754741475;1754741764;;;
"Lola Young";"This wasn't meant for you anyway";"Messy";"2024";"UNIVERSAL ISLAND RECORDS";1754741762;1754742044;"https://www.deezer.com/track/2815968782";"https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2";
"FKJ";"V I N C E N T";"Us";"2022";"ROCHE MUSIQUE";1754742041;1754742277;"https://www.deezer.com/track/1706227277";"https://open.spotify.com/track/7FW2ySkiy0xaE9GdZAFOxy";
"Cravo And Canela";"Preco de cada um";"Amor em jacuma";"1977";"MR BONGO";1754742277;1754742438;;;
"Jean Constantin";"Le poulpe";"Pas tant d'chichi ponpon";"1972";"BARCLAY";1754742437;1754742588;"https://www.deezer.com/track/3330466831";"https://open.spotify.com/track/328qMxVFSFY4gGvHvh7HDm";
"Metronomy";"Metronomy forever";"Walking in the dark";"2019";"BECAUSE MUSIC";1754742587;1754742770;"https://www.deezer.com/track/697409722";"https://open.spotify.com/track/4XXeZ75Fb1olj58drECutq";
"Sebastien Tellier";"Sessions";"Fantino";"2003";"EMPEROR";1754742769;1754742974;"https://www.deezer.com/track/2749371871";;
"Air";"Moon safari";"Kelly, watch the stars !";"1998";"SOURCE";1754742971;1754743194;;;
"Theesatisfaction";"Earthee";"I read you";"2015";"SUB POP RECORDS";1754743191;1754743440;"https://www.deezer.com/track/1137092592";"https://open.spotify.com/track/3L6TCGFRu1P3DJxCtP6B0G";
"Karate Boogaloo";"Hold your horses";"Eyes On The Prize";"2024";"COLEMINE RECORDS";1754743440;1754743543;"https://www.deezer.com/track/2627764662";"https://open.spotify.com/track/56ZNgOUuYXVmioD7pBy6Wd";
"Mildlife";"Chorus";"Future life";"2024";"HEAVENLY RECORDINGS";1754743542;1754743817;"https://www.deezer.com/track/2514003471";"https://open.spotify.com/track/49Z4ep3ToXuPFRykvnFZ0h";
"Pink Floyd";"Dark side of the moon";"Money";"1972";"EMI";1754743815;1754744198;"https://www.deezer.com/track/116914026";;
"Derya Yildirim & Grup Simsek";"Dost 1";"Deniz Dalgasiz Olmaz";"2021";"CATAPULT RECORDS / LES DISQUES BONGO JOE";1754744198;1754744408;"https://www.deezer.com/track/893399152";;
"Inon Zur";"BOF / Starfield";"Into the starfield (main theme)";"2023";"BETHESDA SOFTWORKS";1754744405;1754744567;"https://www.deezer.com/track/2409198285";"https://open.spotify.com/track/325hdqkyHBRYu6ZOZt5Yrh";
"Nancy Sinatra";"Bof James Bond / 13 original themes";"You only live twice";"1967";"EMI";1754744557;1754744721;;;
"Philamore Lincoln";"The north wind blew south";"The north wind blew south";"1969";"EPIC - LEGACY";1754744720;1754744913;"https://www.deezer.com/track/708937872";;
"King Crimson";"In the court of the crimson King";"I talk to the wind";"1969";"DGM";1754744906;1754745271;"https://www.deezer.com/track/586566232";"https://open.spotify.com/track/1T0CdfKPKb1gJi4vCKpZ9C";
"The Offline";"Les cigales";"Les amis";"2024";"DEEPMATTER RECORDS";1754745271;1754745455;"https://www.deezer.com/track/2872695342";"https://open.spotify.com/track/6RQ0hXiwklBX0nsmX2OKkz";
"Lucy Reed";"This is Lucy Reed/Complete recordings 1950-1957";"Born to blow the blues";"1957";"FRESH SOUND RECORDS";1754745454;1754745734;"https://www.deezer.com/track/62568017";"https://open.spotify.com/track/2ntku0sep4wEdV8N5vMI0k";
"Huckleberry Finn Jr";"En route pour la gloire";"A la source";"2021";"LA MAISON DANS L'ARBRE";1754745732;1754745897;;;
"Alsarah & The Nubatones";"Seasons of the road";"Soudani";"2025";"SOUNDWORKS";1754745891;1754746216;;;
"Ariel Kalma";"The closest thing to silence";"Dizzy ditty";"2024";"INTERNATIONAL ANTHEM";1754746213;1754746487;"https://www.deezer.com/track/2535982851";"https://open.spotify.com/track/0g3mbHAfSm6Wq6GQ97yMJX";
"Robert Palmer";"Every kinda people";"Johnny and Mary";"1980";"ISLAND";1754746485;1754746720;"https://www.deezer.com/track/610867942";"https://open.spotify.com/track/0ldTcpmFsxEASGiBBIfVLW";"https://music.apple.com/fr/album/johnny-and-mary/1646555583?i=1646556115&uo=4"
"Earl Harrison";"Sixty Smokin' Soul Senders";"Humphrey stomp";"1966";"";1754746717;1754746870;"https://www.deezer.com/track/3445512271";;
"Denise La Salle";"Chess soul/A decade of Chicago's finest";"A love reputation";"1966";"UNIVERSAL";1754746868;1754747031;"https://www.deezer.com/track/67646209";;
"Apifera";"Keep the outside open";"Orange encounter";"2024";"STONES THROW";1754747029;1754747083;"https://www.deezer.com/track/2727943571";"https://open.spotify.com/track/5iGI8uHltMeczwIsEBp22k";
"Joe Bel";"BOF / Tout pour être heureux";"Salut les amoureux";"2016";"NAIVE";1754747081;1754747403;"https://www.deezer.com/track/121218538";"https://open.spotify.com/track/58J6nxco5YGWtLAaM8khnX";
"Minus & Mrdolly";"Giant stops";"Compteur de tierces (feat. Malu)";"2023";"JAZZEGO";1754747401;1754747517;;;
"Blackstreet & Dr. Dre";"Another level";"No diggity";"1996";"INTERSCOPE RECORDS";1754747515;1754747819;;;
