"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Matt Costa";"Yellow coat";"So I say goodbye";2020;"DANGERBIRD RECORDS";1704189473;1704189664;"https://www.deezer.com/track/929191972";"https://open.spotify.com/track/0dzujRzJgKAkBwOaDEGQ7V";
"Moondog";"The german years 1977-1999";"Dog trot";1994;"ROOF MUSIC";1704189662;1704189804;;;"https://music.apple.com/fr/album/dog-trot/1470686409?i=1470686494&uo=4"
"Andrea Laszlo De Simone";"I nostri giorni";"I nostri giorni";2023;"EKLER'O'SHOCK/VIRGIN";1704189804;1704190030;"https://www.deezer.com/track/2106650387";;
"Leo Ferre";"L'indigné : Verlaine et Rimbaud chantés par Léo Ferré (cd.5)";"Il patinait merveilleusement";1964;"BARCLAY";1704190025;1704190132;;;"https://music.apple.com/fr/album/il-patinait-merveilleusement/1444213326?i=1444213416&uo=4"
"Forever Pavot";"BOF / Baby sitter";"Roller 2";2022;"BMM RECORDS";1704190130;1704190265;"https://www.deezer.com/track/1732936347";"https://open.spotify.com/track/5Xow65fcPvy7WtkPruab7H";"https://music.apple.com/fr/album/roller-2/1621262493?i=1621263488&uo=4"
"Nick Cave & The Bad Seeds";"The best of";"Red right hand";1996;"MUTE";1704190260;1704190552;;;
"Vera Sola";"The line / Desire path";"Desire path";2023;"CITY SLANG";1704190545;1704190829;;"https://open.spotify.com/track/3u8EP1ZimgWt8Xh4KUP5Qc";
"Elliott Smith";"Xo";"Tomorrow tomorrow";1998;"DREAMWORKS RECORDS";1704190822;1704191012;"https://www.deezer.com/track/2532672";"https://open.spotify.com/track/1cYudm5fk5igcsjroJKmFw";"https://music.apple.com/fr/album/tomorrow-tomorrow/1440760785?i=1440760808&uo=4"
"Tuatara";"Underworld";"She dreams of snow";2014;"SUNYATA RECORDS";1704191005;1704191211;;"https://open.spotify.com/track/7EpHNfGDzvwfgmxg6fnzAf";"https://music.apple.com/fr/album/she-dreams-of-snow/879708021?i=879708036&uo=4"
"Tom Ze";"Tom Zé";"Lá vem a onda";1970;"RGE";1704191206;1704191385;"https://www.deezer.com/track/93591712";"https://open.spotify.com/track/5fwEN7ftDTrqTpxOwadeIX";
"Kokoroko";"Carry me home";"Carry me home (radio edit)";2020;"BROWNSWOOD RECORDINGS";1704191381;1704191648;;;
"France Gall";"1968";"Nefertiti";1968;"PHILIPS";1704191643;1704191786;"https://www.deezer.com/track/2190814317";;
"Kronos Quartet";"Floodplain";"Ya habibi ta'ala (my love, come quickly)";2009;"NONESUCH";1704191782;1704191961;;;
"Cleo Sol";"Gold";"Gold";2023;"FOREVER LIVING ORIGINALS";1704191956;1704192231;;"https://open.spotify.com/track/1cwQahQmKdmKaCijjdNEv3";
"Minnie Riperton";"The Minnie Riperton anthology";"Light my fire";1979;"STATESIDE";1704192220;1704192526;;"https://open.spotify.com/track/5TM03g2eFgjqQ0cCUyujRE";
"Adrian Quesada";"Jaguar sound";"Turk’s cap";2022;"ATO RECORDS";1704192517;1704192706;"https://www.deezer.com/track/1915263587";"https://open.spotify.com/track/7ebl3MiDQaViqp0zrg7d5x";
"Dolly Parton";"Country & Western hit parade - 1970";"Joshua";1971;"BEAR FAMILY RECORDS";1704192700;1704192877;;"https://open.spotify.com/track/42cDyuTfjSIuDSqrRwC1Mc";
"Eddy Mitchell";"Ou presque 1960-1964";"Quand je te vois";1961;"POLYDOR";1704192875;1704193021;;;
"Johnny Weismuller";"Jodler: du Tyrol au Texas";"Cri de Tarzan";1932;"ARB";1704193019;1704193028;;;
"The Intruders";"The very best of";"Me tarzan, you Jane";2014;"SONY";1704193023;1704193161;"https://www.deezer.com/track/1031092";;
"Eydis Evensen";"Bylur";"Bylur";2021;"SONY / XXIM";1704193157;1704193402;"https://www.deezer.com/track/1287158212";"https://open.spotify.com/track/3xjaaBf7ef5TWermNspKOM";
"Bill Ryder-Jones";"Lechyd da";"How beautiful I am";2024;"DOMINO";1704193396;1704193650;;"https://open.spotify.com/track/29wvuq2uL6sbOSx7OoK9PY";
"Wu Tang Clan";"Enter The Wu-Tang (36 Chambers)";"C.r.e.a.m.";1993;"RCA";1704193646;1704193897;;;
"Professor Longhair";"New orleans funk";"Big chief";1964;"SOUL JAZZ RE";1704193896;1704194030;"https://www.deezer.com/track/204625";;
"Dr. John";"Locked down";"Kingdom of izzness";2012;"NONESUCH";1704194018;1704194238;;"https://open.spotify.com/track/1kld11ZFu4ZwFQNgiCZRPq";
"Vv Brown";"Am I British yet ?";"Just be good to me";2023;"YOY RECORDS / VIRGIN RECORDS";1704194231;1704194445;;;
"Teme Tan";"Quand il est seul";"Pancake";2023;"PIAS";1704194445;1704194634;;"https://open.spotify.com/track/27wFQLFRP4AOOdGctfkQLK";
"Romeo Elvis";"Chocolat";"Chocolat";2019;"BARCLAY";1704194627;1704194786;;"https://open.spotify.com/track/1Qm73NJZmEtqm7yOConu1C";"https://music.apple.com/fr/album/chocolat/1459660139?i=1459660148&uo=4"
"Giuliano Sorgini";"Lavoro e tempo libero";"Curiosita'";1980;"SONOR MUSIC";1704194784;1704194922;;;
"10 CC";"Deceptive bends";"Honeymoon with b troop";1977;"MERCURY";1704194919;1704195089;;;
"Feist";"Let it die";"Inside And Out";2004;"POLYDOR";1704195084;1704195342;"https://www.deezer.com/track/2431294";"https://open.spotify.com/track/6rouj6pwJgrh6whnljzXPd";"https://music.apple.com/fr/album/inside-and-out/1443379135?i=1443379616&uo=4"
"Any Other";"Stillness, stop : You have a right to remember";"Awful thread";2024;"42 RECORDS";1704195335;1704195587;;"https://open.spotify.com/track/07AL92L7XkfQCO4cCr7klK";
"Gautier Capucon";"Arpeggione / Gautier Capuçon et Frank Braley interprètent Schubert";"5 stucke im volkston op 102 : Mit humor";2013;"ERATO";1704195580;1704195785;;;
