"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Feist";"Let it die";"Leisure Suite";2004;"POLYDOR";1706090177;1706090422;"https://music.apple.com/fr/album/leisure-suite/1443379135?i=1443379604&uo=4";"https://www.deezer.com/track/2431289";"https://open.spotify.com/track/7IEor9fMKyXvn7fj6kKPeR"
"Feist";"Let it die";"Leisure Suite";2004;"POLYDOR";1706090421;1706090666;"https://music.apple.com/fr/album/leisure-suite/1443379135?i=1443379604&uo=4";"https://www.deezer.com/track/2431289";"https://open.spotify.com/track/7IEor9fMKyXvn7fj6kKPeR"
"Armando Trovajoli";"Armando Trovajoli in lounge";"L'arcidiavolo : L'Arcidiavolo (Titoli)";1966;"VERITA NOTE";1706090421;1706090582;;;
"The Who";"The who hits 50";"I can see for miles";1967;"POLYDOR";1706090580;1706090825;;;
"Edwin Starr";"Motown greatest hits";"25 miles";1969;"MOTOWN";1706090824;1706091024;;;
"Jamila Woods";"Legacy ! legacy !";"Miles";2019;"JAGJAGUWAR";1706091021;1706091209;"https://music.apple.com/fr/album/miles/1450438412?i=1450438421&uo=4";"https://www.deezer.com/track/650851612";"https://open.spotify.com/track/4XZsaIbTFY1tEUWF3CxhJC"
"Ivan Mamao Conti";"Poison fruit";"Ninho";2019;"FAR OUT RECORDINGS";1706091209;1706091403;;;
"Keyon Harrold";"Foreverland";"Beautiful day (feat. PJ Morton)";2024;"CONCORD JAZZ";1706091402;1706091606;"https://music.apple.com/fr/album/beautiful-day-feat-pj-morton/1703096626?i=1703096647&uo=4";;
"Donna Blue";"Fantasy girl";"Fantasy girl";2023;"SNOWSTAR RECORDS";1706091604;1706091824;"https://music.apple.com/fr/album/fantasy-girl/1727743453?i=1727743757&uo=4";"https://www.deezer.com/track/2633554232";"https://open.spotify.com/track/3sRmrWzNzGVRustvTQxFbG"
"Johnny Cash";"20 original albums : The fabulous / CD 1";"Don't Take Your Guns To Town";1959;"SONY MUSIC";1706091820;1706091998;;"https://www.deezer.com/track/2645324342";
"Ry Cooder";"Bof : Performance";"Powis square";1970;"WARNER BROS";1706091997;1706092140;;;
"Steve & Teresa";"Aloha got soul";"Kaho'olawe song";1983;"STRUT RECORDS";1706092137;1706092334;;;
"The Loire Valley Calypsos";"Chalonnes island";"Take her to Jamaica";2017;"MAAULA RECORDS";1706092332;1706092515;;;"https://open.spotify.com/track/15K9zF9QG6zKNHiojCQK1R"
"Avije";"Black jungle (Dub Cavern mix)";"Black jungle (Dub Cavern mix)";2023;"AUTOPRODUCTION";1706092514;1706092734;;;
"Koralle";"New Levels / Chartreuse";"New levels (feat. Illa J)";2024;"FOUR FLIES RECORDS";1706092733;1706092896;"https://music.apple.com/fr/album/new-levels-feat-illa-j/1721492838?i=1721492839&uo=4";;
"Zero 7";"Simple things";"End theme";2001;;1706092889;1706093107;"https://music.apple.com/fr/album/end-theme/1326273139?i=1326273888&uo=4";;"https://open.spotify.com/track/3PLOqzqN6hKdxyUZ5Yv4va"
