"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Olivier Temime";"Inner Songs";"Raahsan (feat. Raahsan Roland Kirk)";2023;"Day After Music";1704736388;1704736653;;;;
"Leon Thomas";"Blues and the soulful truth";"Shape your mind to die";1972;"RCAVICTOR";1704736651;1704736970;"https://music.apple.com/fr/album/shape-your-mind-to-die/1621363863?i=1621364555&uo=4";;"https://open.spotify.com/track/5BT9JFNCawXGYbPEY0dCzp";
"Theo Croker";"Blk2tLife / A future past";"Pathways";2021;"MASTERWORKS / SONY";1704736966;1704737266;"https://music.apple.com/fr/album/pathways/1577153325?i=1577153343&uo=4";;"https://open.spotify.com/track/7vR5fD6K8I4tMazCBpqzJQ";
"Sarah Elizabeth Charles";"Inner Dialogue";"White and blue";2015;"SARAH ELIZABETH CHARLES";1704737259;1704737566;"https://music.apple.com/fr/album/white-and-blue/971970623?i=971970948&uo=4";;"https://open.spotify.com/track/034qz9FeakH0KmCHJKmWsD";
"Airelle Besson";"Aïrés";"Pavane Pour Une Infante Defunte";2017;"ALPHA";1704737562;1704737880;;;"https://open.spotify.com/track/2PgOaNVGZ42124j5O3v2nz";
"Donna Brooks";"I'll take romance";"The lamp is low";1956;"FRESH SOUND RECORDS";1704737877;1704738016;;;;
"The Four Brothers";"Together Again";"Ten years later";1957;"RCA RECORDS";1704738013;1704738197;;"https://www.deezer.com/track/1925119827";;
"Esaie Cid Quartet";"La Suite Audonienne";"Cressé mambo";2022;"FRESH SOUND";1704738196;1704738460;;;;
"The Chanters";"Jukebox mambo / Vol.2";"She wants to mambo";1954;"JAZZ MAN";1704738459;1704738630;;;;
"Ray Charles";"Genius : The ultimate collection";"Hide nor hair";1962;"CONCORD";1704738626;1704738814;"https://music.apple.com/fr/album/hide-nor-hair/898091874?i=898094898&uo=4";;;
"John Scofield";"That's what I say / John Scofield plays the music of Ray Charles";"Hit the road Jack";2005;"VERVE";1704738812;1704739136;"https://music.apple.com/fr/album/hit-the-road-jack/1443121761?i=1443121851&uo=4";;"https://open.spotify.com/track/0wJuo83fkN7FmI13ylmHIK";
"Clark Terry";"Sextet & Octet";"Georgia on my mind";1963;"FRESH SOUND";1704739136;1704739399;;;;
"Francois Chassagnite";"Chat-ssagnite";"C'est le printemps (It might as well be spring)";2010;"FREMEAUX ET ASSOCIES";1704739396;1704739768;;"https://www.deezer.com/track/137072052";;
"Allison Wheeler";"Winterspring";"Winterspring";2022;"UBUNTU MUSIC";1704739762;1704740059;;;"https://open.spotify.com/track/409EwitfsgoyeLzkLXMOGD";
"Keith Jarrett";"Expectations";"Common mama";1972;"Columbia";1704740055;1704740544;"https://music.apple.com/fr/album/common-mama/169013287?i=169013406&uo=4";"https://www.deezer.com/track/74529539";"https://open.spotify.com/track/4aQOn5HK2KMDSK0B5ieWSy";
"Mandisi Dyantyis";"Cwaka";"Impumelelo";2021;"PLATOON";1704740544;1704740772;;"https://www.deezer.com/track/1562507682";"https://open.spotify.com/track/3C2rDcQ9VJys9SeYX6kA3T";
"Adrien Chicot";"Sound of Eymet";"Funk for Slem";2023;"Finger Snap";1704740771;1704741045;"https://music.apple.com/fr/album/funk-for-slem/1662653826?i=1662654482&uo=4";;"https://open.spotify.com/track/70LIPymr0Rcnp2nGQqsOEA";
"Eddie Henderson";"Sunburst";"The kumquat kids";1975;"BLUENOTE";1704741043;1704741310;;;;
"Nate Smith";"Kinfolk 2 : see the birds";"Altitude (feat. Joel Ross & Michael Mayo)";2021;"EDITION RECORDS";1704741304;1704741617;"https://music.apple.com/fr/album/altitude-feat-joel-ross-michael-mayo/1568562085?i=1568562314&uo=4";;;
"Bojan Z";"Soul shelter";"Hometown";2012;"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1704741617;1704741947;"https://music.apple.com/fr/album/hometown/1443383362?i=1443383375&uo=4";"https://www.deezer.com/track/16208758";"https://open.spotify.com/track/6oiF1RZHZUZYkjK2wbC8Y1";
"Harry Connick Jr";"Occasion";"All things";2005;"MARSALIS MUSIC";1704741934;1704742287;;;;
"Bill Evans";"Stan Getz & Bill Evans";"Grandfather's waltz";1973;"VERVE";1704742283;1704742670;;;"https://open.spotify.com/track/02KOM4CMj7RcOGonUJUXc8";
"Betty Carter";"Social call / Vol. 3";"Thou swell";1955;"COLUMBIA";1704742663;1704742762;"https://music.apple.com/fr/album/thou-swell/449389902?i=449389940&uo=4";"https://www.deezer.com/track/414411512";;
"Thomas Mayeras";"Tenderly at home";"Your turn";2022;"CRISTAL";1704742762;1704743009;"https://music.apple.com/fr/album/your-turn/1616233385?i=1616234168&uo=4";"https://www.deezer.com/track/1698150757";"https://open.spotify.com/track/2bQBJG92duhyqWKlzjRIgE";
"Enzo Carniel";"NO(w) Beauty";"Marius's delight";2023;"Menace";1704743006;1704743394;;;"https://open.spotify.com/track/6lDTy6FBOzOn0JC4OPBmTh";
"Emile Londonien";"Legacy";"An ode";2023;"NAIVE";1704743389;1704743688;"https://music.apple.com/fr/album/an-ode/1652682712?i=1652683291&uo=4";;"https://open.spotify.com/track/3k8SGIu43HevAGZAONbTuY";
"Cassandra Wilson";"New moon daughter";"Harvest moon";1995;"BLUENOTE";1704743668;1704743957;"https://music.apple.com/fr/album/harvest-moon/724061643?i=724061745&uo=4";;"https://open.spotify.com/track/21HsI1RpRHEjbUjmzHtIyj";
"David Enhco";"Layers";"Childhood memories";2014;"NOME";1704743953;1704743999;"https://music.apple.com/fr/album/childhood-memories/917562926?i=917562993&uo=4";;"https://open.spotify.com/track/059CRwr544LEliCtVJRcWG";
"Thomas Galliano Quintet";"Walking towards the unknown";"Terre rouge";2019;"FRESH SOUND";1704743999;1704744348;;;;
"Kenny Drew";"Recollections";"Copenhagen blues";1990;"Timeless";1704744344;1704744667;;;;
"Meredith D Ambrosio";"By myself";"Once upon a long ago";2012;"Naïve";1704744663;1704744929;;;;
"Oscar Peterson";"Oscar Peterson plays the Harold Arlen song book";"As long as I live";1954;"VERVE";1704744924;1704745182;"https://music.apple.com/fr/album/as-long-as-i-live/1444022297?i=1444024535&uo=4";"https://www.deezer.com/track/395336962";"https://open.spotify.com/track/5rTc0Sc1d0xsSsQLBGryM8";
"Jimmy Cobb";"Marsalis music honors";"Can you read my mind";2006;"MARSALIS MUS";1704745181;1704745628;"https://music.apple.com/fr/album/can-you-read-my-mind/1443063159?i=1443063651&uo=4";;;
"Carmen McRae";"Woman talk";"Sometimes I'm happy";1973;"Mainstream";1704745625;1704745827;;;;
"Rosario Giuliani";"More than ever";"J.F.";2004;"Dreyfus";1704745826;1704746183;;;;
"Clifford Brown & Max Roach Quintet";"The Emarcy Master Takes";"Parisian thoroughfare";1954;"Verve";1704746179;1704746614;"https://music.apple.com/fr/album/parisian-thoroughfare/1434920027?i=1434920176&uo=4";;;
"Melody Gardot";"Currency of man";"Don't talk";2015;"DECCA";1704746609;1704746859;"https://music.apple.com/fr/album/dont-talk/1440986345?i=1440986347&uo=4";;"https://open.spotify.com/track/1loZyag1GtHgORPBiooFBi";
"Cyrus Chesnut";"The dark before the dawn";"Steps of trane";1994;"ATLANTIC";1704746854;1704747056;;;;
"Avishai Cohen";"Almah";"A child is born";2013;"PARLOPHONE";1704747053;1704747432;"https://music.apple.com/fr/album/a-child-is-born/725507603?i=725507616&uo=4";;"https://open.spotify.com/track/4liKNesnlwy5nlq5z4qdXu";
"Linda Lawson";"Introducing Linda Lawson";"Mood indigo";1955;"FRESH/SOUND";1704747429;1704747588;;"https://www.deezer.com/track/8106126";;
"The Jazz Defenders";"Scheming";"Scheming";2019;"HAGGIS RECORDS";1704747588;1704747774;"https://music.apple.com/fr/album/scheming/1487784953?i=1487784959&uo=4";;"https://open.spotify.com/track/2u6BcyVWfUHT7DUzoPd4Lz";
"Terje Rypdal";"Waves";"Per ulv";1978;"ECM";1704747773;1704748283;"https://music.apple.com/fr/album/per-ulv/1443148721?i=1443148734&uo=4";;"https://open.spotify.com/track/6tD26zTb6A8pkgpXjLPZ1k";
"Erik Truffaz & Sly Johnson";"Paris";"Addis abeba";2008;"BLUENOTE";1704748280;1704748561;"https://music.apple.com/fr/album/addis-abeba/693232034?i=693232038&uo=4";;;
"Lester Young";"Pres & Sweets";"I found a new baby";1955;"VERVE";1704748559;1704748909;;"https://www.deezer.com/track/602449982";;
"Jowee Omicil";"Let's bash !";"Asi paré";2017;"JAZZ VILLAGE";1704748908;1704749155;;;"https://open.spotify.com/track/2iOV1KaEAV5s72hAs9wR0d";
"Denise Jannah";"Take it from the top";"Groovin' high";1991;"Timeless";1704749153;1704749409;"https://music.apple.com/fr/album/groovin-high/293092758?i=293092801&uo=4";;"https://open.spotify.com/track/33XKzD9pzZTWyDJUBsWM0x";
"Giovanni Ceccarelli Trio";"Météores";"Facasi";2011;"BONSAI";1704749409;1704749779;;;;
"The Art Pepper Quartet";"The Art Pepper quartet";"Pepper pot";1956;;1704749774;1704750073;;"https://www.deezer.com/track/118086936";;
"Susi Hyldgaard";"Home sweet home";"Beautiful balloon";2002;"H MUNDI";1704750073;1704750331;;"https://www.deezer.com/track/29261511";"https://open.spotify.com/track/2iryRb8VHbDFbGeZ5HkuZx";
"The Lloyd McNeill Quartet";"Washington suite";"2504 cliffbourne pl.";1970;"Universal Sound";1704750330;1704750686;;;;
"Michel Portal";"Birdwatcher";"Distira Lanoan";2007;"UNIVERSAL";1704750684;1704751047;;"https://www.deezer.com/track/1108869";;
"Chet Baker";"Chet Baker : Embraceable you/Previously unrealeased sessions";"The night we called it a day";1957;"PACIFIC JAZZ";1704751044;1704751184;"https://music.apple.com/fr/album/the-night-we-called-it-a-day/724257939?i=724258148&uo=4";;;
"Noe Huchard";"Song for";"San Rafaël pt. 1";2019;"SOUPIR MUSIQUE";1704751184;1704751393;;;;
"Kazumi Watanabe";"Dandyism";"Spain";1998;"EMARCY";1704751388;1704751753;;"https://www.deezer.com/track/13575712";;
"Harold Lopez Nussa";"El viaje";"Feria";2016;"Mack Avenue";1704751749;1704751980;;;;
"Benny Golson";"Benny Golson's New York scene";"Whisper Not";1958;"CONTEMPORARY";1704751975;1704752336;;"https://www.deezer.com/track/1396691732";;
"Khalil Chahine";"Noun";"Dar Es Salam";2009;"TURKHOISE";1704752332;1704752764;;;;
"Flora Purim";"Milestone memories";"Open your eyes, you can fly";1976;"BGP RECORDS";1704752760;1704753026;"https://music.apple.com/fr/album/open-your-eyes-you-can-fly/1444084642?i=1444084660&uo=4";;"https://open.spotify.com/track/7JO9TTCSaddRgJ3YYjRXf4";
"Misja Fitzgerald Michel";"Encounter";"Central park west";2005;"NO FORMAT";1704753027;1704753333;;;;
"Jimmy Giuffre";"The Jimmy Giuffre 3";"The Easy Way";;;1704753328;1704753680;"https://music.apple.com/fr/album/the-easy-way/561793554?i=561793562&uo=4";;"https://open.spotify.com/track/72wDPwYN9epQJNCNNlMq5g";
"Zatar";"Aremu";"Ederlezi";2018;"VDE-GALLO";1704753678;1704754085;;;;
"Randy Weston";"Saga";"The three pyramids and the sphynx";1995;"Verve";1704754083;1704754453;"https://music.apple.com/fr/album/the-three-pyramids-and-the-sphynx/1444169285?i=1444170169&uo=4";;"https://open.spotify.com/track/7ad9fSzZTA6Df2T2aSmB3s";
"Christian Escoude";"Catalogne";"Choti";2010;"Plus Loin Music";1704754452;1704754630;;;;
"Frank Sinatra";"Sinatra's Swingin' Session!!!";"Blue moon";1960;"CAPITOL";1704754629;1704754798;;;;
"Alan Braufman";"The fire still burns";"Morning bazaar";2020;"VALLEY OF SEARCH";1704754800;1704755112;"https://music.apple.com/fr/album/morning-bazaar/1601876764?i=1601877186&uo=4";;"https://open.spotify.com/track/2Ma2gyo1qXQu7DcKdN6Hg9";
"Benny Golson";"Free";"Sock cha";1962;"CHESS@";1704755110;1704755531;;;;
"Laurent De Wilde";"Time 4 change";"The present";2000;"WARNER";1704755530;1704755840;"https://music.apple.com/fr/album/the-present/41000130?i=41000166&uo=4";;"https://open.spotify.com/track/6mt5COFXt3syYJytAhI0A2";
"Roy Buchanan";"Sweet dreams: The anthology";"Wayfaring pilgrim";1974;"POLYDOR";1704755840;1704756139;"https://music.apple.com/fr/album/wayfaring-pilgrim/1443903281?i=1443903414&uo=4";"https://www.deezer.com/track/549318552";"https://open.spotify.com/track/6yJ6VtC0IQ4BC47Aj6MkZ3";
"Shabaka And The Ancestors";"Wisdom of elders";"Joyous";2016;"BROWNSWOOD RECORDINGS";1704756136;1704756533;"https://music.apple.com/fr/album/joyous/1561230990?i=1561231252&uo=4";"https://www.deezer.com/track/1302577112";"https://open.spotify.com/track/1dznd0YJ26B9NIUJcQZOKh";
"The Andrews Sisters";"100 refrains pour la libération";"Rhum and Coca Cola";1944;"PUZZLE";1704756531;1704756718;;;;
"Rusconi Trio";"Stop and go";"Old man tellin' a story";2007;"UNIT RECORDS";1704756718;1704756975;;;;
"Hugh Masekela";"Home Is Where The Music Is";"Part of a whole";1972;"Verve";1704756972;1704757544;"https://music.apple.com/fr/album/part-of-a-whole/1442922965?i=1442922968&uo=4";;"https://open.spotify.com/track/0SmobfDhedgZR7ivsC8662";
"Roberto Fonseca";"Akokan";"Siete potencias (bu kantu)";2009;"enja";1704757542;1704757849;;;;
"Charlie Parker";"Bird The Savoy recordings master tapes";"Perhaps";1948;"SAVOY";1704757850;1704758003;;"https://www.deezer.com/track/537440952";;
"Joe Lovano";"Bird Songs";"Barbados";2011;"Blue Note";1704758002;1704758376;;;;
"John Pizzarelli";"Dear mr. Cole";"Too marvelous for words";1994;"BMG";1704758375;1704758499;;;;
"Maya Dunietz";"Free the dolphin";"Shtyner";2021;"RAW TAPES RECORDS";1704758499;1704758714;"https://music.apple.com/fr/album/shtyner/1559320196?i=1559320198&uo=4";;"https://open.spotify.com/track/5OfrVjrDac782MutJZKMJo";
"Archie Shepp";"The way ahead";"Damn if I know";1968;"IMPULSE";1704758711;1704759083;;;;
"Karrin Allyson";"In blue";"Hum drum blues";2002;"CONCORD";1704759080;1704759412;"https://music.apple.com/fr/album/hum-drum-blues/1443271504?i=1443271643&uo=4";;"https://open.spotify.com/track/1JdjtQpwlSe3Co12sJLwEf";
"Didier Lockwood";"Caron, Ecay, Lockwood";"Angelito";1989;"DISQUES JMS";1704759412;1704759671;;;;
"Thomas Enhco";"Someday my Prince Will come";"Kinderszenen op.15 (scenes from childhood) : n°1 - about foreign lands and people";2009;"LABEL AMES";1704759669;1704759912;;;;
"Oscar Brown Jr";"Tells it like it is ! / In a new mood";"All blues";1963;"COLLECTABLES";1704759909;1704760153;;;;
"E.S.T.";"Tuesday wonderland";"Goldwrap";2006;"ACT";1704760153;1704760386;"https://music.apple.com/fr/album/goldwrap/299886637?i=299886696&uo=4";;;
"Gary Burton";"Reunion";"Reunion";1990;"GRP";1704760384;1704760693;;;"https://open.spotify.com/track/5fKdPniOfocwCPorRsFiI1";
"Robert De Niro";"BOF / Malavita";"Malavita : 20 million dollars (interlude dialogue)";2013;"EUROPACORP";1704760689;1704760707;;;;
"Dayme Arocena";"One Takes";"African sunshine";2016;"Brownswood";1704760705;1704761293;"https://music.apple.com/fr/album/african-sunshine/1561173315?i=1561173330&uo=4";;"https://open.spotify.com/track/0Fnn29xZeXPmFdCPMNP7V3";
"Al Cohn";"Natural rhythm";"Doggin' around";1955;"BMG";1704761293;1704761473;;;;
"Daniel Zimmermann";"Montagnes russes";"Au temps ôtant";2016;"Label Bleu";1704761473;1704761864;"https://music.apple.com/fr/album/au-temps-%C3%B4tant/1210896616?i=1210897127&uo=4";;"https://open.spotify.com/track/4xzqbxAtFNqiFI0gEdn3pV";
"Carla Bley";"Dinner music";"Dining alone";1977;"WATT RECORDS";1704761861;1704762134;"https://music.apple.com/fr/album/dining-alone/1443488450?i=1443488467&uo=4";;"https://open.spotify.com/track/73kaLPWfhQ74Oaz24ouk3U";
"Airelle Besson";"Try !";"The sound of your voice part II";2021;"Papillon Jaune";1704762134;1704762281;;;;
"Ray Bryant Trio";"Ray Bryant Trio";"Golden Earrings";1957;"PRESTIGE";1704762280;1704762570;"https://music.apple.com/fr/album/golden-earrings/568566549?i=568566563&uo=4";"https://www.deezer.com/track/61290158";"https://open.spotify.com/track/7GjMSAdmOGTsyOsiN9pjO0";
"Medeski Martin And Wood";"Let's go everywhere";"The Train Song";2008;"LITTLE MONTE";1704762569;1704762798;;;;
"Airto Moreira";"Free";"So tender";1972;"CTI RECORDS";1704762799;1704763091;;;;
"Bojan Z";"Tetraband / Humus";"August song";2009;"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1704763089;1704763442;;;"https://open.spotify.com/track/31F1xCrtZvYe7kALucFfpx";
"Dinah Washington";"Dinah jams";"I've got you under my skin";1954;"EMARCY";1704763442;1704763761;"https://music.apple.com/fr/album/ive-got-you-under-my-skin/650462628?i=650464074&uo=4";;;
"GoGo Penguin";"GoGo Penguin";"Kora";2020;"Blue Note";1704763759;1704764090;"https://music.apple.com/fr/album/kora/1499870154?i=1499870350&uo=4";;"https://open.spotify.com/track/37bTG3cP2dvDp7a0TCJnnh";
"Takeo Moriyama";"Spiritual jazz vol.8 / Japan : part I & II modal, esoteric & ethereal jazz from Japan 1961 - 1983";"Watarase";1981;"JAZZMAN RECORDS";1704764090;1704764487;;"https://www.deezer.com/track/2541349411";;
"Theorem Of Joy";"L'hiver";"Atoll";2021;"Déluge";1704764488;1704764847;"https://music.apple.com/fr/album/atoll/1570118195?i=1570118681&uo=4";;"https://open.spotify.com/track/6KPn9BsFpsBGjuYNe4qVJE";
"Ramsey Lewis";"A complete introduction to Chess Checker Cadet";"Wade in the water";1966;"CHESS";1704764844;1704765068;"https://music.apple.com/fr/album/wade-in-the-water/1423313461?i=1423313630&uo=4";;"https://open.spotify.com/track/6vH7rcUoSok4FYH6RTRIAE";
"Brandee Younger & Dezron Douglas";"Force majeure";"Never can say goodbye";2020;"INTERNATIONAL ANTHEM";1704765066;1704765210;;;;
"Al Jarreau";"1965";"The masquerade is over";1965;"BAINBRID";1704765206;1704765600;;"https://www.deezer.com/track/446109612";;
"Brad Mehldau";"BOF / Mon chien Stupide";"Henri's Lament";2019;"MY MELODY";1704765600;1704765850;"https://music.apple.com/fr/album/henris-lament/1484553644?i=1484553876&uo=4";;"https://open.spotify.com/track/17Qb6auZCDzq8XrYG6Buku";
"Art Ensemble Of Chicago";"Coming home Jamaica";"Odwalla theme";1998;"WEA";1704765847;1704766150;;;;
"Indra Rios Moore";"Heartland";"Your long journey";2015;"IMPULSE";1704766149;1704766390;;;;
"Ike Quebec";"Heavy soul";"Brother can you spare a dime";1961;"BLUE NOTE";1704766386;1704766710;"https://music.apple.com/fr/album/brother-can-you-spare-a-dime/724772928?i=724773111&uo=4";"https://www.deezer.com/track/136425986";;
"Rosario Giuliani";"Anything else";"Conversation";2006;"DREYFUS JAZZ";1704766709;1704767078;;;"https://open.spotify.com/track/2n2sBH7OsUNFqafqL1ndgd";
"Rudy Smith";"What pan did for me";"Otinku";1971;"CAPRICE";1704767074;1704767302;;;;
"Jean Louis Matinier";"Confluences";"Jardins d'enfance";2003;"ENJA";1704767302;1704767677;;;;
"Horace Silver Quintet";"Further Explorations";"The outlaw";1958;"Blue Note";1704767669;1704768033;;;;
"Ursus Minor";"I will not take """"but"""" for an answer";"Hope";2010;"HOPE STREET";1704768032;1704768312;;;;
"Andy Sheppard (Saxophone ténor)";"Inclassificable";"Hush hush";1995;"Label Bleu";1704768308;1704768711;;;;
"Yazz Ahmed";"La saboteuse";"Organ eternal";2017;"NAIM RECORDS";1704768707;1704769146;;"https://www.deezer.com/track/356151051";"https://open.spotify.com/track/3Qr2kgtrDRdRGpr1HdQSRS";
"Dizzy Gillespie";"Jambo Caribe";"Poor Joe";1964;"VERVE";1704769141;1704769296;"https://music.apple.com/fr/album/poor-joe/1434901076?i=1434901467&uo=4";;"https://open.spotify.com/track/5xqYAlPBsapBrWKuzw4O1Y";
"Time Grove";"More than one thing";"Sir blunt";2019;"WAH WAH 45S";1704769296;1704769505;;;;
"Dexter Gordon";"Something different";"Winther's calling";1975;"STEEPLE CHASE";1704769502;1704770092;;;;
"Tierney Sutton";"On the other side";"Get happy (version 2)";2007;"TELARC";1704770091;1704770395;;;;
"Nathan Davis Sextet";"Peace Treaty";"Sconsolato";1965;"Heavently Sweetness";1704770393;1704770597;;;;
"Stephane Guillaume";"Windmills chronicles";"A helicon on the lookout";2009;"GEMINI RECOR";1704770594;1704770951;;;;
"Barbara Casini";"Vento";"L'Angelo";1999;"Label Bleu";1704770951;1704771176;;;"https://open.spotify.com/track/4xxlpdRKbCdPjpL6InlKtK";
"Gogo Penguin";"V2.0";"One percent";2014;"GONDWANA";1704771175;1704771506;"https://music.apple.com/fr/album/one-percent/1579118524?i=1579118908&uo=4";;"https://open.spotify.com/track/3dXZzp9AVRrfNgF9aQAjcw";
"Sonny Stitt";"The Complete Original Quartet Recordings";"Fine and Frisky";2005;"Lone Hill Jazz";1704771505;1704771793;;;;
"Stacey Kent";"Dreamsville";"Under a blanket of blue";2000;"CANDID";1704771791;1704772029;"https://music.apple.com/fr/album/under-a-blanket-of-blue/1599388520?i=1599389147&uo=4";"https://www.deezer.com/track/1584625012";"https://open.spotify.com/track/0zON6qyYNSCAui32U0O7GE";
"Eddie Russ";"Fresh out";"Watergate blues";1974;"SOUL JAZZ RECORDS";1704772026;1704772386;"https://music.apple.com/fr/album/watergate-blues/1449033515?i=1449033620&uo=4";;"https://open.spotify.com/track/6BbxVG2MOc5n0elH1sPOXw";
"Omer Avital";"Abutbul music";"Bed-Stuy";2016;"JAZZ VILLAGE";1704772381;1704772828;"https://music.apple.com/fr/album/bed-stuy/1085097966?i=1085098225&uo=4";;"https://open.spotify.com/track/2bkFCBi7haZ2CrwSLm8zK2";
"Patti Page";"You go to my head and Manhattan tower";"Darn that dream";1955;"SEPIA RECORDS";1704772828;1704772993;"https://music.apple.com/fr/album/darn-that-dream/444299201?i=444299222&uo=4";;"https://open.spotify.com/track/1UWPQZXqROvbgtFqCH4N70";
"Pierrick Hardy";"L'ogre intact";"L'ogre";2019;"Émouvance";1704772992;1704773451;;;;
"Charlie Sepulveda";"Algo nuestro";"Algo nuestro";1992;"ANTILLES";1704773448;1704773795;;"https://www.deezer.com/track/4773257";;
"Marvin Parks";"The very thought of you  (EP)";"Never been in love like this before";2012;"MARVIN PARKS";1704773793;1704774048;"https://music.apple.com/fr/album/never-been-in-love-like-this-before/497826056?i=497826064&uo=4";;"https://open.spotify.com/track/7lnfJzkKzceISsrEAyuaZx";
"Charlie Christian";"The genius of the electric guitar";"Till tom special";1940;"SONY";1704774043;1704774227;;"https://www.deezer.com/track/3954952";;
"Aldo Romano";"Prosodie";"Silenzio";2010;"DREYFUS";1704774225;1704774602;"https://music.apple.com/fr/album/silenzio/1434427546?i=1434427555&uo=4";"https://www.deezer.com/track/141162379";"https://open.spotify.com/track/5LlyItiYEe7Zh8s3DxvueA";
"Gary Bartz Ntu Troop";"Bridge into the New Age";"I've known rivers";1973;"BGP RECORDS";1704774602;1704775106;;;;
"John Abercrombie";"Class Trip";"Jack and betty";2004;"ECM";1704775104;1704775315;;;"https://open.spotify.com/track/59spRFR1mgtJT154v4GOeZ";
"Cannonball Adderley";"Cannonball Adderley Quintet in Chicago";"Wabash";1959;"Mercury";1704775312;1704775654;"https://music.apple.com/fr/album/wabash/816760575?i=816760581&uo=4";;;
"China Moses";"Nightintales";"Blame Jerry (feat. Theo Croker)";2017;"MPS MUSIC";1704775652;1704775830;;;;
"Louis Winsberg";"La danse du vent";"Mardi chez Lionel";1997;"SIESTA";1704775826;1704776038;;;;
"Paolo Fresu Devil Quartet";"Desertico";"Young forever";2013;"BONZAI";1704776037;1704776204;"https://music.apple.com/fr/album/young-forever/1718906113?i=1718906686&uo=4";;"https://open.spotify.com/track/4IyEpTmOcc6rg3N62gr0Pm";
"King Pleasure";"King Pleasure Sings, Annie Ross Sings";"Don't get scared";1954;"Prestige";1704776202;1704776400;"https://music.apple.com/fr/album/dont-get-scared-remastered/1488669939?i=1488669947&uo=4";"https://www.deezer.com/track/514207272";;
"Catherine Russell";"Strictly romancin";"Everybody loves my baby";2012;"WORLD VILLAG";1704776400;1704776599;;;"https://open.spotify.com/track/5BgNDooWPUPofl6uWxE9U0";
"Bill Charlap Trio";"Uptown downtown";"Uptown downtown";2017;"IMPULSE";1704776598;1704776955;;;;
"Miles Davis";"The essential";"Bye Bye Blackbird";1956;"COLUMBIA";1704776950;1704777423;;"https://www.deezer.com/track/818515372";;
"Camille Bertault";"Le tigre";"Tous ego";2020;"OKEH";1704777421;1704777643;"https://music.apple.com/fr/album/tous-ego/1501736218?i=1501736381&uo=4";;"https://open.spotify.com/track/0GLCFbAQsc22ud1NIIebS7";
"Theo Croker";"Blk2tLife / A future past";"Imperishable star";2021;"MASTERWORKS / SONY";1704777642;1704777891;"https://music.apple.com/fr/album/imperishable-star/1577153325?i=1577153340&uo=4";;"https://open.spotify.com/track/4mNYWh2MnG6NdR2AexIbYK";
"Kris Bowers";"Heroes + Misfits";"Wonderlove";2014;"Concord Jazz";1704777886;1704778290;;"https://www.deezer.com/track/75170836";"https://open.spotify.com/track/6Vh3cmQjD4aaXt9zMzd282";
"Herbie Hancock";"Les incontournables / Herbie  Hancock";"Oh! oh! here he comes";1969;"WARNER";1704778285;1704778531;"https://music.apple.com/fr/album/oh-oh-here-he-comes/818847090?i=818847170&uo=4";;"https://open.spotify.com/track/01LokOj8KafA7BgBXGIelI";
"Florian Pellissier Quintet";"Cap de Bonne Espérance";"The hipster";2016;"HEAVENLY SWEETNESS";1704778531;1704778859;"https://music.apple.com/fr/album/the-hipster/1084335473?i=1084335484&uo=4";"https://www.deezer.com/track/119238808";"https://open.spotify.com/track/13CDJNrb1IBzJByc4IQRwq";
"Dianne Reeves";"I remember";"Afro blue";1991;"BLUE NOTE";1704778858;1704779150;"https://music.apple.com/fr/album/afro-blue/726128336?i=726128454&uo=4";"https://www.deezer.com/track/3198795";"https://open.spotify.com/track/4T6zaUqgZIVwpXgLJ9Gw1B";
"Omar Sosa & Seckou Keita";"Suba";"Rei's ray";2021;"Bendigedig";1704779147;1704779386;"https://music.apple.com/fr/album/reis-ray/1580781397?i=1580782373&uo=4";;;
"Herbie Mann";"Do the Bossa Nova with Herbie Mann";"Consolacao";1963;"FRESH SOUND RECORDS / ATLANTIC";1704779378;1704779643;"https://music.apple.com/fr/album/consola%C3%A7ao/636440628?i=636440783&uo=4";;;
"Eliane Elias";"Dreamer";"Doralice";2004;"BMG";1704779641;1704779816;"https://music.apple.com/fr/album/doralice-edit/274133684?i=274133723&uo=4";;"https://open.spotify.com/track/1SljoCgCLgW0dda43Too7v";
"Michael Stephenson";"Michael Stephenson Meets Alexander Claffy with His Trio";"Greenbacks";2021;"CELLAR LIVE";1704779813;1704780082;;"https://www.deezer.com/track/1247707162";"https://open.spotify.com/track/6U2Bgy28QRecGH7S2De7Wz";
"Remi Panossian Trio";"Happy birthdé";"Add fiction";2022;"ADD FICTION";1704780083;1704780407;"https://music.apple.com/fr/album/add-fiction/1613561225?i=1613561420&uo=4";;"https://open.spotify.com/track/0QdXmMtJWdY0sCdjyKNOtw";
"Alfio Origlio (Piano)";"Ricordo";"How deep is your love";;"Cristal Records";1704780406;1704780649;;;"https://open.spotify.com/track/7geCfoGk4dpA43u5QiaEd2";
"Buddy Rich";"Sampled";"The Beat Goes On";1967;;1704780642;1704780850;"https://music.apple.com/fr/album/the-beat-goes-on/724861362?i=724861874&uo=4";;;
"Martina DaSilva & Steven Feifke";"Prologue";"Stardust";2021;"LA RESERVE RECORDS";1704780844;1704781221;;;;
