"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Viktorija Gecyte & Gene Perla";"In the moment";"I'll remember april (in Bamako) (feat. Nicholas Thomas & Mourad Benhammou)";2020;"P M RECORDS";1711101566;1711101801;;;
"Hank Jones";"Sarala / Hank Jones meets Cheick Tidiane Seck and the Mandinkas";"Fantague";1995;"VERVE";1711101800;1711102298;"https://open.spotify.com/track/6nqD7ScQIiUIiDcMfTGt4A";;
"Nina Simone";"Little girl blue";"African mailman";1958;"CHARLY RECOR";1711102296;1711102486;;;
"Jeanne Lee";"After Hours";"Every time we say goodbye";1994;"OWL/EMI";1711102483;1711102792;;;
"Grant Stewart Quartet";"The lighting of the lamps";"I'm a fool to want you";2022;"CELLAR MUSIC GROUP";1711102791;1711103196;;;
"Kurt Elling";"1619 Broadway / The Brill building project";"Tutti for Cootie";2012;"CONCORD JAZZ";1711103195;1711103511;"https://open.spotify.com/track/7oZAA7gO35RtmnMN18QapB";"https://music.apple.com/fr/album/tutti-for-cootie/1443119860?i=1443120311&uo=4";
"Duke Ellington";"Side by side";"You Need To Rock";1958;"VERVE";1711103511;1711103865;;;"https://www.deezer.com/track/11601130"
"Brussels Jazz Orchestra & Camille Bertault";"Gainsbourg";"Couleur Café";2022;"BJO";1711103861;1711104249;;;
"Remi Panossian Trio (rp3)";"Sun Monkey Voltage";"Wisteria forever";2022;"Add Fiction / Regarts";1711104247;1711104502;;;
"DOMi & JD Beck";"Not tight";"Bowling (feat. Thundercat)";2022;"APESHIT / BLUE NOTE RECORDS";1711104499;1711104614;"https://open.spotify.com/track/3Sk51FK0sTdiRQN477u5oq";;
"Weather Report";"Heavy weather";"A remark you made";1977;"LEGACY/SONY";1711104612;1711105020;"https://open.spotify.com/track/0k4XkPxJMQKQa7Ali1qske";;
"Kathleen Grace";"Tie me to you";"Where Or When";2020;"MOONSOON RECORDS";1711105011;1711105198;"https://open.spotify.com/track/7hc7NZMiZ5y89WYM7zWgwh";;"https://www.deezer.com/track/886925422"
"Yannic Seddiki";"E-Life";"Black or White Hat";2020;"SJB";1711105199;1711105548;;;
"The Modern Jazz Quartet";"No Sun in Venice";"Three Windows";1975;"Atlantic";1711105543;1711105946;;;"https://www.deezer.com/track/77965267"
"Jose James";"The dreamer";"Nola";2007;"BROWN SWOOD";1711105942;1711106175;;;
"Abdullah Ibrahim";"African suite";"Tsakwe";1998;"ENJA";1711106172;1711106502;"https://open.spotify.com/track/3YS3IixvTRjPiCyy2NifIX";"https://music.apple.com/fr/album/tsakwe/1363973338?i=1363973343&uo=4";"https://www.deezer.com/track/2524607821"
"Stephane Tsapis";"Border lines";"Karaghiozis in wonderland";2016;"CRISTAL RECORDS";1711106499;1711106733;;;
"Blossom Dearie";"Give him the ooh-la-la";"They say it's spring";1957;"VERVE";1711106732;1711106953;"https://open.spotify.com/track/1h2lbRihnTOETWMURhFLpO";"https://music.apple.com/fr/album/they-say-its-spring-remastered/1439713483?i=1439713508&uo=4";"https://www.deezer.com/track/548678032"
"Nik Bartsch S Ronin";"Holon";"Modul 46";2008;"ECM";1711106953;1711107377;;;
"The Bad Plus";"For all I care";"Long distance runaround";2008;"DO THE MATH RECORDS";1711107374;1711107595;"https://open.spotify.com/track/1qPYrCxy4g7225iYBmnLa1";"https://music.apple.com/fr/album/long-distance-runaround/1442389662?i=1442389671&uo=4";
"Chick Corea";"Remembering Bud Powell";"Bud powell";1997;"STRETCH";1711107591;1711107970;"https://open.spotify.com/track/16S00tULl2JfyedEV9igA4";"https://music.apple.com/fr/album/bud-powell/1443169815?i=1443169964&uo=4";"https://www.deezer.com/track/12452504"
"Bud Powell";"Time was";"Another dozen";1958;"BLUE BIRD";1711107966;1711108171;;;
"Ben Sidran";"Bopcity";"It didn't all come true";1983;"BAYBRIDGE";1711108170;1711108420;;;
"Laurent De Wilde";"Over the Clouds";"Fe fe naa efe";2012;"Gazebo";1711108413;1711108808;"https://open.spotify.com/track/5MY7vPXRqCIZOL8b0feIgd";;"https://www.deezer.com/track/18205323"
"Brandee Younger & Dezron Douglas";"Force majeure";"Sing";2020;"INTERNATIONAL ANTHEM";1711108809;1711109072;;;
"Dexter Gordon";"Go !";"Cheese Cake";1985;"Blue Note";1711109067;1711109457;;;
"Laika";"Nebula";"Essence (Isle of java)";2011;"CLASSICS JAZ";1711109456;1711109718;;"https://music.apple.com/fr/album/essence-isle-of-java/1443105015?i=1443105020&uo=4";
"Max Roach";"To the max";"A quiet place";1992;"ENJA";1711109717;1711109944;;;
"Paul Lay";"Mikado";"Ka";2014;"LABORIE";1711109940;1711110289;"https://open.spotify.com/track/35VDQASiGMThguBhJukbQH";"https://music.apple.com/fr/album/ka/950353973?i=950361056&uo=4";
"Bob Dourough";"Radio radio - Theme time radio hour / Bob Dylan / Vol. 3";"You're the dangerous type";1956;"MISCHIEF MUSIC";1711110284;1711110541;;;
"Géraldine Laurent";"At work";"Odd folk";2015;"GAZEBO /L' AUTRE DISTRIBUTION";1711110540;1711110734;"https://open.spotify.com/track/155ZXR8lauSuBjGw4Tcq5x";"https://music.apple.com/fr/album/odd-folk/1064133358?i=1064136010&uo=4";
"Ron Carter";"Les incontounables / Ron Carter";"Third plane";1977;"WARNER";1711110734;1711111084;;;
"Elise Caron";"A thin sea of flesh";"And death shall have no dominion";2009;"CHANT DU";1711111080;1711111443;"https://open.spotify.com/track/2OGEMLlfgd4ygZkaKp62Ba";;
"Gil Evans";"The individualism of Gil Evans";"Las vegas tango";1964;"VERVE";1711111441;1711111832;"https://open.spotify.com/track/1IEbtXrHgN37lTQi9Byx6g";;
"Snarky Puppy";"Culcha vulcha";"Tarova";2016;"DECCA / UNIVERSAL";1711111828;1711112045;"https://open.spotify.com/track/2hg38O0rPa8Ny1i3xQWV7N";"https://music.apple.com/fr/album/tarova/1496453049?i=1496453050&uo=4";
"Archie Shepp";"Kwanza";"Spoo pee doo";1968;"IMPULSE";1711112043;1711112194;;;
"Cinephonic";"les paradis artificiels";"Fleurs de bitume";2020;"MARLOW";1711112194;1711112516;"https://open.spotify.com/track/5pPruoC6gL5IFsRRdOwLQj";"https://music.apple.com/fr/album/fleurs-de-bitume/1521410535?i=1521410543&uo=4";
"Stan Getz";"The worlds of Stan Getz : The complete Columbia album collection/The best of two worlds / Vol. 2";"Double rainbow";1976;"COLUMBIA";1711112513;1711112722;;"https://music.apple.com/fr/album/double-rainbow/393987014?i=393989146&uo=4";
"Charles Mingus";"Mingus dynasty : The complete Columbia & RCA albums collection / CD 3";"Far wells mill valley";1960;"COLUMBIA";1711112719;1711113090;;;
"Freddy Cole";"Talk to me";"Can we pretend ?";2011;"HIGHTONE REC";1711113088;1711113338;;;
"Blue Mitchell";"Highstream - The best of Mainstream jazz";"P.T. blues";1973;"MAINSTREAM";1711113336;1711113522;"https://open.spotify.com/track/0bUj6Hyr9RGjXoOg9fWNDf";;
"Ziv Ravitz";"No man is an island";"Peire aussane I (feat. Gilad Hekselman)";2019;"SOUND SURVEYOR";1711113520;1711114000;;;
"Mabel Scott";"Ladies in love / Classees X";"Just give me a man";1948;"NOCTURNE";1711113995;1711114169;;;"https://www.deezer.com/track/1183890732"
"Daniel Herskedal (Tuba)";"Slow eastbound train";"The mistral noir";2015;"EDITION RECORDS";1711114170;1711114419;"https://open.spotify.com/track/2qIy3168IBCiThtr9JM4nM";;
"Astor Piazzolla";"Musica popular contemporanea de la ciudad de Buenos Aires/ Vol 2";"Onda nueve";1972;"RCA";1711114419;1711114807;;"https://music.apple.com/fr/album/onda-nueve-live/1660220254?i=1660220259&uo=4";"https://www.deezer.com/track/16936154"
"Tumi Mogorosi";"36e rencontres Trans Musicales de Rennes";"Gift of three";2014;"ATM";1711114806;1711115129;"https://open.spotify.com/track/6pX1qLEa5ToLUGsM832PCX";"https://music.apple.com/fr/album/gift-of-three/886445647?i=886445724&uo=4";
"John Coltrane";"Crescent";"Wise One";1987;"IMPULSE";1711115128;1711115669;;;
"Enrico Rava";"Easy living";"Blancasnow";2004;"ECM";1711115667;1711115813;"https://open.spotify.com/track/6kDbmsVGxS32pPONWINQof";"https://music.apple.com/fr/album/blancasnow/1443212459?i=1443212597&uo=4";
"Dee Dee Bridgewater";"Afro blue";"Little B's poem";1974;"TDK RECORDS";1711115813;1711115998;;;
"Sophie Alour";"Joy";"La chaussée des géants";2020;"MUSIC FROM SOURCE";1711115999;1711116254;"https://open.spotify.com/track/5bILNPjHJXkQiUWV02sjBV";;
"Tommy Flanagan";"Lonely town";"Lucky to be me";1959;"BLUE NOTE";1711116251;1711116503;;"https://music.apple.com/fr/album/lucky-to-be-me/761950978?i=761950995&uo=4";
"The Jazz Passengers";"Reunited";"Tell me";2010;"YELLOWBIRD";1711116501;1711116783;;;
"Mary Lou Williams Trio";"Free Spirits (1975)";"Ode to Saint Cecilie";1976;"STEEPLECHASE";1711116777;1711117129;;;
"Stefano Bollani";"Concertone";"Prima O Poi Io E Te Faremo L'amore";2003;"Label Bleu";1711117127;1711117548;"https://open.spotify.com/track/3tswYOaS9EbOqtgHHvmxc5";;
"Billie Holiday";"Lady's Decca days vol. 1";"Keeps on rainin'";1949;"MCA RECORDS";1711117546;1711117740;;;
"Kenny Barron & Dave Holland";"The art of conversation";"The Oracle";2014;"IMPULSE";1711117740;1711118110;"https://open.spotify.com/track/3yFZwaLRwtfO7WyklSD5xN";;
"Yamashita Yosuke New York Trio";"Canvas in vigor";"Boléro";1996;"Verve";1711118105;1711118518;;;
"Susi Hyldgaard";"Blush";"Blush";2005;"ENJA/HM";1711118513;1711118770;;"https://music.apple.com/fr/album/blush/286771113?i=286771115&uo=4";
"Gerry Mulligan Quartet";"Gerry Mulligan quartet at Storyville";"Open country";1956;"PACIFIC JAZZ";1711118766;1711119109;;"https://music.apple.com/fr/album/open-country/528954125?i=528954490&uo=4";"https://www.deezer.com/track/4461994"
"Wolfgang Haffner";"Kind of Cool";"One for daddy o";2015;"ACT MUSIC & VISION";1711119104;1711119489;"https://open.spotify.com/track/27Sfutq3qjFKPV9HZkz9KL";;
"Tom Waits";"Asylum years";"The ghosts of saturday night";1974;"ELEKTRA";1711119486;1711119675;;"https://music.apple.com/fr/album/the-ghosts-of-saturday-night/922360274?i=922360456&uo=4";
"Raphaël Imbert & Johan Farjot";"Les 1001 Nuits du Jazz";"Blues for Angels (In Memoriam Didier Lockwood)";2020;"LA COMPAGNIE NINE SPIRIT / MUSIC DEVELOPMENT COMPANY";1711119675;1711119865;;;
"Lou Donaldson";"The natural soul";"Spaceman twist";1962;"BN";1711119864;1711120200;;;"https://www.deezer.com/track/832907012"
"Christian Mcbride";"Conversations with Christian";"Sister rosa";2011;"MACK AVENUE";1711120198;1711120595;"https://open.spotify.com/track/1vxjeIqQzX2GGDQbntLhR9";;
"Marva Josie";"Gilles Peterson """"digs America""""";"He does it better";1973;"LUV N HAIGHT";1711120592;1711120799;;;"https://www.deezer.com/track/915037032"
"Mathias Duplessy Trio";"L'hermite voyageur";"Afro blues";2007;"OPCONSEIL";1711120791;1711121181;;;
"Art Blakey & The Jazz Messengers";"Moanin'";"Come rain or come shine";1958;"BLUE NOTE";1711121178;1711121523;;;
"Georgie Fame";"Poet in New York";"Symphony Sid";2000;"GO JAZZ";1711121523;1711121802;;;
"Joe Sample";"Old places old faces";"Black and white (as simple as)";1996;"WEA";1711121799;1711122128;"https://open.spotify.com/track/7uAabhG1m8RvyO6LCULx0a";;"https://www.deezer.com/track/6623613"
"Mammal Hands";"Shadow work";"Solitary bee";2017;"GONDWANA RECORDS";1711122126;1711122406;"https://open.spotify.com/track/1gSS0tvXQQ8Y7gEYwp6F1y";;
"Nina Simone";"Silk & soul";"I Wish I Knew How it Would Feel to Be Free";;"RCA/LEGAGY";1711122403;1711122588;"https://open.spotify.com/track/5CKHhg31HcYYhwUeeGqvhq";"https://music.apple.com/fr/album/i-wish-i-knew-how-it-would-feel-to-be-free/298325770?i=298326068&uo=4";
"Jason Moran";"Ten";"Gangsterism Over 10 Years";2010;"Blue Note";1711122586;1711122997;"https://open.spotify.com/track/2BFZhyP72DOvslMVDm38kd";"https://music.apple.com/fr/album/gangsterism-over-10-years/716357777?i=716358231&uo=4";
"Charles Brown";"All my life";"All my life";1990;"MEDIA 7";1711122996;1711123256;;"https://music.apple.com/fr/album/all-my-life-live-in-new-york-city-1990/5319314?i=5319279&uo=4";
"Pat Metheny";"From This Place";"Wide and far (feat. Luis Conte)";2020;"Nonesuch";1711123256;1711123759;;;
"Blue Mitchell";"Down With It";"March on Selma";1997;"Blue Note";1711123753;1711124124;;;
"Karrin Allyson";"Footprints";"I can't say (Teaneck)";2006;"CONCORD";1711124121;1711124342;"https://open.spotify.com/track/5QXi6cnj54oBmDfM7tmgTi";"https://music.apple.com/fr/album/i-cant-say-teaneck/1444071704?i=1444072354&uo=4";
"Al Cohn & Zoot Sims";"Easy as pie/ Live at the Left Bank";"John's bunch";1968;"LABEL M";1711124340;1711124685;;;
"Mario Canonge";"Mitan";"Poésie du chaos";2011;"RUE STENDHAL";1711124681;1711124947;"https://open.spotify.com/track/6Fw9Y0oW8eBoZf2uBMfHEF";"https://music.apple.com/fr/album/po%C3%A9sie-du-chaos/1574302273?i=1574302276&uo=4";
"Louis Prima";"Kitsch in sync";"Felicia no capicia";1959;"MUSIC SALES";1711124947;1711125125;"https://open.spotify.com/track/4Md1w3IUNoq6CvlWu6c5xf";;
"Bobo Stenson";"Goodbye";"Alfonsina";2005;"ECM";1711125124;1711125428;"https://open.spotify.com/track/6owVKOF5hZAJsKMQ5ESq9k";;
"Don Grolnick";"A weaver of dreams";"Nothing personal";1989;"Blue Note";1711125424;1711125764;;;
"Madeleine Peyroux";"Secular hymns";"Got you on my mind";2016;"IMPULSE / UNIVERSAL";1711125758;1711126025;"https://open.spotify.com/track/3Tp1vF7EWzeJumNkUAoXFb";"https://music.apple.com/fr/album/got-you-on-my-mind/1440870200?i=1440870416&uo=4";
"Ike Quebec";"The art of Ike Quebec";"Acquitted";1961;"BLUE NOTE";1711126022;1711126356;;"https://music.apple.com/fr/album/acquitted/724772928?i=724773100&uo=4";
"Petros Klampanis";"Minor dispute";"Ferry Frenzy";2015;"CRISTAL RECORDS";1711126353;1711126655;"https://open.spotify.com/track/5Cfrr0gV7eyq8TYHqfhoJI";"https://music.apple.com/fr/album/ferry-frenzy/983694666?i=983694674&uo=4";
"Abraham Battat";"Praise poems / Vol. 3";"Listen baby";1973;"TRAMP RECORDS";1711126651;1711126798;;;"https://www.deezer.com/track/132395540"
"Sebastien Lovato";"For Virginia";"Monpazier / New-York";2020;"acel";1711126799;1711127131;;;
"The Oscar Peterson Trio";"Night train";"Hymn to Freedom";2009;"VERVE";1711127129;1711127461;;;
"Airelle Besson";"Radio one";"No time to think";2016;"NAIVE";1711127457;1711127781;"https://open.spotify.com/track/2wMGFVLqkhqug24QbhDzpO";"https://music.apple.com/fr/album/no-time-to-think/1167361231?i=1167363542&uo=4";
"Grant Green";"Droppin science : Greatest samples from the blue note lab";"Down Here On The Ground";1970;"BLUE NOTE";1711127779;1711128178;;"https://music.apple.com/fr/album/down-here-on-the-ground/725848985?i=725849434&uo=4";"https://www.deezer.com/track/3199857"
"Or Solomon";"Round-trips piano solo";"As i was";2011;"OR SOLOMON";1711128176;1711128409;;;
"Rose Murphy";"Busy line";"Midnight on the trail";1948;"BMG";1711128397;1711128584;;;
"Tonbruket";"Forevergreens";"Frösön";2016;"ACT MUSIC";1711128584;1711128841;"https://open.spotify.com/track/43fX6pddgnTuItPAaAQ5Y1";"https://music.apple.com/fr/album/fr%C3%B6s%C3%B6n/1091287752?i=1091287780&uo=4";
"Alice Coltrane";"Journey in satchidananda";"Journey in satchidananda";1970;"IMPULSE";1711128840;1711129227;;;"https://www.deezer.com/track/60722176"
"Cecile Mc Lorin Salvant";"Womanchild";"Jitterbug waltz";2013;"MACK AVENUE";1711129224;1711129629;;;
"Fats Waller";"Stride piano / Enregistrements de 1921 à 1952";"Handful of keys";1929;"SAGA";1711129625;1711129794;;;"https://www.deezer.com/track/2376290"
"Aki Takase";"Aki Takase plays """"Fats"""" Waller";"Do you know what it means to Miss New Orleans";2004;"ENJA";1711129793;1711130003;"https://open.spotify.com/track/0s4bld2tgpV6pgzOApyMGK";"https://music.apple.com/fr/album/do-you-know-what-it-means-to-miss-new-orleans/309059661?i=309059722&uo=4";"https://www.deezer.com/track/61525734"
"Sheila Jordan";"Portrait of Sheila";"Hum drum blues";1962;"BLUE NOTE";1711130003;1711130135;;"https://music.apple.com/fr/album/hum-drum-blues/1693947067?i=1693947200&uo=4";
"Tenderlonious";"Raga";"Raga";2020;"JAZZ DETECTIVE RECORDS";1711130134;1711130417;"https://open.spotify.com/track/2OGUycbg8sEivBbau3BcQH";;"https://www.deezer.com/track/1698853117"
"Nat Adderley";"Sayin' somethin'";"Call Me";1966;"ATLANRIC REC";1711130417;1711130602;;"https://music.apple.com/fr/album/call-me/310533566?i=310533603&uo=4";"https://www.deezer.com/track/3085785"
