"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Lonnie Liston Smith";"Cosmic funk";"Naima";1974;"RCA VICTOR";1705139934;1705140174;"https://www.deezer.com/track/1734278987";"https://open.spotify.com/track/3PK1UKYKo4AgR1KKXKQ47o";
"John Coltrane";"Blue train";"I'm old fashioned";1957;"Blue Note";1705140169;1705140644;"https://www.deezer.com/track/696955882";"https://open.spotify.com/track/0sMR4StyIAXLE0WrfaZIDu";"https://music.apple.com/fr/album/im-old-fashioned/696551190?i=696552200&uo=4"
"Annie Ross";"A gasser!";"Lucky day";1959;"CAPITOL";1705140642;1705140774;;"https://open.spotify.com/track/7DSx38pRMF8STLyJzRFTOh";
"Jeff Hamilton";"Catch me if you can";"Lapinha";2020;"CAPRI";1705140772;1705141190;"https://www.deezer.com/track/948833012";"https://open.spotify.com/track/34GdgdyK9Z7w8FKI3Bu0cW";
"Eliane Elias";"Quietude";"Marina";2022;"CANDID";1705141188;1705141403;"https://www.deezer.com/track/1870819137";"https://open.spotify.com/track/6gevpgscwofUjTdGM0g6T9";"https://music.apple.com/fr/album/marina/1640267328?i=1640267343&uo=4"
"Kenny Burrell";"Guitar forms";"Greensleeves";1965;"VERVE";1705141399;1705141649;;"https://open.spotify.com/track/0H1Ps1YpObdbhZOF7DLWId";"https://music.apple.com/fr/album/greensleeves/1442948190?i=1442948654&uo=4"
"Ron Carter";"Finding the right notes";"Receipt, please";2022;"IN + OUT RECORDS";1705141648;1705142005;;"https://open.spotify.com/track/3GrhBiHlSRAgqijinNYH2J";
"Frank Sinatra";"Sinatra's Swingin' Session!!!";"It all depends on you";1960;"CAPITOL";1705142004;1705142123;;;
"Benjamin Herman";"True love's flame";"At last i am free";2022;"DOX RECORDS";1705142122;1705142409;"https://www.deezer.com/track/1951232147";"https://open.spotify.com/track/2KQozwiKaJHTnuRzaziaAE";
"Thomas Naïm";"Kite";"Kite";2022;"Rootless Blues";1705142406;1705142714;;"https://open.spotify.com/track/5bF90UMfpI2mMpMoUK8ChU";"https://music.apple.com/fr/album/kite/1656753577?i=1656755026&uo=4"
"Pharoah Sanders";"Thembi";"Thembi";1971;"IMPULSE";1705142713;1705143116;"https://www.deezer.com/track/62347615";"https://open.spotify.com/track/5TNqSTLoOqIMBquCtFNV1E";"https://music.apple.com/fr/album/thembi/1444189399?i=1444189724&uo=4"
"SELMA PINTON";"Time goes too slow";"Try";2021;"THE DOME.";1705143114;1705143352;;"https://open.spotify.com/track/2ldFNL2noypkejGVsFz3qf";"https://music.apple.com/fr/album/try/1590313062?i=1590313063&uo=4"
"Jimmy Rowles";"Red'n me";"It must be true";1978;"Dreyfus";1705143347;1705143599;;"https://open.spotify.com/track/66Iut3o8eVDtiNgpUQw49C";
"Ismail Sentissi Trio";"Genoma";"Silences d'oumma";2021;"JAZZ FAMILY";1705143599;1705143869;"https://www.deezer.com/track/1330201882";"https://open.spotify.com/track/2Cn2pPFhWEmmFKtLSpqG4u";"https://music.apple.com/fr/album/silences-doumma/1562118848?i=1562118865&uo=4"
"Fats Navarro Quintet";"BD Music presents Fats Navarro";"Barry's Bop";1947;"BDMusic";1705143866;1705144089;;;
"Jamie Cullum";"Interlude";"Lovesick blues";2014;"ISLAND";1705144085;1705144270;"https://www.deezer.com/track/86036263";"https://open.spotify.com/track/5mdzV1SbBn5eQw5yzdh817";"https://music.apple.com/fr/album/lovesick-blues/1445317942?i=1445318128&uo=4"
"Peter Herbolzheimer";"Big Band Man";"Blue dervish";1973;"MPS";1705144270;1705144627;;;
"Trombone Shorty";"Backatown";"Neph";2010;"VERVE";1705144625;1705144805;"https://www.deezer.com/track/5974927";"https://open.spotify.com/track/3KywmaqyvQtM4fwrRWgbBf";"https://music.apple.com/fr/album/neph/1440764815?i=1440764988&uo=4"
"Rosemary Clooney";"Rosemary Clooney sings the music of Harold Arlen";"Get happy";1955;"CONCORD";1705144803;1705144988;;;
"Branford Marsalis";"Romare bearden revealed";"Seabreeze";2003;"ROUNDER";1705144987;1705145357;"https://www.deezer.com/track/2461664";;"https://music.apple.com/fr/album/seabreeze/1442791121?i=1442791129&uo=4"
"Codona";"Codona 2";"Que faser";1981;"ECM";1705145357;1705145783;"https://www.deezer.com/track/2733853";"https://open.spotify.com/track/5Q3vK9bjGpwfGvUANQPaVz";"https://music.apple.com/fr/album/que-faser/1445887681?i=1445887947&uo=4"
"Erik Truffaz";"Let me go (feat. Sophie hunger)";"Let Me Go ! (Feat. Sophie Hunger)";2010;"EMI";1705145780;1705145967;"https://www.deezer.com/track/7261476";"https://open.spotify.com/track/65H7MKt4j2HogbA5KB5h7X";"https://music.apple.com/fr/album/let-me-go-feat-sophie-hunger/1566215899?i=1566227328&uo=4"
"Art Blakey Quintet";"Les trésors du Jazz 1954 - Vol. 5";"Split kick";1954;"LECHANTDUMON";1705145964;1705146500;"https://www.deezer.com/track/11247132";;"https://music.apple.com/fr/album/split-kick-live/724473896?i=724473999&uo=4"
"Vincent Peirani";"Belle époque";"Temptation rag";2014;"ACT MUSIC & VISION";1705146498;1705146827;;"https://open.spotify.com/track/1L18dfpHk4f8mZ7kZOHtaS";
"Louis Armstrong";"The California concerts";"Basin street blues";1966;"COLUMBIA";1705146825;1705147136;"https://www.deezer.com/track/2524744";;
"Lars Danielsson (Compositeur, Contrebasse, Violoncelle)";"Cloudland";"Villstad";2021;"ACT";1705147136;1705147382;"https://www.deezer.com/track/1343752072";"https://open.spotify.com/track/3SZlJD005DdXejvQ8xx0Sz";"https://music.apple.com/fr/album/villstad/1563032397?i=1563032608&uo=4"
"Roy Haynes Quartet";"Out of the Afternoon";"Moon Ray";1996;"IMPULSE";1705147379;1705147778;"https://www.deezer.com/track/676732872";;
"Cassandra Wilson";"New moon daughter";"Death letter";1995;"BLUENOTE";1705147775;1705148008;"https://www.deezer.com/track/3411815";"https://open.spotify.com/track/2mgq6fmTIGYG91LAEEE4Ej";"https://music.apple.com/fr/album/death-letter/724061643?i=724061697&uo=4"
"Steve Swallow";"Swallow";"Thrills and spills";1992;"XTRA";1705148004;1705148251;"https://www.deezer.com/track/2801621";"https://open.spotify.com/track/6KrBxfdmT5vicxnjmCa9Ew";
"Joshua Redman";"Momentum";"Double jeopardy";2005;"WB";1705148250;1705148528;;;
"Lena Horne";"Jazz & cinéma";"Stormy weather";1957;"Sony Music";1705148525;1705148725;"https://www.deezer.com/track/2679811552";;
"Marcel Loeffler";"Around Gus";"For steph";2010;"Dreyfus Jazz";1705148724;1705148893;"https://www.deezer.com/track/141166843";"https://open.spotify.com/track/3sh5OFOjwR854A2EzZJAVq";"https://music.apple.com/fr/album/for-steph/1434548231?i=1434548233&uo=4"
"Perez Prado";"Havana, 3 A.M. / Mambo mania";"April in Portugal";1955;"BEARFAMI";1705148890;1705149055;"https://www.deezer.com/track/2140467577";;
"Bob Mintzer & WDR Big Band Cologne";"Soundscapes";"Montuno";2021;"JAZZLINE";1705149055;1705149357;;;"https://music.apple.com/fr/album/montuno/1553882274?i=1553882505&uo=4"
"Eddie Jefferson";"Still on the planet";"I got the blues";1976;"MUSE RECORDS";1705149356;1705149688;"https://www.deezer.com/track/598067952";;
"Marc Perrenoud Trio";"Nature boy";"Aegean";2016;"DOUBLE MOON RECORDS";1705149685;1705150052;"https://www.deezer.com/track/139711749";"https://open.spotify.com/track/0qLitVfebkkSvQGfF0XLL1";"https://music.apple.com/fr/album/aegean/1193689908?i=1193690022&uo=4"
"Cannonball Adderley";"Cannonball Adderley : Somethin' else";"Somethin' else";1958;"BLUE NOTE";1705150050;1705150539;"https://www.deezer.com/track/3105355";"https://open.spotify.com/track/1iXpq6uyves7dVGJ4MwGYr";"https://music.apple.com/fr/album/somethin-else/591130536?i=591130548&uo=4"
"Allan Harris";"Black bar jukebox";"A little bit scared";2015;"MEMBRAN INTERNATIONAL";1705150535;1705150778;"https://www.deezer.com/track/93326114";"https://open.spotify.com/track/6uXH31VZHnc9cz3dyiX8E7";"https://music.apple.com/fr/album/a-little-bit-scared/952127540?i=952127570&uo=4"
"Yom";"Celebration";"Longing for the beat";2021;"KOMOS";1705150778;1705151010;"https://www.deezer.com/track/1330164162";"https://open.spotify.com/track/26GeHiRhxctwQ0A99h24jK";"https://music.apple.com/fr/album/longing-for-the-beat/1562114243?i=1562115048&uo=4"
"Amina Claudine Myers";"Salutes Bessie Smith";"It makes my love come down";1980;"Leo";1705151006;1705151231;;;"https://music.apple.com/fr/album/it-makes-my-love-come-down/27166876?i=27166801&uo=4"
"Tuck And Patti";"Taking the long way home";"Lifeline";2000;"WHRE";1705151228;1705151538;;;
"Jimmy Raney";"Jimmy Raney";"Nobody else but me";1956;"VERVE";1705151534;1705151832;"https://www.deezer.com/track/4668241";"https://open.spotify.com/track/5fyZPbkMDSSr0bkvG5H7ux";
"Out Of Nola";"West coast bbq";"Wake up";2016;"ASSOCIATION LAMR";1705151831;1705152063;;"https://open.spotify.com/track/6MWHfowyfjOP15RlNwFqO4";"https://music.apple.com/fr/album/wake-up/1149350624?i=1149352190&uo=4"
"Susi Hyldgaard";"Home sweet home";"Dance with me";2002;"H MUNDI";1705152062;1705152310;;"https://open.spotify.com/track/2YbsMAuzh2NZtJSzKRrZm4";
"Johnny Hartman";"Johnny Hartman : The voice that is !";"Funny world";1994;"IMPULSE";1705152296;1705152544;;;
"Julian Lage";"Squint";"Saint rose";2021;"BLUE NOTE";1705152544;1705152817;"https://www.deezer.com/track/1394242762";"https://open.spotify.com/track/7vOCFTjPc3UrJOa0MtXk9S";"https://music.apple.com/fr/album/saint-rose/1554962478?i=1554962485&uo=4"
"Henri Texier Azur Quartet";"An indian's week";"Simone Signoret";1993;"LABELBLEU";1705152814;1705153129;;;
"22a° Halo";"Light at an angle";"Nile";2021;"PROLOG RECORDS";1705153126;1705153391;;;
"Johnny Hodges";"Johnny Hodges with Billy Strayhorn and the orchestra";"Juice a-plenty";1962;"VERVE";1705153387;1705153585;"https://www.deezer.com/track/531452481";;
"Keith Jarrett Trio";"Somewhere";"Tonight";2013;"ECM";1705153582;1705153953;;;
"Ben Sidran";"Live at the Celebrity Lounge";"Blues for the Celebrity Lounge";1997;"GO JAZZ";1705153949;1705154225;;;
"Ray Charles";"The definitive Ray Charles";"You are my sunshine";1962;"ATLANTIC";1705154221;1705154399;"https://www.deezer.com/track/68953569";;
"Houben & Son";"7/7";"Camel ride";2020;"IGLOO";1705154399;1705154762;;;
"Oscar Peterson Trio";"Hello Herbie";"Naptown Blues";1969;"MPS";1705154759;1705155075;;;
"Barbara Hannigan";"The passion of Charlie Parker";"The epitaph of Charlie Parker (Vocal version of """"Visa"""")";2017;"IMPULSE";1705155072;1705155306;;;
"Quincy Jones";"Smackwater Jack";"Cast your fate to the wind";1971;"A&M";1705155304;1705155569;;"https://open.spotify.com/track/3VJuwMdSTTf9Z7ZoolTnIV";
"Khalil Chahine";"Kafé groppi";"Cinqué";2018;"TURKHOISE";1705155566;1705155887;"https://www.deezer.com/track/571217142";"https://open.spotify.com/track/0gGgJG4tROM4Q9ksAi9hfL";"https://music.apple.com/fr/album/cinque/1439614425?i=1439614428&uo=4"
"Mildred Bailey";"The chronological classics 1940-1942";"I'm nobody's baby";1940;"CLASSICS RECORDS";1705155884;1705156061;;;
"Michel Camilo";"Spirit of the moment";"Spirit of the moment";2007;"TELARC";1705156060;1705156356;;"https://open.spotify.com/track/4dc4NCviIfEyqaPHjD0P5y";"https://music.apple.com/fr/album/spirit-of-the-moment/1651514560?i=1651515080&uo=4"
"Michel Sardaby";"Voyage";"Solar";1984;"HARMONIC";1705156356;1705156713;;;
"Seed Ensemble";"Driftglass";"WAKE (For Grenfell)";2019;"Jazz Re:Freshed";1705156709;1705157256;;;
"Cliff Jordan";"Cliff craft";"Sophisticated lady";1957;"BLUENOTE";1705157252;1705157655;;"https://open.spotify.com/track/0VfMAOS8d2Tbaxuozgy8qJ";"https://music.apple.com/fr/album/sophisticated-lady/658437256?i=658437780&uo=4"
"Depart";"Reloaded";"Timeless dreams";2006;"ACT";1705157653;1705157970;"https://www.deezer.com/track/61508684";"https://open.spotify.com/track/0ykiGrsJRmqPHCUfRzyU2f";
"Eddie Jefferson";"The jazz singer";"Now's the time";1959;"CDM";1705157967;1705158142;;;
"Ludivine Issambourg";"Outlaws";"Undecided";2020;"HEAVENLY SWEETNESS";1705158142;1705158440;;"https://open.spotify.com/track/0FVbbb6EDyCckexuU1QRD4";"https://music.apple.com/fr/album/undecided/1496377821?i=1496377830&uo=4"
"Bud Powell";"The virtuosos";"Just one of those things";1951;"HARMONIA MUNDI";1705158436;1705158674;"https://www.deezer.com/track/78718046";;
"Brad Mehldau";"Finding Gabriel";"Born to Trouble";2019;"Nonesuch";1705158672;1705158907;;"https://open.spotify.com/track/710Vw1H0jtmLn5zcMDzodq";"https://music.apple.com/fr/album/born-to-trouble/1457751910?i=1457751923&uo=4"
"Charles Kynard";"Reelin' with the feelin";"Zebra walk";1971;"ACE";1705158902;1705159269;;;
