"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Marc Miralta";"New York Flamenco Reunion";"Evidence";2000;"NUEVOS MEDIOS";1707299794;1707300167;"https://music.apple.com/fr/album/evidence/875236599?i=875236715&uo=4";"https://open.spotify.com/track/20fwdEdNnnNgHlI2AYYzO1";
"Thelonious Monk";"The complete Prestige recordings 1944-54";"Smoke gets in your eyes";1954;"VOGUE";1707300167;1707300369;"https://music.apple.com/fr/album/smoke-gets-in-your-eyes/323010819?i=323011523&uo=4";"https://open.spotify.com/track/62PG5q6b8NAKeXtHljoM5V";
"Madeleine & Salomon";"Eastern Spring";"Matar naem";2022;"TZIG ART";1707300368;1707300630;"https://music.apple.com/fr/album/matar-naem/1628114799?i=1628114812&uo=4";"https://open.spotify.com/track/68ShRJiCbUSI51urhYSIU1";"https://www.deezer.com/track/1780526827"
"Lea Castro & Antoine Delprat";"Fall";"Chanson d'automne";2021;"Jazz Family";1707300627;1707300766;"https://music.apple.com/fr/album/chanson-dautomne/1584806541?i=1584806792&uo=4";;
"Anita O Day";"Chanteuses";"Early autumn";1958;"VERVE";1707300765;1707300953;;;
"Gerry Mulligan";"Getz meets Mulligan";"This can't be love";1957;"VERVE";1707300951;1707301476;;"https://open.spotify.com/track/6LzDaxhjwalsefMum6W0bx";
"Didier Haboyan";"One page";"En attendant Irène";2022;"JUSTE UNE TRACE";1707301474;1707301686;;;
"Veronica Swift";"This Bitter Earth";"Trust in me (feat. Aaron Johnson)";2021;"Mack Avenue";1707301684;1707301999;;;
"Bill Frisell";"Four";"Lookout for hope";2022;"BLUE NOTE";1707301999;1707302292;"https://music.apple.com/fr/album/lookout-for-hope/1647065596?i=1647066138&uo=4";"https://open.spotify.com/track/0MN9n3I4Hicx8rbb1CqvaH";"https://www.deezer.com/track/1933424967"
"Ernest Ranglin";"Below the bassline";"Nana's Chalk pipe";1996;"ISLAND";1707302291;1707302510;"https://music.apple.com/fr/album/nanas-chalk-pipe/1444023621?i=1444023751&uo=4";"https://open.spotify.com/track/66kfeummhAmdajrT8zHpka";"https://www.deezer.com/track/1123826"
"Remi Panossian Trio (rp3)";"Sun Monkey Voltage";"Wisteria forever";2022;"Add Fiction / Regarts";1707302508;1707302759;;;
"Gregory Porter";"Take me to the alley (Deluxe Edition)";"In Fashion";2016;"BLUE NOTE";1707302758;1707303030;"https://music.apple.com/fr/album/in-fashion/1440838672?i=1440839077&uo=4";"https://open.spotify.com/track/76fNRdRUZwhRmYT44TZuUV";"https://www.deezer.com/track/124183302"
"Al Jarreau";"Accentuate the positive";"Midnight Sun";2004;"VERVE";1707303028;1707303388;"https://music.apple.com/fr/album/midnight-sun/1443539631?i=1443540281&uo=4";"https://open.spotify.com/track/1hnzyU7DM5TOWCMDnf6u6k";
"Fumio Karashima";"Rencontre";"Girl talk";1999;"EMARCY";1707303382;1707303600;;;
"Jon Boutellier";"Both Sides of the Atlantic";"Maybe September";2020;"Gaya";1707303599;1707304106;"https://music.apple.com/fr/album/maybe-september/1492325203?i=1492325383&uo=4";"https://open.spotify.com/track/3iIOlynfp55w3GaRufcLRn";"https://www.deezer.com/track/836594092"
"Clifford Brown & Max Roach Quintet";"Study in Brown";"Lands end";1955;"EMARCY";1707304103;1707304397;"https://music.apple.com/fr/album/lands-end/1434889869?i=1434890043&uo=4";;"https://www.deezer.com/track/7411603"
"Dominique Fils-Aime";"Stay tuned !";"Free Dom";2019;"ENSOUL RECORDS";1707304395;1707304674;"https://music.apple.com/fr/album/free-dom/1482405723?i=1482406076&uo=4";"https://open.spotify.com/track/2SObKEabxJwbpTNsCFKP7L";"https://www.deezer.com/track/769220012"
"Allen Toussaint";"Louie";"Louie";1970;;1707304673;1707304854;;;
"Joachim Kuhn New Trio";"Love & peace";"Mustang";2018;"ACT MUSIC & VISION";1707304851;1707305160;;;
"Bill Henderson";"Bill Henderson His complete Vee Jay recordings vol. 2";"Yes Indeed !";1993;"VEE JAY @";1707305156;1707305365;;;
"Sir Roland Hanna Trio";"Après un rêve";"Going home";2003;"VENUS RECORDS";1707305365;1707305738;;"https://open.spotify.com/track/0SIEXhYXkaO6IakRtvvSvm";
"Ginger Baker Trio";"Going back home";"Straight no chaser";1994;"ATLANTIC";1707305736;1707306068;;"https://open.spotify.com/track/6et8WjDO9kzncUOWMOXx9M";"https://www.deezer.com/track/5614672"
"Jay Jay Johanson";"Opium";"I can count on you";2015;"ART";1707306065;1707306337;;;
"Lee Morgan";"Four classic albums";"Terrible T";1960;"AVID JAZZ";1707306333;1707306646;;;"https://www.deezer.com/track/836442862"
"Sylvain Rifflet";"Troubadours";"Alberico (da Romano)";2019;"MAGRIFF";1707306644;1707306930;"https://music.apple.com/fr/album/alberico-da-romano/1473461504?i=1473461995&uo=4";"https://open.spotify.com/track/2QojRRwAVSQdbIoUZyfTwK";"https://www.deezer.com/track/714789852"
"Dizzy Gillespie";"Dizzy in Greece";"School days";1956;"VERVE";1707306928;1707307186;;;
"The Sorcerers";"In search for the lost city of the monkey god";"Escape from the catacombs";2020;"ATA RECORDS";1707307187;1707307368;"https://music.apple.com/fr/album/escape-from-the-catacombs/1493454910?i=1493454918&uo=4";"https://open.spotify.com/track/2hoTBcSjmzGEVNyR5sL8Qj";
"Clark Terry";"Africa jazz";"Swahili";1955;"CRISTAL RECORDS";1707307365;1707307732;;;
"Jamie Cullum";"Twenty something";"Twenty something";2003;"UNIVERSAL";1707307730;1707307948;;;
