"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Gard Nilssen Acoustic Unity";"To Whom Who Buys A Record";"Botteknott";2019;"Odin";1710496788;1710497078;"https://music.apple.com/fr/album/b%C3%B8tteknott/1471344587?i=1471345476&uo=4";"https://open.spotify.com/track/1Asw6y3C7Jq0kgN42QGDeN";
"Buddy Rich (Batterie)";"The Roar of '74";"Kilimanjaro cookout";1974;"Groove Merchant";1710497072;1710497445;"https://music.apple.com/fr/album/kilimanjaro-cookout/1101767421?i=1101767426&uo=4";;"https://www.deezer.com/track/12008099"
"Dr John";"N'awlinz : Dis, dat or d'udda";"Such a much";2004;"EMI";1710497441;1710497632;;;
"Artie Shaw";"The Last Recordings Rare and Unreleased, Vol. I";"Dancing on the ceiling";1954;"Limelight";1710497630;1710498061;"https://music.apple.com/fr/album/dancing-on-the-ceiling/1601075897?i=1601075902&uo=4";;"https://www.deezer.com/track/105365346"
"Enrico Pieranunzi";"Monsieur Claude";"Passepied nouveau";2018;"BONSAI MUSIC";1710498060;1710498348;;"https://open.spotify.com/track/0Ojn5HBy1lcILqz4m0Nj2h";
"Gling-Glo";"Gling-gló";"Ruby baby";1990;"SMEKKLEYSA";1710498346;1710498587;;;
"Kneebody";"The line";"Cha-cha";2013;"KNEEBODY";1710498587;1710498891;"https://music.apple.com/fr/album/cha-cha/694917033?i=694917037&uo=4";"https://open.spotify.com/track/3ImLY1hS02LHiJctNHZzdj";
"Bill Hardman Quintet";"Saying something";"Capers";1962;"SAVOY/ FRESH SONG";1710498889;1710499319;;;"https://www.deezer.com/track/60738274"
"Steve Evans";"Quartet 2 sets";"Soon it's gonna rain";2007;"SCHEMA";1710499317;1710499596;;;
"Eddie Russ";"Pulp Fusion 15";"Lope song";1974;"HARMLESS RECORDINGS";1710499593;1710499986;;;
"Olivier Ker Ourio";"Perfect match";"Ségarissimo";2014;"BONZAI";1710499985;1710500232;"https://music.apple.com/fr/album/s%C3%A9garissimo/828306312?i=828306325&uo=4";"https://open.spotify.com/track/6Seuw8q5H7acRvXAXiMtUY";
"Marilyn Moore";"Girl Talk";"You're driving me crazy";1956;"CHARLY";1710500229;1710500398;;;
"Christian Paboeuf (Compositeur, Hautbois, Flûte à bec, Vibraphone)";"Les chemins aléatoires";"Mille et un petits suicides";2019;"Il Monstro";1710500399;1710500871;;"https://open.spotify.com/track/4VBihHAay4dEp8pfCqdjVe";
