"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Shirley Horn";"Travelin' light";"You're blase";1965;"IMPULSE";1707559072;1707559212;"https://open.spotify.com/track/5x2MAWu348u2VORSKTEEGW";;
"Julien Lourau";"Power of soul";"Dont mess with Mr T.";2021;"KOMOS";1707559212;1707559493;;;
"The Jimmy Heath Sextet";"The Quota / Triple Threat";"Gemini";1962;"Fresh Sound";1707559492;1707559861;;;
"The Invisible Session";"The invisible session";"Heroes of Sponge Cake";2006;"SCHEMA";1707559860;1707560241;"https://open.spotify.com/track/7zolXVC6bX2RLC0i1XgT2q";"https://music.apple.com/fr/album/heroes-of-sponge-cake/150491652?i=150492290&uo=4";
"Earl Klugh";"Volume one";"Bewitched";1991;"WEA";1707560238;1707560477;;;
"Avishai Cohen Trio";"From darkness";"Ballad For An Unborn";2015;"RazDaz";1707560476;1707560929;;;
"Arthur Prysock";"Morning, noon, & night the collection";"Woke up this morning";1955;"VERVE";1707560929;1707561103;;;"https://www.deezer.com/track/4241121"
"Chip Wickham";"Blue to red";"Route one";2020;"LOVEMONK";1707561101;1707561516;"https://open.spotify.com/track/0nY9DcfG0Jffrg6r2apqJf";"https://music.apple.com/fr/album/route-one/1506633034?i=1506633344&uo=4";
"Tony Williams";"Foreign intrigue";"Sister Cheryl";1985;"BLUE NOTE";1707561513;1707561932;"https://open.spotify.com/track/0jV2wU27f04zo8eP1tuaQY";"https://music.apple.com/fr/album/sister-cheryl/1443478556?i=1443478701&uo=4";
"Sarah Lancman";"A contretemps";"Don't lose me";2017;"JAZZ ELEVEN";1707561928;1707562134;;;
"Plas Johnson";"Jazz, lindy hop, boogie / Années 40-50";"Too close for comfort";1959;"FREMEAUX ET ASSOCIES";1707562132;1707562318;;"https://music.apple.com/fr/album/too-close-for-comfort/773870333?i=773870540&uo=4";
"Tomasz Stanko";"Soul of things";"Soul of Things 03";2002;"ECM";1707562316;1707562575;;;
