"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Lonnie Liston Smith";"Cosmic funk";"Naima";1974;"RCA VICTOR";1711015132;1711015372;"https://www.deezer.com/track/1734278987";"https://open.spotify.com/track/3PK1UKYKo4AgR1KKXKQ47o";
"John Coltrane";"Blue train";"I'm old fashioned";1957;"Blue Note";1711015367;1711015842;"https://www.deezer.com/track/696955882";"https://open.spotify.com/track/0sMR4StyIAXLE0WrfaZIDu";"https://music.apple.com/fr/album/im-old-fashioned/696551190?i=696552200&uo=4"
"Annie Ross";"A gasser!";"Lucky day";1959;"CAPITOL";1711015840;1711015972;;"https://open.spotify.com/track/7DSx38pRMF8STLyJzRFTOh";
"Jeff Hamilton";"Catch me if you can";"Lapinha";2020;"CAPRI";1711015970;1711016388;"https://www.deezer.com/track/948833012";"https://open.spotify.com/track/34GdgdyK9Z7w8FKI3Bu0cW";
"Eliane Elias";"Quietude";"Marina";2022;"CANDID";1711016386;1711016601;"https://www.deezer.com/track/1870819137";"https://open.spotify.com/track/6gevpgscwofUjTdGM0g6T9";"https://music.apple.com/fr/album/marina/1640267328?i=1640267343&uo=4"
"Kenny Burrell";"Guitar forms";"Greensleeves";1965;"VERVE";1711016598;1711016847;;"https://open.spotify.com/track/0H1Ps1YpObdbhZOF7DLWId";"https://music.apple.com/fr/album/greensleeves/1442948190?i=1442948654&uo=4"
"Ron Carter";"Finding the right notes";"Receipt, please";2022;"IN + OUT RECORDS";1711016847;1711017203;;"https://open.spotify.com/track/3GrhBiHlSRAgqijinNYH2J";
"Frank Sinatra";"Sinatra's Swingin' Session!!!";"It all depends on you";1960;"CAPITOL";1711017202;1711017321;;;
"Benjamin Herman";"True love's flame";"At last i am free";2022;"DOX RECORDS";1711017320;1711017607;"https://www.deezer.com/track/1951232147";"https://open.spotify.com/track/2KQozwiKaJHTnuRzaziaAE";
"Thomas Naïm";"Kite";"Kite";2022;"Rootless Blues";1711017604;1711017912;;"https://open.spotify.com/track/5bF90UMfpI2mMpMoUK8ChU";"https://music.apple.com/fr/album/kite/1656753577?i=1656755026&uo=4"
"Pharoah Sanders";"Thembi";"Thembi";1971;"IMPULSE";1711017911;1711018314;"https://www.deezer.com/track/62347615";"https://open.spotify.com/track/5TNqSTLoOqIMBquCtFNV1E";"https://music.apple.com/fr/album/thembi/1444189399?i=1444189724&uo=4"
"SELMA PINTON";"Time goes too slow";"Try";2021;"THE DOME.";1711018313;1711018550;;"https://open.spotify.com/track/2ldFNL2noypkejGVsFz3qf";"https://music.apple.com/fr/album/try/1590313062?i=1590313063&uo=4"
"Jimmy Rowles";"Red'n me";"It must be true";1978;"Dreyfus";1711018545;1711018797;;"https://open.spotify.com/track/66Iut3o8eVDtiNgpUQw49C";
