"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Louis Jordan";"Father of rhythm 'n blues & rock 'n roll";"Early in the morning";1947;"SAGA";1705053474;1705053674;"https://www.deezer.com/track/13047794";;
"Reis Demuth Wiltgen";"Sly";"Snowdrop";2021;"Cam Jazz";1705053674;1705053936;"https://www.deezer.com/track/1223132382";"https://open.spotify.com/track/77RZr67jOkDA4qZ9hOKeV8";
"Art Blakey & The Jazz Messengers";"The Freedom Rider";"El toro";1961;"BLUE NOTE";1705053931;1705054310;;;"https://music.apple.com/fr/album/el-toro/724548231?i=724548373&uo=4"
"Musica Nuda";"Musica nuda 2";"Like a virgin";2006;"Bonsaï";1705054308;1705054477;"https://www.deezer.com/track/684129132";;"https://music.apple.com/fr/album/like-a-virgin/1465040396?i=1465040612&uo=4"
"Randy Brecker";"In the idiom";"There's a Mingus a Monk us";1987;"DENON";1705054477;1705054865;;;
"Pierrick Pedron";"Cheerleaders";"The Cloud";2011;"ACT MUSIC";1705054861;1705055262;"https://www.deezer.com/track/17311915";"https://open.spotify.com/track/2J0YsqPWa3NwOo9FGxBd70";"https://music.apple.com/fr/album/the-cloud/463717561?i=463717577&uo=4"
"Compagnie Lubat De Gasconha";"Scatrap jazzcogne";"Indifference";1994;"Labeluz";1705055258;1705055491;;;
"Martial Solal";"The quintessence Paris 1956 - 1962";"Very fatigué";1960;"FREMEAUX & ASSOCIES";1705055491;1705055713;"https://www.deezer.com/track/72730889";;"https://music.apple.com/fr/album/very-fatigue/930110402?i=930117495&uo=4"
"Artaud";"Artaud";"Element 12";2004;"B FLAT";1705055709;1705055951;"https://www.deezer.com/track/63114359";;"https://music.apple.com/fr/album/element-12/588584899?i=588584901&uo=4"
"Rose Murphy";"Busy line";"Girls were made to take care of boys";1949;"BMG";1705055950;1705056138;;;
"Phil Abraham";"Stapler";"Stapler";1991;"IGLOO PRODUCTIONS";1705056136;1705056325;;;
"Avishai Cohen";"Gently disturbed";"Eleven wives";2008;"RAZDAZ RECORDS";1705056323;1705056634;"https://www.deezer.com/track/1045139342";"https://open.spotify.com/track/0rosEDEFNzAfEVJJjlIO2D";"https://music.apple.com/fr/album/eleven-wives/1542185324?i=1542185328&uo=4"
"Jeremy Steig";"Wayfaring Stranger";"Waves";1971;"Blue Note";1705056627;1705056979;"https://www.deezer.com/track/3506302";;
