"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Mose Allison";"My backyard";"Big brother";1989;"BLUE NOTE";1707126992;1707127238;;;
"Elephant9";"Arrival of the new elders";"Arrival of the new elders";2021;"Rune Grammofon";1707127238;1707127646;"https://music.apple.com/fr/album/arrival-of-the-new-elders/1549338773?i=1549338775&uo=4";"https://open.spotify.com/track/7ceZz0qPciS2RHS2a1x61F";
"Art Pepper";"Art Pepper meets the rhythm section";"Jazz me blues";1957;"CONTEMPO/WEA";1707127643;1707127929;"https://music.apple.com/fr/album/jazz-me-blues/397618441?i=397618462&uo=4";"https://open.spotify.com/track/27pb0iSTNpdmcyTKGYaYQZ";
"Haley Reinhart";"Scott Bradlee'S Postmodern Jukebox / The essentials";"Oops! I did it again";2017;"CONCORD MUSIC GROUP";1707127927;1707128139;;;
"Pharoah Sanders";"Spotlight On";"Daria";1973;"UPFRONT RECORDS";1707128138;1707128503;;;
"Adrien Chicot";"Playing in the dark";"Late";2016;"GAYA MUSIC";1707128500;1707128830;;;
"Nellie Lutcher";"The Best of Nellie Lutcher";"The one I love (belongs to somebody else)";1948;"Capitol Jazz";1707128828;1707128990;;;
"Joe Armon-Jones";"Turn to clear view";"You didn't care (feat. Nubya Garcia)";2019;"BROWNSWOOD RECORDINGS";1707128990;1707129290;"https://music.apple.com/fr/album/you-didnt-care-feat-nubya-garcia/1561248401?i=1561248842&uo=4";"https://open.spotify.com/track/32fejF1MHlB80C9IQ7RP5f";"https://www.deezer.com/track/1302405252"
"Freddie Hubbard";"Freddie Hubbard : Sweet return";"Whistling away the dark";1983;"ATLANTIC";1707129286;1707129594;"https://music.apple.com/fr/album/whistling-away-the-dark/1449702662?i=1449702915&uo=4";;
"Aaron Neville";"Apache";"Fragile world";2016;"Tell It Records";1707129592;1707129924;;"https://open.spotify.com/track/2PdATPpzglqKou6Yehopja";"https://www.deezer.com/track/1951942857"
"Elvin Jones";"Elvin!";"Buzz-AT";1961;"FANTAZY RECORDS";1707129912;1707130304;;;"https://www.deezer.com/track/927389"
"Skalpel";"Skalpel";"Together";2004;"NINJA TUNE";1707130303;1707130620;;"https://open.spotify.com/track/6hCF7Rua1aExSroB5Dt0b8";"https://www.deezer.com/track/487299052"
"Vanessa Rubin";"Vanessa rubin sings";"Seven days";1995;"BMG";1707130617;1707130800;"https://music.apple.com/fr/album/seven-days/255964752?i=255965761&uo=4";"https://open.spotify.com/track/5z6ks6ASEHSl6vAc3rukQg";"https://www.deezer.com/track/13241557"
"Samy Thiebault";"Caribbean stories";"Poesia sin fin";2018;"GAYA MUSIC PRODUCTION";1707130801;1707131157;"https://music.apple.com/fr/album/poesia-sin-fin/1433895514?i=1433895679&uo=4";"https://open.spotify.com/track/4rBgg3cSUHok2fs9ajsRLO";"https://www.deezer.com/track/545124202"
"Bobby Hutcherson";"Montara";"Love song";1975;"BLUE NOTE";1707131154;1707131476;"https://music.apple.com/fr/album/love-song/726131920?i=726131986&uo=4";"https://open.spotify.com/track/7xI8nO66eVGeFlmoW9yRgI";
"Paul Desmond";"Bossa antigua";"Bossa antigua";1964;"BMG";1707131790;1707132055;"https://music.apple.com/fr/album/bossa-antigua/270573062?i=270573242&uo=4";;"https://www.deezer.com/track/577411"
"Kenny Wheeler";"Songs for quintet";"Canter No. 1";2015;"ECM";1707132053;1707132444;;;
"Eden Atwood";"A night in the life";"Willow weep for me";1996;"Concord Jazz";1707132442;1707132765;;;
"Angelo Debarre";"Gipsy unity";"Topsy";2009;"CHANTDUMONDE";1707132764;1707132959;"https://music.apple.com/fr/album/topsy/340856708?i=340856905&uo=4";"https://open.spotify.com/track/4yHWo3OQSjxR9NBBSWD4k1";
"Fats Navarro";"BD Music presents Fats Navarro";"The Tadd Walk";1953;"BDMusic";1707132957;1707133131;;;"https://www.deezer.com/track/2010012567"
"David Linx";"Winds of change";"You";2013;"JUST LOOKING";1707133130;1707133410;;"https://open.spotify.com/track/3WCbizUUPKUTTwW0dvzXFt";"https://www.deezer.com/track/425900042"
"Louis Hayes";"Ichi-Ban";"Pannonica";1976;"TIMELESS";1707133409;1707133693;;;
"Denis Colin";"Something in common";"Jungoso";2002;"UNIVERSAL";1707133692;1707134075;"https://music.apple.com/fr/album/jungoso-instrumental/1442898788?i=1442898931&uo=4";;
"Chano Pozo";"The cu-bop days";"Tin-tin-deo";1948;"TUMBAO CUBAN CLASSICS";1707134074;1707134239;;;
"Oddjob";"Jazzoo";"Le kangourou";2015;"Headspin Recordings";1707134238;1707134392;;;
"Barney Wilen";"New york romance";"Don't fence me in";1994;"SUNNY/SI";1707134389;1707134821;;;
"Lisa Ekdahl";"I Know you love me";"I Know you love me (Feat. Ibrahim Maalouf)";2018;"SONY MUSIC ENTERTAINMENT";1707134817;1707135003;"https://music.apple.com/fr/album/i-know-you-love-me-feat-ibrahim-maalouf-single-version/1434041573?i=1434041806&uo=4";"https://open.spotify.com/track/5pJG83TRLFtjebRiL4tDXL";
"Oliver Nelson";"Impulse jazz";"Stolen moments";1961;"IMPULSE";1707135002;1707135526;;"https://open.spotify.com/track/1sce5VJvCOYYDAR9rp9KdG";
"Monty Alexander";"Concrete Jungle: The Music Of Bob Marley";"Chant down Babylon";2006;"TELARC";1707135524;1707135792;"https://music.apple.com/fr/album/chant-down-babylon/1655211840?i=1655212076&uo=4";"https://open.spotify.com/track/3dsp97Nm8HbNBGKlyMdxk0";
"Joni Mitchell";"The essential Jaco Pastorius";"The dry cleaner from des moines";1979;"LEGACY";1707135787;1707135990;"https://music.apple.com/fr/album/the-dry-cleaner-from-des-moines/1492262428?i=1492262559&uo=4";;"https://www.deezer.com/track/771612"
"Russell Malone";"All about melody";"Biskit";2016;"RCA";1707135988;1707136380;"https://music.apple.com/fr/album/biskit/1096914044?i=1096914285&uo=4";"https://open.spotify.com/track/6eTRSpAbjKpzUH08aBzpVV";
"Sonny Rollins";"Sonny Meets Hawk !";"Yesterdays";1963;"RCA";1707136379;1707136687;;;"https://www.deezer.com/track/95581666"
"Lionel Loueke";"Mwaliko";"Twins";2010;"BLUE NOTE";1707136686;1707137014;"https://music.apple.com/fr/album/twins/715718390?i=715718692&uo=4";"https://open.spotify.com/track/3nbMfxZ4Lx7Ogh5jtl6apR";"https://www.deezer.com/track/5400611"
"Kazumi Watanabe";"Dandyism";"Babi's bossa";1998;"EMARCY";1707137013;1707137336;;;
"Metropolitan Jazz Affair";"Saint-Germain-des-Prés Café   vol.7";"Escapism";2005;"WAGRAM";1707137333;1707137613;;;
"Les Paul & Mary Ford";"The world is waiting for the sunrise";"Bye bye blues";1952;"( CAPITOL (ET PM )";1707137611;1707137733;"https://music.apple.com/fr/album/bye-bye-blues/1443495441?i=1443495720&uo=4";;
"Ill Considered";"Ill Considered";"Unwritten rules";2017;"AUTOPRODUCTION";1707137732;1707138069;"https://music.apple.com/fr/album/unwritten-rules/1660016795?i=1660016802&uo=4";;
"Ramsey Lewis";"Inside Ramsey Lewis";"China gate";1972;"CHESS@";1707138067;1707138228;;;
"Torsten Goods";"Irish heart";"No religion";2007;"ACT";1707138227;1707138536;;;
"Art Farmer";"Meet the jazztet";"Park avenue petite";1960;"CHES";1707138533;1707138758;"https://music.apple.com/fr/album/park-avenue-petite/1436066654?i=1436066670&uo=4";;
"Bernica Octet";"Periple en soundpainting : bric-a-brac";"Montreuil tango";2011;"CRISTAL RECO";1707138756;1707138884;"https://music.apple.com/fr/album/montreuil-tango/418247405?i=418247409&uo=4";;"https://www.deezer.com/track/9813326"
"Anca Parguel";"Indian princess";"Cornflake";1990;"BLUE FLAME";1707138882;1707139329;;;
"David Enhco";"Layers";"Sequences";2014;"NOME";1707139326;1707139622;"https://music.apple.com/fr/album/sequences/917562926?i=917563018&uo=4";"https://open.spotify.com/track/2OidDuO5Qmth6XidNCBZl2";
"Joe Henderson";"Funk & blues vol. 3 - 1956-1967";"Blue bossa";1963;"Blue Note";1707139620;1707140095;"https://music.apple.com/fr/album/blue-bossa/734654134?i=734655462&uo=4";;
"Selah Sue";"Jazz loves Disney 2 : A kind of magic";"So this is love";2017;"VERVE";1707140092;1707140289;"https://music.apple.com/fr/album/so-this-is-love/1440875593?i=1440876547&uo=4";"https://open.spotify.com/track/6hcJNCMr2QYYz7EjN31TlM";
"Vs Quartet";"Freedom jazz France : Spiritual jazz from the hexagon ( CD promo )";"A pou zot";1986;"HEAVENLY SWEETNESS";1707140288;1707140648;;;
