"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Mama Shakers";"Everytime I go back home";"Lazy";2023;"COLLECTIF JAMALAFAK";1705917567;1705917826;"https://music.apple.com/fr/album/lazy/1714854397?i=1714855281&uo=4";"https://open.spotify.com/track/4x6DvO0cvEPuMirqxY69Oy";
"Louis Armstrong";"BD Music presents Louis Armstrong";"West end blues";1928;"NOCTURNE";1705917826;1705918023;;"https://open.spotify.com/track/6MjCt6x6YlWuPEn4EUbGdW";
"Jerome Etcheberry";"Satchmocracy II";"Shine";2023;"CAMILLE PRODUCTIONS";1705918020;1705918215;;;
"The Wonderful World Of Louis Armstrong All Stars";"A gift to Pops";"Black and blue (feat. Common)";2021;"VERVE";1705918213;1705918514;;;
"The Chicago Experiment";"The Chicago Experiment";"Always be";2022;"ROPEADOPE";1705918511;1705918852;;;
"Paul Bley";"Open to love";"Harlem";1973;"ECM";1705918849;1705919050;"https://music.apple.com/fr/album/harlem/1444149150?i=1444149403&uo=4";"https://open.spotify.com/track/7HVG9iAZz3HI285q1zHyDj";
"Jeanne Lee";"After Hours";"You go to my head";1994;"OWL/EMI";1705919043;1705919465;;;
"Antoine Karacostas Quartet";"Frames";"Olive";2023;"WE SEE MUSIC";1705919463;1705919810;;;
"Stan Getz";"Stan Getz & Bill Evans";"Night And Day";1964;"VERVE";1705919806;1705920209;;;"https://www.deezer.com/track/541622442"
"Michel Pastre";"Fine Ideas";"Tiny's exercise";2023;"Camille Productions";1705920206;1705920364;;;
"Slim Gaillard";"Slim gaillard rides again";"My blue heaven";;"UNIVERSAL";1705920363;1705920508;"https://music.apple.com/fr/album/my-blue-heaven/915815717?i=915818951&uo=4";"https://open.spotify.com/track/7Lf0D7NDkAFNHzqEQnq4dw";
"Van Morrison & Joey Defrancesco";"You're driving me crazy";"Close enough for Jazz";2018;"SONY";1705920505;1705920789;"https://music.apple.com/fr/album/close-enough-for-jazz/1353213151?i=1353213477&uo=4";;
"John Patton";"Understanding";"Understanding";1968;"BLUE NOTE";1705920788;1705921202;;;"https://www.deezer.com/track/13644222"
