"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Dominique Fillon Augmented Trio";"Awaiting Ship";"Heritage";2020;"Klarthe";1712224799;1712225045;;;
"Kenny Burrell";"Introducing Kenny Burrell";"K.b. blues";1956;"BLUE NOTE";1712225042;1712225425;"https://music.apple.com/fr/album/k-b-blues/723544259?i=723545301&uo=4";;
"Freddy Cole";"My mood is you";"They didn’t believe me";2018;"HIGHNOTE RECORDS";1712225421;1712225690;"https://music.apple.com/fr/album/they-didnt-believe-me/1374984515?i=1374986167&uo=4";"https://www.deezer.com/track/490071482";"https://open.spotify.com/track/79RV6oyWe65UArzbRnZeeT"
"The Cinematic Orchestra";"Motion";"Durian";1999;"NINJA TUNE";1712225687;1712226107;;;
"Oded Tzur";"Translator's note";"The whale song";2017;"ENJA";1712226104;1712226548;;;"https://open.spotify.com/track/78T1GRG3rCmO2JjMH6OavI"
"Little Esther Phillips";"Women in love/ Vol.1";"Misery";1950;"WAGRAM";1712226545;1712226708;;;
"Joe Armon Jones";"Starting today";"Mollison dub";2018;"BROWNSWOOD RECORDINGS";1712226706;1712227321;;;
"Toby Cooper";"Praise poems / Vol. 3";"The guru";1974;"TRAMP RECORDS";1712227318;1712227536;;;
"Guillermo Klein";"Carrera";"Moreira";2012;"SUNNYSIDE COMMUNICATION";1712227536;1712227915;"https://music.apple.com/fr/album/moreira/517135827?i=517136913&uo=4";;
"Gerry Mulligan Sextet";"Night lights";"Night lights";1963;"MERCURY";1712227909;1712228200;"https://music.apple.com/fr/album/night-lights/1446912991?i=1446912998&uo=4";;"https://open.spotify.com/track/5eVERkVvJKBgV2FziCoLDE"
"Huw Marc Bennett";"Tresilian bay";"Afon colhuw";2020;"ALBERT'S FAVOURITE";1712228197;1712228358;"https://music.apple.com/fr/album/afon-colhuw/1565197695?i=1565197915&uo=4";"https://www.deezer.com/track/997502852";"https://open.spotify.com/track/616eUIxvPChkGSex24pHL2"
"Lucy Reed";"This is Lucy Reed/Complete recordings 1950-1957";"There's a boat dat's leavin' soon for new york";1957;"FRESH SOUND RECORDS";1712228358;1712228506;;;
"Eric Seva";"Mother of Pearl";"Bismop";2020;"LES Z'ARTS DE GARONNE";1712228505;1712228741;"https://music.apple.com/fr/album/bismop/1531328755?i=1531329406&uo=4";;"https://open.spotify.com/track/0QIDjimPpb8JfJVc6oO0u4"
"Herbie Hancock";"Inventions & dimensions";"Mimosa";1988;"BLUE NOTE";1712228740;1712229258;;;
"Carolina Katun";"Al silencio";"When I am laid";2018;"JAZZLAND";1712229256;1712229497;;;
"Bobbi Humphrey";"Flute in";"Set us free";1971;"BLUE NOTE";1712229492;1712229838;"https://music.apple.com/fr/album/set-us-free/1396328108?i=1396328993&uo=4";;"https://open.spotify.com/track/0nZ6n0ai93TVhSLhbHF8F0"
"Omer Avital";"Abutbul Music";"Eser (Middle Eastern Funk)";2016;"Jazz Village";1712229835;1712230247;"https://music.apple.com/fr/album/eser-middle-eastern-funk/1085097966?i=1085098342&uo=4";"https://www.deezer.com/track/119462564";"https://open.spotify.com/track/45PjekL2Qh9KtfTZ46zyeP"
"Robert Mitchum";"Calypso is like so";"Not me";1957;"CAPITOL";1712230249;1712230429;"https://music.apple.com/fr/album/not-me/714959852?i=714959938&uo=4";;"https://open.spotify.com/track/1sVFwU2JozlqE9zRcMEqMA"
"Michael Wollny Trio";"Oslo";"Nuits blanches";2018;"ACT MUSIC & VISION";1712230428;1712230730;;;
"George Mraz Trio";"The Best Of AghaRTA";"Beautiful Love";1993;"ARTA RECORDS";1712230726;1712231044;;;
"Ani Difranco";"Evolve";"O my my";2003;"RIGHTEAOUS B";1712231043;1712231264;"https://music.apple.com/fr/album/o-my-my/1208773699?i=1208774451&uo=4";;"https://open.spotify.com/track/6wufRMy0ehURsvKLsIrfBU"
"Duke Ellington & His Orchestra";"The jaywalker / 1966-1967";"Eggo";1967;"STORYVILLE";1712231261;1712231592;;;
"Reis Demuth Wiltgen";"Once in a Blue Moon";"New beginning";2018;"CamJazz";1712231591;1712231878;;"https://www.deezer.com/track/1220755962";"https://open.spotify.com/track/1JtlwopFKakyVP3HQOkNUW"
"'T-Bone' Walker. (Compositeur)";"Stormy monday";"(They Call it) Stormy Monday";1962;"BLUE NOTE";1712231877;1712232099;;;
"Potlatch";"Horizons";"Houle";2020;"AUTOPRODUCTION";1712232101;1712232359;"https://music.apple.com/fr/album/houle/1535877194?i=1535877211&uo=4";"https://www.deezer.com/track/1107682632";"https://open.spotify.com/track/75NWSeChsPJ6kUraGqb3PY"
"Ahmed Abdul Malik";"East meets West";"La ibky (don't cry)";1960;"RCA RECORDS LABEL";1712232358;1712232654;;;
"Kip Hanrahan";"Crescent moon waning";"Dancing with sweetness, tonight (feat. Lucia Ameen)";2018;"YELLOWBIRD";1712232652;1712232915;;;
"Louie Bellson";"The Louis Bellson explosion";"Groove blues";1975;"PABLO";1712232911;1712233335;;;
"Bill Charlap Trio";"Uptown downtown";"The one I love belongs to somebody else";2017;"IMPULSE";1712233335;1712233631;;"https://www.deezer.com/track/389065561";"https://open.spotify.com/track/5NhuQJvgVRcZ0RgK9G2xoe"
"Alma Cogan";"This record Is not to be Broadcast Vol. 2";"Love is";1958;"FANTASTIC VOYAGE";1712233629;1712233811;;;
"We Are Birds";"No Return";"Waltz for Souls";2020;"Nutsyprod";1712233812;1712234129;"https://music.apple.com/fr/album/waltz-for-souls/1495966068?i=1495966248&uo=4";;"https://open.spotify.com/track/3vxmnibtHfZtUDi11FmYNF"
"Ivan Jullien";"Complete Riviera recordings";"Time square garden";1972;"UNIVERSAL MUSIC CLASSICS";1712234127;1712234593;;;
"Gregory Porter";"Nat King Cole & me";"Nature boy";2017;"BLUE NOTE";1712234592;1712234815;"https://music.apple.com/fr/album/nature-boy/1440907427?i=1440907650&uo=4";;"https://open.spotify.com/track/11QXocrhM4abTndcjO2I9A"
"Thelonious Monk Quartet";"Monk's dream";"Bye-ya";1962;"CBS";1712234815;1712235175;"https://music.apple.com/fr/album/bye-ya/201436030?i=201436058&uo=4";;"https://open.spotify.com/track/4wuLOdYAlu8istr4dEBTPx"
"Vincent Artaud";"La tour invisible";"Emeutes";2007;"DISCOGRAPH";1712235174;1712235436;;;"https://open.spotify.com/track/6oKhJ2bQKHDsFH0AvBJqeV"
"Betty St.Claire";"Complete Jubilee & Seeco recordings";"Almost like being in love";1955;"FRESH SOUND RECORDS";1712235430;1712235596;;;
"Yannic Seddiki";"E-Life";"Black or White Hat";2020;"SJB";1712235599;1712235947;;;
"The Modern Jazz Quartet";"No Sun in Venice";"Three Windows";1975;"Atlantic";1712235943;1712236345;;"https://www.deezer.com/track/77965267";
"Jose James";"The dreamer";"Nola";2007;"BROWN SWOOD";1712236342;1712236575;;;
"Abdullah Ibrahim";"African suite";"Tsakwe";1998;"ENJA";1712236571;1712236901;"https://music.apple.com/fr/album/tsakwe/1363973338?i=1363973343&uo=4";"https://www.deezer.com/track/2524607821";"https://open.spotify.com/track/3YS3IixvTRjPiCyy2NifIX"
"Stephane Tsapis";"Border lines";"Karaghiozis in wonderland";2016;"CRISTAL RECORDS";1712236898;1712237133;;;
"Blossom Dearie";"Give him the ooh-la-la";"They say it's spring";1957;"VERVE";1712237131;1712237352;"https://music.apple.com/fr/album/they-say-its-spring-remastered/1439713483?i=1439713508&uo=4";"https://www.deezer.com/track/548678032";"https://open.spotify.com/track/1h2lbRihnTOETWMURhFLpO"
"Nik Bartsch S Ronin";"Holon";"Modul 46";2008;"ECM";1712237353;1712237777;;;
"The Bad Plus";"For all I care";"Long distance runaround";2008;"DO THE MATH RECORDS";1712237774;1712237995;"https://music.apple.com/fr/album/long-distance-runaround/1442389662?i=1442389671&uo=4";;"https://open.spotify.com/track/1qPYrCxy4g7225iYBmnLa1"
"Chick Corea";"Remembering Bud Powell";"Bud powell";1997;"STRETCH";1712237990;1712238369;"https://music.apple.com/fr/album/bud-powell/1443169815?i=1443169964&uo=4";"https://www.deezer.com/track/12452504";"https://open.spotify.com/track/16S00tULl2JfyedEV9igA4"
"Bud Powell";"Time was";"Another dozen";1958;"BLUE BIRD";1712238366;1712238571;;;
"Ben Sidran";"Bopcity";"It didn't all come true";1983;"BAYBRIDGE";1712238570;1712238820;;;
