"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Charlie Haden";"American dreams";"America the beautiful";2002;"Verve";1705744662;1705744982;"https://music.apple.com/fr/album/america-the-beautiful/1446011413?i=1446011606&uo=4";"https://open.spotify.com/track/4i0NQEuAaJUabmvCuZScy5";
"Wes Montgomery";"Dark velvet";"In the wee small hours of the morning";1964;"RIVERSIDE";1705744983;1705745152;;;
"Shirley Horn";"Loads of love / Shirley Horn with horns";"That's no joke";1963;"MERCURY";1705745148;1705745308;"https://music.apple.com/fr/album/thats-no-joke/1443822058?i=1443822270&uo=4";"https://open.spotify.com/track/2DhOF67QthhliOlBq5MqK6";"https://www.deezer.com/track/4585379"
"Christian Mc Bride Big Band";"Bringin' it";"Gettin' to it";2017;"MACK AVENUE RECORDS";1705745306;1705745700;;;
"Ezra Collective";"May the funk be with you";"May the funk be with you";2022;"ENTER THE JUNGLE";1705745699;1705745964;"https://music.apple.com/fr/album/may-the-funk-be-with-you/1609710347?i=1609710489&uo=4";"https://open.spotify.com/track/6GkeuiAXhBvPp4WsBgDvmV";"https://www.deezer.com/track/1653649182"
"Laurent Bardainne & Tigre D'Eau Douce";"Hymne au soleil";"Verte gronouille";2022;"HEAVENLY SWEETNESS";1705745964;1705746158;"https://music.apple.com/fr/album/verte-gronouille/1593832914?i=1593833785&uo=4";;
"Mel Torme";"Jazz Magazine-Jazzman / L'âge d'or du jazz";"Dat dere";1962;"WAGRAM MUSIC";1705746155;1705746330;"https://music.apple.com/fr/album/dat-dere/59401055?i=59401007&uo=4";;"https://www.deezer.com/track/735480"
"Bobby Timmons";"This here is Bobby Timmons";"Moanin'";1960;"RIVERSIDE";1705746329;1705746635;"https://music.apple.com/fr/album/moanin/526982755?i=526982768&uo=4";"https://open.spotify.com/track/5I9wre7izglAuWMmTOgU1L";
"Vijay Iyer";"Uneasy";"Entrustment";2021;"ECM";1705746635;1705746934;;"https://open.spotify.com/track/0FabRdeLmKujYkz4n86lLn";"https://www.deezer.com/track/1303265902"
"SELMA PINTON";"Time goes too slow";"Never you";2021;"THE DOME.";1705746926;1705747170;"https://music.apple.com/fr/album/never-you/1594209634?i=1594209864&uo=4";"https://open.spotify.com/track/0tJELa2oS17pBEK3SjdkXG";
"Karl Olandersson";"Walk and talk";"Tell me now";2021;"NAXOS SWEDEN - SJR";1705747167;1705747490;"https://music.apple.com/fr/album/tell-me-now/1588259171?i=1588259189&uo=4";"https://open.spotify.com/track/7JWLZRNpfv8Zc37NizwIKK";"https://www.deezer.com/track/1509103942"
"Harry Connick Jr";"France, I wish you love";"With imagination (i'll get there)";1993;"COLUMBIA";1705747489;1705747779;;;
"Three Blind Mice";"See how they run";"Fidgety feet";2019;"AUTOPRODUCTION";1705747773;1705747993;"https://music.apple.com/fr/album/fidgety-feet/1454508124?i=1454508127&uo=4";"https://open.spotify.com/track/77HV9hbwfesxY1uc5bs025";
"Leon Redbone";"Anytime";"Sweet Lorraine";2001;"VERVE";1705747992;1705748132;;"https://open.spotify.com/track/3Sj14A5Bd6Q7hY6oUjYNJ8";
"John Ellis";"Say it quiet";"Portage la prairie (feat. Stefan Bauer)";2021;"SUNNYSIDE";1705748130;1705748399;;;
"Andy Hay";"Many rivers";"Afronaught / Travel";2019;"AUTOPRODUCTION";1705748400;1705748619;;;
"Tony Williams";"The Joy of Flying";"Hittin on 6";2010;"Reel Music";1705748618;1705748994;;;
"Youn Sun Nah";"Voyage";"Calypso Blues";2008;"THE ACT";1705748989;1705749231;;;
"John Coltrane. (Compositeur)";"Cannonball Adderley Quintet in Chicago";"The Sleeper";1999;"Mercury";1705749230;1705749662;;;
"Christophe Wallemme";"Time zone";"Exit";2004;"NOCTURNE";1705749658;1705749976;;;
"Charles Brown";"Honey dripper";"News all over town";1994;"VERVE";1705749973;1705750394;;;
"Steve Swallow";"Singular Curves";"Get lost";2014;"AUAND RECORDS";1705750394;1705750668;;"https://open.spotify.com/track/5AYbykY8XIx8QFujXIWfsV";"https://www.deezer.com/track/2532320701"
"Oscar Peterson";"The canadian giant";"I Got Rhythm";1952;"VERVE";1705750665;1705750859;"https://music.apple.com/fr/album/i-got-rhythm/585535913?i=585536069&uo=4";;
"Chris Thile & Brad Mehldau";"Chris Thile & Brad Mehldau";"The Old Shade Tree";2017;"NONESUCH / WARNER";1705750858;1705751231;"https://music.apple.com/fr/album/the-old-shade-tree/1175624431?i=1175624620&uo=4";;
"Dizzy Gillespie & Lalo Schifrin";"Free Ride";"Free Ride";1977;"PABLO";1705751226;1705751546;;;
"Louis Sclavis";"Frontières";"Tulgudur";2017;"JMS";1705751542;1705751844;"https://music.apple.com/fr/album/tulgudur/1473809843?i=1473810587&uo=4";"https://open.spotify.com/track/6HNw2se7s2Efa2dz0SjKKO";
"Rose Murphy";"I can't give you anything but love";"I can't give you anything but love";1955;"ARCADE";1705751841;1705751996;"https://music.apple.com/fr/album/i-cant-give-you-anything-but-love/1608994536?i=1608994554&uo=4";;
"Rhoda Scott";"Movin' blues";"Blue law";2020;"SUNSET RECORDS / L'AUTRE DISTRIBUTION";1705751996;1705752238;"https://music.apple.com/fr/album/blue-law/1491480141?i=1491480144&uo=4";"https://open.spotify.com/track/5r84r5iDOIsp8Oo1nlS0eZ";
"Alain Jean Marie";"Lazy Afternoon";"Reincarnation of love bird";1999;"Shaï";1705752237;1705752584;;;
"The Jazz Passengers";"Reunited";"Spanish Harlem";2010;"YELLOWBIRD";1705752579;1705752933;;;
"Mary Lou Williams";"Black christ of the Andes";"It ain't necessarily so";1964;"MPS";1705752933;1705753211;"https://music.apple.com/fr/album/it-aint-necessarily-so/262208338?i=262208443&uo=4";"https://open.spotify.com/track/0hbeUmFXsE5FXaWdOTROYv";
"Roy Hargrove";"Nothing serious";"A day in vienna";2006;"VERVE";1705753209;1705753534;"https://music.apple.com/fr/album/a-day-in-vienna/1443466011?i=1443466198&uo=4";"https://open.spotify.com/track/0gsZr1CzVLU2MPIMkudAjn";
"Champion Jack Dupree";"La cave Saravah";"Ooh la la";1975;"SARAVAH";1705753531;1705753901;;;"https://www.deezer.com/track/11783229"
"David El Malek";"Music from source";"Haggadah";2008;"NOCTURNE";1705753901;1705754142;;;
"Lou Donaldson";"Blues Walk";"Play Ray";1958;"Blue Note";1705754139;1705754464;"https://music.apple.com/fr/album/play-ray/556233432?i=556233442&uo=4";"https://open.spotify.com/track/0CaMKN4Fu6WKHBW38JazrY";"https://www.deezer.com/track/3148680"
"Natacha Atlas";"Myriad road";"Something";2015;"DECCA RECORDS";1705754461;1705754706;"https://music.apple.com/fr/album/something/1442357772?i=1442358060&uo=4";"https://open.spotify.com/track/2ziia19TffkatxV9jiP9ZO";"https://www.deezer.com/track/110152034"
"Michael Brecker";"Tales from the Hudson";"Song for Bilbao";1996;"Impulse !";1705754704;1705755046;"https://music.apple.com/fr/album/song-for-bilbao/1444001865?i=1444002069&uo=4";"https://open.spotify.com/track/0WMG5EgKUdK73cLMEPoRMX";
"Amnesiac Quartet";"Tribute to radiohead / Vol.2";"Exit music (for a film)";2013;"RADIOHEAD";1705755042;1705755412;"https://music.apple.com/fr/album/exit-music-for-a-film/1626660879?i=1626660890&uo=4";;
"Artie Shaw";"Self portrait";"Blues in the night";1941;"BLUEBIRD";1705755408;1705755601;;;"https://www.deezer.com/track/98398236"
"3TM";"Lake";"Woods";2019;"WE JAZZ RECORDS";1705755601;1705755850;"https://music.apple.com/fr/album/woods/1709348620?i=1709348621&uo=4";"https://open.spotify.com/track/1OTJEyK69icpBXVOHTsIXK";"https://www.deezer.com/track/2474316011"
"Charles Williams";"Stickball";"Iron jaws";1972;"MAINSTREAM RECORDS";1705755846;1705756250;;"https://open.spotify.com/track/40hA8Bo8nyR1ySsnVM3vsG";
"Jim Tomlinson";"The lyric";"Something happens to me (feat. Stacey Kent)";2005;"OPLUS";1705756248;1705756478;;;
"Bill Evans";"The complete Riverside recordings : Volume 2 (cd 4)";"34 skidoo";1964;"RIVERSIDE";1705756476;1705756855;;;
"Quartetto Minimo";"Atlantico";"Atlântico";2018;"AUTOPRODUCTION";1705756853;1705757154;"https://music.apple.com/fr/album/atlantico/1436289190?i=1436289225&uo=4";"https://open.spotify.com/track/6Ee8it3JflkAICJP9VCLEZ";
"Kevin Mahogany";"My romance";"Everything I Have Is Yours";1998;"WARNER BROS";1705757151;1705757426;"https://music.apple.com/fr/album/everything-i-have-is-yours/302198017?i=302198022&uo=4";"https://open.spotify.com/track/3xkPQNIBTH4EZAGgcm3h1M";
