"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"M.O.M.";"M.O.M";"AM";2021;"LABORIE JAZZ";1709632794;1709632967;;;
"Coleman Hawkins Quartet";"Today and now";"Go li'l Liza";1962;"IMPULSE";1709632966;1709633348;;;
"Robert Wyatt";"Cuckooland";"Old Europe";2003;;1709633346;1709633600;"https://music.apple.com/fr/album/old-europe/293647596?i=293647600&uo=4";"https://open.spotify.com/track/0PhXpKkvbKoxURSfS80MIu";
"Tommy Flanagan";"Let's play the music of Thad Jones";"Scratch";1993;"ENJA";1709633597;1709633917;;;
"Dan Tepfer Trio";"Five pedals deep";"All i heard was nothing";2010;"SUNNYSIDE";1709633914;1709634298;"https://music.apple.com/fr/album/all-i-heard-was-nothing/396046283?i=396046286&uo=4";;
"Bob Crosby And His Orchestra";"Reveille with Beverly / Jam session";"Big noise from winnetka";1943;"HOLLYWOOD SOUNDSTAGE";1709634295;1709634555;;;
"Martin Salemi";"About time";"One Fine Day";2021;"IGLOO RECORDS";1709634556;1709634839;"https://music.apple.com/fr/album/one-fine-day/1584677547?i=1584678039&uo=4";"https://open.spotify.com/track/09VrJvwfmwrGgKd5A2n3yp";
"John Scofield";"Bump";"Groan man";1999;"VERVE";1709634838;1709635274;;;
"Carmen Lundy";"This is";"All day all night";2001;"JUSTIN TIME RECORDS";1709635271;1709635648;;;
"Randy Weston";"African Rhythms";"Waltz for Sweet Cakes";1969;"COMET RECORDS";1709635645;1709635834;"https://music.apple.com/fr/album/waltz-for-sweet-cakes/269722112?i=269723341&uo=4";"https://open.spotify.com/track/56ng28pInWm4a5mHPiNJl7";
"Macha Gharibian";"Trans extended";"Mount kurama";2016;"JAZZ VILLAGE";1709635833;1709636265;"https://music.apple.com/fr/album/mount-kurama/1157396844?i=1157397209&uo=4";"https://open.spotify.com/track/63T51xCgA1XBRM6C4IvjVv";
"Sammy Davis Jr.";"The Sammy Davis Junior story : Yes I can cd3";"At the crossroads";1967;"RHINO";1709636263;1709636399;;"https://open.spotify.com/track/24pECUMgRgUteFxTrhKkSC";
"Dominique Fillon Augmented Trio";"Awaiting Ship";"Heritage";2020;"Klarthe";1709636399;1709636646;;;
