"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Esbjörn Svensson";"HOME.S.";"Alpha";2022;"ACT";1706176729;1706176965;"https://music.apple.com/fr/album/alpha/1645723679?i=1645723682&uo=4";"https://www.deezer.com/track/1918889117";"https://open.spotify.com/track/1CtLzRnLZ8cuoBAxATActu"
"Cecile McLorin Salvant";"The Window";"Visions";2018;"Mack Avenue";1706176965;1706177274;;"https://www.deezer.com/track/534837892";"https://open.spotify.com/track/5N3rW3s7zDsbSxLV3ERubK"
"Aaron Goldberg";"Home";"Isn't she lovely";2010;"SUNNYSIDE COMMUNICATIONS";1706177268;1706177606;"https://music.apple.com/fr/album/isnt-she-lovely/358239040?i=358239569&uo=4";;"https://open.spotify.com/track/45AttjYxcKS67kuOkDsL1V"
"Veronique Hermann Sambin Sextet";"Basalte";"Pwomes - The Sidewinder";2015;"JAZZ FAMILY";1706177606;1706177812;;;
"Lee Morgan";"Four classic albums";"Terrible T";1960;"AVID JAZZ";1706177812;1706178125;;"https://www.deezer.com/track/836442862";
"Plume";"Holding On";"Naima";2022;"JAZZ & PEOPLE";1706178120;1706178444;;;"https://open.spotify.com/track/3JQJ3e0Lzy9ZJxeQDyYMts"
"John Coltrane";"John Coltrane & Johnny Hartman";"Dedicated to you";1963;"IMPULSE";1706178441;1706178769;;;"https://open.spotify.com/track/7981FAW8DbDs1ueK4Ha8R2"
"Helen Merrill";"Music Makers";"Laura";1986;"Owl Records";1706178769;1706179036;"https://music.apple.com/fr/album/laura/1443308967?i=1443309143&uo=4";;"https://open.spotify.com/track/3tGt28a9CfeaaMeHKsj1hX"
"Matt Carmichael";"Marram";"The far away ones";2022;"EDITION";1706179034;1706179417;"https://music.apple.com/fr/album/the-far-away-ones/1631210501?i=1631210511&uo=4";;"https://open.spotify.com/track/4QgkF5tlDIyJzMjEYglMA2"
"Fœhn Trio (Compositeur)";"Rainbows";"Rainbows";2022;"Mad Chaman";1706179415;1706179691;;;"https://open.spotify.com/track/3ATj6GeWdiui1CE9uYwxOt"
"Leon Thomas";"Full circle";"It's my life I'm fighting for";1973;"RCA/BMG";1706179689;1706180300;"https://music.apple.com/fr/album/its-my-life-im-fighting-for/1621369940?i=1621370174&uo=4";;"https://open.spotify.com/track/2G7kILtef1f9lYWfxQc83g"
"Michael Leonhart Orchestra";"The Normyn Suites";"The Normyn suite n°2 : Freedom from the pain";2022;"Sunnyside";1706180297;1706180399;;;
"Matt Wilde";"Who cares";"Who cares";2023;"BAND ON THE WALL RECORDINGS";1706180400;1706180611;"https://music.apple.com/fr/album/who-cares/1678249694?i=1678249695&uo=4";"https://www.deezer.com/track/2322984505";"https://open.spotify.com/track/0V4VjI45vNfv5sL6AV8LOn"
"Ashley Henry";"My voice";"Day Dream";2023;"NAIVE RECORDS";1706180608;1706180900;"https://music.apple.com/fr/album/day-dream/1677444473?i=1677444638&uo=4";;"https://open.spotify.com/track/0pmfzrYIaHzPQ0DYnRWLwi"
"Bobby Hutcherson";"Components";"Tranquillity";1965;"BLUE NOTE";1706180893;1706181193;"https://music.apple.com/fr/album/tranquillity/1442924838?i=1442926290&uo=4";"https://www.deezer.com/track/89078309";
"Jeanne Lee";"Natural affinities";"I thougt about you";1992;"OWL";1706181191;1706181493;;;
"Laurent de Wilde Trio";"Life is a Movie";"La vague";2023;"Gazebo";1706181489;1706181865;;;
"Chano Dominguez & Antonio Lizana";"Estándares";"Skylark";2022;"ALTAFONTE";1706181857;1706182145;;;
