"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Houben & Son";"7/7";"Camel ride";2020;"IGLOO";1712051998;1712052361;;;
"Oscar Peterson Trio";"Hello Herbie";"Naptown Blues";1969;"MPS";1712052357;1712052674;;;
"Barbara Hannigan";"The passion of Charlie Parker";"The epitaph of Charlie Parker (Vocal version of """"Visa"""")";2017;"IMPULSE";1712052671;1712052905;;;
"Quincy Jones";"Smackwater Jack";"Cast your fate to the wind";1971;"A&M";1712052903;1712053168;"https://open.spotify.com/track/3VJuwMdSTTf9Z7ZoolTnIV";;
"Khalil Chahine";"Kafé groppi";"Cinqué";2018;"TURKHOISE";1712053165;1712053486;"https://open.spotify.com/track/0gGgJG4tROM4Q9ksAi9hfL";"https://music.apple.com/fr/album/cinque/1439614425?i=1439614428&uo=4";"https://www.deezer.com/track/571217142"
"Mildred Bailey";"The chronological classics 1940-1942";"I'm nobody's baby";1940;"CLASSICS RECORDS";1712053483;1712053660;;;
"Michel Camilo";"Spirit of the moment";"Spirit of the moment";2007;"TELARC";1712053659;1712053955;"https://open.spotify.com/track/4dc4NCviIfEyqaPHjD0P5y";"https://music.apple.com/fr/album/spirit-of-the-moment/1651514560?i=1651515080&uo=4";
"Michel Sardaby";"Voyage";"Solar";1984;"HARMONIC";1712053955;1712054312;;;
"Seed Ensemble";"Driftglass";"WAKE (For Grenfell)";2019;"Jazz Re:Freshed";1712054308;1712054855;;;
"Cliff Jordan";"Cliff craft";"Sophisticated lady";1957;"BLUENOTE";1712054851;1712055254;"https://open.spotify.com/track/0VfMAOS8d2Tbaxuozgy8qJ";"https://music.apple.com/fr/album/sophisticated-lady/658437256?i=658437780&uo=4";
"Depart";"Reloaded";"Timeless dreams";2006;"ACT";1712055252;1712055569;"https://open.spotify.com/track/0ykiGrsJRmqPHCUfRzyU2f";;"https://www.deezer.com/track/61508684"
"Eddie Jefferson";"The jazz singer";"Now's the time";1959;"CDM";1712055566;1712055741;;;
"Ludivine Issambourg";"Outlaws";"Undecided";2020;"HEAVENLY SWEETNESS";1712055741;1712056039;"https://open.spotify.com/track/0FVbbb6EDyCckexuU1QRD4";"https://music.apple.com/fr/album/undecided/1496377821?i=1496377830&uo=4";
"Bud Powell";"The virtuosos";"Just one of those things";1951;"HARMONIA MUNDI";1712056035;1712056273;;;"https://www.deezer.com/track/78718046"
"Brad Mehldau";"Finding Gabriel";"Born to Trouble";2019;"Nonesuch";1712056270;1712056506;"https://open.spotify.com/track/710Vw1H0jtmLn5zcMDzodq";"https://music.apple.com/fr/album/born-to-trouble/1457751910?i=1457751923&uo=4";
"Charles Kynard";"Reelin' with the feelin";"Zebra walk";1971;"ACE";1712056501;1712056868;;;
"Lars Danielsson";"Tarantella";"The madonna";2009;"ACT";1712056863;1712057244;"https://open.spotify.com/track/4U1GPgm6ibBkqHlGAGfCSq";;
"Nancy Wilson";"Swingin's mutual";"All night long";1960;"CAPITOL";1712057240;1712057416;;"https://music.apple.com/fr/album/all-night-long/724729983?i=724730497&uo=4";"https://www.deezer.com/track/67658225"
"Kiyoshi Kitagawa";"Ancestry";"Mahjong";2004;"ATELIER SAWA";1712057416;1712057826;;;
"Anouar Brahem";"Thimar";"Houdouth";1998;"ECM";1712057822;1712058153;"https://open.spotify.com/track/4vNOPFPAYSLMbErlw9FOvc";;"https://www.deezer.com/track/1168312"
"Paul Lay";"Deep Rivers";"Go to Hell";2019;"Laborie Jazz";1712058150;1712058439;;;
"Freddie Green";"Natural rhythm";"Down for double";1955;"BMG";1712058436;1712058675;;"https://music.apple.com/fr/album/down-for-double/1094229898?i=1094230494&uo=4";
