"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Tony Allen & Hugh Masekela";"Rejoice";"We've landed";2020;"WORLD CIRCUIT";1710323986;1710324262;"https://music.apple.com/fr/album/weve-landed-matthew-herberts-absence-dub-remix/1524268020?i=1524268021&uo=4";;
"Rahsaan Roland Kirk";"""""Rahsaan"""" the complete Mercury recordings of Roland Kirk cd 1 à 4";"Song Of The Countrymen";1963;"MERCURY";1710324259;1710324672;;"https://open.spotify.com/track/3Upgn9o8sYU2tJ5PUfc9EF";
"Kenny Wheeler";"Mirrors";"Humpty Dumpty";2013;"Edition Records";1710324670;1710324988;;"https://open.spotify.com/track/04px6OgiXQCneVozKCUlDw";
"Jimmy Mcgriff";"So Blue, So Funky - Heroes of the Hammond The Blue Series : 1961-1969 / Vol. 2";"Where it's at (edit)";1994;"Blue Note";1710324983;1710325268;;;
"TROPICAL JAZZ TRIO";"Tropical jazz trio";"African flower";2019;"FRENCH PARADOX";1710325266;1710325586;"https://music.apple.com/fr/album/african-flower/1464232001?i=1464232505&uo=4";"https://open.spotify.com/track/4f7t19xtQcC7tpvoJ5VNuI";
"Babs Gonzales";"Voilà";"Them jive new yorkers";1959;"FRESH SOUND RECORDS";1710325583;1710325760;;;"https://www.deezer.com/track/14018714"
"L'Orage";"L'orage";"Poly 163";2019;;1710325761;1710326082;;;
"Jon Hassell";"Earthquake island";"Balia";1989;"TOMATO@";1710326078;1710326352;;;"https://www.deezer.com/track/437135122"
"Bobby Hughes Combination";"Electro jazz divas";"Kerma Elastica (feat. Karins Krogh)";2002;"WAGRAM";1710326349;1710326661;;;
"Sonny Clark";"Leapin' and Lopin'";"Somethin' special";1961;"Blue Note";1710326658;1710327038;;;
"Ezra Collective";"You can't steal my joy";"People saved";2019;"ENTER THE JUNGLE";1710327035;1710327423;"https://music.apple.com/fr/album/people-saved/1450944210?i=1450944521&uo=4";"https://open.spotify.com/track/6bU7KxX3VNn7C8C4E6jbUN";
"Ben Sidran";"Feel your groove";"About love";1971;"CAPITOL";1710327421;1710327599;"https://music.apple.com/fr/album/about-love/1399734905?i=1399735346&uo=4";"https://open.spotify.com/track/4fsX2viAE4S5Htaw1u1Pt0";
"Timo Lassy";"Moves";"Northern express";2018;"MEMBRAN INTERNATIONAL";1710327599;1710327879;;"https://open.spotify.com/track/3HFf5gdW0hXSSSXEzySW38";
"Gary Burton";"Like Minds";"Elucidation";1998;"Concord";1710327878;1710328197;;"https://open.spotify.com/track/3vlR3vFVVX1gR4FgEHUWkh";
"Cassandra Wilson";"Glamoured";"Lay lady lay";2003;"BLUE NOTE";1710328194;1710328497;"https://music.apple.com/fr/album/lay-lady-lay/724744235?i=724744436&uo=4";"https://open.spotify.com/track/3zXc2cwAnaF8uUlwoz9NrO";
"Bill Evans";"At the Montreux jazz festival";"Nardis";1968;"Verve";1710328494;1710328970;"https://music.apple.com/fr/album/nardis-live-at-the-montreux-jazz-festival-1968/1437032211?i=1437034769&uo=4";"https://open.spotify.com/track/2tR2Ko4LEejCG1o5taXSmg";"https://www.deezer.com/track/12452483"
"Christian Mcbride Trio";"Out Here";"Hallelujah Time";2013;"Mack Avenue";1710328967;1710329205;"https://music.apple.com/fr/album/hallelujah-time/667572188?i=667574063&uo=4";"https://open.spotify.com/track/7cCAuJTRqxN4D9iDDu4z2d";
"Quincy Jones";"Blaxploitation";"Summer in the city";1973;"POLYDOR";1710329202;1710329445;"https://music.apple.com/fr/album/summer-in-the-city/1443997207?i=1443997497&uo=4";"https://open.spotify.com/track/39eFFeKv7QaTBIukk7TYVu";"https://www.deezer.com/track/3051178"
"Daniel Herskedal (Tuba)";"Neck of the woods";"Neck of the woods";2012;"EDITION RECORDS";1710329442;1710329765;;"https://open.spotify.com/track/1cW3KwqYcRzzLQgBTKFIdO";
"Roland Kirk";"Talkin' Verve : Roots of acid jazz";"A sack full of soul";1961;"MERCURY";1710329762;1710330037;"https://music.apple.com/fr/album/a-sack-full-of-soul/511343992?i=511344344&uo=4";;
"Steve Evans";"Quartet 2 sets";"The part you throw away";2008;"SCHEMA";1710330036;1710330219;;;
"Michel Portal";"Dejarme solo";"Bat sarrou";1970;"DREYFUS RECORDS";1710330215;1710330407;"https://music.apple.com/fr/album/bat-sarrou/1434608742?i=1434608750&uo=4";;"https://www.deezer.com/track/141161749"
"Frederic Borey";"The option";"My Home";2012;"FRESH SOUND NEW TALENT";1710330405;1710330849;;;
"Glenn Miller";"Hot trains";"Chattanooga choo choo";1941;"SAGA";1710330846;1710331127;"https://music.apple.com/fr/album/chattanooga-choo-choo/539489004?i=539489759&uo=4";;
"Laurent Mignard";"Alter tropicus";"Hotel de emigrantes";2004;"AMOC";1710331126;1710331248;;;
