"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Blossom Dearie";"Blossom time at Ronnie Scott's club London";"The Shadow Of Your Smile";1966;"EMARCY RECORDS";1708768569;1708768822;"https://music.apple.com/fr/album/the-shadow-of-your-smile-remastered/1686234453?i=1686234754&uo=4";"https://open.spotify.com/track/2bew5a4zWkNZERaYVHWzkx";
"Lisa Cat-Berro";"Good days bad days";"Les fleurs de sakura";2021;"GAYA MUSIC PRODUCTION";1708768822;1708769057;"https://music.apple.com/fr/album/les-fleurs-de-sakura/1562312311?i=1562312534&uo=4";"https://open.spotify.com/track/6jW2y0cyLHWa5TiGY7xuDI";
"Mccoy Tyner";"Inception";"Speak low";1962;"Impulse !";1708769053;1708769425;"https://music.apple.com/fr/album/speak-low/1619077522?i=1619077528&uo=4";;
"Avishai Cohen (Contrebasse, Chant)";"Two Roses";"Two roses";2021;"Naive / Believe";1708769421;1708769683;;;
"Toots Thielemans";"Progressions 100 years of jazz guitar";"Bluesette";1974;"IMPULSE";1708769680;1708769848;"https://music.apple.com/fr/album/bluesette/493515031?i=493515032&uo=4";;"https://www.deezer.com/track/858701"
"Yaron Herman";"Alter Ego";"Homemade";2012;"ACT MUSIC & VISION";1708769846;1708770161;;"https://open.spotify.com/track/699iz0Ol4HNpFarlKVyqxm";
"Rita Reys";"The Rita Reys story (song of a lifetime) / CD 1";"Star eyes";1957;"NIKKELEN NELIS";1708770159;1708770415;"https://music.apple.com/fr/album/star-eyes/724884243?i=724885387&uo=4";;
"Matthieu Chazarenc";"Canto II Cançon";"Les terrasses du Palat (feat. Sylvain Luc)";2021;"CC PRODUCTION";1708770414;1708770718;"https://music.apple.com/fr/album/les-terrasses-du-palat-feat-sylvain-luc/1717423585?i=1717424206&uo=4";;
"Jan Lundgren Trio";"Swedish standards";"Visa vid vindens ängar";1997;"SITTEL RECOR";1708770718;1708770950;"https://music.apple.com/fr/album/visa-vid-vindens-%C3%A4ngar/308447217?i=308447245&uo=4";;
"Anthony Joseph";"The rich are only defeated when running for their lives";"Calling England home";2021;"HEAVENLY SWEETNESS";1708770949;1708771319;"https://music.apple.com/fr/album/calling-england-home/1556905146?i=1556905435&uo=4";"https://open.spotify.com/track/6jd5uWEpV3zdgnR0obsXZ2";
