"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Cathy Hayes";"It's all right with me";"You don't know what love is";1959;"FRESH SOUND RECORDS";1704275906;1704276160;"https://music.apple.com/fr/album/you-dont-know-what-love-is/357801416?i=357801498&uo=4";"https://open.spotify.com/track/1lE6gcgNXVUjKI1N1sDPKO";
"Joel Lyssarides";"Stay Now";"Cloudberry hill";2022;"ACT";1704276160;1704276430;"https://music.apple.com/fr/album/cloudberry-hill/1596750847?i=1596751002&uo=4";"https://open.spotify.com/track/3Ht7kYspbRZtJR2MEwBlt2";"https://www.deezer.com/track/1562599752"
"Earl Hines";"Classic trio sessions";"Dream of you";1966;"RCA";1704276423;1704276673;;;"https://www.deezer.com/track/1734070017"
"Ian Shaw";"The theory of joy";"You've Got To Pick A Pocket Or Two";2016;"JAZZ VILLAGE";1704276671;1704276875;"https://music.apple.com/fr/album/youve-got-to-pick-a-pocket-or-two/1073981664?i=1073982365&uo=4";"https://open.spotify.com/track/6679tZMdoRDArtv59wP6m1";
"Sonny Landreth";"(Almost) Everybody Slides";"Zydeco shuffle";1990;"SKY RANCH";1704276874;1704277057;;;
"Francesco Bearzatti Tinissima 4et";"This machine kills fascists";"Long train running";2015;"KEPACH MUSIC";1704277056;1704277447;;;
"Shirley Horn";"Travelin' light";"Don't be on the outside";1965;"IMPULSE";1704277445;1704277613;"https://music.apple.com/fr/album/dont-be-on-the-outside/1442547977?i=1442548158&uo=4";"https://open.spotify.com/track/1rNT7sNemR861LSy4S0UeB";
"Takuya Kuroda";"Zigzagger";"Thirteen";2016;"CONCORD RECORDS";1704277610;1704278036;"https://music.apple.com/fr/album/thirteen/1440937460?i=1440937746&uo=4";"https://open.spotify.com/track/2KX365I5UGOECrlXUrxYL1";"https://www.deezer.com/track/133585758"
"Thad Jones (Chef d'orchestre)";"Potpourri";"Don't you worry 'bout a thing";1974;"CBS";1704278036;1704278275;;"https://open.spotify.com/track/19pMfGR9f5d7JPGThjhsAe";"https://www.deezer.com/track/1268529882"
"Jamie Cullum";"Pointless nostalgic";"Well you needn't";2002;"CANDID";1704278273;1704278471;;;
"Herbie Hancock";"The best of herbie hancock";"Driftin";1962;"BLUENOTE";1704278470;1704278885;;;
"Indra Rios Moore";"Freedom road";"Walk on the wild side";2022;"BENDRA RECORDS";1704278879;1704279114;;;
"Neil Cowley Trio";"Radio silence";"Stereoface";2009;"HIDEINSIDE RECORDS";1704279110;1704279470;;;"https://www.deezer.com/track/1698903697"
"Dinah Washington";"In the land of hi-fi";"Let me love you";1956;"EMARCY";1704279469;1704279599;"https://music.apple.com/fr/album/let-me-love-you/1702737854?i=1702738615&uo=4";"https://open.spotify.com/track/5ynEX7lWL90pfatUt3gReN";"https://www.deezer.com/track/6532816"
"Martin Joey Dine";"Both at once";"Please stop that war";2019;"ANAGRAM PARIS";1704279597;1704280235;;;"https://www.deezer.com/track/827185592"
"Sonny Rollins";"What's new";"Bluesongo";1962;"BMG";1704280233;1704280513;"https://music.apple.com/fr/album/bluesongo/931954633?i=931964318&uo=4";"https://open.spotify.com/track/1UdhsH9lKhm60NOt2ahisL";"https://www.deezer.com/track/993539"
"Hugh Coltman";"Who's happy";"Civvy street";2018;"OKEH";1704280511;1704280781;"https://music.apple.com/fr/album/civvy-street/1324245124?i=1324245726&uo=4";"https://open.spotify.com/track/7IsX6w3FZVNrCDoA2qTPiY";
"Jacky Terrasson";"What it is";"Money";1999;"BLUE NOTE";1704280779;1704281052;"https://music.apple.com/fr/album/money/723405047?i=723405551&uo=4";"https://open.spotify.com/track/0jnoxERf18qkaLpHntB2pa";
"Pieces Of Peace";"Pieces of peace";"Pollution (instrumental)";2007;"CALI-TEX RECORDS";1704281049;1704281507;;;
"Jack Kerouac";"Blues and haikus/featuring Al Cohn & Zoot Sims";"The Last Hotel and Some Of Dharma";1958;"ZONOPHONE";1704281506;1704281730;;;
"Village Of The Sun";"Village of the sun";"Village of the sun (feat Binker & Moses)";2020;"GEARBOX RECORDS";1704281725;1704282139;;;
"Melvin Sparks";"Melvin Sparks : legends of acid jazz";"Charlie Brown";1996;"PRESTIGE";1704282112;1704282463;;;"https://www.deezer.com/track/565132412"
"Eliane Elias";"Dance of time";"An up dawn";2017;"CONCORD MUSIC";1704282460;1704282721;"https://music.apple.com/fr/album/an-up-dawn/1440938693?i=1440939544&uo=4";"https://open.spotify.com/track/0peQ2WQxN6zcxycFOISWpL";"https://www.deezer.com/track/144941868"
"Quincy Jones (Chef d'orchestre)";"Go west man";"No bones at all";1957;"UNIVERSAL";1704282719;1704282953;"https://music.apple.com/fr/album/no-bones-at-all/1443813753?i=1443813861&uo=4";"https://open.spotify.com/track/2jsLnJ7TZzxnMtUcNszcvD";"https://www.deezer.com/track/100878500"
"Etienne Deconfli";"Brothers";"Sister Romane";2015;;1704282952;1704283249;;;
"Charlie Shavers";"Complete recordings volume 1";"Back home again in Indiana";1964;"LONE HILL JAZZ";1704283248;1704283358;;;"https://www.deezer.com/track/440700972"
"Creature";"Suddenly you matter";"Suddenly you matter";2020;"KOBALT RECORDS";1704283355;1704283709;;;
"Horace Silver. (Compositeur)";"You Gotta Take a Little Love";"Down and Out";1969;"Blue Note";1704283706;1704283975;"https://music.apple.com/fr/album/down-and-out/715924725?i=715925165&uo=4";;
"Hailey Tuck";"Junk";"Cactus tree";2018;"OKEH / SONY";1704283972;1704284242;"https://music.apple.com/fr/album/cactus-tree/1349223078?i=1349223081&uo=4";"https://open.spotify.com/track/5645dAuPaLBzzo2cNfpzYJ";
"Ronnie Foster";"Two-headed freap";"Summer song";1972;"B NOTE";1704284240;1704284556;;"https://open.spotify.com/track/1Ugma79M7MunvbjkeQNVLz";
"Sophie Alour";"Joy";"Songe en forme de fougère";2020;"MUSIC FROM SOURCE";1704284553;1704284776;;"https://open.spotify.com/track/0zeXe2s88GdfJD7n9Rbr8i";
"Lucy Reed";"This is Lucy Reed/Complete recordings 1950-1957";"Out of this world";1955;"FRESH SOUND RECORDS";1704284776;1704285002;;;
"Yaron Herman";"Follow the white rabbit";"Heart shaped box";2010;"ACT";1704285000;1704285274;;"https://open.spotify.com/track/5i17LHqATVUzB3qJaUcNkO";
"Quatuor Treya";"Le quatuor treya interprete Gabriel Faure";"Pavane";1998;"DIVOX";1704285272;1704285751;;;
"Randy Newman";"The Randy Newman Songbook vol. 3";"You've got a friend in me";2016;"NONESUCH";1704285749;1704285872;"https://music.apple.com/fr/album/youve-got-a-friend-in-me/1135114525?i=1135114840&uo=4";"https://open.spotify.com/track/3iCoKAaMZq9OF4mtx4rN6g";"https://www.deezer.com/track/696962792"
"Benny Golson";"The Other Side Of Benny Golson";"This night";1958;"RIVERSIDE";1704285871;1704286341;"https://music.apple.com/fr/album/this-night/854278442?i=854278474&uo=4";;
"Eric Legnini";"Six strings under";"The jive";2019;"ANTEPRIMA PRODUCTIOSN / BENDO MUSIC";1704286339;1704286519;"https://music.apple.com/fr/album/the-jive/1471345570?i=1471345727&uo=4";"https://open.spotify.com/track/0eJGNbggPdksFu594Oy7z0";"https://www.deezer.com/track/706610352"
"Nina Simone";"The best of";"Four Women";1966;"PHILIPS";1704286518;1704286782;"https://music.apple.com/fr/album/four-women/1469552026?i=1469552031&uo=4";"https://open.spotify.com/track/7urjzeGBtfHdwWmfYJjdAp";
"Kansas Smitty's";"Things happened here";"Sunnyland";2020;"EVER";1704286782;1704287050;"https://music.apple.com/fr/album/sunnyland/1498249875?i=1498250222&uo=4";"https://open.spotify.com/track/1S6ECkB4IVgWRsQ3BYWuy8";
"Ernest Ranglin";"Guitar in Ernest";"Chow mein";1965;"DUBSTORE RECORDS";1704287048;1704287265;;;
"Madeleine Peyroux";"Anthem";"The ghosts of tomorrow";2018;"DECCA / UNIVERSAL";1704287262;1704287513;"https://music.apple.com/fr/album/the-ghosts-of-tomorrow/1439604334?i=1439604821&uo=4";"https://open.spotify.com/track/39Ru1THo5oACOeeFjc4bAQ";"https://www.deezer.com/track/571891362"
"Gary Burton";"Like Minds";"Like Minds";2011;"Concord";1704287510;1704287857;;;
