"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Makaya McCraven";"Deciphering the message";"Autumn in New York (aka """"Spring in Chicago"""")";2021;"BLUE NOTE";1706954395;1706954749;;;
"Conte Candoli";"Coast to coast";"Groovin' higher";1955;"FRESH SOUND RECORDS";1706954746;1706955055;;;
"Natalia M King";"Soulblazz";"Ring ring dingaling";2014;"JAZZ VILLAGE";1706955053;1706955275;;;
"Spaceheads";"Round the outside live in the U.S.A.";"Shoot the boss";1997;"AUTO PRODUCTION";1706955273;1706955606;"https://www.deezer.com/track/2442706225";"https://open.spotify.com/track/5MJv2qK3FGyX4feqqE6kgm";
"Roswell Rudd";"Espirito jibaro";"Preludio";2007;"SOUNDSCAPE";1706955604;1706955834;;"https://open.spotify.com/track/6oBkUjEfEOSRSnT4l5CRZ6";
"Shahid Quintet";"Listen, Whitey / The sounds of black power 1967-1974";"Invitation to black power [parts 1 & 2]";1969;"T IN THE ATTIC RECORDS";1706955832;1706956195;;;
"Terence Blanchard";"Flow";"Benny's tune";2005;"BLUENOTE";1706956195;1706956652;;"https://open.spotify.com/track/3BM48UPM2NbMQC75y2hBZr";"https://music.apple.com/fr/album/bennys-tune/1443133403?i=1443133942&uo=4"
"Lester Young";"The complete Lester Young studio sessions on verve (cd 8)";"Pennies from heaven";1955;"VERVE";1706956649;1706956846;"https://www.deezer.com/track/7431438";;
"Lucky Peterson";"You can always turn around";"I believe I'll dust my broom";2010;"DREYFUS";1706956842;1706957143;;"https://open.spotify.com/track/2uJnPIWxtuX8SpGL47tzjw";"https://music.apple.com/fr/album/i-believe-ill-dust-my-broom/1434549510?i=1434549512&uo=4"
"James Moody";"Moody's mood for love";"Foolin the blues";1956;"UNIVERSAL";1706957140;1706957443;;;
"David El Malek";"Music from source";"Sissu et Yeroushalaîm";2008;"NOCTURNE";1706957443;1706957861;;;
"Stan Kenton";"Dance to the bands !";"Freddy";1956;"SEPIA";1706957859;1706957999;"https://www.deezer.com/track/1699170537";;
"Matthew Halsall";"Colour Yes";"I've found joy";2019;"Gondwana Records";1706958000;1706958333;;;
"Cannonball Adderley";"Cannonball Adderley : Somethin' else";"Dancing in the dark";1958;"BLUE NOTE";1706958330;1706958574;"https://www.deezer.com/track/3105357";"https://open.spotify.com/track/5DDx7lVobjWfLyvRDtW7BX";"https://music.apple.com/fr/album/dancing-in-the-dark/724729986?i=724730439&uo=4"
"Maria Neckman";"Deeper";"Happy song";2010;"SUNNYSIDE CO";1706958572;1706958899;;;
"Keith Jarrett";"Treasure Island";"Le mistral";1974;"IMPULSE";1706958896;1706959451;;"https://open.spotify.com/track/28Pf7KDn0CT4FattBmOuV8";
"Monty Alexander";"Triple scoop";"When lights are low";2002;"CONCORD JAZZ";1706959448;1706959852;;;
"Mark Murphy";"Crazy rhythm his debut recordings";"Elmer's tune";1957;"DECCA";1706959853;1706960012;"https://www.deezer.com/track/7375970";"https://open.spotify.com/track/0P1coX7PC69PPrRTEnbKGx";"https://music.apple.com/fr/album/elmers-tune/672252369?i=672252454&uo=4"
"Dave Holland";"Extensions";"Processional";2008;"ECM";1706960010;1706960443;;;
"Arturo Sandoval";"Swingin'";"Moment's notice";1996;"GRP";1706960439;1706960874;;"https://open.spotify.com/track/1I7vuSi1PZ6OpkEzDQan6g";
"Esperanza Spalding";"Chamber music society";"Really very small";2010;"Heads Up";1706960869;1706961030;;"https://open.spotify.com/track/79ArXLOwj2FHMPr2wjbFVy";"https://music.apple.com/fr/album/really-very-small/390541426?i=390541453&uo=4"
"Al Grey";"Fab";"Teach me tonight";1969;"CAPRI";1706961029;1706961253;"https://www.deezer.com/track/11325693";;
"The John Betsch Society";"Earth Blossom";"Ode to Ethiopia";2007;"Heavently Sweetness";1706961251;1706961510;"https://www.deezer.com/track/2542453921";;
"Anita O Day";"Pick yourself up";"I won't dance";1956;"VERVE";1706961507;1706961711;;;
"Sefi Zisling";"Expanse";"Happy Solar Return (feat. Kutiman)";2019;"Tru Thoughts";1706961711;1706962258;"https://www.deezer.com/track/1269327662";;"https://music.apple.com/fr/album/happy-solar-return-feat-kutiman/1484950641?i=1484950649&uo=4"
"Count Basie";"Straight Ahead";"The Queen Bee";1968;"GRP";1706962257;1706962509;;;
"Solveig Slettahjell";"Domestic songs";"One of these days";2008;"ACT";1706962507;1706962699;;;
"Stefano Torossi";"BOF TV / Unusual sounds";"Running fast";1974;"ANTHOLOGY RECORDINGS / MEXICAN SUMMER";1706962695;1706962958;"https://www.deezer.com/track/104382902";"https://open.spotify.com/track/0wOiCSxhbj4rPmbXQxU2ld";"https://music.apple.com/fr/album/running-fast/1329251698?i=1329251864&uo=4"
"Abdullah Ibrahim";"Ekapa lodumo";"Kramat";2001;"ENJA";1706962955;1706963402;"https://www.deezer.com/track/62437215";"https://open.spotify.com/track/7352YBXDv70T8yuNTl2BMj";
"Ella Fitzgerald";"Ella Fitzgerald sings the Duke Ellington song book";"Love You Madly";1957;"VERVE";1706963402;1706963679;"https://www.deezer.com/track/2410502485";"https://open.spotify.com/track/6M0uK3DQrhtvwCyWZjT1EZ";"https://music.apple.com/fr/album/love-you-madly/414552120?i=414552149&uo=4"
"Brian Blade & The Fellowship Band";"Landmarks";"Bonnie Be Good";2014;"Blue Note";1706963664;1706963900;"https://www.deezer.com/track/77486445";"https://open.spotify.com/track/1aMnataAswBgIUkVWA2SwL";"https://music.apple.com/fr/album/bonnie-be-good/1444024074?i=1444024346&uo=4"
"Phil Woods";"The rev and I";"The rev and i";1998;"BLUE NOTE";1706963897;1706964274;"https://www.deezer.com/track/3171067";"https://open.spotify.com/track/0ZTVQ1mh68TokAK5Tj1u2a";"https://music.apple.com/fr/album/the-rev-and-i/696654429?i=696654435&uo=4"
"Joe Lee Wilson";"Ballads for Trane";"Route '66";2004;"PHILOLOGY";1706964272;1706964447;;;
"Buddy Collette";"Tasty dish";"Orlando blues";1958;"FRESH SOUND";1706964444;1706964720;;"https://open.spotify.com/track/28diA2N3tv9juYLFv8ZSvq";
"Maria Faust";"Machina";"Salacia";2018;"STUNT RECORDS";1706964719;1706964979;"https://www.deezer.com/track/442356082";"https://open.spotify.com/track/1px9Hu0THvw6oELGR5smgK";"https://music.apple.com/fr/album/salacia/1325254576?i=1325254998&uo=4"
"Gil Scott Heron";"Free will";"Free will";1972;"RCA";1706964975;1706965181;;;
"Joe Armon-Jones";"Turn to clear view";"Gnawa sweet";2019;"BROWNSWOOD RECORDINGS";1706965181;1706965549;"https://www.deezer.com/track/1302405212";"https://open.spotify.com/track/7dxojaDa0qbKdPu1N0Buti";"https://music.apple.com/fr/album/gnawa-sweet/1561248401?i=1561248633&uo=4"
"Buddy De Franco";"Mr. Clarinet";"Bass on balls";1953;"Verve";1706965546;1706966015;;;
"Norma Winstone";"Distances";"The mermaid";2008;"ECM";1706966013;1706966283;"https://www.deezer.com/track/980070";"https://open.spotify.com/track/79psWg1z8DpGyldwybHSFr";
"Emiliano Salvador";"Cuba/Nueva vision";"Nueva vision";1978;"SONAR KOLLEK";1706966281;1706966557;;;
"James Spaulding";"Down with it";"Down with it";2006;;1706966553;1706966932;;;
"Lambert Hendricks & Ross";"Sing a song of Basie";"Blues backstage";1958;"VERVE";1706966928;1706967105;;;
"Iiro Rantala & Ulf Wakenius";"Good stuff";"Rome";2017;"ACT MUSIC";1706967106;1706967332;;;"https://music.apple.com/fr/album/rome/1270638924?i=1270639431&uo=4"
"Joey Baron";"Down Home";"Mighty Fine";1997;"INTUITION";1706967329;1706967641;;;
"Robert Wyatt";"Cuckooland";"Trickle down";2003;;1706967637;1706968040;;"https://open.spotify.com/track/1a8alvpxATfEpGjbLozyVG";"https://music.apple.com/fr/album/trickle-down/293647596?i=293647615&uo=4"
"Sidney Bechet";"BD Music Presents Sidney Bechet";"Margie";1949;"BDMusic";1706968034;1706968178;;;
"Franco Ambrosetti";"The wind";"Otello";2008;"ENJA/HM.";1706968177;1706968573;;;
"Edith Wilson";"Wild about that thing : Ladies sing the blues";"He may be your man";1975;"DELMARK RECO";1706968570;1706968799;"https://www.deezer.com/track/690133362";;
"Joshua Redman";"Where are we";"Manhattan (feat. Peter Bernstein)";2023;"BLUE NOTE";1706968800;1706969031;;;
"Johnny Hodges";"3 shades of blue";"Welcome to New York";1970;"BMG";1706969028;1706969274;"https://www.deezer.com/track/1733823737";"https://open.spotify.com/track/2YW9mmRDeL8TGEVJ1tSuc9";
"Peggy Lee";"Four Classic Albums";"New York City blues";2018;"Avid Jazz";1706969273;1706969471;;;
"Doug Richards Orchestra";"Through a sonic prism";"A felicidade";2022;"SPACEBOMB";1706969470;1706969821;;;
"Amaro Freitas Trio";"Sankofa";"Baquaqua";2021;"FAR OUT RECORDINGS";1706969820;1706970061;;;
"Ran Blake";"That certain feeling";"Oh where's my bess I";2010;"HATOLOGY";1706970052;1706970297;;;
"Natalie Dessay & Zoot Octet";"Pannonica";"La solitude de Bird";2023;"ZOOT RECORDS";1706970291;1706970433;;;
"Charlie Parker Quintet";"Jazz Magazine-Jazzman / L'âge d'or du jazz";"I get a kick out of you";1954;"WAGRAM MUSIC";1706970429;1706970642;;;
"Camille Bertault";"The passion of Charlie Parker";"Après vous (the apotheosis of Charlie Parker) (vocal version of """"Au privave"""")";2017;"IMPULSE";1706970644;1706970810;;;
"Herbie Hancock";"Mr. Hands";"4 am";1980;"COLB";1706970809;1706971128;;;
"High Pulp";"Days in the desert";"Dirtmouth";2023;"ANTI EPITAPH";1706971121;1706971401;"https://www.deezer.com/track/2226223517";"https://open.spotify.com/track/6jLr5wTijHJaX3nhk5M6HB";
"Kneebody";"Chapters";"What's my name (feat. Michael Mayo)";2019;"EDITION";1706971399;1706971749;;;"https://music.apple.com/fr/album/whats-my-name-feat-michael-mayo/1475527702?i=1475527704&uo=4"
